model,f2,gmean,bss,pr_auc,sensitivity,specificity,ppv,accuracy,precision,recall,f1,auc
model_720,0.83264,0.49950,-0.02122,0.49975,0.99900,0.00000,nan,0.49950,0.49975,0.99900,0.66622,0.49950
model_686,0.83139,0.49900,-0.02224,0.49950,0.99700,0.00100,nan,0.49900,0.49950,0.99700,0.66555,0.49900
model_626,0.83097,0.49950,-0.02122,0.49975,0.99600,0.00300,0.8889826537405022,0.49950,0.49975,0.99600,0.66555,0.49950
model_628,0.83096,0.50350,-0.01306,0.50176,0.99400,0.01300,0.9071925620520472,0.50350,0.50177,0.99400,0.66689,0.50350
model_1586,0.83013,0.67550,0.33789,0.60880,0.90700,0.44400,0.823947914336857,0.67550,0.61996,0.90700,0.73650,0.67550
model_1008,0.82969,0.51300,0.00633,0.50659,0.98700,0.03900,0.902473104529376,0.51300,0.50667,0.98700,0.66961,0.51300
model_1580,0.82899,0.51050,0.00122,0.50531,0.98700,0.03400,0.8686597786366045,0.51050,0.50538,0.98700,0.66847,0.51050
model_976,0.82685,0.52100,0.02265,0.51073,0.97800,0.06400,0.8652006689783024,0.52100,0.51097,0.97800,0.67124,0.52100
model_380,0.82625,0.80650,0.60518,0.74196,0.83600,0.77700,0.9546336858665994,0.80650,0.78942,0.83600,0.81204,0.80650
model_82,0.82526,0.52950,0.03999,0.51521,0.97100,0.08800,0.8775474145015081,0.52950,0.51567,0.97100,0.67360,0.52950
model_984,0.82507,0.50650,-0.00694,0.50327,0.98200,0.03100,0.896911879315188,0.50650,0.50333,0.98200,0.66554,0.50650
model_410,0.82478,0.70450,0.39706,0.63302,0.88400,0.52500,0.8471226606139525,0.70450,0.65048,0.88400,0.74947,0.70450
model_1590,0.82453,0.59600,0.17568,0.55348,0.93700,0.25500,nan,0.59600,0.55707,0.93700,0.69873,0.59600
model_386,0.82358,0.78200,0.55519,0.71175,0.84400,0.72000,0.8085696498552958,0.78200,0.75089,0.84400,0.79473,0.78200
model_1134,0.82255,0.65850,0.30320,0.59612,0.90300,0.41400,nan,0.65850,0.60645,0.90300,0.72559,0.65850
model_502,0.82236,0.76800,0.52663,0.69581,0.84900,0.68700,0.962154919547694,0.76800,0.73064,0.84900,0.78538,0.76800
model_1404,0.82235,0.79450,0.58070,0.72733,0.83600,0.75300,0.9685556481095485,0.79450,0.77193,0.83600,0.80269,0.79450
model_1298,0.82190,0.78700,0.56539,0.71811,0.83900,0.73500,0.9501847051821617,0.78700,0.75996,0.83900,0.79753,0.78700
model_360,0.82179,0.75600,0.50214,0.68280,0.85400,0.65800,0.9115164016277785,0.75600,0.71405,0.85400,0.77778,0.75600
model_638,0.82152,0.55900,0.10018,0.53145,0.95000,0.16800,0.8250165041102919,0.55900,0.53311,0.95000,0.68296,0.55900
model_1448,0.82141,0.83450,0.66231,0.78368,0.81500,0.85400,0.9831772682328637,0.83450,0.84807,0.81500,0.83121,0.83450
model_1310,0.82139,0.74250,0.47460,0.66887,0.86000,0.62500,0.8555416502450642,0.74250,0.69636,0.86000,0.76957,0.74250
model_698,0.82132,0.56650,0.11549,0.53576,0.94600,0.18700,0.8317946634532019,0.56650,0.53781,0.94600,0.68576,0.56650
model_750,0.82108,0.85600,0.70618,0.81945,0.80400,0.90800,0.8378963782290234,0.85600,0.89732,0.80400,0.84810,0.85600
model_1186,0.82026,0.67950,0.34605,0.61246,0.88900,0.47000,0.8634681291747511,0.67950,0.62650,0.88900,0.73501,0.67950
model_472,0.82000,0.58850,0.16038,0.54889,0.93300,0.24400,0.9104372814796758,0.58850,0.55240,0.93300,0.69394,0.58850
model_1702,0.81913,0.82350,0.63987,0.76778,0.81700,0.83000,0.8271095257885052,0.82350,0.82776,0.81700,0.82235,0.82350
model_1554,0.81826,0.60300,0.18996,0.55797,0.92300,0.28300,0.8254218697547913,0.60300,0.56280,0.92300,0.69924,0.60300
model_866,0.81806,0.68250,0.35217,0.61499,0.88400,0.48100,nan,0.68250,0.63008,0.88400,0.73575,0.68250
model_620,0.81801,0.50550,-0.00898,0.50277,0.97000,0.04100,0.8486101353490675,0.50550,0.50285,0.97000,0.66234,0.50550
model_1214,0.81775,0.80900,0.61028,0.74756,0.82200,0.79600,0.9481622347392035,0.80900,0.80117,0.82200,0.81145,0.80900
model_740,0.81753,0.81450,0.62151,0.75528,0.81900,0.81000,0.8615538820624351,0.81450,0.81169,0.81900,0.81533,0.81450
model_154,0.81691,0.84350,0.68068,0.79986,0.80400,0.88300,0.8719223592143792,0.84350,0.87296,0.80400,0.83706,0.84350
model_1730,0.81660,0.77250,0.53581,0.70191,0.83800,0.70700,nan,0.77250,0.74094,0.83800,0.78649,0.77250
model_490,0.81649,0.83400,0.66129,0.78468,0.80800,0.86000,0.9836854596810838,0.83400,0.85232,0.80800,0.82957,0.83400
model_1202,0.81592,0.82400,0.64089,0.76956,0.81200,0.83600,0.9744941365690526,0.82400,0.83197,0.81200,0.82186,0.82400
model_174,0.81557,0.85600,0.70618,0.82202,0.79600,0.91600,0.8473983929065765,0.85600,0.90455,0.79600,0.84681,0.85600
model_528,0.81517,0.79900,0.58988,0.73481,0.82300,0.77500,0.9728822528931402,0.79900,0.78531,0.82300,0.80371,0.79900
model_616,0.81439,0.52750,0.03591,0.51416,0.95300,0.10200,0.8445370615386277,0.52750,0.51486,0.95300,0.66854,0.52750
model_718,0.81434,0.48800,-0.04468,0.49407,0.97200,0.00400,nan,0.48800,0.49390,0.97200,0.65499,0.48800
model_1446,0.81360,0.81900,0.63069,0.76292,0.81100,0.82700,0.9816760681044887,0.81900,0.82419,0.81100,0.81754,0.81900
model_370,0.81342,0.82050,0.63375,0.76517,0.81000,0.83100,0.98076421271658,0.82050,0.82737,0.81000,0.81860,0.82050
model_424,0.81333,0.81400,0.62049,0.75579,0.81300,0.81500,0.9869211068261141,0.81400,0.81463,0.81300,0.81381,0.81400
model_1344,0.81292,0.79200,0.57560,0.72629,0.82300,0.76100,0.9711039896465179,0.79200,0.77495,0.82300,0.79825,0.79200
model_1260,0.81284,0.77100,0.53275,0.70084,0.83300,0.70900,0.8459306558951956,0.77100,0.74110,0.83300,0.78437,0.77100
model_1072,0.81284,0.77100,0.53275,0.70084,0.83300,0.70900,0.8167400293880038,0.77100,0.74110,0.83300,0.78437,0.77100
model_570,0.81255,0.79500,0.58172,0.73022,0.82100,0.76900,0.8100292682647705,0.79500,0.78042,0.82100,0.80019,0.79500
model_544,0.81241,0.81950,0.63171,0.76402,0.80900,0.83000,0.9819694183439911,0.81950,0.82635,0.80900,0.81758,0.81950
model_1478,0.81231,0.80050,0.59294,0.73750,0.81800,0.78300,0.9465253187007592,0.80050,0.79034,0.81800,0.80393,0.80050
model_368,0.81231,0.82750,0.64803,0.77606,0.80500,0.85000,0.985524605601191,0.82750,0.84293,0.80500,0.82353,0.82750
model_1206,0.81225,0.81900,0.63069,0.76334,0.80900,0.82900,0.9802733347052429,0.81900,0.82551,0.80900,0.81717,0.81900
model_890,0.81217,0.54650,0.07468,0.52446,0.94000,0.15300,nan,0.54650,0.52602,0.94000,0.67456,0.54650
model_316,0.81175,0.80500,0.60212,0.74370,0.81500,0.79500,0.9722969093880096,0.80500,0.79902,0.81500,0.80693,0.80500
model_982,0.81162,0.75050,0.49092,0.67838,0.84100,0.66000,0.8393424094093512,0.75050,0.71211,0.84100,0.77121,0.75050
model_464,0.81159,0.80450,0.60110,0.74306,0.81500,0.79400,0.9588507198743235,0.80450,0.79824,0.81500,0.80653,0.80450
model_898,0.81142,0.85600,0.70618,0.82401,0.79000,0.92200,0.8280771958984827,0.85600,0.91014,0.79000,0.84582,0.85600
model_684,0.81084,0.73550,0.46031,0.66310,0.84700,0.62400,0.8291191719827198,0.73550,0.69256,0.84700,0.76203,0.73550
model_1518,0.81074,0.64350,0.27260,0.58552,0.89100,0.39600,0.8842640295444332,0.64350,0.59599,0.89100,0.71423,0.64350
model_550,0.81051,0.82200,0.63681,0.76833,0.80500,0.83900,0.9836721252718924,0.82200,0.83333,0.80500,0.81892,0.82200
model_86,0.81043,0.48400,-0.05285,0.49213,0.96700,0.00100,nan,0.48400,0.49186,0.96700,0.65206,0.48400
model_1222,0.81033,0.77350,0.53785,0.70420,0.82800,0.71900,0.9551082148696437,0.77350,0.74662,0.82800,0.78521,0.77350
model_1218,0.81022,0.80650,0.60518,0.74617,0.81200,0.80100,0.9516160419455659,0.80650,0.80317,0.81200,0.80756,0.80650
model_302,0.81016,0.82300,0.63885,0.76995,0.80400,0.84200,0.9838867631529856,0.82300,0.83576,0.80400,0.81957,0.82300
model_338,0.81001,0.78500,0.56131,0.71813,0.82200,0.74800,0.9592192292043384,0.78500,0.76536,0.82200,0.79267,0.78500
model_430,0.80999,0.82250,0.63783,0.76925,0.80400,0.84100,0.9843303390705225,0.82250,0.83489,0.80400,0.81915,0.82250
model_482,0.80994,0.82650,0.64599,0.77534,0.80200,0.85100,0.9849392447003558,0.82650,0.84332,0.80200,0.82214,0.82650
model_1382,0.80948,0.82300,0.63885,0.77018,0.80300,0.84300,0.9805372018854942,0.82300,0.83646,0.80300,0.81939,0.82300
model_776,0.80939,0.82900,0.65109,0.77941,0.80000,0.85800,nan,0.82900,0.84926,0.80000,0.82389,0.82900
model_580,0.80865,0.81000,0.61232,0.75149,0.80800,0.81200,0.9676849219958914,0.81000,0.81124,0.80800,0.80962,0.81000
model_80,0.80857,0.74700,0.48378,0.67512,0.83800,0.65600,0.8243481960052099,0.74700,0.70897,0.83800,0.76810,0.74700
model_524,0.80848,0.77600,0.54295,0.70750,0.82400,0.72800,0.9636063359215206,0.77600,0.75182,0.82400,0.78626,0.77600
model_1342,0.80837,0.79450,0.58070,0.73056,0.81500,0.77400,0.9510846815194265,0.79450,0.78290,0.81500,0.79863,0.79450
model_484,0.80810,0.81250,0.61743,0.75519,0.80600,0.81900,0.9848176060830324,0.81250,0.81662,0.80600,0.81127,0.81250
model_1646,0.80749,0.81900,0.63069,0.76484,0.80200,0.83600,nan,0.81900,0.83023,0.80200,0.81587,0.81900
model_1300,0.80739,0.80400,0.60008,0.74350,0.80900,0.79900,0.9704928157305477,0.80400,0.80099,0.80900,0.80498,0.80400
model_586,0.80739,0.81450,0.62151,0.75828,0.80400,0.82500,0.9525052830468446,0.81450,0.82125,0.80400,0.81253,0.81450
model_1662,0.80691,0.72700,0.44297,0.65519,0.84500,0.60900,0.8280056858062744,0.72700,0.68366,0.84500,0.75581,0.72700
model_1592,0.80680,0.61750,0.21955,0.56761,0.89700,0.33800,nan,0.61750,0.57537,0.89700,0.70106,0.61750
model_1648,0.80648,0.83900,0.67150,0.79662,0.79100,0.88700,0.8071128924687704,0.83900,0.87500,0.79100,0.83088,0.83900
model_398,0.80569,0.78400,0.55927,0.71780,0.81600,0.75200,0.9545775999480712,0.78400,0.76692,0.81600,0.79070,0.78400
model_348,0.80564,0.80700,0.60620,0.74813,0.80500,0.80900,0.9725265676120542,0.80700,0.80823,0.80500,0.80661,0.80700
model_1408,0.80541,0.76000,0.51030,0.68961,0.82700,0.69300,0.9301298311416138,0.76000,0.72928,0.82700,0.77507,0.76000
model_382,0.80529,0.80800,0.60824,0.74963,0.80400,0.81200,0.9608872905069468,0.80800,0.81048,0.80400,0.80723,0.80800
model_1462,0.80514,0.78650,0.56437,0.72105,0.81400,0.75900,0.949232342820137,0.78650,0.77156,0.81400,0.79221,0.78650
model_1336,0.80482,0.82550,0.64395,0.77558,0.79500,0.85600,0.9686701557619108,0.82550,0.84665,0.79500,0.82001,0.82550
model_1414,0.80460,0.78900,0.56948,0.72435,0.81200,0.76600,0.8471088532520377,0.78900,0.77629,0.81200,0.79374,0.78900
model_426,0.80429,0.82600,0.64497,0.77654,0.79400,0.85800,0.9848543399667681,0.82600,0.84829,0.79400,0.82025,0.82600
model_418,0.80408,0.77050,0.53173,0.70183,0.82000,0.72100,0.8487866403525357,0.77050,0.74613,0.82000,0.78132,0.77050
model_344,0.80387,0.78250,0.55621,0.71633,0.81400,0.75100,0.9622190667422238,0.78250,0.76576,0.81400,0.78914,0.78250
model_1766,0.80368,0.48850,-0.04366,0.49432,0.95300,0.02400,nan,0.48850,0.49404,0.95300,0.65073,0.48850
model_578,0.80332,0.80400,0.60008,0.74460,0.80300,0.80500,0.9570115857984314,0.80400,0.80461,0.80300,0.80380,0.80400
model_1678,0.80306,0.83700,0.66741,0.79469,0.78700,0.88700,nan,0.83700,0.87444,0.78700,0.82842,0.83700
model_320,0.80296,0.80500,0.60212,0.74609,0.80200,0.80800,0.94878131659456,0.80500,0.80684,0.80200,0.80441,0.80500
model_436,0.80269,0.81050,0.61334,0.75393,0.79900,0.82200,0.9723193739632984,0.81050,0.81781,0.79900,0.80830,0.81050
model_342,0.80243,0.79700,0.58580,0.73532,0.80500,0.78900,0.9592707478532604,0.79700,0.79232,0.80500,0.79861,0.79700
model_372,0.80237,0.80950,0.61130,0.75259,0.79900,0.82000,0.98529103317044,0.80950,0.81614,0.79900,0.80748,0.80950
model_308,0.80222,0.81750,0.62763,0.76431,0.79500,0.84000,0.9840600305050612,0.81750,0.83246,0.79500,0.81330,0.81750
model_942,0.80199,0.55850,0.09916,0.53124,0.91700,0.20000,0.86936699862432,0.55850,0.53407,0.91700,0.67501,0.55850
model_954,0.80161,0.72450,0.43787,0.65333,0.83800,0.61100,0.8445165991181075,0.72450,0.68297,0.83800,0.75258,0.72450
model_422,0.80150,0.81950,0.63171,0.76754,0.79300,0.84600,0.9853395725827974,0.81950,0.83738,0.79300,0.81459,0.81950
model_488,0.80109,0.82250,0.63783,0.77225,0.79100,0.85400,0.9853169704973698,0.82250,0.84418,0.79100,0.81673,0.82250
model_48,0.80103,0.78200,0.55519,0.71631,0.81000,0.75400,0.8368490046984411,0.78200,0.76705,0.81000,0.78794,0.78200
model_1574,0.80102,0.76500,0.52051,0.69599,0.81800,0.71200,0.8440019570093239,0.76500,0.73960,0.81800,0.77683,0.76500
model_314,0.80102,0.76500,0.52051,0.69599,0.81800,0.71200,0.945264931568508,0.76500,0.73960,0.81800,0.77683,0.76500
model_612,0.80097,0.81150,0.61538,0.75589,0.79600,0.82700,0.9742268067829817,0.81150,0.82147,0.79600,0.80853,0.81150
model_312,0.80076,0.80450,0.60110,0.74600,0.79900,0.81000,0.9858559477233668,0.80450,0.80789,0.79900,0.80342,0.80450
model_814,0.80067,0.76600,0.52255,0.69721,0.81700,0.71500,nan,0.76600,0.74138,0.81700,0.77735,0.76600
model_1158,0.80055,0.75500,0.50010,0.68484,0.82200,0.68800,0.8470373958349228,0.75500,0.72487,0.82200,0.77038,0.75500
model_1618,0.80050,0.59350,0.17058,0.55218,0.89800,0.28900,nan,0.59350,0.55811,0.89800,0.68839,0.59350
model_1752,0.80028,0.82000,0.63273,0.76870,0.79100,0.84900,0.977192202162058,0.82000,0.83970,0.79100,0.81462,0.82000
model_952,0.80028,0.55450,0.09100,0.52897,0.91600,0.19300,0.836192683276967,0.55450,0.53163,0.91600,0.67279,0.55450
model_366,0.80020,0.82400,0.64089,0.77488,0.78900,0.85900,0.9858722666389922,0.82400,0.84839,0.78900,0.81762,0.82400
model_552,0.80020,0.81550,0.62355,0.76198,0.79300,0.83800,0.9858633435049723,0.81550,0.83037,0.79300,0.81125,0.81550
model_324,0.80016,0.80900,0.61028,0.75253,0.79600,0.82200,0.9690828930495976,0.80900,0.81725,0.79600,0.80648,0.80900
model_688,0.79984,0.80800,0.60824,0.75120,0.79600,0.82000,nan,0.80800,0.81557,0.79600,0.80567,0.80800
model_1278,0.79972,0.81400,0.62049,0.75992,0.79300,0.83500,0.9567202045891716,0.81400,0.82777,0.79300,0.81001,0.81400
model_1490,0.79961,0.73500,0.45929,0.66391,0.83000,0.64000,0.8425842893344385,0.73500,0.69748,0.83000,0.75799,0.73500
model_520,0.79940,0.79600,0.58376,0.73475,0.80100,0.79100,0.971881165881074,0.79600,0.79307,0.80100,0.79701,0.79600
model_1388,0.79935,0.81500,0.62253,0.76151,0.79200,0.83800,0.979963795488531,0.81500,0.83019,0.79200,0.81064,0.81500
model_836,0.79932,0.69150,0.37054,0.62360,0.85000,0.53300,nan,0.69150,0.64541,0.85000,0.73371,0.69150
model_1204,0.79928,0.81050,0.61334,0.75495,0.79400,0.82700,0.9835411555299135,0.81050,0.82110,0.79400,0.80732,0.81050
model_310,0.79907,0.82050,0.63375,0.76988,0.78900,0.85200,0.9863421819224861,0.82050,0.84205,0.78900,0.81466,0.82050
model_1282,0.79904,0.79700,0.58580,0.73618,0.80000,0.79400,0.9433577184158999,0.79700,0.79523,0.80000,0.79761,0.79700
model_548,0.79887,0.81350,0.61947,0.75945,0.79200,0.83500,0.9833853566121938,0.81350,0.82759,0.79200,0.80940,0.81350
model_1452,0.79879,0.80900,0.61028,0.75293,0.79400,0.82400,0.9861188297004394,0.80900,0.81856,0.79400,0.80609,0.80900
model_598,0.79869,0.78950,0.57050,0.72636,0.80300,0.77600,0.8470363360184889,0.78950,0.78189,0.80300,0.79230,0.78950
model_1504,0.79855,0.81250,0.61743,0.75808,0.79200,0.83300,0.971622622144412,0.81250,0.82586,0.79200,0.80858,0.81250
model_1224,0.79848,0.79950,0.59090,0.73972,0.79800,0.80100,0.9676166615346923,0.79950,0.80040,0.79800,0.79920,0.79950
model_1422,0.79845,0.78450,0.56029,0.72000,0.80500,0.76400,0.9494584153014587,0.78450,0.77329,0.80500,0.78883,0.78450
model_400,0.79815,0.80700,0.60620,0.75026,0.79400,0.82000,0.9709195975777056,0.80700,0.81520,0.79400,0.80446,0.80700
model_760,0.79808,0.76200,0.51438,0.69307,0.81500,0.70900,0.8441685196635448,0.76200,0.73689,0.81500,0.77398,0.76200
model_1722,0.79768,0.79700,0.58580,0.73653,0.79800,0.79600,0.8195001889515474,0.79700,0.79641,0.79800,0.79720,0.79700
model_546,0.79754,0.81150,0.61538,0.75693,0.79100,0.83200,0.9858697334828533,0.81150,0.82482,0.79100,0.80755,0.81150
model_1270,0.79750,0.81350,0.61947,0.75988,0.79000,0.83700,0.9825757480249172,0.81350,0.82896,0.79000,0.80901,0.81350
model_306,0.79745,0.81550,0.62355,0.76286,0.78900,0.84200,0.9836653336052744,0.81550,0.83316,0.78900,0.81048,0.81550
model_542,0.79741,0.81750,0.62763,0.76588,0.78800,0.84700,0.9830371462325058,0.81750,0.83741,0.78800,0.81195,0.81750
model_564,0.79735,0.78100,0.55315,0.71584,0.80500,0.75700,0.9557202995828028,0.78100,0.76813,0.80500,0.78613,0.78100
model_1372,0.79725,0.84050,0.67456,0.80306,0.77700,0.90400,0.9195529249998239,0.84050,0.89003,0.77700,0.82968,0.84050
model_1444,0.79665,0.81300,0.61845,0.75941,0.78900,0.83700,0.9851740359839766,0.81300,0.82878,0.78900,0.80840,0.81300
model_1262,0.79660,0.81500,0.62253,0.76239,0.78800,0.84200,0.9784985701739788,0.81500,0.83298,0.78800,0.80987,0.81500
model_1208,0.79658,0.80850,0.60926,0.75287,0.79100,0.82600,0.9825385980511422,0.80850,0.81969,0.79100,0.80509,0.80850
model_428,0.79656,0.81700,0.62661,0.76540,0.78700,0.84700,0.9856416168581978,0.81700,0.83723,0.78700,0.81134,0.81700
model_404,0.79651,0.78050,0.55213,0.71540,0.80400,0.75700,0.9592833483678908,0.78050,0.76791,0.80400,0.78554,0.78050
model_1386,0.79644,0.81450,0.62151,0.76170,0.78800,0.84100,0.9791223749860742,0.81450,0.83210,0.78800,0.80945,0.81450
model_1454,0.79627,0.78400,0.55927,0.71985,0.80200,0.76600,0.9449034650749135,0.78400,0.77413,0.80200,0.78782,0.78400
model_1180,0.79622,0.73250,0.45419,0.66179,0.82600,0.63900,0.8406199023641389,0.73250,0.69587,0.82600,0.75537,0.73250
model_486,0.79619,0.81800,0.62865,0.76704,0.78600,0.85000,0.9843550023812331,0.81800,0.83974,0.78600,0.81198,0.81800
model_1322,0.79596,0.81300,0.61845,0.75963,0.78800,0.83800,0.9777625381294751,0.81300,0.82947,0.78800,0.80821,0.81300
model_1280,0.79593,0.79150,0.57458,0.72963,0.79800,0.78500,0.9612651917725633,0.79150,0.78776,0.79800,0.79285,0.79150
model_1606,0.79570,0.75650,0.50316,0.68726,0.81400,0.69900,0.8269149841446626,0.75650,0.73004,0.81400,0.76974,0.75650
model_232,0.79561,0.76050,0.51132,0.69177,0.81200,0.70900,nan,0.76050,0.73617,0.81200,0.77223,0.76050
model_402,0.79536,0.79400,0.57968,0.73309,0.79600,0.79200,0.9521962362061064,0.79400,0.79283,0.79600,0.79441,0.79400
model_364,0.79532,0.81100,0.61436,0.75688,0.78800,0.83400,0.9856395695731912,0.81100,0.82600,0.78800,0.80655,0.81100
model_1330,0.79490,0.81400,0.62049,0.76144,0.78600,0.84200,0.9820647967355314,0.81400,0.83263,0.78600,0.80864,0.81400
model_1312,0.79477,0.75350,0.49704,0.68408,0.81400,0.69300,0.9229168084496302,0.75350,0.72614,0.81400,0.76756,0.75350
model_1276,0.79441,0.82750,0.64803,0.78253,0.77900,0.87600,0.9736080284162265,0.82750,0.86268,0.77900,0.81871,0.82750
model_1128,0.79430,0.82500,0.64293,0.77857,0.78000,0.87000,0.8148199225416278,0.82500,0.85714,0.78000,0.81675,0.82500
model_1302,0.79400,0.79400,0.57968,0.73344,0.79400,0.79400,0.9455183597317167,0.79400,0.79400,0.79400,0.79400,0.79400
model_1758,0.79399,0.80900,0.61028,0.75438,0.78700,0.83100,0.8556213499319674,0.80900,0.82322,0.78700,0.80470,0.80900
model_1484,0.79396,0.81750,0.62763,0.76703,0.78300,0.85200,0.9560974024080733,0.81750,0.84103,0.78300,0.81098,0.81750
model_1184,0.79379,0.79550,0.58274,0.73551,0.79300,0.79800,0.8680944946931681,0.79550,0.79698,0.79300,0.79499,0.79550
model_1328,0.79367,0.80800,0.60824,0.75302,0.78700,0.82900,0.9812279200380288,0.80800,0.82150,0.78700,0.80388,0.80800
model_304,0.79367,0.80800,0.60824,0.75302,0.78700,0.82900,0.9842216380806856,0.80800,0.82150,0.78700,0.80388,0.80800
model_492,0.79365,0.80150,0.59498,0.74379,0.79000,0.81300,0.9854108554295131,0.80150,0.80860,0.79000,0.79919,0.80150
model_812,0.79365,0.78000,0.55111,0.71538,0.80000,0.76000,nan,0.78000,0.76923,0.80000,0.78431,0.78000
model_180,0.79348,0.77300,0.53683,0.70681,0.80300,0.74300,nan,0.77300,0.75755,0.80300,0.77961,0.77300
