model,f2,gmean,bss,pr_auc,sensitivity,specificity,accuracy,precision,recall,f1,auc
2984_train,0.89037,0.90550,0.80718,0.87529,0.88200,0.92900,0.90550,0.92550,0.88200,0.90323,0.90550
,,,,,,,,,,,
1906_test,0.85703,0.87050,0.73577,0.82839,0.85000,0.89100,0.87050,0.88634,0.85000,0.86779,0.87050
1906_train,0.88878,0.90650,0.80922,0.87811,0.87900,0.93400,0.90650,0.93016,0.87900,0.90386,0.90650
,,,,,,,,,,,
630_test,0.85700,0.86850,0.73169,0.82497,0.85100,0.88600,0.86850,0.88187,0.85100,0.86616,0.86850
630_train,0.86329,0.87900,0.75311,0.84038,0.85500,0.90300,0.87900,0.89811,0.85500,0.87602,0.87900
,,,,,,,,,,,
1672_test,0.85694,0.85300,0.70006,0.79963,0.85900,0.84700,0.85300,0.84881,0.85900,0.85388,0.85300
1672_train,0.86596,0.86400,0.72251,0.81371,0.86700,0.86100,0.86400,0.86183,0.86700,0.86441,0.86400
,,,,,,,,,,,
2866_test,0.85694,0.85300,0.70006,0.79963,0.85900,0.84700,0.85300,0.84881,0.85900,0.85388,0.85300
2866_train,0.89966,0.89550,0.78678,0.85216,0.90200,0.88900,0.89550,0.89042,0.90200,0.89617,0.89550
,,,,,,,,,,,
2514_test,0.85688,0.87200,0.73883,0.83106,0.84900,0.89500,0.87200,0.88994,0.84900,0.86899,0.87200
2514_train,0.85469,0.86950,0.73373,0.82771,0.84700,0.89200,0.86950,0.88691,0.84700,0.86650,0.86950
,,,,,,,,,,,
1936_test,0.85686,0.84700,0.68782,0.79040,0.86200,0.83200,0.84700,0.83689,0.86200,0.84926,0.84700
1936_train,0.88481,0.87900,0.75311,0.83060,0.88800,0.87000,0.87900,0.87230,0.88800,0.88008,0.87900
,,,,,,,,,,,
648_test,0.85685,0.88150,0.75821,0.84809,0.84400,0.91900,0.88150,0.91243,0.84400,0.87688,0.88150
648_train,0.88534,0.91150,0.81942,0.89001,0.87100,0.95200,0.91150,0.94777,0.87100,0.90776,0.91150
,,,,,,,,,,,
2698_test,0.85683,0.86800,0.73067,0.82419,0.85100,0.88500,0.86800,0.88095,0.85100,0.86572,0.86800
2698_train,0.85042,0.85900,0.71230,0.81182,0.84600,0.87200,0.85900,0.86858,0.84600,0.85714,0.85900
,,,,,,,,,,,
3016_test,0.85646,0.77100,0.53275,0.69379,0.90100,0.64100,0.77100,0.71508,0.90100,0.79735,0.77100
3016_train,0.92000,0.84100,0.67558,0.76352,0.96600,0.71600,0.84100,0.77280,0.96600,0.85867,0.84100
,,,,,,,,,,,
26_test,0.85644,0.69800,0.38380,0.62545,0.93900,0.45700,0.69800,0.63360,0.93900,0.75665,0.69800
26_train,0.86580,0.70500,0.39808,0.63067,0.95100,0.45900,0.70500,0.63740,0.95100,0.76324,0.70500
,,,,,,,,,,,
1710_test,0.85642,0.88600,0.76739,0.85673,0.84100,0.93100,0.88600,0.92418,0.84100,0.88063,0.88600
1710_train,0.92757,0.94550,0.88880,0.93322,0.91700,0.97400,0.94550,0.97243,0.91700,0.94390,0.94550
,,,,,,,,,,,
2280_test,0.85638,0.58650,0.15629,0.54736,0.99700,0.17600,0.58650,0.54750,0.99700,0.70684,0.58650
2280_train,0.85690,0.60550,0.19506,0.55906,0.98800,0.22300,0.60550,0.55977,0.98800,0.71465,0.60550
,,,,,,,,,,,
2546_test,0.85631,0.85500,0.70414,0.80302,0.85700,0.85300,0.85500,0.85359,0.85700,0.85529,0.85500
2546_train,0.85149,0.85050,0.69496,0.79773,0.85200,0.84900,0.85050,0.84945,0.85200,0.85072,0.85050
,,,,,,,,,,,
1112_test,0.85620,0.85850,0.71128,0.80868,0.85500,0.86200,0.85850,0.86103,0.85500,0.85800,0.85850
1112_train,0.92876,0.93850,0.87452,0.91768,0.92300,0.95400,0.93850,0.95253,0.92300,0.93753,0.93850
,,,,,,,,,,,
3044_test,0.85600,0.80800,0.60824,0.73678,0.88100,0.73500,0.80800,0.76876,0.88100,0.82106,0.80800
3044_train,0.88874,0.85200,0.69802,0.78722,0.90900,0.79500,0.85200,0.81598,0.90900,0.85998,0.85200
,,,,,,,,,,,
2686_test,0.85582,0.86700,0.72863,0.82293,0.85000,0.88400,0.86700,0.87992,0.85000,0.86470,0.86700
2686_train,0.86269,0.87350,0.74189,0.83101,0.85700,0.89000,0.87350,0.88625,0.85700,0.87138,0.87350
,,,,,,,,,,,
444_test,0.85526,0.65000,0.28586,0.58885,0.96200,0.33800,0.65000,0.59236,0.96200,0.73323,0.65000
444_train,0.89135,0.70250,0.39298,0.62709,0.99600,0.40900,0.70250,0.62760,0.99600,0.77000,0.70250
,,,,,,,,,,,
2868_test,0.85512,0.85150,0.69700,0.79796,0.85700,0.84600,0.85150,0.84768,0.85700,0.85231,0.85150
2868_train,0.89869,0.89100,0.77760,0.84480,0.90300,0.87900,0.89100,0.88184,0.90300,0.89229,0.89100
,,,,,,,,,,,
2480_test,0.85472,0.65400,0.29402,0.59173,0.95900,0.34900,0.65400,0.59565,0.95900,0.73487,0.65400
2480_train,0.89107,0.73050,0.45011,0.65069,0.98000,0.48100,0.73050,0.65377,0.98000,0.78431,0.73050
,,,,,,,,,,,
770_test,0.85466,0.85400,0.70210,0.80207,0.85500,0.85300,0.85400,0.85329,0.85500,0.85415,0.85400
770_train,0.86365,0.86300,0.72047,0.81301,0.86400,0.86200,0.86300,0.86228,0.86400,0.86314,0.86300
,,,,,,,,,,,
1290_test,0.85462,0.67100,0.32871,0.60427,0.95000,0.39200,0.67100,0.60976,0.95000,0.74277,0.67100
1290_train,0.87390,0.72300,0.43481,0.64547,0.95500,0.49100,0.72300,0.65232,0.95500,0.77516,0.72300
,,,,,,,,,,,
168_test,0.85461,0.85000,0.69394,0.79581,0.85700,0.84300,0.85000,0.84517,0.85700,0.85104,0.85000
168_train,0.90275,0.89700,0.78984,0.85332,0.90600,0.88800,0.89700,0.88998,0.90600,0.89792,0.89700
,,,,,,,,,,,
3076_test,0.85460,0.74600,0.48174,0.66850,0.91100,0.58100,0.74600,0.68496,0.91100,0.78197,0.74600
3076_train,0.88420,0.80600,0.60416,0.72839,0.92700,0.68500,0.80600,0.74638,0.92700,0.82694,0.80600
,,,,,,,,,,,
1468_test,0.85459,0.78450,0.56029,0.70898,0.89100,0.67800,0.78450,0.73454,0.89100,0.80524,0.78450
1468_train,0.84481,0.79350,0.57866,0.72133,0.87100,0.71600,0.79350,0.75411,0.87100,0.80835,0.79350
,,,,,,,,,,,
2008_test,0.85437,0.58350,0.15017,0.54557,0.99500,0.17200,0.58350,0.54580,0.99500,0.70492,0.58350
2008_train,0.86957,0.62500,0.23485,0.57143,1.00000,0.25000,0.62500,0.57143,1.00000,0.72727,0.62500
,,,,,,,,,,,
1916_test,0.85391,0.71300,0.41441,0.63827,0.92700,0.49900,0.71300,0.64916,0.92700,0.76359,0.71300
1916_train,0.85178,0.69850,0.38482,0.62615,0.93100,0.46600,0.69850,0.63549,0.93100,0.75538,0.69850
,,,,,,,,,,,
2634_test,0.85368,0.88200,0.75923,0.85065,0.83900,0.92500,0.88200,0.91794,0.83900,0.87670,0.88200
2634_train,0.89994,0.92650,0.85003,0.91162,0.88500,0.96800,0.92650,0.96510,0.88500,0.92332,0.92650
,,,,,,,,,,,
1964_test,0.85354,0.84300,0.67966,0.78550,0.85900,0.82700,0.84300,0.83236,0.85900,0.84547,0.84300
1964_train,0.89889,0.88800,0.77148,0.83959,0.90500,0.87100,0.88800,0.87524,0.90500,0.88987,0.88800
,,,,,,,,,,,
2934_test,0.85334,0.85400,0.70210,0.80257,0.85300,0.85500,0.85400,0.85471,0.85300,0.85385,0.85400
2934_train,0.94828,0.95200,0.90206,0.93279,0.94600,0.95800,0.95200,0.95749,0.94600,0.95171,0.95200
,,,,,,,,,,,
684_test,0.85299,0.86650,0.72761,0.82331,0.84600,0.88700,0.86650,0.88217,0.84600,0.86371,0.86650
684_train,0.90369,0.91550,0.82759,0.88702,0.89700,0.93400,0.91550,0.93146,0.89700,0.91391,0.91550
,,,,,,,,,,,
3204_test,0.85262,0.79200,0.57560,0.71801,0.88400,0.70000,0.79200,0.74662,0.88400,0.80952,0.79200
3204_train,0.92269,0.85550,0.70516,0.78194,0.96200,0.74900,0.85550,0.79308,0.96200,0.86941,0.85550
,,,,,,,,,,,
814_test,0.85248,0.89400,0.78372,0.87462,0.83100,0.95700,0.89400,0.95080,0.83100,0.88687,0.89400
814_train,0.90492,0.93650,0.87043,0.92972,0.88700,0.98600,0.93650,0.98446,0.88700,0.93319,0.93650
,,,,,,,,,,,
354_test,0.85173,0.66350,0.31341,0.59877,0.94900,0.37800,0.66350,0.60407,0.94900,0.73823,0.66350
354_train,0.86831,0.69600,0.37972,0.62314,0.96000,0.43200,0.69600,0.62827,0.96000,0.75949,0.69600
,,,,,,,,,,,
300_test,0.85145,0.86200,0.71842,0.81638,0.84600,0.87800,0.86200,0.87397,0.84600,0.85976,0.86200
300_train,0.88164,0.89200,0.77964,0.85474,0.87600,0.90800,0.89200,0.90496,0.87600,0.89024,0.89200
,,,,,,,,,,,
2640_test,0.85143,0.89100,0.77760,0.86923,0.83100,0.95100,0.89100,0.94432,0.83100,0.88404,0.89100
2640_train,0.90705,0.93700,0.87145,0.92928,0.89000,0.98400,0.93700,0.98234,0.89000,0.93389,0.93700
,,,,,,,,,,,
1662_test,0.85128,0.84600,0.68578,0.79083,0.85400,0.83800,0.84600,0.84055,0.85400,0.84722,0.84600
1662_train,0.88940,0.88650,0.76841,0.84130,0.89100,0.88200,0.88650,0.88305,0.89100,0.88701,0.88650
,,,,,,,,,,,
2012_test,0.85090,0.82550,0.64395,0.76113,0.86400,0.78700,0.82550,0.80223,0.86400,0.83197,0.82550
2012_train,0.93775,0.92900,0.85513,0.89353,0.94300,0.91500,0.92900,0.91732,0.94300,0.92998,0.92900
,,,,,,,,,,,
1002_test,0.85088,0.60450,0.19302,0.55850,0.97800,0.23100,0.60450,0.55982,0.97800,0.71205,0.60450
1002_train,0.88183,0.68150,0.35013,0.61110,0.99100,0.37200,0.68150,0.61211,0.99100,0.75678,0.68150
,,,,,,,,,,,
1560_test,0.85049,0.67300,0.33279,0.60596,0.94200,0.40400,0.67300,0.61248,0.94200,0.74232,0.67300
1560_train,0.86220,0.71250,0.41339,0.63724,0.94100,0.48400,0.71250,0.64585,0.94100,0.76597,0.71250
,,,,,,,,,,,
2338_test,0.85027,0.64900,0.28382,0.58829,0.95400,0.34400,0.64900,0.59255,0.95400,0.73103,0.64900
2338_train,0.84448,0.66900,0.32463,0.60317,0.93400,0.40400,0.66900,0.61046,0.93400,0.73834,0.66900
,,,,,,,,,,,
1062_test,0.85026,0.84300,0.67966,0.78662,0.85400,0.83200,0.84300,0.83562,0.85400,0.84471,0.84300
1062_train,0.90546,0.90100,0.79800,0.85908,0.90800,0.89400,0.90100,0.89546,0.90800,0.90169,0.90100
,,,,,,,,,,,
2248_test,0.85016,0.58850,0.16038,0.54862,0.98500,0.19200,0.58850,0.54936,0.98500,0.70533,0.58850
2248_train,0.84287,0.55950,0.10120,0.53166,0.98700,0.13200,0.55950,0.53208,0.98700,0.69142,0.55950
,,,,,,,,,,,
138_test,0.84992,0.84200,0.67762,0.78522,0.85400,0.83000,0.84200,0.83398,0.85400,0.84387,0.84200
138_train,0.86087,0.85300,0.70006,0.79819,0.86500,0.84100,0.85300,0.84473,0.86500,0.85474,0.85300
,,,,,,,,,,,
3090_test,0.84990,0.62450,0.23383,0.57146,0.96600,0.28300,0.62450,0.57398,0.96600,0.72009,0.62450
3090_train,0.85114,0.63250,0.25015,0.57681,0.96400,0.30100,0.63250,0.57968,0.96400,0.72400,0.63250
,,,,,,,,,,,
3050_test,0.84968,0.64900,0.28382,0.58831,0.95300,0.34500,0.64900,0.59266,0.95300,0.73083,0.64900
3050_train,0.85399,0.66700,0.32055,0.60129,0.95100,0.38300,0.66700,0.60651,0.95100,0.74065,0.66700
,,,,,,,,,,,
3158_test,0.84967,0.76550,0.52153,0.68892,0.89300,0.63800,0.76550,0.71155,0.89300,0.79202,0.76550
3158_train,0.88697,0.83600,0.66537,0.76549,0.91500,0.75700,0.83600,0.79016,0.91500,0.84801,0.83600
,,,,,,,,,,,
980_test,0.84951,0.86800,0.73067,0.82746,0.84000,0.89600,0.86800,0.88983,0.84000,0.86420,0.86800
980_train,0.92723,0.93950,0.87656,0.92075,0.92000,0.95900,0.93950,0.95734,0.92000,0.93830,0.93950
,,,,,,,,,,,
2254_test,0.84950,0.67950,0.34605,0.61102,0.93700,0.42200,0.67950,0.61848,0.93700,0.74513,0.67950
2254_train,0.84655,0.68550,0.35829,0.61589,0.92900,0.44200,0.68550,0.62475,0.92900,0.74708,0.68550
,,,,,,,,,,,
626_test,0.84937,0.80150,0.59498,0.73014,0.87400,0.72900,0.80150,0.76332,0.87400,0.81492,0.80150
626_train,0.86632,0.81600,0.62457,0.74453,0.89300,0.73900,0.81600,0.77383,0.89300,0.82916,0.81600
,,,,,,,,,,,
1826_test,0.84901,0.60400,0.19200,0.55821,0.97500,0.23300,0.60400,0.55970,0.97500,0.71116,0.60400
1826_train,0.85460,0.61700,0.21853,0.56645,0.97800,0.25600,0.61700,0.56794,0.97800,0.71859,0.61700
,,,,,,,,,,,
332_test,0.84898,0.56500,0.11243,0.53477,0.99500,0.13500,0.56500,0.53495,0.99500,0.69580,0.56500
332_train,0.85126,0.56900,0.12059,0.53707,0.99700,0.14100,0.56900,0.53718,0.99700,0.69818,0.56900
,,,,,,,,,,,
2940_test,0.84894,0.87800,0.75107,0.84567,0.83400,0.92200,0.87800,0.91447,0.83400,0.87238,0.87800
2940_train,0.93301,0.95150,0.90104,0.94238,0.92200,0.98100,0.95150,0.97981,0.92200,0.95003,0.95150
,,,,,,,,,,,
1800_test,0.84888,0.71250,0.41339,0.63821,0.91900,0.50600,0.71250,0.65039,0.91900,0.76171,0.71250
1800_train,0.87737,0.75600,0.50214,0.67570,0.94300,0.56900,0.75600,0.68632,0.94300,0.79444,0.75600
,,,,,,,,,,,
2864_test,0.84883,0.83100,0.65517,0.76945,0.85800,0.80400,0.83100,0.81404,0.85800,0.83544,0.83100
2864_train,0.92244,0.90950,0.81534,0.86584,0.93000,0.88900,0.90950,0.89337,0.93000,0.91132,0.90950
,,,,,,,,,,,
18_test,0.84846,0.77150,0.53377,0.69553,0.88800,0.65500,0.77150,0.72019,0.88800,0.79534,0.77150
18_train,0.88252,0.80650,0.60518,0.72932,0.92400,0.68900,0.80650,0.74818,0.92400,0.82685,0.80650
,,,,,,,,,,,
854_test,0.84831,0.88200,0.75923,0.85350,0.83100,0.93300,0.88200,0.92539,0.83100,0.87566,0.88200
854_train,0.84977,0.87650,0.74801,0.84250,0.83600,0.91700,0.87650,0.90968,0.83600,0.87129,0.87650
,,,,,,,,,,,
1674_test,0.84830,0.84500,0.68374,0.79035,0.85000,0.84000,0.84500,0.84158,0.85000,0.84577,0.84500
1674_train,0.84132,0.83800,0.66946,0.78211,0.84300,0.83300,0.83800,0.83465,0.84300,0.83881,0.83800
,,,,,,,,,,,
940_test,0.84819,0.55450,0.09100,0.52882,0.99900,0.11000,0.55450,0.52885,0.99900,0.69159,0.55450
940_train,0.85295,0.58250,0.14813,0.54499,0.99300,0.17200,0.58250,0.54530,0.99300,0.70401,0.58250
,,,,,,,,,,,
554_test,0.84796,0.78750,0.56642,0.71362,0.87900,0.69600,0.78750,0.74303,0.87900,0.80531,0.78750
554_train,0.88934,0.83200,0.65721,0.75957,0.92100,0.74300,0.83200,0.78183,0.92100,0.84573,0.83200
,,,,,,,,,,,
2070_test,0.84732,0.82650,0.64599,0.76353,0.85800,0.79500,0.82650,0.80715,0.85800,0.83180,0.82650
2070_train,0.87547,0.86150,0.71740,0.80604,0.88300,0.84000,0.86150,0.84660,0.88300,0.86442,0.86150
,,,,,,,,,,,
1880_test,0.84708,0.85700,0.70822,0.80989,0.84200,0.87200,0.85700,0.86804,0.84200,0.85482,0.85700
1880_train,0.92701,0.93550,0.86839,0.91267,0.92200,0.94900,0.93550,0.94758,0.92200,0.93462,0.93550
,,,,,,,,,,,
3014_test,0.84576,0.76900,0.52867,0.69323,0.88500,0.65300,0.76900,0.71834,0.88500,0.79301,0.76900
3014_train,0.87443,0.79900,0.58988,0.72207,0.91500,0.68300,0.79900,0.74269,0.91500,0.81989,0.79900
,,,,,,,,,,,
898_test,0.84572,0.87450,0.74393,0.84086,0.83100,0.91800,0.87450,0.91019,0.83100,0.86879,0.87450
898_train,0.84486,0.87200,0.73883,0.83675,0.83100,0.91300,0.87200,0.90523,0.83100,0.86653,0.87200
,,,,,,,,,,,
2964_test,0.84486,0.82500,0.64293,0.76215,0.85500,0.79500,0.82500,0.80660,0.85500,0.83010,0.82500
2964_train,0.90792,0.89550,0.78678,0.84830,0.91500,0.87600,0.89550,0.88065,0.91500,0.89750,0.89550
,,,,,,,,,,,
2982_test,0.84472,0.85200,0.69802,0.80269,0.84100,0.86300,0.85200,0.85992,0.84100,0.85035,0.85200
2982_train,0.90416,0.91150,0.81942,0.87907,0.90000,0.92300,0.91150,0.92119,0.90000,0.91047,0.91150
,,,,,,,,,,,
2500_test,0.84407,0.54600,0.07366,0.52411,0.99600,0.09600,0.54600,0.52421,0.99600,0.68690,0.54600
2500_train,0.84910,0.56350,0.10937,0.53391,0.99600,0.13100,0.56350,0.53405,0.99600,0.69529,0.56350
,,,,,,,,,,,
2474_test,0.84383,0.79050,0.57254,0.71794,0.87100,0.71000,0.79050,0.75022,0.87100,0.80611,0.79050
2474_train,0.90918,0.87100,0.73679,0.80839,0.93100,0.81100,0.87100,0.83125,0.93100,0.87830,0.87100
,,,,,,,,,,,
620_test,0.84362,0.54050,0.06244,0.52111,0.99800,0.08300,0.54050,0.52115,0.99800,0.68473,0.54050
620_train,0.85052,0.56450,0.11141,0.53448,0.99800,0.13100,0.56450,0.53455,0.99800,0.69620,0.56450
,,,,,,,,,,,
2508_test,0.84354,0.85050,0.69496,0.80074,0.84000,0.86100,0.85050,0.85802,0.84000,0.84891,0.85050
2508_train,0.91784,0.92100,0.83881,0.88953,0.91600,0.92600,0.92100,0.92525,0.91600,0.92060,0.92100
,,,,,,,,,,,
1294_test,0.84344,0.66950,0.32565,0.60359,0.93200,0.40700,0.66950,0.61115,0.93200,0.73822,0.66950
1294_train,0.86801,0.71950,0.42767,0.64286,0.94700,0.49200,0.71950,0.65086,0.94700,0.77149,0.71950
,,,,,,,,,,,
402_test,0.84334,0.76150,0.51336,0.68559,0.88500,0.63800,0.76150,0.70970,0.88500,0.78772,0.76150
402_train,0.89847,0.82800,0.64905,0.75218,0.93800,0.71800,0.82800,0.76885,0.93800,0.84505,0.82800
,,,,,,,,,,,
2714_test,0.84297,0.83700,0.66741,0.78006,0.84600,0.82800,0.83700,0.83104,0.84600,0.83845,0.83700
2714_train,0.88330,0.88750,0.77046,0.84588,0.88100,0.89400,0.88750,0.89260,0.88100,0.88676,0.88750
,,,,,,,,,,,
1848_test,0.84296,0.77800,0.54703,0.70362,0.87600,0.68000,0.77800,0.73244,0.87600,0.79781,0.77800
1848_train,0.91368,0.86450,0.72353,0.79728,0.94200,0.78700,0.86450,0.81558,0.94200,0.87425,0.86450
,,,,,,,,,,,
3152_test,0.84294,0.68950,0.36646,0.61930,0.92100,0.45800,0.68950,0.62953,0.92100,0.74787,0.68950
3152_train,0.83196,0.67750,0.34197,0.61029,0.90900,0.44600,0.67750,0.62133,0.90900,0.73812,0.67750
,,,,,,,,,,,
460_test,0.84274,0.53350,0.04815,0.51733,1.00000,0.06700,0.53350,0.51733,1.00000,0.68190,0.53350
460_train,0.84360,0.53650,0.05427,0.51894,1.00000,0.07300,0.53650,0.51894,1.00000,0.68329,0.53650
,,,,,,,,,,,
2564_test,0.84261,0.83200,0.65721,0.77281,0.84800,0.81600,0.83200,0.82171,0.84800,0.83465,0.83200
2564_train,0.84011,0.82650,0.64599,0.76565,0.84700,0.80600,0.82650,0.81364,0.84700,0.82999,0.82650
,,,,,,,,,,,
3056_test,0.84238,0.63650,0.25831,0.57974,0.94700,0.32600,0.63650,0.58421,0.94700,0.72262,0.63650
3056_train,0.86817,0.66550,0.31749,0.59965,0.97600,0.35500,0.66550,0.60210,0.97600,0.74475,0.66550
,,,,,,,,,,,
462_test,0.84224,0.79350,0.57866,0.72185,0.86700,0.72000,0.79350,0.75588,0.86700,0.80764,0.79350
462_train,0.89147,0.84900,0.69190,0.78210,0.91500,0.78300,0.84900,0.80830,0.91500,0.85835,0.84900
,,,,,,,,,,,
2676_test,0.84185,0.78050,0.55213,0.70665,0.87300,0.68800,0.78050,0.73671,0.87300,0.79908,0.78050
2676_train,0.85676,0.80450,0.60110,0.73225,0.88400,0.72500,0.80450,0.76273,0.88400,0.81890,0.80450
,,,,,,,,,,,
984_test,0.84180,0.54200,0.06550,0.52193,0.99400,0.09000,0.54200,0.52206,0.99400,0.68457,0.54200
984_train,0.85648,0.58300,0.14915,0.54526,0.99900,0.16700,0.58300,0.54531,0.99900,0.70551,0.58300
,,,,,,,,,,,
2062_test,0.84175,0.72700,0.44297,0.65178,0.90000,0.55400,0.72700,0.66865,0.90000,0.76726,0.72700
2062_train,0.91254,0.82650,0.64599,0.74712,0.96200,0.69100,0.82650,0.75688,0.96200,0.84720,0.82650
,,,,,,,,,,,
1200_test,0.84172,0.85300,0.70006,0.80549,0.83600,0.87000,0.85300,0.86542,0.83600,0.85046,0.85300
1200_train,0.88591,0.89850,0.79290,0.86450,0.87900,0.91800,0.89850,0.91467,0.87900,0.89648,0.89850
,,,,,,,,,,,
74_test,0.84171,0.55350,0.08896,0.52828,0.98800,0.11900,0.55350,0.52862,0.98800,0.68874,0.55350
74_train,0.86150,0.60000,0.18384,0.55556,0.99900,0.20100,0.60000,0.55562,0.99900,0.71408,0.60000
,,,,,,,,,,,
1140_test,0.84167,0.84300,0.67966,0.78962,0.84100,0.84500,0.84300,0.84438,0.84100,0.84269,0.84300
1140_train,0.91201,0.91550,0.82759,0.88231,0.91000,0.92100,0.91550,0.92012,0.91000,0.91503,0.91550
,,,,,,,,,,,
34_test,0.84092,0.82300,0.63885,0.76048,0.85000,0.79600,0.82300,0.80645,0.85000,0.82765,0.82300
34_train,0.89172,0.88400,0.76331,0.83600,0.89600,0.87200,0.88400,0.87500,0.89600,0.88538,0.88400
,,,,,,,,,,,
2670_test,0.84057,0.74100,0.47154,0.66518,0.89100,0.59100,0.74100,0.68538,0.89100,0.77478,0.74100
2670_train,0.83976,0.73450,0.45827,0.65900,0.89300,0.57600,0.73450,0.67806,0.89300,0.77082,0.73450
,,,,,,,,,,,
2422_test,0.84034,0.60400,0.19200,0.55832,0.96000,0.24800,0.60400,0.56075,0.96000,0.70796,0.60400
2422_train,0.84336,0.62800,0.24097,0.57393,0.95300,0.30300,0.62800,0.57758,0.95300,0.71925,0.62800
,,,,,,,,,,,
2774_test,0.84028,0.86850,0.73169,0.83266,0.82600,0.91100,0.86850,0.90273,0.82600,0.86266,0.86850
2774_train,0.91528,0.94000,0.87758,0.92998,0.90100,0.97900,0.94000,0.97722,0.90100,0.93757,0.94000
,,,,,,,,,,,
502_test,0.84023,0.69450,0.37666,0.62354,0.91400,0.47500,0.69450,0.63516,0.91400,0.74949,0.69450
502_train,0.88897,0.73850,0.46644,0.65802,0.97200,0.50500,0.73850,0.66258,0.97200,0.78800,0.73850
,,,,,,,,,,,
3102_test,0.84020,0.76750,0.52561,0.69245,0.87700,0.65800,0.76750,0.71944,0.87700,0.79045,0.76750
3102_train,0.87726,0.81300,0.61845,0.73828,0.91200,0.71400,0.81300,0.76127,0.91200,0.82985,0.81300
,,,,,,,,,,,
180_test,0.84013,0.83050,0.65415,0.77140,0.84500,0.81600,0.83050,0.82119,0.84500,0.83292,0.83050
180_train,0.84441,0.83150,0.65619,0.77152,0.85100,0.81200,0.83150,0.81906,0.85100,0.83472,0.83150
,,,,,,,,,,,
572_test,0.84003,0.68200,0.35115,0.61344,0.92000,0.44400,0.68200,0.62331,0.92000,0.74313,0.68200
572_train,0.86533,0.70350,0.39502,0.62945,0.95100,0.45600,0.70350,0.63612,0.95100,0.76232,0.70350
,,,,,,,,,,,
334_test,0.83993,0.57100,0.12467,0.53829,0.97600,0.16600,0.57100,0.53923,0.97600,0.69466,0.57100
334_train,0.84686,0.56550,0.11345,0.53507,0.99100,0.14000,0.56550,0.53539,0.99100,0.69519,0.56550
,,,,,,,,,,,
1478_test,0.83893,0.76950,0.52969,0.69482,0.87400,0.66500,0.76950,0.72291,0.87400,0.79131,0.76950
1478_train,0.87894,0.82350,0.63987,0.75112,0.90900,0.73800,0.82350,0.77626,0.90900,0.83740,0.82350
,,,,,,,,,,,
998_test,0.83880,0.52350,0.02775,0.51203,0.99800,0.04900,0.52350,0.51206,0.99800,0.67684,0.52350
998_train,0.84260,0.53300,0.04713,0.51706,1.00000,0.06600,0.53300,0.51706,1.00000,0.68166,0.53300
,,,,,,,,,,,
78_test,0.83879,0.51950,0.01959,0.50994,1.00000,0.03900,0.51950,0.50994,1.00000,0.67545,0.51950
78_train,0.83836,0.51800,0.01653,0.50916,1.00000,0.03600,0.51800,0.50916,1.00000,0.67476,0.51800
,,,,,,,,,,,
1280_test,0.83859,0.76050,0.51132,0.68520,0.87800,0.64300,0.76050,0.71093,0.87800,0.78568,0.76050
1280_train,0.87966,0.79800,0.58784,0.71993,0.92400,0.67200,0.79800,0.73802,0.92400,0.82060,0.79800
,,,,,,,,,,,
1134_test,0.83853,0.52650,0.03387,0.51361,0.99600,0.05700,0.52650,0.51367,0.99600,0.67778,0.52650
1134_train,0.84502,0.54150,0.06448,0.52165,1.00000,0.08300,0.54150,0.52165,1.00000,0.68564,0.54150
,,,,,,,,,,,
1844_test,0.83848,0.72450,0.43787,0.64978,0.89600,0.55300,0.72450,0.66716,0.89600,0.76483,0.72450
1844_train,0.87523,0.76800,0.52663,0.68800,0.93300,0.60300,0.76800,0.70150,0.93300,0.80086,0.76800
,,,,,,,,,,,
3270_test,0.83831,0.60900,0.20220,0.56153,0.95400,0.26400,0.60900,0.56450,0.95400,0.70929,0.60900
3270_train,0.84023,0.61350,0.21139,0.56440,0.95500,0.27200,0.61350,0.56744,0.95500,0.71189,0.61350
,,,,,,,,,,,
412_test,0.83824,0.52350,0.02775,0.51203,0.99700,0.05000,0.52350,0.51207,0.99700,0.67662,0.52350
412_train,0.83124,0.51050,0.00122,0.50531,0.99100,0.03000,0.51050,0.50535,0.99100,0.66937,0.51050
,,,,,,,,,,,
418_test,0.83797,0.52850,0.03795,0.51467,0.99400,0.06300,0.52850,0.51476,0.99400,0.67827,0.52850
418_train,0.82302,0.52150,0.02367,0.51099,0.97100,0.07200,0.52150,0.51132,0.97100,0.66989,0.52150
,,,,,,,,,,,
450_test,0.83784,0.65700,0.30014,0.59446,0.92900,0.38500,0.65700,0.60168,0.92900,0.73035,0.65700
450_train,0.86297,0.68650,0.36033,0.61585,0.95600,0.41700,0.68650,0.62118,0.95600,0.75305,0.68650
,,,,,,,,,,,
838_test,0.83766,0.51550,0.01143,0.50787,1.00000,0.03100,0.51550,0.50787,1.00000,0.67363,0.51550
838_train,0.83991,0.52350,0.02775,0.51203,1.00000,0.04700,0.52350,0.51203,1.00000,0.67728,0.52350
,,,,,,,,,,,
1706_test,0.83753,0.51700,0.01449,0.50865,0.99900,0.03500,0.51700,0.50866,0.99900,0.67409,0.51700
1706_train,0.84803,0.55200,0.08590,0.52743,1.00000,0.10400,0.55200,0.52743,1.00000,0.69061,0.55200
,,,,,,,,,,,
2420_test,0.83691,0.87450,0.74393,0.84537,0.81800,0.93100,0.87450,0.92221,0.81800,0.86698,0.87450
