model,f2,gmean,bss,pr_auc,sensitivity,specificity,accuracy,precision,recall,f1,auc
802_train,0.96031,0.95600,0.91022,0.93307,0.96300,0.94900,0.95600,0.94970,0.96300,0.95631,0.95600
,,,,,,,,,,,
1088_test,0.89615,0.90000,0.79596,0.86194,0.89400,0.90600,0.90000,0.90486,0.89400,0.89940,0.90000
1088_train,0.94570,0.94850,0.89492,0.92723,0.94400,0.95300,0.94850,0.95257,0.94400,0.94827,0.94850
,,,,,,,,,,,
182_test,0.89554,0.89650,0.78882,0.85594,0.89500,0.89800,0.89650,0.89769,0.89500,0.89634,0.89650
182_train,0.94406,0.94250,0.88268,0.91608,0.94500,0.94000,0.94250,0.94030,0.94500,0.94264,0.94250
,,,,,,,,,,,
2882_test,0.89551,0.90000,0.79596,0.86227,0.89300,0.90700,0.90000,0.90568,0.89300,0.89930,0.90000
2882_train,0.94470,0.94750,0.89288,0.92582,0.94300,0.95200,0.94750,0.95156,0.94300,0.94726,0.94750
,,,,,,,,,,,
910_test,0.89548,0.88200,0.75923,0.83104,0.90300,0.86100,0.88200,0.86660,0.90300,0.88443,0.88200
910_train,0.95101,0.94450,0.88676,0.91577,0.95500,0.93400,0.94450,0.93536,0.95500,0.94508,0.94450
,,,,,,,,,,,
2482_test,0.89539,0.89250,0.78066,0.84893,0.89700,0.88800,0.89250,0.88900,0.89700,0.89298,0.89250
2482_train,0.93320,0.92850,0.85411,0.89515,0.93600,0.92100,0.92850,0.92217,0.93600,0.92903,0.92850
,,,,,,,,,,,
2412_test,0.89521,0.89200,0.77964,0.84814,0.89700,0.88700,0.89200,0.88812,0.89700,0.89254,0.89200
2412_train,0.94743,0.94650,0.89084,0.92202,0.94800,0.94500,0.94650,0.94516,0.94800,0.94658,0.94650
,,,,,,,,,,,
2988_test,0.89521,0.89200,0.77964,0.84814,0.89700,0.88700,0.89200,0.88812,0.89700,0.89254,0.89200
2988_train,0.94230,0.93950,0.87656,0.91119,0.94400,0.93500,0.93950,0.93558,0.94400,0.93977,0.93950
,,,,,,,,,,,
2406_test,0.89503,0.89150,0.77862,0.84735,0.89700,0.88600,0.89150,0.88724,0.89700,0.89209,0.89150
2406_train,0.94586,0.94400,0.88574,0.91796,0.94700,0.94100,0.94400,0.94135,0.94700,0.94417,0.94400
,,,,,,,,,,,
790_test,0.89500,0.89500,0.78576,0.85352,0.89500,0.89500,0.89500,0.89500,0.89500,0.89500,0.89500
790_train,0.94862,0.94800,0.89390,0.92430,0.94900,0.94700,0.94800,0.94711,0.94900,0.94805,0.94800
,,,,,,,,,,,
1628_test,0.89499,0.88600,0.76739,0.83794,0.90000,0.87200,0.88600,0.87549,0.90000,0.88757,0.88600
1628_train,0.94584,0.93900,0.87554,0.90807,0.95000,0.92800,0.93900,0.92955,0.95000,0.93966,0.93900
,,,,,,,,,,,
608_test,0.89496,0.88950,0.77454,0.84392,0.89800,0.88100,0.88950,0.88299,0.89800,0.89043,0.88950
608_train,0.94406,0.94250,0.88268,0.91608,0.94500,0.94000,0.94250,0.94030,0.94500,0.94264,0.94250
,,,,,,,,,,,
644_test,0.89480,0.76350,0.51745,0.68103,0.96800,0.55900,0.76350,0.68701,0.96800,0.80365,0.76350
644_train,0.90162,0.78750,0.56642,0.70466,0.96600,0.60900,0.78750,0.71186,0.96600,0.81969,0.78750
,,,,,,,,,,,
2600_test,0.89475,0.89250,0.78066,0.84924,0.89600,0.88900,0.89250,0.88977,0.89600,0.89287,0.89250
2600_train,0.95804,0.95650,0.91124,0.93561,0.95900,0.95400,0.95650,0.95423,0.95900,0.95661,0.95650
,,,,,,,,,,,
1566_test,0.89442,0.88800,0.77148,0.84159,0.89800,0.87800,0.88800,0.88039,0.89800,0.88911,0.88800
1566_train,0.96085,0.95900,0.91634,0.93892,0.96200,0.95600,0.95900,0.95626,0.96200,0.95912,0.95900
,,,,,,,,,,,
2476_test,0.89424,0.83900,0.67150,0.76756,0.92500,0.75300,0.83900,0.78925,0.92500,0.85175,0.83900
2476_train,0.93477,0.88750,0.77046,0.82421,0.96300,0.81200,0.88750,0.83666,0.96300,0.89540,0.88750
,,,,,,,,,,,
1144_test,0.89424,0.88750,0.77046,0.84082,0.89800,0.87700,0.88750,0.87953,0.89800,0.88867,0.88750
1144_train,0.96323,0.96200,0.92246,0.94359,0.96400,0.96000,0.96200,0.96016,0.96400,0.96208,0.96200
,,,,,,,,,,,
1542_test,0.89420,0.88200,0.75923,0.83158,0.90100,0.86300,0.88200,0.86802,0.90100,0.88420,0.88200
1542_train,0.90585,0.89150,0.77862,0.84242,0.91400,0.86900,0.89150,0.87464,0.91400,0.89389,0.89150
,,,,,,,,,,,
2956_test,0.89419,0.86400,0.72251,0.80311,0.91100,0.81700,0.86400,0.83272,0.91100,0.87011,0.86400
2956_train,0.91365,0.88700,0.76943,0.83166,0.92900,0.84500,0.88700,0.85701,0.92900,0.89155,0.88700
,,,,,,,,,,,
2442_test,0.89407,0.88700,0.76943,0.84005,0.89800,0.87600,0.88700,0.87867,0.89800,0.88823,0.88700
2442_train,0.89749,0.89300,0.78168,0.84882,0.90000,0.88600,0.89300,0.88757,0.90000,0.89374,0.89300
,,,,,,,,,,,
1994_test,0.89403,0.88150,0.75821,0.83083,0.90100,0.86200,0.88150,0.86718,0.90100,0.88377,0.88150
1994_train,0.95465,0.94600,0.88982,0.91650,0.96000,0.93200,0.94600,0.93385,0.96000,0.94675,0.94600
,,,,,,,,,,,
2762_test,0.89395,0.87950,0.75413,0.82757,0.90200,0.85700,0.87950,0.86316,0.90200,0.88215,0.87950
2762_train,0.96341,0.95450,0.90716,0.92800,0.96900,0.94000,0.95450,0.94169,0.96900,0.95515,0.95450
,,,,,,,,,,,
1702_test,0.89393,0.89200,0.77964,0.84875,0.89500,0.88900,0.89200,0.88966,0.89500,0.89232,0.89200
1702_train,0.95186,0.95000,0.89798,0.92629,0.95300,0.94700,0.95000,0.94732,0.95300,0.95015,0.95000
,,,,,,,,,,,
2648_test,0.89375,0.89150,0.77862,0.84796,0.89500,0.88800,0.89150,0.88878,0.89500,0.89188,0.89150
2648_train,0.95005,0.94850,0.89492,0.92440,0.95100,0.94600,0.94850,0.94627,0.95100,0.94863,0.94850
,,,,,,,,,,,
2602_test,0.89371,0.88600,0.76739,0.83850,0.89800,0.87400,0.88600,0.87695,0.89800,0.88735,0.88600
2602_train,0.95452,0.95050,0.89900,0.92560,0.95700,0.94400,0.95050,0.94472,0.95700,0.95082,0.95050
,,,,,,,,,,,
2060_test,0.89357,0.88200,0.75923,0.83185,0.90000,0.86400,0.88200,0.86873,0.90000,0.88409,0.88200
2060_train,0.92905,0.91900,0.83473,0.87962,0.93500,0.90300,0.91900,0.90601,0.93500,0.92028,0.91900
,,,,,,,,,,,
1990_test,0.89354,0.89450,0.78474,0.85335,0.89300,0.89600,0.89450,0.89569,0.89300,0.89434,0.89450
1990_train,0.95319,0.95350,0.90512,0.93262,0.95300,0.95400,0.95350,0.95395,0.95300,0.95348,0.95350
,,,,,,,,,,,
2098_test,0.89343,0.88700,0.76943,0.84033,0.89700,0.87700,0.88700,0.87941,0.89700,0.88812,0.88700
2098_train,0.89815,0.88950,0.77454,0.84247,0.90300,0.87600,0.88950,0.87926,0.90300,0.89097,0.88950
,,,,,,,,,,,
2828_test,0.89332,0.87950,0.75413,0.82783,0.90100,0.85800,0.87950,0.86385,0.90100,0.88204,0.87950
2828_train,0.96399,0.95600,0.91022,0.93067,0.96900,0.94300,0.95600,0.94444,0.96900,0.95656,0.95600
,,,,,,,,,,,
1866_test,0.89332,0.87950,0.75413,0.82783,0.90100,0.85800,0.87950,0.86385,0.90100,0.88204,0.87950
1866_train,0.96552,0.96000,0.91838,0.93786,0.96900,0.95100,0.96000,0.95187,0.96900,0.96036,0.96000
,,,,,,,,,,,
800_test,0.89329,0.89200,0.77964,0.84905,0.89400,0.89000,0.89200,0.89044,0.89400,0.89222,0.89200
800_train,0.95942,0.95850,0.91532,0.93884,0.96000,0.95700,0.95850,0.95713,0.96000,0.95856,0.95850
,,,,,,,,,,,
2022_test,0.89325,0.88650,0.76841,0.83956,0.89700,0.87600,0.88650,0.87855,0.89700,0.88768,0.88650
2022_train,0.96311,0.95850,0.91532,0.93637,0.96600,0.95100,0.95850,0.95172,0.96600,0.95881,0.95850
,,,,,,,,,,,
1568_test,0.89318,0.88450,0.76433,0.83620,0.89800,0.87100,0.88450,0.87439,0.89800,0.88604,0.88450
1568_train,0.95689,0.95350,0.90512,0.93017,0.95900,0.94800,0.95350,0.94857,0.95900,0.95375,0.95350
,,,,,,,,,,,
616_test,0.89315,0.73150,0.45215,0.65141,0.98300,0.48000,0.73150,0.65403,0.98300,0.78546,0.73150
616_train,0.89927,0.75200,0.49398,0.66950,0.98200,0.52200,0.75200,0.67260,0.98200,0.79837,0.75200
,,,,,,,,,,,
1688_test,0.89307,0.89500,0.78576,0.85447,0.89200,0.89800,0.89500,0.89738,0.89200,0.89468,0.89500
1688_train,0.95057,0.95150,0.90104,0.93022,0.95000,0.95300,0.95150,0.95286,0.95000,0.95143,0.95150
,,,,,,,,,,,
2710_test,0.89293,0.88200,0.75923,0.83213,0.89900,0.86500,0.88200,0.86944,0.89900,0.88397,0.88200
2710_train,0.95437,0.94850,0.89492,0.92165,0.95800,0.93900,0.94850,0.94014,0.95800,0.94898,0.94850
,,,,,,,,,,,
976_test,0.89289,0.83150,0.65619,0.75802,0.92700,0.73600,0.83150,0.77834,0.92700,0.84619,0.83150
976_train,0.95196,0.91450,0.82555,0.86052,0.97500,0.85400,0.91450,0.86976,0.97500,0.91938,0.91450
,,,,,,,,,,,
2826_test,0.89286,0.88000,0.75515,0.82885,0.90000,0.86000,0.88000,0.86538,0.90000,0.88235,0.88000
2826_train,0.96973,0.96300,0.92451,0.94125,0.97400,0.95200,0.96300,0.95303,0.97400,0.96340,0.96300
,,,,,,,,,,,
1682_test,0.89282,0.89250,0.78066,0.85015,0.89300,0.89200,0.89250,0.89211,0.89300,0.89255,0.89250
1682_train,0.94262,0.94200,0.88166,0.91597,0.94300,0.94100,0.94200,0.94112,0.94300,0.94206,0.94200
,,,,,,,,,,,
1686_test,0.89282,0.89250,0.78066,0.85015,0.89300,0.89200,0.89250,0.89211,0.89300,0.89255,0.89250
1686_train,0.95681,0.95650,0.91124,0.93643,0.95700,0.95600,0.95650,0.95604,0.95700,0.95652,0.95650
,,,,,,,,,,,
1008_test,0.89255,0.83050,0.65415,0.75681,0.92700,0.73400,0.83050,0.77703,0.92700,0.84542,0.83050
1008_train,0.95955,0.92350,0.84391,0.87232,0.98200,0.86500,0.92350,0.87914,0.98200,0.92773,0.92350
,,,,,,,,,,,
1086_test,0.89254,0.89350,0.78270,0.85206,0.89200,0.89500,0.89350,0.89468,0.89200,0.89334,0.89350
1086_train,0.95647,0.95400,0.90614,0.93148,0.95800,0.95000,0.95400,0.95040,0.95800,0.95418,0.95400
,,,,,,,,,,,
2046_test,0.89240,0.88050,0.75617,0.82986,0.89900,0.86200,0.88050,0.86692,0.89900,0.88267,0.88050
2046_train,0.96755,0.96050,0.91940,0.93754,0.97200,0.94900,0.96050,0.95015,0.97200,0.96095,0.96050
,,,,,,,,,,,
2590_test,0.89236,0.89300,0.78168,0.85126,0.89200,0.89400,0.89300,0.89379,0.89200,0.89289,0.89300
2590_train,0.94500,0.94500,0.88778,0.92053,0.94500,0.94500,0.94500,0.94500,0.94500,0.94500,0.94500
,,,,,,,,,,,
1746_test,0.89222,0.88900,0.77352,0.84432,0.89400,0.88400,0.88900,0.88515,0.89400,0.88955,0.88900
1746_train,0.95866,0.95650,0.91124,0.93519,0.96000,0.95300,0.95650,0.95333,0.96000,0.95665,0.95650
,,,,,,,,,,,
1808_test,0.89222,0.88000,0.75515,0.82911,0.89900,0.86100,0.88000,0.86609,0.89900,0.88224,0.88000
1808_train,0.95859,0.95150,0.90104,0.92502,0.96300,0.94000,0.95150,0.94135,0.96300,0.95205,0.95150
,,,,,,,,,,,
2618_test,0.89211,0.89050,0.77658,0.84698,0.89300,0.88800,0.89050,0.88856,0.89300,0.89077,0.89050
2618_train,0.95048,0.94800,0.89390,0.92311,0.95200,0.94400,0.94800,0.94444,0.95200,0.94821,0.94800
,,,,,,,,,,,
1760_test,0.89209,0.84900,0.69190,0.78191,0.91600,0.78200,0.84900,0.80776,0.91600,0.85848,0.84900
1760_train,0.91549,0.88000,0.75515,0.81986,0.93600,0.82400,0.88000,0.84173,0.93600,0.88636,0.88000
,,,,,,,,,,,
2018_test,0.89204,0.88850,0.77250,0.84354,0.89400,0.88300,0.88850,0.88427,0.89400,0.88911,0.88850
2018_train,0.94848,0.94600,0.88982,0.92034,0.95000,0.94200,0.94600,0.94246,0.95000,0.94622,0.94600
,,,,,,,,,,,
1812_test,0.89197,0.88650,0.76841,0.84014,0.89500,0.87800,0.88650,0.88004,0.89500,0.88746,0.88650
1812_train,0.96066,0.95850,0.91532,0.93801,0.96200,0.95500,0.95850,0.95531,0.96200,0.95864,0.95850
,,,,,,,,,,,
2042_test,0.89193,0.88100,0.75719,0.83089,0.89800,0.86400,0.88100,0.86847,0.89800,0.88299,0.88100
2042_train,0.96418,0.95650,0.91124,0.93156,0.96900,0.94400,0.95650,0.94537,0.96900,0.95704,0.95650
,,,,,,,,,,,
1708_test,0.89181,0.90950,0.81534,0.88220,0.88200,0.93700,0.90950,0.93333,0.88200,0.90694,0.90950
1708_train,0.95070,0.96000,0.91838,0.94814,0.94500,0.97500,0.96000,0.97423,0.94500,0.95939,0.96000
,,,,,,,,,,,
2464_test,0.89172,0.88400,0.76331,0.83600,0.89600,0.87200,0.88400,0.87500,0.89600,0.88538,0.88400
2464_train,0.96864,0.96650,0.93165,0.94936,0.97000,0.96300,0.96650,0.96326,0.97000,0.96662,0.96650
,,,,,,,,,,,
126_test,0.89162,0.87650,0.74801,0.82364,0.90000,0.85300,0.87650,0.85960,0.90000,0.87934,0.87650
126_train,0.96479,0.95650,0.91124,0.93116,0.97000,0.94300,0.95650,0.94450,0.97000,0.95708,0.95650
,,,,,,,,,,,
1098_test,0.89150,0.88700,0.76943,0.84120,0.89400,0.88000,0.88700,0.88166,0.89400,0.88779,0.88700
1098_train,0.96703,0.96550,0.92961,0.94836,0.96800,0.96300,0.96550,0.96318,0.96800,0.96559,0.96550
,,,,,,,,,,,
2720_test,0.89149,0.86350,0.72149,0.80331,0.90700,0.82000,0.86350,0.83441,0.90700,0.86919,0.86350
2720_train,0.93325,0.90850,0.81330,0.85890,0.94800,0.86900,0.90850,0.87859,0.94800,0.91198,0.90850
,,,,,,,,,,,
1742_test,0.89143,0.88500,0.76535,0.83782,0.89500,0.87500,0.88500,0.87745,0.89500,0.88614,0.88500
1742_train,0.94673,0.94300,0.88370,0.91542,0.94900,0.93700,0.94300,0.93775,0.94900,0.94334,0.94300
,,,,,,,,,,,
2656_test,0.89138,0.90650,0.80922,0.87664,0.88300,0.93000,0.90650,0.92655,0.88300,0.90425,0.90650
2656_train,0.89855,0.91200,0.82044,0.88319,0.89100,0.93300,0.91200,0.93006,0.89100,0.91011,0.91200
,,,,,,,,,,,
944_test,0.89133,0.84500,0.68374,0.77654,0.91700,0.77300,0.84500,0.80157,0.91700,0.85541,0.84500
944_train,0.93530,0.89900,0.79392,0.84215,0.95700,0.84100,0.89900,0.85753,0.95700,0.90454,0.89900
,,,,,,,,,,,
1562_test,0.89130,0.88100,0.75719,0.83116,0.89700,0.86500,0.88100,0.86919,0.89700,0.88287,0.88100
1562_train,0.96231,0.95800,0.91430,0.93587,0.96500,0.95100,0.95800,0.95168,0.96500,0.95829,0.95800
,,,,,,,,,,,
1066_test,0.89126,0.88450,0.76433,0.83705,0.89500,0.87400,0.88450,0.87659,0.89500,0.88570,0.88450
1066_train,0.92249,0.91650,0.82963,0.87849,0.92600,0.90700,0.91650,0.90873,0.92600,0.91729,0.91650
,,,,,,,,,,,
730_test,0.89119,0.88250,0.76025,0.83371,0.89600,0.86900,0.88250,0.87244,0.89600,0.88407,0.88250
730_train,0.95414,0.94950,0.89696,0.92381,0.95700,0.94200,0.94950,0.94286,0.95700,0.94988,0.94950
,,,,,,,,,,,
2432_test,0.89116,0.87700,0.74903,0.82464,0.89900,0.85500,0.87700,0.86111,0.89900,0.87965,0.87700
2432_train,0.89059,0.87900,0.75311,0.82815,0.89700,0.86100,0.87900,0.86583,0.89700,0.88114,0.87900
,,,,,,,,,,,
782_test,0.89100,0.89100,0.77760,0.84838,0.89100,0.89100,0.89100,0.89100,0.89100,0.89100,0.89100
782_train,0.93838,0.93900,0.87554,0.91261,0.93800,0.94000,0.93900,0.93988,0.93800,0.93894,0.93900
,,,,,,,,,,,
896_test,0.89090,0.88350,0.76229,0.83552,0.89500,0.87200,0.88350,0.87488,0.89500,0.88482,0.88350
896_train,0.89407,0.88700,0.76943,0.84005,0.89800,0.87600,0.88700,0.87867,0.89800,0.88823,0.88700
,,,,,,,,,,,
1868_test,0.89087,0.87800,0.75107,0.82639,0.89800,0.85800,0.87800,0.86346,0.89800,0.88039,0.87800
1868_train,0.97172,0.96500,0.92859,0.94407,0.97600,0.95400,0.96500,0.95499,0.97600,0.96538,0.96500
,,,,,,,,,,,
860_test,0.89068,0.86300,0.72047,0.80283,0.90600,0.82000,0.86300,0.83425,0.90600,0.86865,0.86300
860_train,0.91747,0.88550,0.76637,0.82773,0.93600,0.83500,0.88550,0.85014,0.93600,0.89100,0.88550
,,,,,,,,,,,
2830_test,0.89049,0.87150,0.73781,0.81607,0.90100,0.84200,0.87150,0.85080,0.90100,0.87518,0.87150
2830_train,0.96697,0.95900,0.91634,0.93484,0.97200,0.94600,0.95900,0.94737,0.97200,0.95953,0.95900
,,,,,,,,,,,
1960_test,0.89044,0.88400,0.76331,0.83656,0.89400,0.87400,0.88400,0.87647,0.89400,0.88515,0.88400
1960_train,0.90466,0.89700,0.78984,0.85242,0.90900,0.88500,0.89700,0.88770,0.90900,0.89822,0.89700
,,,,,,,,,,,
816_test,0.89041,0.90200,0.80004,0.86864,0.88400,0.92000,0.90200,0.91701,0.88400,0.90020,0.90200
816_train,0.95018,0.95700,0.91226,0.94205,0.94600,0.96800,0.95700,0.96728,0.94600,0.95652,0.95700
,,,,,,,,,,,
774_test,0.89022,0.88700,0.76943,0.84179,0.89200,0.88200,0.88700,0.88317,0.89200,0.88756,0.88700
774_train,0.89910,0.89750,0.79086,0.85597,0.90000,0.89500,0.89750,0.89552,0.90000,0.89776,0.89750
,,,,,,,,,,,
1638_test,0.89011,0.88850,0.77250,0.84443,0.89100,0.88600,0.88850,0.88657,0.89100,0.88878,0.88850
1638_train,0.90020,0.89700,0.78984,0.85455,0.90200,0.89200,0.89700,0.89307,0.90200,0.89751,0.89700
,,,,,,,,,,,
1986_test,0.89003,0.89550,0.78678,0.85688,0.88700,0.90400,0.89550,0.90234,0.88700,0.89460,0.89550
1986_train,0.93618,0.94150,0.88064,0.91904,0.93300,0.95000,0.94150,0.94914,0.93300,0.94100,0.94150
,,,,,,,,,,,
2470_test,0.89002,0.88100,0.75719,0.83171,0.89500,0.86700,0.88100,0.87062,0.89500,0.88264,0.88100
2470_train,0.95970,0.95600,0.91022,0.93347,0.96200,0.95000,0.95600,0.95059,0.96200,0.95626,0.95600
,,,,,,,,,,,
2694_test,0.88998,0.86100,0.71638,0.80006,0.90600,0.81600,0.86100,0.83119,0.90600,0.86699,0.86100
2694_train,0.89275,0.86350,0.72149,0.80286,0.90900,0.81800,0.86350,0.83318,0.90900,0.86944,0.86350
,,,,,,,,,,,
1750_test,0.88993,0.88800,0.77148,0.84365,0.89100,0.88500,0.88800,0.88569,0.89100,0.88833,0.88800
1750_train,0.95443,0.95350,0.90512,0.93180,0.95500,0.95200,0.95350,0.95214,0.95500,0.95357,0.95350
,,,,,,,,,,,
1748_test,0.88940,0.88650,0.76841,0.84130,0.89100,0.88200,0.88650,0.88305,0.89100,0.88701,0.88650
1748_train,0.95281,0.95250,0.90308,0.93080,0.95300,0.95200,0.95250,0.95205,0.95300,0.95252,0.95250
,,,,,,,,,,,
2626_test,0.88915,0.88400,0.76331,0.83713,0.89200,0.87600,0.88400,0.87795,0.89200,0.88492,0.88400
2626_train,0.95428,0.95150,0.90104,0.92778,0.95600,0.94700,0.95150,0.94747,0.95600,0.95172,0.95150
,,,,,,,,,,,
936_test,0.88915,0.88400,0.76331,0.83713,0.89200,0.87600,0.88400,0.87795,0.89200,0.88492,0.88400
936_train,0.89472,0.89600,0.78780,0.85545,0.89400,0.89800,0.89600,0.89759,0.89400,0.89579,0.89600
,,,,,,,,,,,
1922_test,0.88907,0.87650,0.74801,0.82468,0.89600,0.85700,0.87650,0.86237,0.89600,0.87886,0.87650
1922_train,0.96364,0.95350,0.90512,0.92584,0.97000,0.93700,0.95350,0.93901,0.97000,0.95425,0.95350
,,,,,,,,,,,
2708_test,0.88900,0.87450,0.74393,0.82146,0.89700,0.85200,0.87450,0.85837,0.89700,0.87726,0.87450
2708_train,0.96514,0.95900,0.91634,0.93605,0.96900,0.94900,0.95900,0.95000,0.96900,0.95941,0.95900
,,,,,,,,,,,
2642_test,0.88898,0.88350,0.76229,0.83636,0.89200,0.87500,0.88350,0.87709,0.89200,0.88448,0.88350
2642_train,0.95357,0.94800,0.89390,0.92116,0.95700,0.93900,0.94800,0.94008,0.95700,0.94846,0.94800
,,,,,,,,,,,
2024_test,0.88884,0.89400,0.78372,0.85476,0.88600,0.90200,0.89400,0.90041,0.88600,0.89315,0.89400
2024_train,0.95815,0.96000,0.91838,0.94288,0.95700,0.96300,0.96000,0.96278,0.95700,0.95988,0.96000
,,,,,,,,,,,
2594_test,0.88880,0.88300,0.76127,0.83560,0.89200,0.87400,0.88300,0.87623,0.89200,0.88404,0.88300
2594_train,0.94597,0.94100,0.87962,0.91192,0.94900,0.93300,0.94100,0.93406,0.94900,0.94147,0.94100
,,,,,,,,,,,
1102_test,0.88876,0.88650,0.76841,0.84159,0.89000,0.88300,0.88650,0.88381,0.89000,0.88690,0.88650
1102_train,0.95143,0.95050,0.89900,0.92759,0.95200,0.94900,0.95050,0.94915,0.95200,0.95057,0.95050
,,,,,,,,,,,
1788_test,0.88867,0.87900,0.75311,0.82896,0.89400,0.86400,0.87900,0.86796,0.89400,0.88079,0.87900
1788_train,0.92799,0.91950,0.83575,0.88110,0.93300,0.90600,0.91950,0.90847,0.93300,0.92057,0.91950
,,,,,,,,,,,
1726_test,0.88858,0.88600,0.76739,0.84081,0.89000,0.88200,0.88600,0.88294,0.89000,0.88645,0.88600
1726_train,0.94643,0.94550,0.88880,0.92063,0.94700,0.94400,0.94550,0.94417,0.94700,0.94558,0.94550
,,,,,,,,,,,
2746_test,0.88854,0.84600,0.68578,0.77876,0.91200,0.78000,0.84600,0.80565,0.91200,0.85553,0.84600
2746_train,0.91920,0.88000,0.75515,0.81847,0.94200,0.81800,0.88000,0.83808,0.94200,0.88701,0.88000
,,,,,,,,,,,
2530_test,0.88849,0.87850,0.75209,0.82820,0.89400,0.86300,0.87850,0.86712,0.89400,0.88035,0.87850
2530_train,0.95779,0.95100,0.90002,0.92452,0.96200,0.94000,0.95100,0.94129,0.96200,0.95153,0.95100
,,,,,,,,,,,
906_test,0.88843,0.87650,0.74801,0.82494,0.89500,0.85800,0.87650,0.86307,0.89500,0.87874,0.87650
906_train,0.95342,0.94600,0.88982,0.91725,0.95800,0.93400,0.94600,0.93555,0.95800,0.94664,0.94600
,,,,,,,,,,,
2582_test,0.88836,0.88900,0.77352,0.84612,0.88800,0.89000,0.88900,0.88978,0.88800,0.88889,0.88900
2582_train,0.94576,0.94700,0.89186,0.92411,0.94500,0.94900,0.94700,0.94880,0.94500,0.94689,0.94700
,,,,,,,,,,,
2672_test,0.88833,0.88350,0.76229,0.83665,0.89100,0.87600,0.88350,0.87783,0.89100,0.88437,0.88350
2672_train,0.87043,0.86750,0.72965,0.81760,0.87200,0.86300,0.86750,0.86422,0.87200,0.86809,0.86750
,,,,,,,,,,,
722_test,0.88831,0.87800,0.75107,0.82745,0.89400,0.86200,0.87800,0.86628,0.89400,0.87992,0.87800
722_train,0.94454,0.94050,0.87860,0.91180,0.94700,0.93400,0.94050,0.93485,0.94700,0.94088,0.94050
,,,,,,,,,,,
1930_test,0.88807,0.87550,0.74597,0.82346,0.89500,0.85600,0.87550,0.86141,0.89500,0.87788,0.87550
1930_train,0.96437,0.95700,0.91226,0.93245,0.96900,0.94500,0.95700,0.94629,0.96900,0.95751,0.95700
,,,,,,,,,,,
2050_test,0.88779,0.87650,0.74801,0.82521,0.89400,0.85900,0.87650,0.86377,0.89400,0.87862,0.87650
2050_train,0.96104,0.95150,0.90104,0.92347,0.96700,0.93600,0.95150,0.93792,0.96700,0.95224,0.95150
,,,,,,,,,,,
1630_test,0.88745,0.88100,0.75719,0.83281,0.89100,0.87100,0.88100,0.87353,0.89100,0.88218,0.88100
1630_train,0.95447,0.95200,0.90206,0.92868,0.95600,0.94800,0.95200,0.94841,0.95600,0.95219,0.95200
,,,,,,,,,,,
2014_test,0.88738,0.85900,0.71230,0.79796,0.90300,0.81500,0.85900,0.82996,0.90300,0.86494,0.85900
2014_train,0.91947,0.89450,0.78474,0.84149,0.93400,0.85500,0.89450,0.86562,0.93400,0.89851,0.89450
,,,,,,,,,,,
1982_test,0.88735,0.88800,0.77148,0.84485,0.88700,0.88900,0.88800,0.88878,0.88700,0.88789,0.88800
1982_train,0.94862,0.94800,0.89390,0.92430,0.94900,0.94700,0.94800,0.94711,0.94900,0.94805,0.94800
,,,,,,,,,,,
1810_test,0.88727,0.88050,0.75617,0.83205,0.89100,0.87000,0.88050,0.87267,0.89100,0.88174,0.88050
1810_train,0.96598,0.95800,0.91430,0.93345,0.97100,0.94500,0.95800,0.94639,0.97100,0.95854,0.95800
,,,,,,,,,,,
848_test,0.88727,0.88050,0.75617,0.83205,0.89100,0.87000,0.88050,0.87267,0.89100,0.88174,0.88050
848_train,0.95314,0.94850,0.89492,0.92243,0.95600,0.94100,0.94850,0.94187,0.95600,0.94888,0.94850
,,,,,,,,,,,
2914_test,0.88713,0.79100,0.57356,0.71074,0.94000,0.64200,0.79100,0.72419,0.94000,0.81810,0.79100
2914_train,0.94490,0.89700,0.78984,0.83508,0.97400,0.82000,0.89700,0.84402,0.97400,0.90436,0.89700
,,,,,,,,,,,
610_test,0.88705,0.88350,0.76229,0.83722,0.88900,0.87800,0.88350,0.87933,0.88900,0.88414,0.88350
610_train,0.93033,0.92750,0.85207,0.89488,0.93200,0.92300,0.92750,0.92369,0.93200,0.92782,0.92750
,,,,,,,,,,,
1622_test,0.88703,0.87800,0.75107,0.82799,0.89200,0.86400,0.87800,0.86770,0.89200,0.87968,0.87800
1622_train,0.94877,0.94350,0.88472,0.91515,0.95200,0.93500,0.94350,0.93609,0.95200,0.94398,0.94350
,,,,,,,,,,,
1928_test,0.88695,0.87050,0.73577,0.81586,0.89600,0.84500,0.87050,0.85252,0.89600,0.87372,0.87050
1928_train,0.96495,0.95850,0.91532,0.93515,0.96900,0.94800,0.95850,0.94907,0.96900,0.95893,0.95850
,,,,,,,,,,,
1028_test,0.88695,0.87050,0.73577,0.81586,0.89600,0.84500,0.87050,0.85252,0.89600,0.87372,0.87050
1028_train,0.96758,0.95900,0.91634,0.93444,0.97300,0.94500,0.95900,0.94650,0.97300,0.95957,0.95900
,,,,,,,,,,,
2524_test,0.88686,0.87750,0.75005,0.82724,0.89200,0.86300,0.87750,0.86686,0.89200,0.87925,0.87750
2524_train,0.95993,0.95500,0.90818,0.93126,0.96300,0.94700,0.95500,0.94783,0.96300,0.95536,0.95500
,,,,,,,,,,,
2586_test,0.88682,0.88650,0.76841,0.84248,0.88700,0.88600,0.88650,0.88611,0.88700,0.88656,0.88650
