model,f2,gmean,bss,pr_auc,sensitivity,specificity,accuracy,precision,recall,f1,auc
1697_train,0.92784,0.94450,0.88676,0.93089,0.91800,0.97100,0.94450,0.96938,0.91800,0.94299,0.94450
,,,,,,,,,,,
517_test,0.79197,0.84150,0.67660,0.80715,0.76900,0.91400,0.84150,0.89942,0.76900,0.82911,0.84150
517_train,0.87915,0.92000,0.83677,0.91183,0.85700,0.98300,0.92000,0.98055,0.85700,0.91462,0.92000
,,,,,,,,,,,
1289_test,0.79183,0.63400,0.25321,0.57928,0.86500,0.40300,0.63400,0.59166,0.86500,0.70268,0.63400
1289_train,0.87794,0.70600,0.40012,0.63074,0.97100,0.44100,0.70600,0.63464,0.97100,0.76759,0.70600
,,,,,,,,,,,
1441_test,0.79161,0.81450,0.62151,0.76326,0.78100,0.84800,0.81450,0.83708,0.78100,0.80807,0.81450
1441_train,0.85772,0.88400,0.76331,0.85228,0.84400,0.92400,0.88400,0.91739,0.84400,0.87917,0.88400
,,,,,,,,,,,
1147_test,0.79159,0.80150,0.59498,0.74437,0.78700,0.81600,0.80150,0.81050,0.78700,0.79858,0.80150
1147_train,0.95749,0.96150,0.92144,0.94654,0.95500,0.96800,0.96150,0.96758,0.95500,0.96125,0.96150
,,,,,,,,,,,
1321_test,0.79134,0.81150,0.61538,0.75887,0.78200,0.84100,0.81150,0.83103,0.78200,0.80577,0.81150
1321_train,0.86056,0.88450,0.76433,0.85173,0.84800,0.92100,0.88450,0.91478,0.84800,0.88012,0.88450
,,,,,,,,,,,
335_test,0.79134,0.56750,0.11753,0.53650,0.89500,0.24000,0.56750,0.54079,0.89500,0.67420,0.56750
335_train,0.81633,0.56950,0.12161,0.53754,0.93600,0.20300,0.56950,0.54010,0.93600,0.68496,0.56950
,,,,,,,,,,,
1659_test,0.79120,0.78300,0.55723,0.71971,0.79500,0.77100,0.78300,0.77637,0.79500,0.78557,0.78300
1659_train,0.80060,0.79550,0.58274,0.73378,0.80300,0.78800,0.79550,0.79113,0.80300,0.79702,0.79550
,,,,,,,,,,,
1035_test,0.79119,0.77000,0.53071,0.70364,0.80100,0.73900,0.77000,0.75424,0.80100,0.77692,0.77000
1035_train,0.87116,0.85650,0.70720,0.79987,0.87900,0.83400,0.85650,0.84115,0.87900,0.85966,0.85650
,,,,,,,,,,,
1621_test,0.79100,0.79100,0.57356,0.73018,0.79100,0.79100,0.79100,0.79100,0.79100,0.79100,0.79100
1621_train,0.95896,0.96050,0.91940,0.94338,0.95800,0.96300,0.96050,0.96281,0.95800,0.96040,0.96050
,,,,,,,,,,,
563_test,0.79065,0.81800,0.62865,0.76892,0.77800,0.85800,0.81800,0.84565,0.77800,0.81042,0.81800
563_train,0.89315,0.92400,0.84493,0.91087,0.87600,0.97200,0.92400,0.96903,0.87600,0.92017,0.92400
,,,,,,,,,,,
197_test,0.79060,0.82000,0.63273,0.77204,0.77700,0.86300,0.82000,0.85011,0.77700,0.81191,0.82000
197_train,0.94772,0.96200,0.92246,0.95474,0.93900,0.98500,0.96200,0.98428,0.93900,0.96111,0.96200
,,,,,,,,,,,
1205_test,0.79054,0.80900,0.61028,0.75543,0.78200,0.83600,0.80900,0.82664,0.78200,0.80370,0.80900
1205_train,0.86763,0.88950,0.77454,0.85735,0.85600,0.92300,0.88950,0.91747,0.85600,0.88567,0.88950
,,,,,,,,,,,
213_test,0.78985,0.80900,0.61028,0.75565,0.78100,0.83700,0.80900,0.82733,0.78100,0.80350,0.80900
213_train,0.91057,0.93250,0.86227,0.91717,0.89800,0.96700,0.93250,0.96455,0.89800,0.93009,0.93250
,,,,,,,,,,,
1447_test,0.78969,0.80850,0.60926,0.75496,0.78100,0.83600,0.80850,0.82646,0.78100,0.80308,0.80850
1447_train,0.85885,0.88150,0.75821,0.84708,0.84700,0.91600,0.88150,0.90977,0.84700,0.87727,0.88150
,,,,,,,,,,,
1395_test,0.78963,0.72600,0.44093,0.65607,0.81900,0.63300,0.72600,0.69056,0.81900,0.74931,0.72600
1395_train,0.88511,0.84700,0.68782,0.78120,0.90600,0.78800,0.84700,0.81038,0.90600,0.85552,0.84700
,,,,,,,,,,,
811_test,0.78963,0.79100,0.57356,0.73052,0.78900,0.79300,0.79100,0.79217,0.78900,0.79058,0.79100
811_train,0.90126,0.92300,0.84289,0.90348,0.88900,0.95700,0.92300,0.95386,0.88900,0.92029,0.92300
,,,,,,,,,,,
1149_test,0.78932,0.79650,0.58478,0.73805,0.78600,0.80700,0.79650,0.80286,0.78600,0.79434,0.79650
1149_train,0.95243,0.95800,0.91430,0.94261,0.94900,0.96700,0.95800,0.96640,0.94900,0.95762,0.95800
,,,,,,,,,,,
1153_test,0.78884,0.80150,0.59498,0.74514,0.78300,0.82000,0.80150,0.81308,0.78300,0.79776,0.80150
1153_train,0.88514,0.90000,0.79596,0.86771,0.87700,0.92300,0.90000,0.91929,0.87700,0.89765,0.90000
,,,,,,,,,,,
1625_test,0.78847,0.78950,0.57050,0.72881,0.78800,0.79100,0.78950,0.79037,0.78800,0.78918,0.78950
1625_train,0.95596,0.95750,0.91328,0.93911,0.95500,0.96000,0.95750,0.95980,0.95500,0.95739,0.95750
,,,,,,,,,,,
1711_test,0.78834,0.83250,0.65823,0.79318,0.76800,0.89700,0.83250,0.88175,0.76800,0.82095,0.83250
1711_train,0.86836,0.91600,0.82861,0.91064,0.84300,0.98900,0.91600,0.98712,0.84300,0.90939,0.91600
,,,,,,,,,,,
901_test,0.78815,0.79500,0.58172,0.73630,0.78500,0.80500,0.79500,0.80102,0.78500,0.79293,0.79500
901_train,0.93857,0.94950,0.89696,0.93413,0.93200,0.96700,0.94950,0.96580,0.93200,0.94860,0.94950
,,,,,,,,,,,
1421_test,0.78793,0.80950,0.61130,0.75698,0.77800,0.84100,0.80950,0.83031,0.77800,0.80330,0.80950
1421_train,0.87041,0.90300,0.80208,0.88195,0.85300,0.95300,0.90300,0.94778,0.85300,0.89789,0.90300
,,,,,,,,,,,
11_test,0.78779,0.78300,0.55723,0.72048,0.79000,0.77600,0.78300,0.77909,0.79000,0.78451,0.78300
11_train,0.94370,0.94650,0.89084,0.92442,0.94200,0.95100,0.94650,0.95055,0.94200,0.94626,0.94650
,,,,,,,,,,,
1487_test,0.78735,0.80550,0.60314,0.75130,0.77900,0.83200,0.80550,0.82260,0.77900,0.80021,0.80550
1487_train,0.84768,0.88800,0.77148,0.86546,0.82700,0.94900,0.88800,0.94191,0.82700,0.88072,0.88800
,,,,,,,,,,,
1279_test,0.78635,0.79800,0.58784,0.74093,0.78100,0.81500,0.79800,0.80849,0.78100,0.79451,0.79800
1279_train,0.89177,0.91300,0.82249,0.88912,0.88000,0.94600,0.91300,0.94218,0.88000,0.91003,0.91300
,,,,,,,,,,,
1327_test,0.78632,0.81100,0.61436,0.75973,0.77500,0.84700,0.81100,0.83513,0.77500,0.80394,0.81100
1327_train,0.85923,0.88450,0.76433,0.85242,0.84600,0.92300,0.88450,0.91658,0.84600,0.87988,0.88450
,,,,,,,,,,,
439_test,0.78629,0.83050,0.65415,0.79066,0.76600,0.89500,0.83050,0.87945,0.76600,0.81881,0.83050
439_train,0.88235,0.92150,0.83983,0.91287,0.86100,0.98200,0.92150,0.97952,0.86100,0.91644,0.92150
,,,,,,,,,,,
1495_test,0.78603,0.71850,0.42563,0.64913,0.81700,0.62000,0.71850,0.68254,0.81700,0.74374,0.71850
1495_train,0.86969,0.81850,0.62967,0.74693,0.89700,0.74000,0.81850,0.77528,0.89700,0.83171,0.81850
,,,,,,,,,,,
1277_test,0.78569,0.78500,0.56131,0.72356,0.78600,0.78400,0.78500,0.78443,0.78600,0.78521,0.78500
1277_train,0.90727,0.90600,0.80820,0.86718,0.90800,0.90400,0.90600,0.90438,0.90800,0.90619,0.90600
,,,,,,,,,,,
1461_test,0.78566,0.79800,0.58784,0.74112,0.78000,0.81600,0.79800,0.80913,0.78000,0.79430,0.79800
1461_train,0.86503,0.90100,0.79800,0.88118,0.84600,0.95600,0.90100,0.95056,0.84600,0.89524,0.90100
,,,,,,,,,,,
1299_test,0.78523,0.81850,0.62967,0.77159,0.77000,0.86700,0.81850,0.85271,0.77000,0.80925,0.81850
1299_train,0.84571,0.89600,0.78780,0.88292,0.82000,0.97200,0.89600,0.96698,0.82000,0.88745,0.89600
,,,,,,,,,,,
1071_test,0.78435,0.70200,0.39196,0.63391,0.82200,0.58200,0.70200,0.66290,0.82200,0.73393,0.70200
1071_train,0.75749,0.67350,0.33381,0.61101,0.79400,0.55300,0.67350,0.63981,0.79400,0.70861,0.67350
,,,,,,,,,,,
979_test,0.78419,0.82400,0.64089,0.78075,0.76600,0.88200,0.82400,0.86652,0.76600,0.81316,0.82400
979_train,0.92276,0.94800,0.89390,0.94216,0.90800,0.98800,0.94800,0.98696,0.90800,0.94583,0.94800
,,,,,,,,,,,
1425_test,0.78416,0.78450,0.56029,0.72327,0.78400,0.78500,0.78450,0.78478,0.78400,0.78439,0.78450
1425_train,0.89588,0.91000,0.81636,0.88084,0.88800,0.93200,0.91000,0.92887,0.88800,0.90798,0.91000
,,,,,,,,,,,
1225_test,0.78401,0.81250,0.61743,0.76275,0.77100,0.85400,0.81250,0.84079,0.77100,0.80438,0.81250
1225_train,0.79275,0.85250,0.69904,0.82686,0.76500,0.94000,0.85250,0.92727,0.76500,0.83836,0.85250
,,,,,,,,,,,
1113_test,0.78375,0.70000,0.38788,0.63215,0.82200,0.57800,0.70000,0.66077,0.82200,0.73262,0.70000
1113_train,0.93964,0.90250,0.80106,0.84603,0.96200,0.84300,0.90250,0.85970,0.96200,0.90798,0.90250
,,,,,,,,,,,
499_test,0.78337,0.72500,0.43889,0.65577,0.81000,0.64000,0.72500,0.69231,0.81000,0.74654,0.72500
499_train,0.91849,0.86250,0.71945,0.79290,0.95100,0.77400,0.86250,0.80799,0.95100,0.87368,0.86250
,,,,,,,,,,,
1315_test,0.78295,0.69950,0.38686,0.63177,0.82100,0.57800,0.69950,0.66050,0.82100,0.73206,0.69950
1315_train,0.79796,0.72750,0.44399,0.65663,0.83100,0.62400,0.72750,0.68848,0.83100,0.75306,0.72750
,,,,,,,,,,,
909_test,0.78285,0.79350,0.57866,0.73565,0.77800,0.80900,0.79350,0.80289,0.77800,0.79025,0.79350
909_train,0.94391,0.95200,0.90206,0.93576,0.93900,0.96500,0.95200,0.96407,0.93900,0.95137,0.95200
,,,,,,,,,,,
1211_test,0.78207,0.80200,0.59600,0.74782,0.77300,0.83100,0.80200,0.82059,0.77300,0.79609,0.80200
1211_train,0.86427,0.88750,0.77046,0.85538,0.85200,0.92300,0.88750,0.91712,0.85200,0.88336,0.88750
,,,,,,,,,,,
1393_test,0.78176,0.80100,0.59396,0.74648,0.77300,0.82900,0.80100,0.81886,0.77300,0.79527,0.80100
1393_train,0.88905,0.91450,0.82555,0.89380,0.87500,0.95400,0.91450,0.95005,0.87500,0.91098,0.91450
,,,,,,,,,,,
1201_test,0.78163,0.80500,0.60212,0.75231,0.77100,0.83900,0.80500,0.82725,0.77100,0.79814,0.80500
1201_train,0.85976,0.88600,0.76739,0.85495,0.84600,0.92600,0.88600,0.91957,0.84600,0.88125,0.88600
,,,,,,,,,,,
983_test,0.78143,0.71200,0.41236,0.64339,0.81300,0.61100,0.71200,0.67637,0.81300,0.73842,0.71200
983_train,0.91665,0.88150,0.75821,0.82175,0.93700,0.82600,0.88150,0.84338,0.93700,0.88773,0.88150
,,,,,,,,,,,
323_test,0.78122,0.79050,0.57254,0.73198,0.77700,0.80400,0.79050,0.79856,0.77700,0.78763,0.79050
323_train,0.91395,0.92600,0.84901,0.90164,0.90700,0.94500,0.92600,0.94283,0.90700,0.92457,0.92600
,,,,,,,,,,,
1517_test,0.78050,0.49300,-0.03448,0.49653,0.91100,0.07500,0.49300,0.49619,0.91100,0.64245,0.49300
1517_train,0.82744,0.56150,0.10528,0.53286,0.95900,0.16400,0.56150,0.53426,0.95900,0.68623,0.56150
,,,,,,,,,,,
525_test,0.78018,0.78500,0.56131,0.72488,0.77800,0.79200,0.78500,0.78905,0.77800,0.78348,0.78500
525_train,0.91512,0.92400,0.84493,0.89695,0.91000,0.93800,0.92400,0.93621,0.91000,0.92292,0.92400
,,,,,,,,,,,
1491_test,0.78016,0.76950,0.52969,0.70520,0.78500,0.75400,0.76950,0.76140,0.78500,0.77302,0.76950
1491_train,0.79445,0.80400,0.60008,0.74708,0.79000,0.81800,0.80400,0.81276,0.79000,0.80122,0.80400
,,,,,,,,,,,
315_test,0.77985,0.80600,0.60416,0.75434,0.76800,0.84400,0.80600,0.83117,0.76800,0.79834,0.80600
315_train,0.87798,0.90750,0.81126,0.88643,0.86200,0.95300,0.90750,0.94829,0.86200,0.90309,0.90750
,,,,,,,,,,,
1245_test,0.77954,0.80500,0.60212,0.75296,0.76800,0.84200,0.80500,0.82937,0.76800,0.79751,0.80500
1245_train,0.88007,0.91150,0.81942,0.89327,0.86300,0.96000,0.91150,0.95570,0.86300,0.90699,0.91150
,,,,,,,,,,,
1261_test,0.77938,0.80450,0.60110,0.75227,0.76800,0.84100,0.80450,0.82848,0.76800,0.79709,0.80450
1261_train,0.86392,0.88650,0.76841,0.85370,0.85200,0.92100,0.88650,0.91515,0.85200,0.88244,0.88650
,,,,,,,,,,,
1459_test,0.77920,0.74650,0.48276,0.67874,0.79400,0.69900,0.74650,0.72511,0.79400,0.75800,0.74650
1459_train,0.90793,0.87800,0.75107,0.81961,0.92500,0.83100,0.87800,0.84552,0.92500,0.88348,0.87800
,,,,,,,,,,,
923_test,0.77829,0.48250,-0.05591,0.49141,0.91200,0.05300,0.48250,0.49059,0.91200,0.63799,0.48250
923_train,0.83147,0.55550,0.09304,0.52944,0.96900,0.14200,0.55550,0.53038,0.96900,0.68553,0.55550
,,,,,,,,,,,
615_test,0.77818,0.76750,0.52561,0.70315,0.78300,0.75200,0.76750,0.75946,0.78300,0.77105,0.76750
615_train,0.82276,0.83450,0.66231,0.78320,0.81700,0.85200,0.83450,0.84663,0.81700,0.83155,0.83450
,,,,,,,,,,,
345_test,0.77816,0.80950,0.61130,0.76013,0.76400,0.85500,0.80950,0.84048,0.76400,0.80042,0.80950
345_train,0.88223,0.91200,0.82044,0.89294,0.86600,0.95800,0.91200,0.95374,0.86600,0.90776,0.91200
,,,,,,,,,,,
1465_test,0.77793,0.68700,0.36135,0.62117,0.81900,0.55500,0.68700,0.64794,0.81900,0.72350,0.68700
1465_train,0.85912,0.77150,0.53377,0.69393,0.90500,0.63800,0.77150,0.71429,0.90500,0.79841,0.77150
,,,,,,,,,,,
557_test,0.77769,0.80800,0.60824,0.75802,0.76400,0.85200,0.80800,0.83772,0.76400,0.79916,0.80800
557_train,0.90235,0.92600,0.84901,0.90898,0.88900,0.96300,0.92600,0.96004,0.88900,0.92316,0.92600
,,,,,,,,,,,
1463_test,0.77712,0.81950,0.63171,0.77615,0.75800,0.88100,0.81950,0.86431,0.75800,0.80767,0.81950
1463_train,0.84121,0.88500,0.76535,0.86327,0.81900,0.95100,0.88500,0.94355,0.81900,0.87687,0.88500
,,,,,,,,,,,
99_test,0.77702,0.78150,0.55417,0.72104,0.77500,0.78800,0.78150,0.78521,0.77500,0.78007,0.78150
99_train,0.89210,0.90850,0.81330,0.88009,0.88300,0.93400,0.90850,0.93045,0.88300,0.90611,0.90850
,,,,,,,,,,,
1423_test,0.77623,0.79450,0.58070,0.73883,0.76800,0.82100,0.79450,0.81098,0.76800,0.78891,0.79450
1423_train,0.88875,0.91550,0.82759,0.89602,0.87400,0.95700,0.91550,0.95311,0.87400,0.91184,0.91550
,,,,,,,,,,,
519_test,0.77549,0.80550,0.60314,0.75497,0.76200,0.84900,0.80550,0.83461,0.76200,0.79665,0.80550
519_train,0.87151,0.90050,0.79698,0.87632,0.85600,0.94500,0.90050,0.93963,0.85600,0.89587,0.90050
,,,,,,,,,,,
907_test,0.77497,0.79050,0.57254,0.73362,0.76800,0.81300,0.79050,0.80419,0.76800,0.78568,0.79050
907_train,0.94971,0.95250,0.90308,0.93287,0.94800,0.95700,0.95250,0.95661,0.94800,0.95229,0.95250
,,,,,,,,,,,
1373_test,0.77436,0.63700,0.25933,0.58193,0.83600,0.43800,0.63700,0.59800,0.83600,0.69725,0.63700
1373_train,0.79945,0.64300,0.27158,0.58551,0.87300,0.41300,0.64300,0.59795,0.87300,0.70976,0.64300
,,,,,,,,,,,
239_test,0.77409,0.83450,0.66231,0.80287,0.74700,0.92200,0.83450,0.90545,0.74700,0.81863,0.83450
239_train,0.88615,0.92650,0.85003,0.92114,0.86400,0.98900,0.92650,0.98743,0.86400,0.92160,0.92650
,,,,,,,,,,,
503_test,0.77356,0.71900,0.42665,0.65092,0.79800,0.64000,0.71900,0.68912,0.79800,0.73957,0.71900
503_train,0.92668,0.88200,0.75923,0.81878,0.95300,0.81100,0.88200,0.83450,0.95300,0.88982,0.88200
,,,,,,,,,,,
403_test,0.77317,0.81600,0.62457,0.77199,0.75400,0.87800,0.81600,0.86073,0.75400,0.80384,0.81600
403_train,0.87651,0.91450,0.82555,0.90183,0.85600,0.97300,0.91450,0.96942,0.85600,0.90919,0.91450
,,,,,,,,,,,
231_test,0.77293,0.81300,0.61845,0.76732,0.75500,0.87100,0.81300,0.85407,0.75500,0.80149,0.81300
231_train,0.93035,0.94950,0.89696,0.93993,0.91900,0.98000,0.94950,0.97870,0.91900,0.94791,0.94950
,,,,,,,,,,,
343_test,0.77291,0.80400,0.60008,0.75356,0.75900,0.84900,0.80400,0.83407,0.75900,0.79476,0.80400
343_train,0.89764,0.92200,0.84085,0.90373,0.88400,0.96000,0.92200,0.95671,0.88400,0.91892,0.92200
,,,,,,,,,,,
833_test,0.77263,0.82100,0.63477,0.78032,0.75100,0.89100,0.82100,0.87326,0.75100,0.80753,0.82100
833_train,0.85245,0.90550,0.80718,0.89873,0.82500,0.98600,0.90550,0.98331,0.82500,0.89723,0.90550
,,,,,,,,,,,
1281_test,0.77232,0.73500,0.45929,0.66734,0.78900,0.68100,0.73500,0.71209,0.78900,0.74858,0.73500
1281_train,0.89689,0.85200,0.69802,0.78469,0.92200,0.78200,0.85200,0.80877,0.92200,0.86168,0.85200
,,,,,,,,,,,
1141_test,0.77231,0.77300,0.53683,0.71118,0.77200,0.77400,0.77300,0.77355,0.77200,0.77277,0.77300
1141_train,0.95719,0.95750,0.91328,0.93827,0.95700,0.95800,0.95750,0.95796,0.95700,0.95748,0.95750
,,,,,,,,,,,
1399_test,0.77218,0.78600,0.56335,0.72820,0.76600,0.80600,0.78600,0.79792,0.76600,0.78163,0.78600
1399_train,0.89480,0.90700,0.81024,0.87569,0.88800,0.92600,0.90700,0.92308,0.88800,0.90520,0.90700
,,,,,,,,,,,
1405_test,0.77126,0.79200,0.57560,0.73671,0.76200,0.82200,0.79200,0.81064,0.76200,0.78557,0.79200
1405_train,0.83418,0.85450,0.70312,0.81108,0.82400,0.88500,0.85450,0.87753,0.82400,0.84992,0.85450
,,,,,,,,,,,
477_test,0.77109,0.64350,0.27260,0.58679,0.82800,0.45900,0.64350,0.60482,0.82800,0.69903,0.64350
477_train,0.83821,0.68200,0.35115,0.61353,0.91700,0.44700,0.68200,0.62381,0.91700,0.74251,0.68200
,,,,,,,,,,,
1109_test,0.76977,0.78500,0.56131,0.72746,0.76300,0.80700,0.78500,0.79812,0.76300,0.78016,0.78500
1109_train,0.92861,0.94150,0.88064,0.92401,0.92100,0.96200,0.94150,0.96038,0.92100,0.94028,0.94150
,,,,,,,,,,,
1283_test,0.76977,0.78050,0.55213,0.72145,0.76500,0.79600,0.78050,0.78947,0.76500,0.77704,0.78050
1283_train,0.85498,0.86650,0.72761,0.82244,0.84900,0.88400,0.86650,0.87979,0.84900,0.86412,0.86650
,,,,,,,,,,,
1411_test,0.76976,0.73550,0.46031,0.66821,0.78500,0.68600,0.73550,0.71429,0.78500,0.74798,0.73550
1411_train,0.85340,0.81750,0.62763,0.74965,0.87200,0.76300,0.81750,0.78629,0.87200,0.82693,0.81750
,,,,,,,,,,,
581_test,0.76970,0.81400,0.62049,0.77007,0.75000,0.87800,0.81400,0.86009,0.75000,0.80128,0.81400
581_train,0.87983,0.91450,0.82555,0.89965,0.86100,0.96800,0.91450,0.96417,0.86100,0.90967,0.91450
,,,,,,,,,,,
1485_test,0.76845,0.79200,0.57560,0.73748,0.75800,0.82600,0.79200,0.81330,0.75800,0.78468,0.79200
1485_train,0.88970,0.91450,0.82555,0.89339,0.87600,0.95300,0.91450,0.94908,0.87600,0.91108,0.91450
,,,,,,,,,,,
253_test,0.76776,0.68600,0.35931,0.62099,0.80400,0.56800,0.68600,0.65049,0.80400,0.71914,0.68600
253_train,0.88910,0.81500,0.62253,0.73817,0.93000,0.70000,0.81500,0.75610,0.93000,0.83408,0.81500
,,,,,,,,,,,
409_test,0.76660,0.72500,0.43889,0.65770,0.78500,0.66500,0.72500,0.70089,0.78500,0.74057,0.72500
409_train,0.83252,0.78950,0.57050,0.71898,0.85400,0.72500,0.78950,0.75642,0.85400,0.80225,0.78950
,,,,,,,,,,,
385_test,0.76574,0.55000,0.08182,0.52654,0.86100,0.23900,0.55000,0.53083,0.86100,0.65675,0.55000
385_train,0.79687,0.56150,0.10528,0.53299,0.90700,0.21600,0.56150,0.53637,0.90700,0.67410,0.56150
,,,,,,,,,,,
675_test,0.76565,0.82150,0.63579,0.78395,0.74100,0.90200,0.82150,0.88319,0.74100,0.80587,0.82150
675_train,0.87166,0.91400,0.82453,0.90401,0.84900,0.97900,0.91400,0.97586,0.84900,0.90802,0.91400
,,,,,,,,,,,
401_test,0.76530,0.80450,0.60110,0.75678,0.74800,0.86100,0.80450,0.84329,0.74800,0.79279,0.80450
401_train,0.89882,0.92700,0.85105,0.91342,0.88300,0.97100,0.92700,0.96820,0.88300,0.92364,0.92700
,,,,,,,,,,,
591_test,0.76498,0.80350,0.59906,0.75536,0.74800,0.85900,0.80350,0.84139,0.74800,0.79195,0.80350
591_train,0.80097,0.81150,0.61538,0.75589,0.79600,0.82700,0.81150,0.82147,0.79600,0.80853,0.81150
,,,,,,,,,,,
1177_test,0.76429,0.79900,0.58988,0.74883,0.74900,0.84900,0.79900,0.83222,0.74900,0.78842,0.79900
1177_train,0.86886,0.89300,0.78168,0.86329,0.85600,0.93000,0.89300,0.92441,0.85600,0.88889,0.89300
,,,,,,,,,,,
233_test,0.76421,0.82600,0.64497,0.79229,0.73700,0.91500,0.82600,0.89659,0.73700,0.80900,0.82600
233_train,0.89476,0.93200,0.86125,0.92711,0.87400,0.99000,0.93200,0.98869,0.87400,0.92781,0.93200
,,,,,,,,,,,
1247_test,0.76314,0.65650,0.29912,0.59699,0.81000,0.50300,0.65650,0.61974,0.81000,0.70221,0.65650
1247_train,0.89528,0.79900,0.58988,0.71827,0.94900,0.64900,0.79900,0.73000,0.94900,0.82522,0.79900
,,,,,,,,,,,
379_test,0.76287,0.77850,0.54805,0.72047,0.75600,0.80100,0.77850,0.79162,0.75600,0.77340,0.77850
379_train,0.87949,0.90250,0.80106,0.87564,0.86700,0.93800,0.90250,0.93326,0.86700,0.89891,0.90250
,,,,,,,,,,,
83_test,0.76243,0.80900,0.61028,0.76476,0.74200,0.87600,0.80900,0.85681,0.74200,0.79528,0.80900
83_train,0.89070,0.92450,0.84595,0.91359,0.87200,0.97700,0.92450,0.97430,0.87200,0.92032,0.92450
,,,,,,,,,,,
495_test,0.76183,0.76600,0.52255,0.70462,0.76000,0.77200,0.76600,0.76923,0.76000,0.76459,0.76600
495_train,0.90565,0.90150,0.79902,0.85988,0.90800,0.89500,0.90150,0.89635,0.90800,0.90214,0.90150
,,,,,,,,,,,
1375_test,0.76134,0.80550,0.60314,0.75966,0.74200,0.86900,0.80550,0.84994,0.74200,0.79231,0.80550
1375_train,0.73385,0.81050,0.61334,0.77838,0.70200,0.91900,0.81050,0.89655,0.70200,0.78744,0.81050
,,,,,,,,,,,
225_test,0.76124,0.75950,0.50928,0.69676,0.76200,0.75700,0.75950,0.75821,0.76200,0.76010,0.75950
225_train,0.95152,0.95400,0.90614,0.93478,0.95000,0.95800,0.95400,0.95766,0.95000,0.95382,0.95400
,,,,,,,,,,,
1237_test,0.76091,0.81100,0.61436,0.76849,0.73900,0.88300,0.81100,0.86332,0.73900,0.79634,0.81100
1237_train,0.86957,0.91000,0.81636,0.89689,0.84800,0.97200,0.91000,0.96804,0.84800,0.90405,0.91000
,,,,,,,,,,,
599_test,0.76073,0.56350,0.10937,0.53432,0.84700,0.28000,0.56350,0.54052,0.84700,0.65991,0.56350
599_train,0.79975,0.58450,0.15221,0.54662,0.90100,0.26800,0.58450,0.55175,0.90100,0.68439,0.58450
,,,,,,,,,,,
5_test,0.76026,0.77000,0.53071,0.71000,0.75600,0.78400,0.77000,0.77778,0.75600,0.76673,0.77000
5_train,0.94270,0.94550,0.88880,0.92302,0.94100,0.95000,0.94550,0.94955,0.94100,0.94525,0.94550
,,,,,,,,,,,
313_test,0.76008,0.77400,0.53887,0.71520,0.75400,0.79400,0.77400,0.78542,0.75400,0.76939,0.77400
313_train,0.92194,0.90300,0.80208,0.85472,0.93300,0.87300,0.90300,0.88019,0.93300,0.90583,0.90300
,,,,,,,,,,,
1737_test,0.75968,0.81850,0.62967,0.78132,0.73400,0.90300,0.81850,0.88327,0.73400,0.80175,0.81850
1737_train,0.82415,0.88750,0.77046,0.87890,0.79300,0.98200,0.88750,0.97781,0.79300,0.87576,0.88750
,,,,,,,,,,,
1231_test,0.75797,0.75100,0.49194,0.68727,0.76100,0.74100,0.75100,0.74608,0.76100,0.75347,0.75100
1231_train,0.81078,0.82700,0.64701,0.77582,0.80300,0.85100,0.82700,0.84349,0.80300,0.82275,0.82700
,,,,,,,,,,,
509_test,0.75688,0.75200,0.49398,0.68863,0.75900,0.74500,0.75200,0.74852,0.75900,0.75372,0.75200
509_train,0.84389,0.82600,0.64497,0.76383,0.85300,0.79900,0.82600,0.80930,0.85300,0.83057,0.82600
,,,,,,,,,,,
1483_test,0.75685,0.82100,0.63477,0.78678,0.72900,0.91300,0.82100,0.89338,0.72900,0.80286,0.82100
1483_train,0.79707,0.87200,0.73883,0.86342,0.76200,0.98200,0.87200,0.97692,0.76200,0.85618,0.87200
,,,,,,,,,,,
555_test,0.75549,0.75200,0.49398,0.68888,0.75700,0.74700,0.75200,0.74950,0.75700,0.75323,0.75200
555_train,0.89364,0.89300,0.78168,0.85064,0.89400,0.89200,0.89300,0.89222,0.89400,0.89311,0.89300
,,,,,,,,,,,
1305_test,0.75462,0.78150,0.55417,0.72660,0.74300,0.82000,0.78150,0.80498,0.74300,0.77275,0.78150
1305_train,0.86425,0.89500,0.78576,0.86971,0.84800,0.94200,0.89500,0.93598,0.84800,0.88982,0.89500
,,,,,,,,,,,
141_test,0.75364,0.72500,0.43889,0.65929,0.76600,0.68400,0.72500,0.70795,0.76600,0.73583,0.72500
141_train,0.74783,0.72400,0.43685,0.65898,0.75800,0.69000,0.72400,0.70974,0.75800,0.73308,0.72400
,,,,,,,,,,,
737_test,0.75362,0.69250,0.37258,0.62779,0.78000,0.60500,0.69250,0.66383,0.78000,0.71724,0.69250
737_train,0.71676,0.64400,0.27362,0.58922,0.74600,0.54200,0.64400,0.61960,0.74600,0.67695,0.64400
,,,,,,,,,,,
465_test,0.75170,0.80450,0.60110,0.76146,0.72900,0.88000,0.80450,0.85866,0.72900,0.78853,0.80450
465_train,0.85564,0.90300,0.80208,0.89123,0.83100,0.97500,0.90300,0.97079,0.83100,0.89547,0.90300
,,,,,,,,,,,
23_test,0.75099,0.82550,0.64395,0.79738,0.71900,0.93200,0.82550,0.91360,0.71900,0.80470,0.82550
23_train,0.83040,0.88750,0.77046,0.87488,0.80200,0.97300,0.88750,0.96743,0.80200,0.87698,0.88750
