model,f2,gmean,bss,pr_auc,sensitivity,specificity,accuracy,precision,recall,f1,auc
,,,,,,,,,,,
191_test,0.82560,0.84100,0.67558,0.79239,0.81800,0.86400,0.84100,0.85744,0.81800,0.83726,0.84100
191_train,0.95873,0.96150,0.92144,0.94567,0.95700,0.96600,0.96150,0.96569,0.95700,0.96133,0.96150
,,,,,,,,,,,
661_test,0.82531,0.83000,0.65313,0.77545,0.82300,0.83700,0.83000,0.83469,0.82300,0.82880,0.83000
661_train,0.96978,0.97100,0.94083,0.95823,0.96900,0.97300,0.97100,0.97289,0.96900,0.97094,0.97100
,,,,,,,,,,,
431_test,0.82523,0.84600,0.68578,0.80063,0.81500,0.87700,0.84600,0.86887,0.81500,0.84107,0.84600
431_train,0.89552,0.90900,0.81432,0.87911,0.88800,0.93000,0.90900,0.92693,0.88800,0.90705,0.90900
,,,,,,,,,,,
321_test,0.82515,0.82950,0.65211,0.77475,0.82300,0.83600,0.82950,0.83384,0.82300,0.82838,0.82950
321_train,0.90569,0.92100,0.83881,0.89668,0.89700,0.94500,0.92100,0.94223,0.89700,0.91906,0.92100
,,,,,,,,,,,
187_test,0.82512,0.83550,0.66435,0.78391,0.82000,0.85100,0.83550,0.84623,0.82000,0.83291,0.83550
187_train,0.97419,0.97450,0.94797,0.96263,0.97400,0.97500,0.97450,0.97497,0.97400,0.97449,0.97450
,,,,,,,,,,,
1519_test,0.82481,0.50150,-0.01714,0.50075,0.98400,0.01900,0.50150,0.50076,0.98400,0.66374,0.50150
1519_train,0.83263,0.51950,0.01959,0.50995,0.98900,0.05000,0.51950,0.51006,0.98900,0.67302,0.51950
,,,,,,,,,,,
491_test,0.82460,0.83800,0.66946,0.78800,0.81800,0.85800,0.83800,0.85208,0.81800,0.83469,0.83800
491_train,0.89865,0.91050,0.81738,0.88023,0.89200,0.92900,0.91050,0.92627,0.89200,0.90881,0.91050
,,,,,,,,,,,
1643_test,0.82401,0.82200,0.63681,0.76407,0.82500,0.81900,0.82200,0.82008,0.82500,0.82253,0.82200
1643_train,0.82184,0.82150,0.63579,0.76401,0.82200,0.82100,0.82150,0.82118,0.82200,0.82159,0.82150
,,,,,,,,,,,
69_test,0.82399,0.82600,0.64497,0.76992,0.82300,0.82900,0.82600,0.82797,0.82300,0.82548,0.82600
69_train,0.97314,0.97650,0.95205,0.96783,0.97100,0.98200,0.97650,0.98180,0.97100,0.97637,0.97650
,,,,,,,,,,,
1159_test,0.82389,0.78500,0.56131,0.71528,0.84300,0.72700,0.78500,0.75538,0.84300,0.79679,0.78500
1159_train,0.87046,0.83950,0.67252,0.77501,0.88700,0.79200,0.83950,0.81005,0.88700,0.84678,0.83950
,,,,,,,,,,,
1023_test,0.82382,0.82550,0.64395,0.76923,0.82300,0.82800,0.82550,0.82714,0.82300,0.82506,0.82550
1023_train,0.96616,0.96800,0.93471,0.95435,0.96500,0.97100,0.96800,0.97082,0.96500,0.96790,0.96800
,,,,,,,,,,,
349_test,0.82381,0.71150,0.41134,0.63926,0.87900,0.54400,0.71150,0.65843,0.87900,0.75289,0.71150
349_train,0.88728,0.80600,0.60416,0.72779,0.93200,0.68000,0.80600,0.74441,0.93200,0.82771,0.80600
,,,,,,,,,,,
533_test,0.82370,0.70100,0.38992,0.63008,0.88400,0.51800,0.70100,0.64714,0.88400,0.74725,0.70100
533_train,0.86468,0.76950,0.52969,0.69101,0.91500,0.62400,0.76950,0.70875,0.91500,0.79878,0.76950
,,,,,,,,,,,
1557_test,0.82370,0.49950,-0.02122,0.49975,0.98300,0.01600,0.49950,0.49975,0.98300,0.66262,0.49950
1557_train,0.83208,0.50550,-0.00898,0.50277,0.99500,0.01600,0.50550,0.50278,0.99500,0.66801,0.50550
,,,,,,,,,,,
199_test,0.82343,0.83450,0.66231,0.78296,0.81800,0.85100,0.83450,0.84592,0.81800,0.83172,0.83450
199_train,0.95973,0.96250,0.92349,0.94710,0.95800,0.96700,0.96250,0.96670,0.95800,0.96233,0.96250
,,,,,,,,,,,
807_test,0.82330,0.71800,0.42461,0.64517,0.87500,0.56100,0.71800,0.66591,0.87500,0.75627,0.71800
807_train,0.91942,0.87200,0.73883,0.80633,0.94700,0.79700,0.87200,0.82348,0.94700,0.88093,0.87200
,,,,,,,,,,,
1703_test,0.82322,0.84200,0.67762,0.79490,0.81400,0.87000,0.84200,0.86229,0.81400,0.83745,0.84200
1703_train,0.93296,0.94800,0.89390,0.93482,0.92400,0.97200,0.94800,0.97059,0.92400,0.94672,0.94800
,,,,,,,,,,,
371_test,0.82320,0.84600,0.68578,0.80145,0.81200,0.88000,0.84600,0.87124,0.81200,0.84058,0.84600
371_train,0.88556,0.90300,0.80208,0.87318,0.87600,0.93000,0.90300,0.92600,0.87600,0.90031,0.90300
,,,,,,,,,,,
619_test,0.82316,0.49550,-0.02938,0.49776,0.98400,0.00700,0.49550,0.49772,0.98400,0.66107,0.49550
619_train,0.81769,0.49200,-0.03652,0.49603,0.97600,0.00800,0.49200,0.49593,0.97600,0.65768,0.49200
,,,,,,,,,,,
1749_test,0.82282,0.82450,0.64191,0.76808,0.82200,0.82700,0.82450,0.82613,0.82200,0.82406,0.82450
1749_train,0.96532,0.96900,0.93675,0.95713,0.96300,0.97500,0.96900,0.97470,0.96300,0.96881,0.96900
,,,,,,,,,,,
787_test,0.82273,0.83850,0.67048,0.78948,0.81500,0.86200,0.83850,0.85519,0.81500,0.83461,0.83850
787_train,0.94709,0.96200,0.92246,0.95521,0.93800,0.98600,0.96200,0.98529,0.93800,0.96107,0.96200
,,,,,,,,,,,
967_test,0.82267,0.82200,0.63681,0.76448,0.82300,0.82100,0.82200,0.82136,0.82300,0.82218,0.82200
967_train,0.97959,0.98050,0.96021,0.97182,0.97900,0.98200,0.98050,0.98195,0.97900,0.98047,0.98050
,,,,,,,,,,,
1025_test,0.82252,0.81950,0.63171,0.76092,0.82400,0.81500,0.81950,0.81665,0.82400,0.82031,0.81950
1025_train,0.95662,0.95600,0.91022,0.93552,0.95700,0.95500,0.95600,0.95509,0.95700,0.95604,0.95600
,,,,,,,,,,,
3_test,0.82249,0.82350,0.63987,0.76672,0.82200,0.82500,0.82350,0.82447,0.82200,0.82323,0.82350
3_train,0.94814,0.95000,0.89798,0.92872,0.94700,0.95300,0.95000,0.95272,0.94700,0.94985,0.95000
,,,,,,,,,,,
1029_test,0.82232,0.82500,0.64293,0.76898,0.82100,0.82900,0.82500,0.82762,0.82100,0.82430,0.82500
1029_train,0.96897,0.97050,0.93981,0.95773,0.96800,0.97300,0.97050,0.97286,0.96800,0.97043,0.97050
,,,,,,,,,,,
25_test,0.82232,0.49450,-0.03142,0.49727,0.98300,0.00600,0.49450,0.49722,0.98300,0.66040,0.49450
25_train,0.82271,0.50000,-0.02020,0.50000,0.98100,0.01900,0.50000,0.50000,0.98100,0.66239,0.50000
,,,,,,,,,,,
1319_test,0.82215,0.64900,0.28382,0.58914,0.90700,0.39100,0.64900,0.59828,0.90700,0.72099,0.64900
1319_train,0.86552,0.68900,0.36544,0.61770,0.95900,0.41900,0.68900,0.62273,0.95900,0.75512,0.68900
,,,,,,,,,,,
667_test,0.82182,0.82350,0.63987,0.76693,0.82100,0.82600,0.82350,0.82513,0.82100,0.82306,0.82350
667_train,0.97458,0.97550,0.95001,0.96453,0.97400,0.97700,0.97550,0.97693,0.97400,0.97546,0.97550
,,,,,,,,,,,
1223_test,0.82159,0.73700,0.46337,0.66336,0.86300,0.61100,0.73700,0.68930,0.86300,0.76643,0.73700
1223_train,0.90830,0.85800,0.71026,0.78968,0.93700,0.77900,0.85800,0.80915,0.93700,0.86840,0.85800
,,,,,,,,,,,
1117_test,0.82131,0.82400,0.64089,0.76782,0.82000,0.82800,0.82400,0.82661,0.82000,0.82329,0.82400
1117_train,0.96030,0.96400,0.92655,0.94991,0.95800,0.97000,0.96400,0.96964,0.95800,0.96378,0.96400
,,,,,,,,,,,
795_test,0.82121,0.83800,0.66946,0.78926,0.81300,0.86300,0.83800,0.85579,0.81300,0.83385,0.83800
795_train,0.92821,0.94550,0.88880,0.93277,0.91800,0.97300,0.94550,0.97143,0.91800,0.94396,0.94550
,,,,,,,,,,,
575_test,0.82102,0.50000,-0.02020,0.50000,0.97800,0.02200,0.50000,0.50000,0.97800,0.66171,0.50000
575_train,0.82647,0.50950,-0.00082,0.50480,0.98300,0.03600,0.50950,0.50488,0.98300,0.66712,0.50950
,,,,,,,,,,,
911_test,0.82079,0.82650,0.64599,0.77170,0.81800,0.83500,0.82650,0.83215,0.81800,0.82501,0.82650
911_train,0.94070,0.94850,0.89492,0.93056,0.93600,0.96100,0.94850,0.96000,0.93600,0.94785,0.94850
,,,,,,,,,,,
219_test,0.82075,0.83250,0.65823,0.78082,0.81500,0.85000,0.83250,0.84456,0.81500,0.82952,0.83250
219_train,0.96262,0.97000,0.93879,0.96133,0.95800,0.98200,0.97000,0.98156,0.95800,0.96964,0.97000
,,,,,,,,,,,
449_test,0.82068,0.66450,0.31545,0.60072,0.89700,0.43200,0.66450,0.61229,0.89700,0.72779,0.66450
449_train,0.84897,0.70500,0.39808,0.63177,0.92300,0.48700,0.70500,0.64276,0.92300,0.75780,0.70500
,,,,,,,,,,,
1217_test,0.82040,0.79050,0.57254,0.72274,0.83500,0.74600,0.79050,0.76676,0.83500,0.79943,0.79050
1217_train,0.89578,0.89000,0.77556,0.84441,0.89900,0.88100,0.89000,0.88310,0.89900,0.89098,0.89000
,,,,,,,,,,,
435_test,0.82006,0.81200,0.61640,0.75106,0.82400,0.80000,0.81200,0.80469,0.82400,0.81423,0.81200
435_train,0.91900,0.91900,0.83473,0.88506,0.91900,0.91900,0.91900,0.91900,0.91900,0.91900,0.91900
,,,,,,,,,,,
631_test,0.81995,0.49200,-0.03652,0.49603,0.98000,0.00400,0.49200,0.49595,0.98000,0.65860,0.49200
631_train,0.82231,0.49650,-0.02734,0.49826,0.98200,0.01100,0.49650,0.49822,0.98200,0.66106,0.49650
,,,,,,,,,,,
123_test,0.81984,0.81950,0.63171,0.76173,0.82000,0.81900,0.81950,0.81918,0.82000,0.81959,0.81950
123_train,0.95638,0.95700,0.91226,0.93777,0.95600,0.95800,0.95700,0.95792,0.95600,0.95696,0.95700
,,,,,,,,,,,
65_test,0.81964,0.82300,0.63885,0.76688,0.81800,0.82800,0.82300,0.82626,0.81800,0.82211,0.82300
65_train,0.97456,0.97700,0.95307,0.96786,0.97300,0.98100,0.97700,0.98085,0.97300,0.97691,0.97700
,,,,,,,,,,,
165_test,0.81953,0.79600,0.58376,0.72988,0.83100,0.76100,0.79600,0.77664,0.83100,0.80290,0.79600
165_train,0.86711,0.84850,0.69088,0.78915,0.87700,0.82000,0.84850,0.82971,0.87700,0.85270,0.84850
,,,,,,,,,,,
727_test,0.81951,0.81850,0.62967,0.76039,0.82000,0.81700,0.81850,0.81755,0.82000,0.81877,0.81850
727_train,0.95877,0.96000,0.91838,0.94245,0.95800,0.96200,0.96000,0.96185,0.95800,0.95992,0.96000
,,,,,,,,,,,
1719_test,0.81946,0.82450,0.64191,0.76915,0.81700,0.83200,0.82450,0.82944,0.81700,0.82317,0.82450
1719_train,0.92484,0.93650,0.87043,0.91610,0.91800,0.95500,0.93650,0.95327,0.91800,0.93530,0.93650
,,,,,,,,,,,
797_test,0.81936,0.83650,0.66639,0.78757,0.81100,0.86200,0.83650,0.85458,0.81100,0.83222,0.83650
797_train,0.94437,0.95650,0.91124,0.94510,0.93700,0.97600,0.95650,0.97503,0.93700,0.95563,0.95650
,,,,,,,,,,,
1021_test,0.81916,0.81950,0.63171,0.76193,0.81900,0.82000,0.81950,0.81982,0.81900,0.81941,0.81950
1021_train,0.95757,0.95850,0.91532,0.94010,0.95700,0.96000,0.95850,0.95988,0.95700,0.95844,0.95850
,,,,,,,,,,,
1355_test,0.81901,0.75950,0.50928,0.68696,0.84800,0.67100,0.75950,0.72048,0.84800,0.77905,0.75950
1355_train,0.83349,0.78050,0.55213,0.70814,0.86000,0.70100,0.78050,0.74202,0.86000,0.79667,0.78050
,,,,,,,,,,,
405_test,0.81865,0.82000,0.63273,0.76281,0.81800,0.82200,0.82000,0.82129,0.81800,0.81964,0.82000
405_train,0.89398,0.91550,0.82759,0.89279,0.88200,0.94900,0.91550,0.94534,0.88200,0.91257,0.91550
,,,,,,,,,,,
195_test,0.81864,0.84050,0.67456,0.79425,0.80800,0.87300,0.84050,0.86417,0.80800,0.83514,0.84050
195_train,0.94682,0.95800,0.91430,0.94660,0.94000,0.97600,0.95800,0.97510,0.94000,0.95723,0.95800
,,,,,,,,,,,
1273_test,0.81859,0.78900,0.56948,0.72127,0.83300,0.74500,0.78900,0.76562,0.83300,0.79789,0.78900
1273_train,0.92168,0.91600,0.82861,0.87800,0.92500,0.90700,0.91600,0.90864,0.92500,0.91675,0.91600
,,,,,,,,,,,
561_test,0.81855,0.77450,0.53989,0.70387,0.84000,0.70900,0.77450,0.74271,0.84000,0.78836,0.77450
561_train,0.92434,0.88400,0.76331,0.82272,0.94800,0.82000,0.88400,0.84043,0.94800,0.89098,0.88400
,,,,,,,,,,,
457_test,0.81847,0.80300,0.59804,0.73927,0.82600,0.78000,0.80300,0.78967,0.82600,0.80743,0.80300
457_train,0.92006,0.91500,0.82657,0.87701,0.92300,0.90700,0.91500,0.90846,0.92300,0.91567,0.91500
,,,,,,,,,,,
255_test,0.81846,0.84200,0.67762,0.79677,0.80700,0.87700,0.84200,0.86774,0.80700,0.83627,0.84200
255_train,0.88467,0.90050,0.79698,0.86891,0.87600,0.92500,0.90050,0.92114,0.87600,0.89800,0.90050
,,,,,,,,,,,
185_test,0.81846,0.82350,0.63987,0.76800,0.81600,0.83100,0.82350,0.82843,0.81600,0.82217,0.82350
185_train,0.96062,0.96000,0.91838,0.94118,0.96100,0.95900,0.96000,0.95908,0.96100,0.96004,0.96000
,,,,,,,,,,,
965_test,0.81804,0.81400,0.62049,0.75443,0.82000,0.80800,0.81400,0.81028,0.82000,0.81511,0.81400
965_train,0.97878,0.98000,0.95919,0.97133,0.97800,0.98200,0.98000,0.98193,0.97800,0.97996,0.98000
,,,,,,,,,,,
1699_test,0.81802,0.81600,0.62457,0.75726,0.81900,0.81300,0.81600,0.81412,0.81900,0.81655,0.81600
1699_train,0.94039,0.95100,0.90002,0.93606,0.93400,0.96800,0.95100,0.96687,0.93400,0.95015,0.95100
,,,,,,,,,,,
1431_test,0.81793,0.68000,0.34707,0.61298,0.88500,0.47500,0.68000,0.62766,0.88500,0.73444,0.68000
1431_train,0.81831,0.65250,0.29096,0.59183,0.89900,0.40600,0.65250,0.60214,0.89900,0.72122,0.65250
,,,,,,,,,,,
1415_test,0.81790,0.68400,0.35523,0.61622,0.88300,0.48500,0.68400,0.63162,0.88300,0.73645,0.68400
1415_train,0.76795,0.62800,0.24097,0.57567,0.83000,0.42600,0.62800,0.59117,0.83000,0.69052,0.62800
,,,,,,,,,,,
395_test,0.81773,0.81100,0.61436,0.75032,0.82100,0.80100,0.81100,0.80490,0.82100,0.81287,0.81100
395_train,0.82848,0.83550,0.66435,0.78272,0.82500,0.84600,0.83550,0.84270,0.82500,0.83375,0.83550
,,,,,,,,,,,
341_test,0.81762,0.82300,0.63885,0.76753,0.81500,0.83100,0.82300,0.82825,0.81500,0.82157,0.82300
341_train,0.89430,0.91100,0.81840,0.88369,0.88500,0.93700,0.91100,0.93354,0.88500,0.90862,0.91100
,,,,,,,,,,,
587_test,0.81748,0.74850,0.48684,0.67550,0.85100,0.64600,0.74850,0.70622,0.85100,0.77188,0.74850
587_train,0.92864,0.87050,0.73577,0.80109,0.96300,0.77800,0.87050,0.81266,0.96300,0.88146,0.87050
,,,,,,,,,,,
1685_test,0.81746,0.83900,0.67150,0.79228,0.80700,0.87100,0.83900,0.86218,0.80700,0.83368,0.83900
1685_train,0.93548,0.95300,0.90410,0.94388,0.92500,0.98100,0.95300,0.97987,0.92500,0.95165,0.95300
,,,,,,,,,,,
429_test,0.81746,0.83900,0.67150,0.79228,0.80700,0.87100,0.83900,0.86218,0.80700,0.83368,0.83900
429_train,0.88396,0.89850,0.79290,0.86554,0.87600,0.92100,0.89850,0.91728,0.87600,0.89616,0.89850
,,,,,,,,,,,
217_test,0.81735,0.81600,0.62457,0.75746,0.81800,0.81400,0.81600,0.81474,0.81800,0.81637,0.81600
217_train,0.96677,0.96800,0.93471,0.95390,0.96600,0.97000,0.96800,0.96988,0.96600,0.96794,0.96800
,,,,,,,,,,,
183_test,0.81719,0.83200,0.65721,0.78130,0.81000,0.85400,0.83200,0.84728,0.81000,0.82822,0.83200
183_train,0.95591,0.95900,0.91634,0.94231,0.95400,0.96400,0.95900,0.96364,0.95400,0.95879,0.95900
,,,,,,,,,,,
145_test,0.81686,0.74650,0.48276,0.67351,0.85100,0.64200,0.74650,0.70389,0.85100,0.77048,0.74650
145_train,0.82468,0.75700,0.50418,0.68345,0.85800,0.65600,0.75700,0.71381,0.85800,0.77929,0.75700
,,,,,,,,,,,
251_test,0.81637,0.81300,0.61845,0.75350,0.81800,0.80800,0.81300,0.80990,0.81800,0.81393,0.81300
251_train,0.94605,0.94450,0.88676,0.91885,0.94700,0.94200,0.94450,0.94229,0.94700,0.94464,0.94450
,,,,,,,,,,,
1127_test,0.81633,0.83350,0.66027,0.78395,0.80800,0.85900,0.83350,0.85142,0.80800,0.82914,0.83350
1127_train,0.95717,0.96550,0.92961,0.95545,0.95200,0.97900,0.96550,0.97842,0.95200,0.96503,0.96550
,,,,,,,,,,,
791_test,0.81631,0.83550,0.66435,0.78711,0.80700,0.86400,0.83550,0.85578,0.80700,0.83067,0.83550
791_train,0.93316,0.94350,0.88472,0.92515,0.92700,0.96000,0.94350,0.95863,0.92700,0.94255,0.94350
,,,,,,,,,,,
137_test,0.81596,0.80350,0.59906,0.74058,0.82200,0.78500,0.80350,0.79267,0.82200,0.80707,0.80350
137_train,0.88873,0.88100,0.75719,0.83226,0.89300,0.86900,0.88100,0.87207,0.89300,0.88241,0.88100
,,,,,,,,,,,
1085_test,0.81587,0.82800,0.64905,0.77560,0.81000,0.84600,0.82800,0.84025,0.81000,0.82485,0.82800
1085_train,0.95792,0.96100,0.92042,0.94517,0.95600,0.96600,0.96100,0.96566,0.95600,0.96080,0.96100
,,,,,,,,,,,
369_test,0.81579,0.83600,0.66537,0.78810,0.80600,0.86600,0.83600,0.85745,0.80600,0.83093,0.83600
369_train,0.88503,0.90150,0.79902,0.87062,0.87600,0.92700,0.90150,0.92308,0.87600,0.89892,0.90150
,,,,,,,,,,,
487_test,0.81575,0.84000,0.67354,0.79457,0.80400,0.87600,0.84000,0.86638,0.80400,0.83402,0.84000
487_train,0.88759,0.90500,0.80616,0.87589,0.87800,0.93200,0.90500,0.92812,0.87800,0.90236,0.90500
,,,,,,,,,,,
121_test,0.81561,0.82100,0.63477,0.76522,0.81300,0.82900,0.82100,0.82622,0.81300,0.81956,0.82100
121_train,0.96073,0.96350,0.92553,0.94853,0.95900,0.96800,0.96350,0.96771,0.95900,0.96334,0.96350
,,,,,,,,,,,
803_test,0.81552,0.82900,0.65109,0.77725,0.80900,0.84900,0.82900,0.84271,0.80900,0.82551,0.82900
803_train,0.92962,0.94250,0.88268,0.92543,0.92200,0.96300,0.94250,0.96142,0.92200,0.94130,0.94250
,,,,,,,,,,,
311_test,0.81544,0.83700,0.66741,0.78983,0.80500,0.86900,0.83700,0.86004,0.80500,0.83161,0.83700
311_train,0.88669,0.90250,0.80106,0.87160,0.87800,0.92700,0.90250,0.92324,0.87800,0.90005,0.90250
,,,,,,,,,,,
1121_test,0.81537,0.81200,0.61640,0.75238,0.81700,0.80700,0.81200,0.80891,0.81700,0.81294,0.81200
1121_train,0.95591,0.95900,0.91634,0.94231,0.95400,0.96400,0.95900,0.96364,0.95400,0.95879,0.95900
,,,,,,,,,,,
127_test,0.81530,0.81800,0.62865,0.76094,0.81400,0.82200,0.81800,0.82056,0.81400,0.81727,0.81800
127_train,0.96955,0.97200,0.94287,0.96058,0.96800,0.97600,0.97200,0.97581,0.96800,0.97189,0.97200
,,,,,,,,,,,
1143_test,0.81527,0.80550,0.60314,0.74345,0.82000,0.79100,0.80550,0.79689,0.82000,0.80828,0.80550
1143_train,0.95042,0.95600,0.91022,0.93975,0.94700,0.96500,0.95600,0.96436,0.94700,0.95560,0.95600
,,,,,,,,,,,
827_test,0.81525,0.83850,0.67048,0.79232,0.80400,0.87300,0.83850,0.86359,0.80400,0.83273,0.83850
827_train,0.92986,0.94650,0.89084,0.93377,0.92000,0.97300,0.94650,0.97149,0.92000,0.94504,0.94650
,,,,,,,,,,,
1631_test,0.81500,0.81500,0.62253,0.75672,0.81500,0.81500,0.81500,0.81500,0.81500,0.81500,0.81500
1631_train,0.94056,0.94150,0.88064,0.91626,0.94000,0.94300,0.94150,0.94283,0.94000,0.94141,0.94150
,,,,,,,,,,,
799_test,0.81457,0.83850,0.67048,0.79259,0.80300,0.87400,0.83850,0.86437,0.80300,0.83256,0.83850
799_train,0.94022,0.96050,0.91940,0.95705,0.92800,0.99300,0.96050,0.99251,0.92800,0.95917,0.96050
,,,,,,,,,,,
433_test,0.81441,0.79250,0.57662,0.72658,0.82500,0.76000,0.79250,0.77465,0.82500,0.79903,0.79250
433_train,0.93184,0.90800,0.81228,0.85871,0.94600,0.87000,0.90800,0.87918,0.94600,0.91137,0.90800
,,,,,,,,,,,
1627_test,0.81416,0.81450,0.62151,0.75626,0.81400,0.81500,0.81450,0.81481,0.81400,0.81441,0.81450
1627_train,0.96300,0.96300,0.92451,0.94587,0.96300,0.96300,0.96300,0.96300,0.96300,0.96300,0.96300
,,,,,,,,,,,
317_test,0.81400,0.78500,0.56131,0.71729,0.82800,0.74200,0.78500,0.76243,0.82800,0.79386,0.78500
317_train,0.92384,0.90650,0.80922,0.85988,0.93400,0.87900,0.90650,0.88531,0.93400,0.90900,0.90650
,,,,,,,,,,,
817_test,0.81391,0.83650,0.66639,0.78961,0.80300,0.87000,0.83650,0.86066,0.80300,0.83083,0.83650
817_train,0.94835,0.96200,0.92246,0.95427,0.94000,0.98400,0.96200,0.98326,0.94000,0.96115,0.96200
,,,,,,,,,,,
453_test,0.81367,0.57050,0.12365,0.53814,0.93100,0.21000,0.57050,0.54096,0.93100,0.68431,0.57050
453_train,0.84879,0.59550,0.17466,0.55291,0.97900,0.21200,0.59550,0.55405,0.97900,0.70763,0.59550
,,,,,,,,,,,
305_test,0.81353,0.83950,0.67252,0.79463,0.80100,0.87800,0.83950,0.86782,0.80100,0.83307,0.83950
305_train,0.88770,0.90350,0.80310,0.87295,0.87900,0.92800,0.90350,0.92429,0.87900,0.90108,0.90350
,,,,,,,,,,,
1323_test,0.81351,0.82700,0.64701,0.77488,0.80700,0.84700,0.82700,0.84062,0.80700,0.82347,0.82700
1323_train,0.85639,0.88400,0.76331,0.85298,0.84200,0.92600,0.88400,0.91921,0.84200,0.87891,0.88400
,,,,,,,,,,,
1091_test,0.81337,0.82450,0.64191,0.77114,0.80800,0.84100,0.82450,0.83557,0.80800,0.82156,0.82450
1091_train,0.93605,0.94950,0.89696,0.93588,0.92800,0.97100,0.94950,0.96970,0.92800,0.94839,0.94950
,,,,,,,,,,,
903_test,0.81333,0.81400,0.62049,0.75579,0.81300,0.81500,0.81400,0.81463,0.81300,0.81381,0.81400
903_train,0.93681,0.94650,0.89084,0.92899,0.93100,0.96200,0.94650,0.96078,0.93100,0.94566,0.94650
,,,,,,,,,,,
649_test,0.81275,0.50500,-0.01000,0.50251,0.96100,0.04900,0.50500,0.50262,0.96100,0.66003,0.50500
649_train,0.81926,0.51000,0.00020,0.50505,0.97000,0.05000,0.51000,0.50521,0.97000,0.66438,0.51000
,,,,,,,,,,,
413_test,0.81272,0.71250,0.41339,0.64107,0.86100,0.56400,0.71250,0.66384,0.86100,0.74967,0.71250
413_train,0.87519,0.80500,0.60212,0.72900,0.91300,0.69700,0.80500,0.75082,0.91300,0.82401,0.80500
,,,,,,,,,,,
589_test,0.81270,0.71450,0.41747,0.64289,0.86000,0.56900,0.71450,0.66615,0.86000,0.75076,0.71450
589_train,0.87809,0.77850,0.54805,0.69859,0.93200,0.62500,0.77850,0.71308,0.93200,0.80798,0.77850
,,,,,,,,,,,
815_test,0.81255,0.79500,0.58172,0.73022,0.82100,0.76900,0.79500,0.78042,0.82100,0.80019,0.79500
815_train,0.92414,0.92950,0.85615,0.90241,0.92100,0.93800,0.92950,0.93693,0.92100,0.92890,0.92950
,,,,,,,,,,,
363_test,0.81245,0.83000,0.65313,0.77987,0.80400,0.85600,0.83000,0.84810,0.80400,0.82546,0.83000
363_train,0.88330,0.89850,0.79290,0.86588,0.87500,0.92200,0.89850,0.91815,0.87500,0.89606,0.89850
,,,,,,,,,,,
455_test,0.81237,0.83600,0.66537,0.78939,0.80100,0.87100,0.83600,0.86129,0.80100,0.83005,0.83600
455_train,0.78167,0.83150,0.65619,0.79428,0.75900,0.90400,0.83150,0.88772,0.75900,0.81833,0.83150
,,,,,,,,,,,
1081_test,0.81232,0.81300,0.61845,0.75467,0.81200,0.81400,0.81300,0.81363,0.81200,0.81281,0.81300
1081_train,0.95486,0.95950,0.91736,0.94411,0.95200,0.96700,0.95950,0.96650,0.95200,0.95919,0.95950
,,,,,,,,,,,
1501_test,0.81227,0.81700,0.62661,0.76042,0.81000,0.82400,0.81700,0.82150,0.81000,0.81571,0.81700
1501_train,0.95205,0.95700,0.91226,0.94074,0.94900,0.96500,0.95700,0.96443,0.94900,0.95665,0.95700
,,,,,,,,,,,
227_test,0.81203,0.82250,0.63783,0.76858,0.80700,0.83800,0.82250,0.83282,0.80700,0.81971,0.82250
227_train,0.96204,0.96850,0.93573,0.95845,0.95800,0.97900,0.96850,0.97855,0.95800,0.96817,0.96850
,,,,,,,,,,,
1095_test,0.81193,0.83050,0.65415,0.78084,0.80300,0.85800,0.83050,0.84974,0.80300,0.82571,0.83050
1095_train,0.96564,0.97300,0.94491,0.96573,0.96100,0.98500,0.97300,0.98463,0.96100,0.97267,0.97300
,,,,,,,,,,,
463_test,0.81186,0.79700,0.58580,0.73299,0.81900,0.77500,0.79700,0.78448,0.81900,0.80137,0.79700
463_train,0.92626,0.92500,0.84697,0.89241,0.92700,0.92300,0.92500,0.92331,0.92700,0.92515,0.92500
,,,,,,,,,,,
1451_test,0.81182,0.82600,0.64497,0.77394,0.80500,0.84700,0.82600,0.84029,0.80500,0.82227,0.82600
1451_train,0.86137,0.88300,0.76127,0.84855,0.85000,0.91600,0.88300,0.91006,0.85000,0.87901,0.88300
,,,,,,,,,,,
1389_test,0.81179,0.82800,0.64905,0.77701,0.80400,0.85200,0.82800,0.84454,0.80400,0.82377,0.82800
1389_train,0.86546,0.88900,0.77352,0.85756,0.85300,0.92500,0.88900,0.91918,0.85300,0.88485,0.88900
,,,,,,,,,,,
1361_test,0.81170,0.75700,0.50418,0.68534,0.83800,0.67600,0.75700,0.72117,0.83800,0.77521,0.75700
1361_train,0.90847,0.87600,0.74699,0.81629,0.92700,0.82500,0.87600,0.84120,0.92700,0.88202,0.87600
,,,,,,,,,,,
1623_test,0.81168,0.81100,0.61436,0.75203,0.81200,0.81000,0.81100,0.81038,0.81200,0.81119,0.81100
1623_train,0.95800,0.95800,0.91430,0.93876,0.95800,0.95800,0.95800,0.95800,0.95800,0.95800,0.95800
,,,,,,,,,,,
1333_test,0.81089,0.75650,0.50316,0.68492,0.83700,0.67600,0.75650,0.72093,0.83700,0.77464,0.75650
1333_train,0.92056,0.88550,0.76637,0.82651,0.94100,0.83000,0.88550,0.84698,0.94100,0.89152,0.88550
,,,,,,,,,,,
63_test,0.81078,0.81450,0.62151,0.75726,0.80900,0.82000,0.81450,0.81800,0.80900,0.81347,0.81450
