model,f2,gmean,bss,pr_auc,sensitivity,specificity,ppv,accuracy,precision,recall,f1,auc
model_1457,0.82948,0.76800,0.52663,0.69466,0.86000,0.67600,0.8882177814239879,0.76800,0.72635,0.86000,0.78755,0.76800
model_647,0.82930,0.49950,-0.02122,0.49975,0.99300,0.00600,0.8276841661386323,0.49950,0.49975,0.99300,0.66488,0.49950
model_467,0.82909,0.79500,0.58172,0.72647,0.84600,0.74400,0.8520621116421804,0.79500,0.76770,0.84600,0.80495,0.79500
model_1435,0.82904,0.68400,0.35523,0.61561,0.90100,0.46700,nan,0.68400,0.62831,0.90100,0.74035,0.68400
model_583,0.82829,0.73200,0.45317,0.65779,0.87600,0.58800,0.9228278958238662,0.73200,0.68012,0.87600,0.76573,0.73200
model_483,0.82829,0.84300,0.67966,0.79456,0.82100,0.86500,0.9681608216681828,0.84300,0.85879,0.82100,0.83947,0.84300
model_423,0.82813,0.83850,0.67048,0.78750,0.82300,0.85400,0.9683408347549142,0.83850,0.84933,0.82300,0.83596,0.83850
model_497,0.82811,0.79200,0.57560,0.72295,0.84600,0.73800,0.9112053316563471,0.79200,0.76354,0.84600,0.80266,0.79200
model_1505,0.82800,0.82800,0.64905,0.77158,0.82800,0.82800,0.9689985573146755,0.82800,0.82800,0.82800,0.82800,0.82800
model_821,0.82794,0.84600,0.68578,0.79955,0.81900,0.87300,nan,0.84600,0.86575,0.81900,0.84173,0.84600
model_709,0.82790,0.50050,-0.01918,0.50025,0.99000,0.01100,nan,0.50050,0.50025,0.99000,0.66465,0.50050
model_781,0.82775,0.85350,0.70108,0.81214,0.81500,0.89200,0.9663277403941073,0.85350,0.88299,0.81500,0.84763,0.85350
model_1173,0.82762,0.84100,0.67558,0.79163,0.82100,0.86100,nan,0.84100,0.85521,0.82100,0.83776,0.84100
model_373,0.82749,0.78400,0.55927,0.71338,0.84900,0.71900,0.8985147232675367,0.78400,0.75133,0.84900,0.79718,0.78400
model_1619,0.82748,0.50100,-0.01816,0.50050,0.98900,0.01300,nan,0.50100,0.50051,0.98900,0.66465,0.50100
model_1087,0.82747,0.83650,0.66639,0.78462,0.82300,0.85000,0.9524320949915966,0.83650,0.84584,0.82300,0.83426,0.83650
model_665,0.82734,0.82600,0.64497,0.76885,0.82800,0.82400,0.9675987150806648,0.82600,0.82470,0.82800,0.82635,0.82600
model_1721,0.82729,0.84000,0.67354,0.79017,0.82100,0.85900,nan,0.84000,0.85343,0.82100,0.83690,0.84000
model_1511,0.82718,0.82350,0.63987,0.76526,0.82900,0.81800,0.9711004251327652,0.82350,0.81998,0.82900,0.82447,0.82350
model_1213,0.82710,0.75650,0.50316,0.68258,0.86200,0.65100,0.8802618385734646,0.75650,0.71181,0.86200,0.77974,0.75650
model_1083,0.82697,0.83500,0.66333,0.78248,0.82300,0.84700,0.9371045718753273,0.83500,0.84324,0.82300,0.83300,0.83500
model_935,0.82678,0.49850,-0.02326,0.49925,0.98900,0.00800,0.8212478929444363,0.49850,0.49924,0.98900,0.66354,0.49850
model_527,0.82673,0.76750,0.52561,0.69455,0.85600,0.67900,0.8766069776343501,0.76750,0.72727,0.85600,0.78640,0.76750
model_1717,0.82660,0.84200,0.67762,0.79360,0.81900,0.86500,nan,0.84200,0.85849,0.81900,0.83828,0.84200
model_669,0.82650,0.82550,0.64395,0.76838,0.82700,0.82400,0.9697244134331199,0.82550,0.82453,0.82700,0.82576,0.82550
model_955,0.82631,0.51500,0.01041,0.50762,0.98000,0.05000,0.8403614701022135,0.51500,0.50777,0.98000,0.66894,0.51500
model_635,0.82595,0.49750,-0.02530,0.49875,0.98800,0.00700,0.8156294588639279,0.49750,0.49874,0.98800,0.66286,0.49750
model_191,0.82560,0.84100,0.67558,0.79239,0.81800,0.86400,0.9431389216848984,0.84100,0.85744,0.81800,0.83726,0.84100
model_661,0.82531,0.83000,0.65313,0.77545,0.82300,0.83700,0.9713095659546429,0.83000,0.83469,0.82300,0.82880,0.83000
model_431,0.82523,0.84600,0.68578,0.80063,0.81500,0.87700,0.9668196176574045,0.84600,0.86887,0.81500,0.84107,0.84600
model_321,0.82515,0.82950,0.65211,0.77475,0.82300,0.83600,0.8526250091975167,0.82950,0.83384,0.82300,0.82838,0.82950
model_187,0.82512,0.83550,0.66435,0.78391,0.82000,0.85100,0.947236597074145,0.83550,0.84623,0.82000,0.83291,0.83550
model_1519,0.82481,0.50150,-0.01714,0.50075,0.98400,0.01900,0.8323940845096812,0.50150,0.50076,0.98400,0.66374,0.50150
model_491,0.82460,0.83800,0.66946,0.78800,0.81800,0.85800,0.9699880275947247,0.83800,0.85208,0.81800,0.83469,0.83800
model_1643,0.82401,0.82200,0.63681,0.76407,0.82500,0.81900,0.850544484059016,0.82200,0.82008,0.82500,0.82253,0.82200
model_69,0.82399,0.82600,0.64497,0.76992,0.82300,0.82900,0.9680122629670073,0.82600,0.82797,0.82300,0.82548,0.82600
model_1159,0.82389,0.78500,0.56131,0.71528,0.84300,0.72700,0.8084965603692191,0.78500,0.75538,0.84300,0.79679,0.78500
model_1023,0.82382,0.82550,0.64395,0.76923,0.82300,0.82800,0.9696149593979649,0.82550,0.82714,0.82300,0.82506,0.82550
model_349,0.82381,0.71150,0.41134,0.63926,0.87900,0.54400,0.822197861449663,0.71150,0.65843,0.87900,0.75289,0.71150
model_533,0.82370,0.70100,0.38992,0.63008,0.88400,0.51800,nan,0.70100,0.64714,0.88400,0.74725,0.70100
model_1557,0.82370,0.49950,-0.02122,0.49975,0.98300,0.01600,0.8299999386072159,0.49950,0.49975,0.98300,0.66262,0.49950
model_199,0.82343,0.83450,0.66231,0.78296,0.81800,0.85100,nan,0.83450,0.84592,0.81800,0.83172,0.83450
model_807,0.82330,0.71800,0.42461,0.64517,0.87500,0.56100,nan,0.71800,0.66591,0.87500,0.75627,0.71800
model_1703,0.82322,0.84200,0.67762,0.79490,0.81400,0.87000,nan,0.84200,0.86229,0.81400,0.83745,0.84200
model_371,0.82320,0.84600,0.68578,0.80145,0.81200,0.88000,0.9704686822772495,0.84600,0.87124,0.81200,0.84058,0.84600
model_619,0.82316,0.49550,-0.02938,0.49776,0.98400,0.00700,0.8277979322842189,0.49550,0.49772,0.98400,0.66107,0.49550
model_1749,0.82282,0.82450,0.64191,0.76808,0.82200,0.82700,0.9742489158031312,0.82450,0.82613,0.82200,0.82406,0.82450
model_787,0.82273,0.83850,0.67048,0.78948,0.81500,0.86200,0.967800852126227,0.83850,0.85519,0.81500,0.83461,0.83850
model_967,0.82267,0.82200,0.63681,0.76448,0.82300,0.82100,0.9720947299804866,0.82200,0.82136,0.82300,0.82218,0.82200
model_1025,0.82252,0.81950,0.63171,0.76092,0.82400,0.81500,0.9752828620792775,0.81950,0.81665,0.82400,0.82031,0.81950
model_3,0.82249,0.82350,0.63987,0.76672,0.82200,0.82500,0.9546004364325565,0.82350,0.82447,0.82200,0.82323,0.82350
model_1029,0.82232,0.82500,0.64293,0.76898,0.82100,0.82900,0.975215424628671,0.82500,0.82762,0.82100,0.82430,0.82500
model_25,0.82232,0.49450,-0.03142,0.49727,0.98300,0.00600,0.8065760731697083,0.49450,0.49722,0.98300,0.66040,0.49450
model_1319,0.82215,0.64900,0.28382,0.58914,0.90700,0.39100,nan,0.64900,0.59828,0.90700,0.72099,0.64900
model_667,0.82182,0.82350,0.63987,0.76693,0.82100,0.82600,0.970200263846542,0.82350,0.82513,0.82100,0.82306,0.82350
model_1223,0.82159,0.73700,0.46337,0.66336,0.86300,0.61100,0.8796212937033504,0.73700,0.68930,0.86300,0.76643,0.73700
model_1117,0.82131,0.82400,0.64089,0.76782,0.82000,0.82800,nan,0.82400,0.82661,0.82000,0.82329,0.82400
model_795,0.82121,0.83800,0.66946,0.78926,0.81300,0.86300,nan,0.83800,0.85579,0.81300,0.83385,0.83800
model_575,0.82102,0.50000,-0.02020,0.50000,0.97800,0.02200,0.8005932569503784,0.50000,0.50000,0.97800,0.66171,0.50000
model_911,0.82079,0.82650,0.64599,0.77170,0.81800,0.83500,0.9572570282341865,0.82650,0.83215,0.81800,0.82501,0.82650
model_219,0.82075,0.83250,0.65823,0.78082,0.81500,0.85000,nan,0.83250,0.84456,0.81500,0.82952,0.83250
model_449,0.82068,0.66450,0.31545,0.60072,0.89700,0.43200,nan,0.66450,0.61229,0.89700,0.72779,0.66450
model_1217,0.82040,0.79050,0.57254,0.72274,0.83500,0.74600,0.9143187649386404,0.79050,0.76676,0.83500,0.79943,0.79050
model_435,0.82006,0.81200,0.61640,0.75106,0.82400,0.80000,0.8798897090092511,0.81200,0.80469,0.82400,0.81423,0.81200
model_631,0.81995,0.49200,-0.03652,0.49603,0.98000,0.00400,nan,0.49200,0.49595,0.98000,0.65860,0.49200
model_123,0.81984,0.81950,0.63171,0.76173,0.82000,0.81900,0.9729628756503078,0.81950,0.81918,0.82000,0.81959,0.81950
model_65,0.81964,0.82300,0.63885,0.76688,0.81800,0.82800,0.9690262907199022,0.82300,0.82626,0.81800,0.82211,0.82300
model_165,0.81953,0.79600,0.58376,0.72988,0.83100,0.76100,0.8644046571654111,0.79600,0.77664,0.83100,0.80290,0.79600
model_727,0.81951,0.81850,0.62967,0.76039,0.82000,0.81700,0.9692707449480256,0.81850,0.81755,0.82000,0.81877,0.81850
model_1719,0.81946,0.82450,0.64191,0.76915,0.81700,0.83200,nan,0.82450,0.82944,0.81700,0.82317,0.82450
model_797,0.81936,0.83650,0.66639,0.78757,0.81100,0.86200,nan,0.83650,0.85458,0.81100,0.83222,0.83650
model_1021,0.81916,0.81950,0.63171,0.76193,0.81900,0.82000,0.9745166046779108,0.81950,0.81982,0.81900,0.81941,0.81950
model_1355,0.81901,0.75950,0.50928,0.68696,0.84800,0.67100,0.8008970022201538,0.75950,0.72048,0.84800,0.77905,0.75950
model_405,0.81865,0.82000,0.63273,0.76281,0.81800,0.82200,0.9045164595736135,0.82000,0.82129,0.81800,0.81964,0.82000
model_195,0.81864,0.84050,0.67456,0.79425,0.80800,0.87300,nan,0.84050,0.86417,0.80800,0.83514,0.84050
model_1273,0.81859,0.78900,0.56948,0.72127,0.83300,0.74500,0.8709388078705779,0.78900,0.76562,0.83300,0.79789,0.78900
model_561,0.81855,0.77450,0.53989,0.70387,0.84000,0.70900,0.875490721263833,0.77450,0.74271,0.84000,0.78836,0.77450
model_457,0.81847,0.80300,0.59804,0.73927,0.82600,0.78000,0.8647197635755652,0.80300,0.78967,0.82600,0.80743,0.80300
model_255,0.81846,0.84200,0.67762,0.79677,0.80700,0.87700,0.8225355290231251,0.84200,0.86774,0.80700,0.83627,0.84200
model_185,0.81846,0.82350,0.63987,0.76800,0.81600,0.83100,0.9335925252284185,0.82350,0.82843,0.81600,0.82217,0.82350
model_965,0.81804,0.81400,0.62049,0.75443,0.82000,0.80800,0.9733968248822813,0.81400,0.81028,0.82000,0.81511,0.81400
model_1699,0.81802,0.81600,0.62457,0.75726,0.81900,0.81300,nan,0.81600,0.81412,0.81900,0.81655,0.81600
model_1431,0.81793,0.68000,0.34707,0.61298,0.88500,0.47500,0.810972273349762,0.68000,0.62766,0.88500,0.73444,0.68000
model_1415,0.81790,0.68400,0.35523,0.61622,0.88300,0.48500,nan,0.68400,0.63162,0.88300,0.73645,0.68400
model_395,0.81773,0.81100,0.61436,0.75032,0.82100,0.80100,nan,0.81100,0.80490,0.82100,0.81287,0.81100
model_341,0.81762,0.82300,0.63885,0.76753,0.81500,0.83100,0.8938541818590997,0.82300,0.82825,0.81500,0.82157,0.82300
model_587,0.81748,0.74850,0.48684,0.67550,0.85100,0.64600,0.8885849843644226,0.74850,0.70622,0.85100,0.77188,0.74850
model_1685,0.81746,0.83900,0.67150,0.79228,0.80700,0.87100,0.9678081978047752,0.83900,0.86218,0.80700,0.83368,0.83900
model_429,0.81746,0.83900,0.67150,0.79228,0.80700,0.87100,0.9667632455690968,0.83900,0.86218,0.80700,0.83368,0.83900
model_217,0.81735,0.81600,0.62457,0.75746,0.81800,0.81400,nan,0.81600,0.81474,0.81800,0.81637,0.81600
model_183,0.81719,0.83200,0.65721,0.78130,0.81000,0.85400,0.9451592149156512,0.83200,0.84728,0.81000,0.82822,0.83200
model_145,0.81686,0.74650,0.48276,0.67351,0.85100,0.64200,0.8460045866668224,0.74650,0.70389,0.85100,0.77048,0.74650
model_251,0.81637,0.81300,0.61845,0.75350,0.81800,0.80800,0.9568662526665516,0.81300,0.80990,0.81800,0.81393,0.81300
model_1127,0.81633,0.83350,0.66027,0.78395,0.80800,0.85900,nan,0.83350,0.85142,0.80800,0.82914,0.83350
model_791,0.81631,0.83550,0.66435,0.78711,0.80700,0.86400,0.9702504315166169,0.83550,0.85578,0.80700,0.83067,0.83550
model_137,0.81596,0.80350,0.59906,0.74058,0.82200,0.78500,0.8439813278339527,0.80350,0.79267,0.82200,0.80707,0.80350
model_1085,0.81587,0.82800,0.64905,0.77560,0.81000,0.84600,0.9450614360173544,0.82800,0.84025,0.81000,0.82485,0.82800
model_369,0.81579,0.83600,0.66537,0.78810,0.80600,0.86600,0.966997449274187,0.83600,0.85745,0.80600,0.83093,0.83600
model_487,0.81575,0.84000,0.67354,0.79457,0.80400,0.87600,0.9685588879535204,0.84000,0.86638,0.80400,0.83402,0.84000
model_121,0.81561,0.82100,0.63477,0.76522,0.81300,0.82900,0.9750511649109068,0.82100,0.82622,0.81300,0.81956,0.82100
model_803,0.81552,0.82900,0.65109,0.77725,0.80900,0.84900,nan,0.82900,0.84271,0.80900,0.82551,0.82900
model_311,0.81544,0.83700,0.66741,0.78983,0.80500,0.86900,0.9708720046679179,0.83700,0.86004,0.80500,0.83161,0.83700
model_1121,0.81537,0.81200,0.61640,0.75238,0.81700,0.80700,nan,0.81200,0.80891,0.81700,0.81294,0.81200
model_127,0.81530,0.81800,0.62865,0.76094,0.81400,0.82200,0.9731931686401367,0.81800,0.82056,0.81400,0.81727,0.81800
model_1143,0.81527,0.80550,0.60314,0.74345,0.82000,0.79100,0.9668416988076712,0.80550,0.79689,0.82000,0.80828,0.80550
model_827,0.81525,0.83850,0.67048,0.79232,0.80400,0.87300,nan,0.83850,0.86359,0.80400,0.83273,0.83850
model_1631,0.81500,0.81500,0.62253,0.75672,0.81500,0.81500,0.9710350418342967,0.81500,0.81500,0.81500,0.81500,0.81500
model_799,0.81457,0.83850,0.67048,0.79259,0.80300,0.87400,nan,0.83850,0.86437,0.80300,0.83256,0.83850
model_433,0.81441,0.79250,0.57662,0.72658,0.82500,0.76000,0.8390100542564838,0.79250,0.77465,0.82500,0.79903,0.79250
model_1627,0.81416,0.81450,0.62151,0.75626,0.81400,0.81500,0.971168999040828,0.81450,0.81481,0.81400,0.81441,0.81450
model_317,0.81400,0.78500,0.56131,0.71729,0.82800,0.74200,0.8586281426637643,0.78500,0.76243,0.82800,0.79386,0.78500
model_817,0.81391,0.83650,0.66639,0.78961,0.80300,0.87000,nan,0.83650,0.86066,0.80300,0.83083,0.83650
model_453,0.81367,0.57050,0.12365,0.53814,0.93100,0.21000,0.8101311723391215,0.57050,0.54096,0.93100,0.68431,0.57050
model_305,0.81353,0.83950,0.67252,0.79463,0.80100,0.87800,0.969851797490608,0.83950,0.86782,0.80100,0.83307,0.83950
model_1323,0.81351,0.82700,0.64701,0.77488,0.80700,0.84700,0.9699145022069434,0.82700,0.84062,0.80700,0.82347,0.82700
model_1091,0.81337,0.82450,0.64191,0.77114,0.80800,0.84100,0.9410435003480369,0.82450,0.83557,0.80800,0.82156,0.82450
model_903,0.81333,0.81400,0.62049,0.75579,0.81300,0.81500,0.9579875939297227,0.81400,0.81463,0.81300,0.81381,0.81400
model_649,0.81275,0.50500,-0.01000,0.50251,0.96100,0.04900,nan,0.50500,0.50262,0.96100,0.66003,0.50500
model_413,0.81272,0.71250,0.41339,0.64107,0.86100,0.56400,nan,0.71250,0.66384,0.86100,0.74967,0.71250
model_589,0.81270,0.71450,0.41747,0.64289,0.86000,0.56900,nan,0.71450,0.66615,0.86000,0.75076,0.71450
model_815,0.81255,0.79500,0.58172,0.73022,0.82100,0.76900,nan,0.79500,0.78042,0.82100,0.80019,0.79500
model_363,0.81245,0.83000,0.65313,0.77987,0.80400,0.85600,0.9677646489005882,0.83000,0.84810,0.80400,0.82546,0.83000
model_455,0.81237,0.83600,0.66537,0.78939,0.80100,0.87100,nan,0.83600,0.86129,0.80100,0.83005,0.83600
model_1081,0.81232,0.81300,0.61845,0.75467,0.81200,0.81400,0.9438579226553361,0.81300,0.81363,0.81200,0.81281,0.81300
model_1501,0.81227,0.81700,0.62661,0.76042,0.81000,0.82400,0.9682481164223049,0.81700,0.82150,0.81000,0.81571,0.81700
model_227,0.81203,0.82250,0.63783,0.76858,0.80700,0.83800,nan,0.82250,0.83282,0.80700,0.81971,0.82250
model_1095,0.81193,0.83050,0.65415,0.78084,0.80300,0.85800,nan,0.83050,0.84974,0.80300,0.82571,0.83050
model_463,0.81186,0.79700,0.58580,0.73299,0.81900,0.77500,0.8745571273496782,0.79700,0.78448,0.81900,0.80137,0.79700
model_1451,0.81182,0.82600,0.64497,0.77394,0.80500,0.84700,0.9715191068948535,0.82600,0.84029,0.80500,0.82227,0.82600
model_1389,0.81179,0.82800,0.64905,0.77701,0.80400,0.85200,0.9664275136454176,0.82800,0.84454,0.80400,0.82377,0.82800
model_1361,0.81170,0.75700,0.50418,0.68534,0.83800,0.67600,0.869204900257147,0.75700,0.72117,0.83800,0.77521,0.75700
model_1623,0.81168,0.81100,0.61436,0.75203,0.81200,0.81000,0.9694010329274636,0.81100,0.81038,0.81200,0.81119,0.81100
model_1333,0.81089,0.75650,0.50316,0.68492,0.83700,0.67600,0.8837977651892037,0.75650,0.72093,0.83700,0.77464,0.75650
model_63,0.81078,0.81450,0.62151,0.75726,0.80900,0.82000,0.9657202703196828,0.81450,0.81800,0.80900,0.81347,0.81450
model_501,0.81070,0.80800,0.60824,0.74811,0.81200,0.80400,0.864380432014734,0.80800,0.80556,0.81200,0.80876,0.80800
model_303,0.81067,0.83500,0.66333,0.78843,0.79900,0.87100,0.9716519615625147,0.83500,0.86099,0.79900,0.82884,0.83500
model_1383,0.81065,0.82450,0.64191,0.77205,0.80400,0.84500,0.9698861200396892,0.82450,0.83837,0.80400,0.82083,0.82450
model_415,0.81060,0.55550,0.09304,0.52951,0.93300,0.17800,nan,0.55550,0.53162,0.93300,0.67731,0.55550
model_1797,0.81037,0.52550,0.03183,0.51310,0.94700,0.10400,0.8214967250823975,0.52550,0.51384,0.94700,0.66620,0.52550
model_1325,0.81029,0.82550,0.64395,0.77369,0.80300,0.84800,0.9674352772799635,0.82550,0.84084,0.80300,0.82148,0.82550
model_307,0.81002,0.83300,0.65925,0.78548,0.79900,0.86700,0.9685377498414922,0.83300,0.85730,0.79900,0.82712,0.83300
model_1331,0.80991,0.82850,0.65007,0.77844,0.80100,0.85600,0.9719283158157319,0.82850,0.84762,0.80100,0.82365,0.82850
model_1203,0.80961,0.82550,0.64395,0.77393,0.80200,0.84900,0.968605759171842,0.82550,0.84155,0.80200,0.82130,0.82550
model_309,0.80939,0.82900,0.65109,0.77941,0.80000,0.85800,0.9661626099761016,0.82900,0.84926,0.80000,0.82389,0.82900
model_729,0.80932,0.81000,0.61232,0.75129,0.80900,0.81100,0.9658578046970298,0.81000,0.81062,0.80900,0.80981,0.81000
model_9,0.80931,0.82250,0.63783,0.76948,0.80300,0.84200,0.9558298762063623,0.82250,0.83559,0.80300,0.81897,0.82250
model_1693,0.80931,0.82250,0.63783,0.76948,0.80300,0.84200,nan,0.82250,0.83559,0.80300,0.81897,0.82250
model_129,0.80916,0.80950,0.61130,0.75064,0.80900,0.81000,0.9740459259722632,0.80950,0.80981,0.80900,0.80940,0.80950
model_1271,0.80915,0.82200,0.63681,0.76878,0.80300,0.84100,0.971396442707753,0.82200,0.83472,0.80300,0.81855,0.82200
model_545,0.80914,0.83450,0.66231,0.78821,0.79700,0.87200,0.9695324312816275,0.83450,0.86162,0.79700,0.82805,0.83450
model_1103,0.80910,0.81350,0.61947,0.75633,0.80700,0.82000,nan,0.81350,0.81763,0.80700,0.81228,0.81350
model_793,0.80884,0.83150,0.65619,0.78353,0.79800,0.86500,nan,0.83150,0.85531,0.79800,0.82566,0.83150
model_301,0.80881,0.83350,0.66027,0.78673,0.79700,0.87000,0.9669507380853971,0.83350,0.85976,0.79700,0.82719,0.83350
model_855,0.80861,0.63000,0.24505,0.57606,0.89400,0.36600,0.8198601007461548,0.63000,0.58508,0.89400,0.70728,0.63000
model_223,0.80857,0.80350,0.59906,0.74250,0.81100,0.79600,nan,0.80350,0.79901,0.81100,0.80496,0.80350
model_1359,0.80853,0.81800,0.62865,0.76304,0.80400,0.83200,0.8929715663449377,0.81800,0.82716,0.80400,0.81542,0.81800
model_459,0.80840,0.81550,0.62355,0.75943,0.80500,0.82600,0.8429505508657881,0.81550,0.82227,0.80500,0.81354,0.81550
model_1209,0.80824,0.82550,0.64395,0.77439,0.80000,0.85100,0.9712809955229227,0.82550,0.84299,0.80000,0.82093,0.82550
model_249,0.80816,0.80850,0.60926,0.74952,0.80800,0.80900,0.9630642603647891,0.80850,0.80881,0.80800,0.80840,0.80850
model_485,0.80812,0.83350,0.66027,0.78699,0.79600,0.87100,0.9698163281268032,0.83350,0.86054,0.79600,0.82701,0.83350
model_481,0.80793,0.83500,0.66333,0.78948,0.79500,0.87500,0.9700850764294311,0.83500,0.86413,0.79500,0.82812,0.83500
model_819,0.80792,0.82450,0.64191,0.77298,0.80000,0.84900,nan,0.82450,0.84122,0.80000,0.82009,0.82450
model_425,0.80782,0.83050,0.65415,0.78232,0.79700,0.86400,0.9667584087665742,0.83050,0.85423,0.79700,0.82462,0.83050
model_731,0.80758,0.80250,0.59702,0.74140,0.81000,0.79500,0.9627946979058883,0.80250,0.79803,0.81000,0.80397,0.80250
model_937,0.80758,0.56150,0.10528,0.53294,0.92500,0.19800,0.8321636351312345,0.56150,0.53561,0.92500,0.67840,0.56150
model_407,0.80749,0.76450,0.51949,0.69433,0.82800,0.70100,0.8913517697386751,0.76450,0.73469,0.82800,0.77856,0.76450
model_1119,0.80726,0.81200,0.61640,0.75473,0.80500,0.81900,nan,0.81200,0.81643,0.80500,0.81067,0.81200
model_969,0.80700,0.80700,0.60620,0.74775,0.80700,0.80700,0.9691001113022075,0.80700,0.80700,0.80700,0.80700,0.80700
model_1397,0.80690,0.81300,0.61845,0.75626,0.80400,0.82200,0.9078164724728325,0.81300,0.81874,0.80400,0.81130,0.81300
model_367,0.80675,0.83350,0.66027,0.78751,0.79400,0.87300,0.9683827941414569,0.83350,0.86211,0.79400,0.82665,0.83350
model_489,0.80665,0.82900,0.65109,0.78039,0.79600,0.86200,0.9688332433013864,0.82900,0.85225,0.79600,0.82316,0.82900
model_549,0.80645,0.83050,0.65415,0.78283,0.79500,0.86600,0.9666183864560108,0.83050,0.85576,0.79500,0.82426,0.83050
model_361,0.80622,0.83400,0.66129,0.78852,0.79300,0.87500,0.966488772064526,0.83400,0.86383,0.79300,0.82690,0.83400
model_725,0.80600,0.80600,0.60416,0.74664,0.80600,0.80600,0.9710836539416615,0.80600,0.80600,0.80600,0.80600,0.80600
model_879,0.80589,0.85400,0.70210,0.82306,0.78300,0.92500,0.8232423961162567,0.85400,0.91259,0.78300,0.84284,0.85400
model_1219,0.80587,0.80350,0.59906,0.74322,0.80700,0.80000,0.877823282506995,0.80350,0.80139,0.80700,0.80419,0.80350
model_1107,0.80566,0.83650,0.66639,0.79282,0.79100,0.88200,nan,0.83650,0.87019,0.79100,0.82871,0.83650
model_1455,0.80563,0.82800,0.64905,0.77919,0.79500,0.86100,0.8975772458764525,0.82800,0.85118,0.79500,0.82213,0.82800
model_1041,0.80547,0.77700,0.54499,0.70928,0.81900,0.73500,0.8527536152293848,0.77700,0.75554,0.81900,0.78599,0.77700
model_1267,0.80521,0.82250,0.63783,0.77085,0.79700,0.84800,0.9664386602850892,0.82250,0.83983,0.79700,0.81786,0.82250
model_1481,0.80507,0.76100,0.51234,0.69078,0.82600,0.69600,0.8961307881635997,0.76100,0.73097,0.82600,0.77559,0.76100
model_1239,0.80491,0.80050,0.59294,0.73939,0.80700,0.79400,0.9071521322369139,0.80050,0.79664,0.80700,0.80179,0.80050
model_1479,0.80483,0.77500,0.54091,0.70701,0.81900,0.73100,0.8735182990234964,0.77500,0.75276,0.81900,0.78448,0.77500
model_1345,0.80479,0.68850,0.36442,0.62071,0.86000,0.51700,nan,0.68850,0.64036,0.86000,0.73410,0.68850
model_421,0.80459,0.82900,0.65109,0.78114,0.79300,0.86500,0.9713910385408503,0.82900,0.85453,0.79300,0.82261,0.82900
model_31,0.80438,0.48900,-0.04264,0.49456,0.95400,0.02400,0.8370737405237716,0.48900,0.49430,0.95400,0.65119,0.48900
model_823,0.80408,0.81900,0.63069,0.76594,0.79700,0.84100,nan,0.81900,0.83368,0.79700,0.81493,0.81900
model_1365,0.80406,0.78100,0.55315,0.71443,0.81500,0.74700,0.898608510589001,0.78100,0.76311,0.81500,0.78820,0.78100
model_639,0.80398,0.48750,-0.04570,0.49383,0.95400,0.02100,0.828539975789877,0.48750,0.49353,0.95400,0.65053,0.48750
model_929,0.80397,0.51700,0.01449,0.50866,0.94000,0.09400,nan,0.51700,0.50921,0.94000,0.66058,0.51700
model_365,0.80393,0.82700,0.64701,0.77823,0.79300,0.86100,0.9665825477902573,0.82700,0.85086,0.79300,0.82091,0.82700
model_521,0.80359,0.77950,0.55009,0.71269,0.81500,0.74400,0.8729276927605782,0.77950,0.76097,0.81500,0.78706,0.77950
model_193,0.80346,0.81500,0.62253,0.76022,0.79800,0.83200,nan,0.81500,0.82609,0.79800,0.81180,0.81500
model_201,0.80321,0.81000,0.61232,0.75306,0.80000,0.82000,nan,0.81000,0.81633,0.80000,0.80808,0.81000
model_1609,0.80309,0.54550,0.07264,0.52393,0.92500,0.16600,nan,0.54550,0.52587,0.92500,0.67053,0.54550
model_551,0.80285,0.83000,0.65313,0.78337,0.79000,0.87000,0.9691910093268951,0.83000,0.85870,0.79000,0.82292,0.83000
model_547,0.80264,0.83150,0.65619,0.78585,0.78900,0.87400,0.9662437532911238,0.83150,0.86230,0.78900,0.82402,0.83150
model_1265,0.80256,0.82700,0.64701,0.77873,0.79100,0.86300,0.9702618540351556,0.82700,0.85237,0.79100,0.82054,0.82700
model_437,0.80242,0.76100,0.51234,0.69121,0.82200,0.70000,0.8978054630596825,0.76100,0.73262,0.82200,0.77474,0.76100
model_1123,0.80233,0.81150,0.61538,0.75547,0.79800,0.82500,nan,0.81150,0.82014,0.79800,0.80892,0.81150
model_1391,0.80214,0.82150,0.63579,0.77036,0.79300,0.85000,0.9726228307377784,0.82150,0.84093,0.79300,0.81626,0.82150
model_333,0.80195,0.72350,0.43583,0.65233,0.83900,0.60800,nan,0.72350,0.68156,0.83900,0.75213,0.72350
model_1763,0.80183,0.79300,0.57764,0.73017,0.80600,0.78000,0.8238878615440861,0.79300,0.78558,0.80600,0.79566,0.79300
model_1387,0.80178,0.82250,0.63783,0.77201,0.79200,0.85300,0.9686989379244925,0.82250,0.84345,0.79200,0.81692,0.82250
model_1311,0.80177,0.76950,0.52969,0.70108,0.81700,0.72200,nan,0.76950,0.74612,0.81700,0.77995,0.76950
model_1221,0.80150,0.77500,0.54091,0.70765,0.81400,0.73600,0.8810239009206341,0.77500,0.75510,0.81400,0.78345,0.77500
model_7,0.80148,0.80250,0.59702,0.74303,0.80100,0.80400,0.9634721972029515,0.80250,0.80341,0.80100,0.80220,0.80250
model_1,0.80141,0.81500,0.62253,0.76086,0.79500,0.83500,0.9600186564490849,0.81500,0.82812,0.79500,0.81122,0.81500
