model,f2,gmean,bss,pr_auc,sensitivity,specificity,accuracy,precision,recall,f1,auc
,,,,,,,,,,,
201_test,0.79386,0.82150,0.63579,0.77322,0.78100,0.86200,0.82150,0.84984,0.78100,0.81397,0.82150
201_train,0.93725,0.95100,0.90002,0.93826,0.92900,0.97300,0.95100,0.97176,0.92900,0.94990,0.95100
,,,,,,,,,,,
525_test,0.79362,0.78850,0.56846,0.72625,0.79600,0.78100,0.78850,0.78424,0.79600,0.79007,0.78850
525_train,0.91120,0.92200,0.84085,0.89535,0.90500,0.93900,0.92200,0.93685,0.90500,0.92065,0.92200
,,,,,,,,,,,
1691_test,0.79360,0.80350,0.59906,0.74661,0.78900,0.81800,0.80350,0.81256,0.78900,0.80061,0.80350
1691_train,0.90561,0.91550,0.82759,0.88591,0.90000,0.93100,0.91550,0.92879,0.90000,0.91417,0.91550
,,,,,,,,,,,
1383_test,0.79352,0.81400,0.62049,0.76189,0.78400,0.84400,0.81400,0.83404,0.78400,0.80825,0.81400
1383_train,0.86056,0.88450,0.76433,0.85173,0.84800,0.92100,0.88450,0.91478,0.84800,0.88012,0.88450
,,,,,,,,,,,
1453_test,0.79335,0.80700,0.60620,0.75168,0.78700,0.82700,0.80700,0.81979,0.78700,0.80306,0.80700
1453_train,0.88785,0.91300,0.82249,0.89150,0.87400,0.95200,0.91300,0.94794,0.87400,0.90947,0.91300
,,,,,,,,,,,
1273_test,0.79333,0.82200,0.63681,0.77419,0.78000,0.86400,0.82200,0.85153,0.78000,0.81420,0.82200
1273_train,0.83799,0.89350,0.78270,0.88264,0.81000,0.97700,0.89350,0.97239,0.81000,0.88380,0.89350
,,,,,,,,,,,
319_test,0.79307,0.82550,0.64395,0.77982,0.77800,0.87300,0.82550,0.85967,0.77800,0.81680,0.82550
319_train,0.89566,0.92550,0.84799,0.91236,0.87900,0.97200,0.92550,0.96913,0.87900,0.92187,0.92550
,,,,,,,,,,,
1799_test,0.79297,0.54750,0.07672,0.52506,0.90700,0.18800,0.54750,0.52763,0.90700,0.66716,0.54750
1799_train,0.76123,0.51050,0.00122,0.50531,0.87100,0.15000,0.51050,0.50610,0.87100,0.64021,0.51050
,,,,,,,,,,,
1129_test,0.79283,0.81400,0.62049,0.76211,0.78300,0.84500,0.81400,0.83475,0.78300,0.80805,0.81400
1129_train,0.89634,0.92200,0.84085,0.90457,0.88200,0.96200,0.92200,0.95870,0.88200,0.91875,0.92200
,,,,,,,,,,,
1265_test,0.79278,0.81600,0.62457,0.76514,0.78200,0.85000,0.81600,0.83906,0.78200,0.80952,0.81600
1265_train,0.86617,0.89100,0.77760,0.86096,0.85300,0.92900,0.89100,0.92316,0.85300,0.88669,0.89100
,,,,,,,,,,,
1441_test,0.79262,0.81550,0.62355,0.76444,0.78200,0.84900,0.81550,0.83816,0.78200,0.80911,0.81550
1441_train,0.85853,0.88250,0.76025,0.84908,0.84600,0.91900,0.88250,0.91262,0.84600,0.87805,0.88250
,,,,,,,,,,,
573_test,0.79201,0.66050,0.30728,0.59885,0.85300,0.46800,0.66050,0.61588,0.85300,0.71530,0.66050
573_train,0.84046,0.71500,0.41849,0.64104,0.90400,0.52600,0.71500,0.65602,0.90400,0.76030,0.71500
,,,,,,,,,,,
559_test,0.79201,0.79850,0.58886,0.74008,0.78900,0.80800,0.79850,0.80428,0.78900,0.79657,0.79850
559_train,0.91641,0.92750,0.85207,0.90313,0.91000,0.94500,0.92750,0.94301,0.91000,0.92621,0.92750
,,,,,,,,,,,
1203_test,0.79193,0.81550,0.62355,0.76467,0.78100,0.85000,0.81550,0.83888,0.78100,0.80891,0.81550
1203_train,0.85906,0.88400,0.76331,0.85158,0.84600,0.92200,0.88400,0.91558,0.84600,0.87942,0.88400
,,,,,,,,,,,
1393_test,0.79153,0.79050,0.57254,0.72939,0.79200,0.78900,0.79050,0.78963,0.79200,0.79081,0.79050
1393_train,0.91518,0.91550,0.82759,0.88056,0.91500,0.91600,0.91550,0.91592,0.91500,0.91546,0.91550
,,,,,,,,,,,
1221_test,0.79123,0.80900,0.61028,0.75522,0.78300,0.83500,0.80900,0.82595,0.78300,0.80390,0.80900
1221_train,0.89228,0.91800,0.83269,0.89892,0.87800,0.95800,0.91800,0.95435,0.87800,0.91458,0.91800
,,,,,,,,,,,
949_test,0.79118,0.54750,0.07672,0.52507,0.90400,0.19100,0.54750,0.52773,0.90400,0.66642,0.54750
949_train,0.79822,0.55350,0.08896,0.52842,0.91300,0.19400,0.55350,0.53112,0.91300,0.67157,0.55350
,,,,,,,,,,,
1719_test,0.79117,0.80450,0.60110,0.74873,0.78500,0.82400,0.80450,0.81686,0.78500,0.80061,0.80450
1719_train,0.91093,0.92650,0.85003,0.90452,0.90200,0.95100,0.92650,0.94848,0.90200,0.92465,0.92650
,,,,,,,,,,,
163_test,0.79078,0.77300,0.53683,0.70735,0.79900,0.74700,0.77300,0.75951,0.79900,0.77875,0.77300
163_train,0.87512,0.83450,0.66231,0.76671,0.89700,0.77200,0.83450,0.79733,0.89700,0.84424,0.83450
,,,,,,,,,,,
479_test,0.79061,0.52600,0.03285,0.51338,0.91300,0.13900,0.52600,0.51466,0.91300,0.65826,0.52600
479_train,0.82775,0.55250,0.08692,0.52776,0.96400,0.14100,0.55250,0.52880,0.96400,0.68296,0.55250
,,,,,,,,,,,
1679_test,0.79007,0.83350,0.66027,0.79415,0.77000,0.89700,0.83350,0.88202,0.77000,0.82221,0.83350
1679_train,0.77034,0.82050,0.63375,0.78039,0.74800,0.89300,0.82050,0.87485,0.74800,0.80647,0.82050
,,,,,,,,,,,
1365_test,0.79006,0.80100,0.59396,0.74410,0.78500,0.81700,0.80100,0.81095,0.78500,0.79776,0.80100
1365_train,0.89567,0.91300,0.82249,0.88681,0.88600,0.94000,0.91300,0.93658,0.88600,0.91059,0.91300
,,,,,,,,,,,
107_test,0.78982,0.68550,0.35829,0.61912,0.83800,0.53300,0.68550,0.64215,0.83800,0.72711,0.68550
107_train,0.92441,0.84500,0.68374,0.76757,0.97100,0.71900,0.84500,0.77556,0.97100,0.86234,0.84500
,,,,,,,,,,,
561_test,0.78979,0.81750,0.62763,0.76844,0.77700,0.85800,0.81750,0.84548,0.77700,0.80980,0.81750
561_train,0.90707,0.92650,0.85003,0.90697,0.89600,0.95700,0.92650,0.95421,0.89600,0.92419,0.92650
,,,,,,,,,,,
505_test,0.78933,0.67950,0.34605,0.61414,0.84000,0.51900,0.67950,0.63588,0.84000,0.72383,0.67950
505_train,0.88357,0.77850,0.54805,0.69779,0.94100,0.61600,0.77850,0.71019,0.94100,0.80946,0.77850
,,,,,,,,,,,
731_test,0.78921,0.80050,0.59294,0.74363,0.78400,0.81700,0.80050,0.81075,0.78400,0.79715,0.80050
731_train,0.93405,0.93750,0.87248,0.91229,0.93200,0.94300,0.93750,0.94237,0.93200,0.93715,0.93750
,,,,,,,,,,,
915_test,0.78901,0.56350,0.10937,0.53418,0.89300,0.23400,0.56350,0.53828,0.89300,0.67168,0.56350
915_train,0.82100,0.59400,0.17160,0.55227,0.93200,0.25600,0.59400,0.55609,0.93200,0.69656,0.59400
,,,,,,,,,,,
971_test,0.78874,0.79250,0.57662,0.73276,0.78700,0.79800,0.79250,0.79575,0.78700,0.79135,0.79250
971_train,0.91166,0.92850,0.85411,0.90814,0.90200,0.95500,0.92850,0.95248,0.90200,0.92655,0.92850
,,,,,,,,,,,
177_test,0.78845,0.82850,0.65007,0.78646,0.77000,0.88700,0.82850,0.87203,0.77000,0.81784,0.82850
177_train,0.77903,0.82550,0.64395,0.78524,0.75800,0.89300,0.82550,0.87630,0.75800,0.81287,0.82550
,,,,,,,,,,,
1375_test,0.78842,0.79800,0.58784,0.74036,0.78400,0.81200,0.79800,0.80658,0.78400,0.79513,0.79800
1375_train,0.78077,0.80450,0.60110,0.75184,0.77000,0.83900,0.80450,0.82707,0.77000,0.79751,0.80450
,,,,,,,,,,,
1373_test,0.78815,0.65600,0.29810,0.59556,0.84900,0.46300,0.65600,0.61255,0.84900,0.71165,0.65600
1373_train,0.82044,0.74150,0.47256,0.66797,0.85900,0.62400,0.74150,0.69555,0.85900,0.76868,0.74150
,,,,,,,,,,,
343_test,0.78762,0.79550,0.58274,0.73713,0.78400,0.80700,0.79550,0.80246,0.78400,0.79312,0.79550
343_train,0.93287,0.93600,0.86941,0.91002,0.93100,0.94100,0.93600,0.94040,0.93100,0.93568,0.93600
,,,,,,,,,,,
757_test,0.78722,0.82250,0.63783,0.77720,0.77100,0.87400,0.82250,0.85953,0.77100,0.81286,0.82250
757_train,0.81089,0.84400,0.68170,0.80319,0.79500,0.89300,0.84400,0.88137,0.79500,0.83596,0.84400
,,,,,,,,,,,
467_test,0.78667,0.79250,0.57662,0.73329,0.78400,0.80100,0.79250,0.79756,0.78400,0.79072,0.79250
467_train,0.90617,0.91350,0.82351,0.88176,0.90200,0.92500,0.91350,0.92323,0.90200,0.91249,0.91350
,,,,,,,,,,,
1575_test,0.78645,0.77000,0.53071,0.70456,0.79400,0.74600,0.77000,0.75763,0.79400,0.77539,0.77000
1575_train,0.89496,0.88950,0.77454,0.84392,0.89800,0.88100,0.88950,0.88299,0.89800,0.89043,0.88950
,,,,,,,,,,,
1285_test,0.78634,0.71300,0.41441,0.64387,0.82000,0.60600,0.71300,0.67545,0.82000,0.74074,0.71300
1285_train,0.85020,0.75550,0.50112,0.67847,0.89900,0.61200,0.75550,0.69852,0.89900,0.78618,0.75550
,,,,,,,,,,,
937_test,0.78634,0.54300,0.06754,0.52258,0.89800,0.18800,0.54300,0.52515,0.89800,0.66273,0.54300
937_train,0.85340,0.64000,0.26546,0.58189,0.96400,0.31600,0.64000,0.58495,0.96400,0.72810,0.64000
,,,,,,,,,,,
1211_test,0.78628,0.80650,0.60518,0.75308,0.77700,0.83600,0.80650,0.82572,0.77700,0.80062,0.80650
1211_train,0.86860,0.88850,0.77250,0.85499,0.85800,0.91900,0.88850,0.91374,0.85800,0.88499,0.88850
,,,,,,,,,,,
1499_test,0.78621,0.70600,0.40012,0.63739,0.82300,0.58900,0.70600,0.66694,0.82300,0.73679,0.70600
1499_train,0.81404,0.76650,0.52357,0.69550,0.83700,0.69600,0.76650,0.73357,0.83700,0.78188,0.76650
,,,,,,,,,,,
97_test,0.78581,0.70250,0.39298,0.63424,0.82400,0.58100,0.70250,0.66291,0.82400,0.73473,0.70250
97_train,0.93701,0.89200,0.77964,0.83032,0.96400,0.82000,0.89200,0.84266,0.96400,0.89925,0.89200
,,,,,,,,,,,
1695_test,0.78567,0.79150,0.57458,0.73219,0.78300,0.80000,0.79150,0.79654,0.78300,0.78971,0.79150
1695_train,0.91203,0.92600,0.84901,0.90283,0.90400,0.94800,0.92600,0.94561,0.90400,0.92434,0.92600
,,,,,,,,,,,
831_test,0.78559,0.71050,0.40930,0.64160,0.82000,0.60100,0.71050,0.67268,0.82000,0.73907,0.71050
831_train,0.93232,0.89250,0.78066,0.83295,0.95600,0.82900,0.89250,0.84827,0.95600,0.89892,0.89250
,,,,,,,,,,,
1003_test,0.78553,0.76050,0.51132,0.69349,0.79700,0.72400,0.76050,0.74278,0.79700,0.76893,0.76050
1003_train,0.92063,0.90800,0.81228,0.86406,0.92800,0.88800,0.90800,0.89231,0.92800,0.90980,0.90800
,,,,,,,,,,,
1571_test,0.78536,0.79050,0.57254,0.73093,0.78300,0.79800,0.79050,0.79492,0.78300,0.78892,0.79050
1571_train,0.90184,0.91750,0.83167,0.89204,0.89300,0.94200,0.91750,0.93901,0.89300,0.91543,0.91750
,,,,,,,,,,,
1387_test,0.78505,0.80700,0.60620,0.75419,0.77500,0.83900,0.80700,0.82799,0.77500,0.80062,0.80700
1387_train,0.86833,0.89150,0.77862,0.86074,0.85600,0.92700,0.89150,0.92142,0.85600,0.88751,0.89150
,,,,,,,,,,,
1191_test,0.78504,0.78950,0.57050,0.72966,0.78300,0.79600,0.78950,0.79331,0.78300,0.78812,0.78950
1191_train,0.81811,0.82450,0.64191,0.76959,0.81500,0.83400,0.82450,0.83078,0.81500,0.82282,0.82450
,,,,,,,,,,,
285_test,0.78497,0.81550,0.62355,0.76701,0.77100,0.86000,0.81550,0.84632,0.77100,0.80691,0.81550
285_train,0.86242,0.87650,0.74801,0.83637,0.85500,0.89800,0.87650,0.89342,0.85500,0.87379,0.87650
,,,,,,,,,,,
347_test,0.78426,0.76950,0.52969,0.70439,0.79100,0.74800,0.76950,0.75839,0.79100,0.77435,0.76950
347_train,0.92187,0.91650,0.82963,0.87882,0.92500,0.90800,0.91650,0.90954,0.92500,0.91720,0.91650
,,,,,,,,,,,
1653_test,0.78397,0.82550,0.64395,0.78328,0.76500,0.88600,0.82550,0.87031,0.76500,0.81426,0.82550
1653_train,0.77482,0.81450,0.62151,0.76901,0.75700,0.87200,0.81450,0.85537,0.75700,0.80318,0.81450
,,,,,,,,,,,
1155_test,0.78346,0.65300,0.29198,0.59346,0.84300,0.46300,0.65300,0.61087,0.84300,0.70840,0.65300
1155_train,0.83742,0.73700,0.46337,0.66164,0.88800,0.58600,0.73700,0.68203,0.88800,0.77150,0.73700
,,,,,,,,,,,
1201_test,0.78344,0.80850,0.60926,0.75692,0.77200,0.84500,0.80850,0.83279,0.77200,0.80125,0.80850
1201_train,0.86560,0.88750,0.77046,0.85469,0.85400,0.92100,0.88750,0.91533,0.85400,0.88360,0.88750
,,,,,,,,,,,
1509_test,0.78306,0.78100,0.55315,0.71899,0.78400,0.77800,0.78100,0.77932,0.78400,0.78166,0.78100
1509_train,0.92757,0.93700,0.87145,0.91538,0.92200,0.95200,0.93700,0.95052,0.92200,0.93604,0.93700
,,,,,,,,,,,
1443_test,0.78264,0.80600,0.60416,0.75347,0.77200,0.84000,0.80600,0.82833,0.77200,0.79917,0.80600
1443_train,0.86525,0.88650,0.76841,0.85302,0.85400,0.91900,0.88650,0.91337,0.85400,0.88269,0.88650
,,,,,,,,,,,
635_test,0.78238,0.55050,0.08284,0.52677,0.88800,0.21300,0.55050,0.53015,0.88800,0.66393,0.55050
635_train,0.82097,0.57550,0.13385,0.54104,0.94100,0.21000,0.57550,0.54362,0.94100,0.68912,0.57550
,,,,,,,,,,,
735_test,0.78188,0.80800,0.60824,0.75667,0.77000,0.84600,0.80800,0.83333,0.77000,0.80042,0.80800
735_train,0.78862,0.81600,0.62457,0.76654,0.77600,0.85600,0.81600,0.84348,0.77600,0.80833,0.81600
,,,,,,,,,,,
383_test,0.78156,0.76300,0.51643,0.69713,0.79000,0.73600,0.76300,0.74953,0.79000,0.76923,0.76300
383_train,0.91879,0.89950,0.79494,0.85017,0.93000,0.86900,0.89950,0.87653,0.93000,0.90247,0.89950
,,,,,,,,,,,
1085_test,0.78147,0.80450,0.60110,0.75163,0.77100,0.83800,0.80450,0.82637,0.77100,0.79772,0.80450
1085_train,0.92379,0.94050,0.87860,0.92515,0.91400,0.96700,0.94050,0.96515,0.91400,0.93888,0.94050
,,,,,,,,,,,
845_test,0.78128,0.78850,0.56846,0.72927,0.77800,0.79900,0.78850,0.79469,0.77800,0.78626,0.78850
845_train,0.95257,0.95350,0.90512,0.93303,0.95200,0.95500,0.95350,0.95486,0.95200,0.95343,0.95350
,,,,,,,,,,,
1079_test,0.78115,0.83650,0.66639,0.80321,0.75600,0.91700,0.83650,0.90107,0.75600,0.82219,0.83650
1079_train,0.73847,0.80400,0.60008,0.76553,0.71100,0.89700,0.80400,0.87346,0.71100,0.78390,0.80400
,,,,,,,,,,,
1199_test,0.78086,0.82900,0.65109,0.79036,0.75900,0.89900,0.82900,0.88256,0.75900,0.81613,0.82900
1199_train,0.76199,0.81900,0.63069,0.78122,0.73700,0.90100,0.81900,0.88158,0.73700,0.80283,0.81900
,,,,,,,,,,,
145_test,0.78067,0.56850,0.11957,0.53715,0.87700,0.26000,0.56850,0.54236,0.87700,0.67023,0.56850
145_train,0.72504,0.51950,0.01959,0.50999,0.80900,0.23000,0.51950,0.51235,0.80900,0.62737,0.51950
,,,,,,,,,,,
575_test,0.78057,0.68050,0.34809,0.61549,0.82600,0.53500,0.68050,0.63981,0.82600,0.72108,0.68050
575_train,0.79439,0.71150,0.41134,0.64174,0.83300,0.59000,0.71150,0.67015,0.83300,0.74276,0.71150
,,,,,,,,,,,
1715_test,0.78018,0.78500,0.56131,0.72488,0.77800,0.79200,0.78500,0.78905,0.77800,0.78348,0.78500
1715_train,0.91631,0.92550,0.84799,0.89921,0.91100,0.94000,0.92550,0.93821,0.91100,0.92440,0.92550
,,,,,,,,,,,
1707_test,0.78008,0.80450,0.60110,0.75206,0.76900,0.84000,0.80450,0.82777,0.76900,0.79730,0.80450
1707_train,0.88936,0.91900,0.83473,0.90285,0.87300,0.96500,0.91900,0.96145,0.87300,0.91509,0.91900
,,,,,,,,,,,
1697_test,0.78000,0.78000,0.55111,0.71840,0.78000,0.78000,0.78000,0.78000,0.78000,0.78000,0.78000
1697_train,0.94438,0.94500,0.88778,0.92092,0.94400,0.94600,0.94500,0.94589,0.94400,0.94494,0.94500
,,,,,,,,,,,
519_test,0.77980,0.83450,0.66231,0.80029,0.75500,0.91400,0.83450,0.89774,0.75500,0.82021,0.83450
519_train,0.85240,0.90150,0.79902,0.89018,0.82700,0.97600,0.90150,0.97180,0.82700,0.89357,0.90150
,,,,,,,,,,,
1423_test,0.77966,0.77450,0.53989,0.71149,0.78200,0.76700,0.77450,0.77044,0.78200,0.77618,0.77450
1423_train,0.90258,0.91600,0.82861,0.88864,0.89500,0.93700,0.91600,0.93424,0.89500,0.91420,0.91600
,,,,,,,,,,,
399_test,0.77919,0.79950,0.59090,0.74507,0.77000,0.82900,0.79950,0.81828,0.77000,0.79341,0.79950
399_train,0.89173,0.91650,0.82963,0.89619,0.87800,0.95500,0.91650,0.95125,0.87800,0.91316,0.91650
,,,,,,,,,,,
1045_test,0.77918,0.81050,0.61334,0.76131,0.76500,0.85600,0.81050,0.84158,0.76500,0.80147,0.81050
1045_train,0.77355,0.81050,0.61334,0.76321,0.75700,0.86400,0.81050,0.84770,0.75700,0.79979,0.81050
,,,,,,,,,,,
173_test,0.77894,0.68600,0.35931,0.62024,0.82100,0.55100,0.68600,0.64646,0.82100,0.72335,0.68600
173_train,0.74428,0.62700,0.23893,0.57559,0.79400,0.46000,0.62700,0.59520,0.79400,0.68038,0.62700
,,,,,,,,,,,
1049_test,0.77854,0.79300,0.57764,0.73611,0.77200,0.81400,0.79300,0.80585,0.77200,0.78856,0.79300
1049_train,0.81871,0.83250,0.65823,0.78153,0.81200,0.85300,0.83250,0.84672,0.81200,0.82899,0.83250
,,,,,,,,,,,
585_test,0.77849,0.78400,0.55927,0.72397,0.77600,0.79200,0.78400,0.78862,0.77600,0.78226,0.78400
585_train,0.92363,0.92300,0.84289,0.89007,0.92400,0.92200,0.92300,0.92216,0.92400,0.92308,0.92300
,,,,,,,,,,,
223_test,0.77832,0.79450,0.58070,0.73826,0.77100,0.81800,0.79450,0.80902,0.77100,0.78955,0.79450
223_train,0.93511,0.94200,0.88166,0.92076,0.93100,0.95300,0.94200,0.95194,0.93100,0.94135,0.94200
,,,,,,,,,,,
1309_test,0.77828,0.67050,0.32769,0.60739,0.82700,0.51400,0.67050,0.62986,0.82700,0.71509,0.67050
1309_train,0.83208,0.72000,0.42869,0.64623,0.88800,0.55200,0.72000,0.66467,0.88800,0.76027,0.72000
,,,,,,,,,,,
889_test,0.77748,0.84500,0.68374,0.82054,0.74700,0.94300,0.84500,0.92910,0.74700,0.82816,0.84500
889_train,0.77599,0.85150,0.69700,0.83395,0.74200,0.96100,0.85150,0.95006,0.74200,0.83324,0.85150
,,,,,,,,,,,
1567_test,0.77735,0.78700,0.56539,0.72824,0.77300,0.80100,0.78700,0.79527,0.77300,0.78398,0.78700
1567_train,0.92909,0.93600,0.86941,0.91237,0.92500,0.94700,0.93600,0.94581,0.92500,0.93529,0.93600
,,,,,,,,,,,
325_test,0.77675,0.70300,0.39400,0.63544,0.81000,0.59600,0.70300,0.66722,0.81000,0.73171,0.70300
325_train,0.80974,0.75700,0.50418,0.68564,0.83500,0.67900,0.75700,0.72232,0.83500,0.77458,0.75700
,,,,,,,,,,,
829_test,0.77664,0.78250,0.55621,0.72244,0.77400,0.79100,0.78250,0.78739,0.77400,0.78064,0.78250
829_train,0.93316,0.94350,0.88472,0.92515,0.92700,0.96000,0.94350,0.95863,0.92700,0.94255,0.94350
,,,,,,,,,,,
1161_test,0.77652,0.79100,0.57356,0.73389,0.77000,0.81200,0.79100,0.80376,0.77000,0.78652,0.79100
1161_train,0.82152,0.86550,0.72557,0.83648,0.80000,0.93100,0.86550,0.92060,0.80000,0.85607,0.86550
,,,,,,,,,,,
1463_test,0.77637,0.81050,0.61334,0.76225,0.76100,0.86000,0.81050,0.84462,0.76100,0.80063,0.81050
1463_train,0.84803,0.88900,0.77352,0.86724,0.82700,0.95100,0.88900,0.94406,0.82700,0.88166,0.88900
,,,,,,,,,,,
1187_test,0.77609,0.70300,0.39400,0.63550,0.80900,0.59700,0.70300,0.66749,0.80900,0.73146,0.70300
1187_train,0.81834,0.72450,0.43787,0.65166,0.86400,0.58500,0.72450,0.67553,0.86400,0.75823,0.72450
,,,,,,,,,,,
1781_test,0.77576,0.52850,0.03795,0.51472,0.88700,0.17000,0.52850,0.51660,0.88700,0.65293,0.52850
1781_train,0.77632,0.55500,0.09202,0.52934,0.87600,0.23400,0.55500,0.53350,0.87600,0.66313,0.55500
,,,,,,,,,,,
1297_test,0.77565,0.82600,0.64497,0.78744,0.75300,0.89900,0.82600,0.88173,0.75300,0.81230,0.82600
1297_train,0.81722,0.88150,0.75821,0.87065,0.78600,0.97700,0.88150,0.97157,0.78600,0.86899,0.88150
,,,,,,,,,,,
159_test,0.77529,0.74700,0.48378,0.67989,0.78800,0.70600,0.74700,0.72828,0.78800,0.75696,0.74700
159_train,0.83333,0.79000,0.57152,0.71942,0.85500,0.72500,0.79000,0.75664,0.85500,0.80282,0.79000
,,,,,,,,,,,
455_test,0.77523,0.62000,0.22465,0.56993,0.84500,0.39500,0.62000,0.58276,0.84500,0.68980,0.62000
455_train,0.82150,0.67950,0.34605,0.61239,0.89100,0.46800,0.67950,0.62614,0.89100,0.73545,0.67950
,,,,,,,,,,,
1179_test,0.77523,0.70900,0.40624,0.64115,0.80500,0.61300,0.70900,0.67534,0.80500,0.73449,0.70900
1179_train,0.88839,0.83650,0.66639,0.76578,0.91700,0.75600,0.83650,0.78984,0.91700,0.84868,0.83650
,,,,,,,,,,,
759_test,0.77522,0.77350,0.53785,0.71118,0.77600,0.77100,0.77350,0.77214,0.77600,0.77406,0.77350
759_train,0.79799,0.80650,0.60518,0.74960,0.79400,0.81900,0.80650,0.81436,0.79400,0.80405,0.80650
,,,,,,,,,,,
1277_test,0.77522,0.79350,0.57866,0.73771,0.76700,0.82000,0.79350,0.80993,0.76700,0.78788,0.79350
1277_train,0.84716,0.88650,0.76841,0.86281,0.82700,0.94600,0.88650,0.93871,0.82700,0.87932,0.88650
,,,,,,,,,,,
909_test,0.77466,0.78950,0.57050,0.73233,0.76800,0.81100,0.78950,0.80251,0.76800,0.78487,0.78950
909_train,0.93662,0.95100,0.90002,0.93871,0.92800,0.97400,0.95100,0.97275,0.92800,0.94985,0.95100
,,,,,,,,,,,
253_test,0.77465,0.73600,0.46133,0.66809,0.79200,0.68000,0.73600,0.71223,0.79200,0.75000,0.73600
253_train,0.83202,0.80600,0.60416,0.73986,0.84500,0.76700,0.80600,0.78386,0.84500,0.81328,0.80600
,,,,,,,,,,,
1115_test,0.77455,0.75350,0.49704,0.68732,0.78400,0.72300,0.75350,0.73893,0.78400,0.76080,0.75350
1115_train,0.87079,0.87600,0.74699,0.83167,0.86800,0.88400,0.87600,0.88211,0.86800,0.87500,0.87600
,,,,,,,,,,,
815_test,0.77451,0.76450,0.51949,0.70024,0.77900,0.75000,0.76450,0.75705,0.77900,0.76787,0.76450
815_train,0.93700,0.93200,0.86125,0.89969,0.94000,0.92400,0.93200,0.92520,0.94000,0.93254,0.93200
,,,,,,,,,,,
155_test,0.77410,0.78100,0.55315,0.72107,0.77100,0.79100,0.78100,0.78673,0.77100,0.77879,0.78100
155_train,0.78815,0.79500,0.58172,0.73630,0.78500,0.80500,0.79500,0.80102,0.78500,0.79293,0.79500
,,,,,,,,,,,
1561_test,0.77365,0.78850,0.56846,0.73122,0.76700,0.81000,0.78850,0.80146,0.76700,0.78385,0.78850
1561_train,0.92731,0.93800,0.87350,0.91760,0.92100,0.95500,0.93800,0.95342,0.92100,0.93693,0.93800
,,,,,,,,,,,
669_test,0.77363,0.77950,0.55009,0.71922,0.77100,0.78800,0.77950,0.78433,0.77100,0.77761,0.77950
669_train,0.94995,0.95150,0.90104,0.93063,0.94900,0.95400,0.95150,0.95377,0.94900,0.95138,0.95150
,,,,,,,,,,,
1299_test,0.77355,0.77700,0.54499,0.71600,0.77200,0.78200,0.77700,0.77980,0.77200,0.77588,0.77700
1299_train,0.88118,0.88150,0.75821,0.83644,0.88100,0.88200,0.88150,0.88188,0.88100,0.88144,0.88150
,,,,,,,,,,,
1511_test,0.77332,0.77850,0.54805,0.71799,0.77100,0.78600,0.77850,0.78274,0.77100,0.77683,0.77850
1511_train,0.92116,0.93000,0.85717,0.90523,0.91600,0.94400,0.93000,0.94239,0.91600,0.92901,0.93000
,,,,,,,,,,,
1145_test,0.77321,0.79600,0.58376,0.74181,0.76300,0.82900,0.79600,0.81692,0.76300,0.78904,0.79600
1145_train,0.93007,0.94200,0.88166,0.92408,0.92300,0.96100,0.94200,0.95946,0.92300,0.94088,0.94200
,,,,,,,,,,,
251_test,0.77318,0.78250,0.55621,0.72327,0.76900,0.79600,0.78250,0.79034,0.76900,0.77952,0.78250
251_train,0.93254,0.93850,0.87452,0.91526,0.92900,0.94800,0.93850,0.94699,0.92900,0.93791,0.93850
,,,,,,,,,,,
827_test,0.77305,0.79550,0.58274,0.74114,0.76300,0.82800,0.79550,0.81604,0.76300,0.78863,0.79550
827_train,0.92073,0.93400,0.86533,0.91361,0.91300,0.95500,0.93400,0.95303,0.91300,0.93258,0.93400
,,,,,,,,,,,
1103_test,0.77266,0.79650,0.58478,0.74268,0.76200,0.83100,0.79650,0.81847,0.76200,0.78923,0.79650
1103_train,0.89720,0.91900,0.83473,0.89787,0.88500,0.95300,0.91900,0.94957,0.88500,0.91615,0.91900
,,,,,,,,,,,
205_test,0.77243,0.75550,0.50112,0.68998,0.78000,0.73100,0.75550,0.74357,0.78000,0.76135,0.75550
205_train,0.93731,0.92450,0.84595,0.88535,0.94500,0.90400,0.92450,0.90778,0.94500,0.92602,0.92450
,,,,,,,,,,,
1731_test,0.77218,0.78600,0.56335,0.72820,0.76600,0.80600,0.78600,0.79792,0.76600,0.78163,0.78600
1731_train,0.91296,0.93200,0.86125,0.91454,0.90200,0.96200,0.93200,0.95957,0.90200,0.92990,0.93200
,,,,,,,,,,,
11_test,0.77194,0.78300,0.55723,0.72424,0.76700,0.79900,0.78300,0.79236,0.76700,0.77947,0.78300
11_train,0.93084,0.93900,0.87554,0.91737,0.92600,0.95200,0.93900,0.95072,0.92600,0.93820,0.93900
,,,,,,,,,,,
819_test,0.77149,0.79500,0.58172,0.74087,0.76100,0.82900,0.79500,0.81652,0.76100,0.78778,0.79500
819_train,0.93763,0.94200,0.88166,0.91914,0.93500,0.94900,0.94200,0.94828,0.93500,0.94159,0.94200
,,,,,,,,,,,
239_test,0.77136,0.74750,0.48480,0.68105,0.78200,0.71300,0.74750,0.73152,0.78200,0.75592,0.74750
239_train,0.91505,0.90300,0.80208,0.85796,0.92200,0.88400,0.90300,0.88825,0.92200,0.90481,0.90300
,,,,,,,,,,,
