model,f2,gmean,bss,pr_auc,sensitivity,specificity,accuracy,precision,recall,f1,auc
1040_train,0.83029,0.85300,0.70006,0.81020,0.81900,0.88700,0.85300,0.87876,0.81900,0.84783,0.85300
,,,,,,,,,,,
764_test,0.78980,0.83050,0.65415,0.78923,0.77100,0.89000,0.83050,0.87514,0.77100,0.81978,0.83050
764_train,0.80827,0.84650,0.68680,0.80861,0.79000,0.90300,0.84650,0.89064,0.79000,0.83731,0.84650
,,,,,,,,,,,
1420_test,0.78979,0.81100,0.61436,0.75861,0.78000,0.84200,0.81100,0.83156,0.78000,0.80495,0.81100
1420_train,0.95787,0.96250,0.92349,0.94841,0.95500,0.97000,0.96250,0.96954,0.95500,0.96222,0.96250
,,,,,,,,,,,
406_test,0.78979,0.79800,0.58784,0.73999,0.78600,0.81000,0.79800,0.80533,0.78600,0.79555,0.79800
406_train,0.97030,0.97550,0.95001,0.96776,0.96700,0.98400,0.97550,0.98372,0.96700,0.97529,0.97550
,,,,,,,,,,,
1460_test,0.78905,0.79350,0.57866,0.73403,0.78700,0.80000,0.79350,0.79737,0.78700,0.79215,0.79350
1460_train,0.96401,0.97200,0.94287,0.96473,0.95900,0.98500,0.97200,0.98460,0.95900,0.97163,0.97200
,,,,,,,,,,,
1442_test,0.78873,0.81200,0.61640,0.76045,0.77800,0.84600,0.81200,0.83476,0.77800,0.80538,0.81200
1442_train,0.94418,0.95600,0.91022,0.94415,0.93700,0.97500,0.95600,0.97401,0.93700,0.95515,0.95600
,,,,,,,,,,,
1390_test,0.78873,0.81200,0.61640,0.76045,0.77800,0.84600,0.81200,0.83476,0.77800,0.80538,0.81200
1390_train,0.93882,0.94850,0.89492,0.93184,0.93300,0.96400,0.94850,0.96285,0.93300,0.94769,0.94850
,,,,,,,,,,,
1318_test,0.78858,0.79200,0.57560,0.73213,0.78700,0.79700,0.79200,0.79495,0.78700,0.79095,0.79200
1318_train,0.80029,0.83700,0.66741,0.79582,0.78300,0.89100,0.83700,0.87780,0.78300,0.82770,0.83700
,,,,,,,,,,,
322_test,0.78847,0.79600,0.58376,0.73759,0.78500,0.80700,0.79600,0.80266,0.78500,0.79373,0.79600
322_train,0.96131,0.97300,0.94491,0.96907,0.95400,0.99200,0.97300,0.99168,0.95400,0.97248,0.97300
,,,,,,,,,,,
1042_test,0.78843,0.77850,0.54805,0.71463,0.79300,0.76400,0.77850,0.77065,0.79300,0.78167,0.77850
1042_train,0.85532,0.85400,0.70210,0.80182,0.85600,0.85200,0.85400,0.85259,0.85600,0.85429,0.85400
,,,,,,,,,,,
156_test,0.78842,0.79800,0.58784,0.74036,0.78400,0.81200,0.79800,0.80658,0.78400,0.79513,0.79800
156_train,0.74026,0.74800,0.48582,0.68689,0.73700,0.75900,0.74800,0.75358,0.73700,0.74520,0.74800
,,,,,,,,,,,
318_test,0.78816,0.78850,0.56846,0.72757,0.78800,0.78900,0.78850,0.78879,0.78800,0.78839,0.78850
318_train,0.96729,0.97250,0.94389,0.96337,0.96400,0.98100,0.97250,0.98067,0.96400,0.97226,0.97250
,,,,,,,,,,,
556_test,0.78787,0.81800,0.62865,0.76988,0.77400,0.86200,0.81800,0.84868,0.77400,0.80962,0.81800
556_train,0.96790,0.97250,0.94389,0.96291,0.96500,0.98000,0.97250,0.97970,0.96500,0.97229,0.97250
,,,,,,,,,,,
1288_test,0.78776,0.76550,0.52153,0.69894,0.79800,0.73300,0.76550,0.74930,0.79800,0.77288,0.76550
1288_train,0.92312,0.89600,0.78780,0.84240,0.93900,0.85300,0.89600,0.86464,0.93900,0.90029,0.89600
,,,,,,,,,,,
1486_test,0.78768,0.79350,0.57866,0.73438,0.78500,0.80200,0.79350,0.79858,0.78500,0.79173,0.79350
1486_train,0.97495,0.97800,0.95511,0.96979,0.97300,0.98300,0.97800,0.98283,0.97300,0.97789,0.97800
,,,,,,,,,,,
912_test,0.78761,0.80850,0.60926,0.75560,0.77800,0.83900,0.80850,0.82854,0.77800,0.80248,0.80850
912_train,0.96907,0.97550,0.95001,0.96870,0.96500,0.98600,0.97550,0.98570,0.96500,0.97524,0.97550
,,,,,,,,,,,
408_test,0.78745,0.80800,0.60824,0.75492,0.77800,0.83800,0.80800,0.82766,0.77800,0.80206,0.80800
408_train,0.94983,0.96750,0.93369,0.96552,0.93900,0.99600,0.96750,0.99576,0.93900,0.96655,0.96750
,,,,,,,,,,,
1124_test,0.78734,0.81200,0.61640,0.76090,0.77600,0.84800,0.81200,0.83621,0.77600,0.80498,0.81200
1124_train,0.95421,0.96750,0.93369,0.96213,0.94600,0.98900,0.96750,0.98851,0.94600,0.96679,0.96750
,,,,,,,,,,,
1384_test,0.78714,0.80050,0.59294,0.74421,0.78100,0.82000,0.80050,0.81270,0.78100,0.79653,0.80050
1384_train,0.96428,0.96950,0.93777,0.95899,0.96100,0.97800,0.96950,0.97762,0.96100,0.96924,0.96950
,,,,,,,,,,,
914_test,0.78700,0.75000,0.48990,0.68141,0.80400,0.69600,0.75000,0.72563,0.80400,0.76281,0.75000
914_train,0.91696,0.89100,0.77760,0.83679,0.93200,0.85000,0.89100,0.86137,0.93200,0.89529,0.89100
,,,,,,,,,,,
378_test,0.78686,0.81050,0.61334,0.75881,0.77600,0.84500,0.81050,0.83351,0.77600,0.80373,0.81050
378_train,0.96738,0.97750,0.95409,0.97454,0.96100,0.99400,0.97750,0.99380,0.96100,0.97712,0.97750
,,,,,,,,,,,
1266_test,0.78660,0.80750,0.60722,0.75445,0.77700,0.83800,0.80750,0.82748,0.77700,0.80144,0.80750
1266_train,0.95018,0.95700,0.91226,0.94205,0.94600,0.96800,0.95700,0.96728,0.94600,0.95652,0.95700
,,,,,,,,,,,
1392_test,0.78649,0.80500,0.60212,0.75084,0.77800,0.83200,0.80500,0.82241,0.77800,0.79959,0.80500
1392_train,0.97114,0.97450,0.94797,0.96490,0.96900,0.98000,0.97450,0.97978,0.96900,0.97436,0.97450
,,,,,,,,,,,
1108_test,0.78642,0.78950,0.57050,0.72932,0.78500,0.79400,0.78950,0.79213,0.78500,0.78855,0.78950
1108_train,0.95616,0.94350,0.88472,0.91070,0.96400,0.92300,0.94350,0.92603,0.96400,0.94463,0.94350
,,,,,,,,,,,
704_test,0.78641,0.73500,0.45929,0.66552,0.81000,0.66000,0.73500,0.70435,0.81000,0.75349,0.73500
704_train,0.94565,0.93850,0.87452,0.90721,0.95000,0.92700,0.93850,0.92864,0.95000,0.93920,0.93850
,,,,,,,,,,,
822_test,0.78609,0.79500,0.58172,0.73685,0.78200,0.80800,0.79500,0.80287,0.78200,0.79230,0.79500
822_train,0.99141,0.99050,0.98062,0.98512,0.99200,0.98900,0.99050,0.98903,0.99200,0.99051,0.99050
,,,,,,,,,,,
1358_test,0.78603,0.79700,0.58580,0.73962,0.78100,0.81300,0.79700,0.80682,0.78100,0.79370,0.79700
1358_train,0.96984,0.96800,0.93471,0.95172,0.97100,0.96500,0.96800,0.96521,0.97100,0.96810,0.96800
,,,,,,,,,,,
496_test,0.78590,0.80750,0.60722,0.75466,0.77600,0.83900,0.80750,0.82818,0.77600,0.80124,0.80750
496_train,0.96810,0.97300,0.94491,0.96387,0.96500,0.98100,0.97300,0.98069,0.96500,0.97278,0.97300
,,,,,,,,,,,
198_test,0.78589,0.81400,0.62049,0.76440,0.77300,0.85500,0.81400,0.84205,0.77300,0.80605,0.81400
198_train,0.97211,0.97700,0.95307,0.96973,0.96900,0.98500,0.97700,0.98476,0.96900,0.97681,0.97700
,,,,,,,,,,,
1438_test,0.78558,0.80650,0.60518,0.75329,0.77600,0.83700,0.80650,0.82641,0.77600,0.80041,0.80650
1438_train,0.85998,0.90000,0.79596,0.88223,0.83900,0.96100,0.90000,0.95558,0.83900,0.89350,0.90000
,,,,,,,,,,,
1272_test,0.78554,0.80200,0.59600,0.74680,0.77800,0.82600,0.80200,0.81723,0.77800,0.79713,0.80200
1272_train,0.96855,0.97100,0.94083,0.95913,0.96700,0.97500,0.97100,0.97480,0.96700,0.97088,0.97100
,,,,,,,,,,,
340_test,0.78546,0.79300,0.57764,0.73428,0.78200,0.80400,0.79300,0.79959,0.78200,0.79070,0.79300
340_train,0.97481,0.97450,0.94797,0.96218,0.97500,0.97400,0.97450,0.97403,0.97500,0.97451,0.97450
,,,,,,,,,,,
1114_test,0.78534,0.79700,0.58580,0.73981,0.78000,0.81400,0.79700,0.80745,0.78000,0.79349,0.79700
1114_train,0.96384,0.96200,0.92246,0.94317,0.96500,0.95900,0.96200,0.95924,0.96500,0.96211,0.96200
,,,,,,,,,,,
218_test,0.78532,0.80350,0.59906,0.74902,0.77700,0.83000,0.80350,0.82049,0.77700,0.79815,0.80350
218_train,0.97510,0.98150,0.96225,0.97757,0.97100,0.99200,0.98150,0.99183,0.97100,0.98130,0.98150
,,,,,,,,,,,
200_test,0.78521,0.80750,0.60722,0.75488,0.77500,0.84000,0.80750,0.82888,0.77500,0.80103,0.80750
200_train,0.96823,0.97650,0.95205,0.97160,0.96300,0.99000,0.97650,0.98972,0.96300,0.97618,0.97650
,,,,,,,,,,,
500_test,0.78517,0.80300,0.59804,0.74834,0.77700,0.82900,0.80300,0.81962,0.77700,0.79774,0.80300
500_train,0.95603,0.96900,0.93675,0.96410,0.94800,0.99000,0.96900,0.98956,0.94800,0.96834,0.96900
,,,,,,,,,,,
844_test,0.78503,0.81350,0.61947,0.76393,0.77200,0.85500,0.81350,0.84188,0.77200,0.80543,0.81350
844_train,0.96916,0.97100,0.94083,0.95868,0.96800,0.97400,0.97100,0.97384,0.96800,0.97091,0.97100
,,,,,,,,,,,
1468_test,0.78471,0.70100,0.38992,0.63298,0.82300,0.57900,0.70100,0.66158,0.82300,0.73351,0.70100
1468_train,0.85636,0.76300,0.51643,0.68537,0.90500,0.62100,0.76300,0.70483,0.90500,0.79247,0.76300
,,,,,,,,,,,
1212_test,0.78469,0.80150,0.59498,0.74634,0.77700,0.82600,0.80150,0.81703,0.77700,0.79651,0.80150
1212_train,0.97214,0.97550,0.95001,0.96637,0.97000,0.98100,0.97550,0.98079,0.97000,0.97536,0.97550
,,,,,,,,,,,
1324_test,0.78467,0.80800,0.60824,0.75579,0.77400,0.84200,0.80800,0.83047,0.77400,0.80124,0.80800
1324_train,0.96123,0.96800,0.93471,0.95795,0.95700,0.97900,0.96800,0.97853,0.95700,0.96764,0.96800
,,,,,,,,,,,
1456_test,0.78441,0.78750,0.56642,0.72716,0.78300,0.79200,0.78750,0.79011,0.78300,0.78654,0.78750
1456_train,0.98804,0.98350,0.96633,0.97207,0.99100,0.97600,0.98350,0.97635,0.99100,0.98362,0.98350
,,,,,,,,,,,
1450_test,0.78419,0.80650,0.60518,0.75372,0.77400,0.83900,0.80650,0.82781,0.77400,0.80000,0.80650
1450_train,0.95219,0.95900,0.91634,0.94492,0.94800,0.97000,0.95900,0.96933,0.94800,0.95854,0.95900
,,,,,,,,,,,
124_test,0.78376,0.80950,0.61130,0.75831,0.77200,0.84700,0.80950,0.83459,0.77200,0.80208,0.80950
124_train,0.98264,0.97900,0.95715,0.96622,0.98500,0.97300,0.97900,0.97332,0.98500,0.97913,0.97900
,,,,,,,,,,,
908_test,0.78372,0.80500,0.60212,0.75167,0.77400,0.83600,0.80500,0.82516,0.77400,0.79876,0.80500
908_train,0.97612,0.98100,0.96123,0.97562,0.97300,0.98900,0.98100,0.98882,0.97300,0.98085,0.98100
,,,,,,,,,,,
1696_test,0.78306,0.80950,0.61130,0.75853,0.77100,0.84800,0.80950,0.83532,0.77100,0.80187,0.80950
1696_train,0.96597,0.96750,0.93369,0.95340,0.96500,0.97000,0.96750,0.96985,0.96500,0.96742,0.96750
,,,,,,,,,,,
654_test,0.78303,0.48050,-0.05999,0.49045,0.92100,0.04000,0.48050,0.48963,0.92100,0.63936,0.48050
654_train,0.79976,0.49100,-0.03856,0.49554,0.94500,0.03700,0.49100,0.49528,0.94500,0.64993,0.49100
,,,,,,,,,,,
190_test,0.78302,0.80500,0.60212,0.75189,0.77300,0.83700,0.80500,0.82585,0.77300,0.79855,0.80500
190_train,0.97776,0.98050,0.96021,0.97323,0.97600,0.98500,0.98050,0.98486,0.97600,0.98041,0.98050
,,,,,,,,,,,
362_test,0.78283,0.80000,0.59192,0.74474,0.77500,0.82500,0.80000,0.81579,0.77500,0.79487,0.80000
362_train,0.94304,0.95300,0.90410,0.93849,0.93700,0.96900,0.95300,0.96798,0.93700,0.95224,0.95300
,,,,,,,,,,,
1326_test,0.78280,0.80650,0.60518,0.75415,0.77200,0.84100,0.80650,0.82922,0.77200,0.79959,0.80650
1326_train,0.94233,0.94950,0.89696,0.93156,0.93800,0.96100,0.94950,0.96008,0.93800,0.94891,0.94950
,,,,,,,,,,,
888_test,0.78273,0.61100,0.20628,0.56371,0.86100,0.36100,0.61100,0.57400,0.86100,0.68880,0.61100
888_train,0.79411,0.60100,0.18588,0.55701,0.88400,0.31800,0.60100,0.56450,0.88400,0.68901,0.60100
,,,,,,,,,,,
592_test,0.78241,0.78550,0.56233,0.72500,0.78100,0.79000,0.78550,0.78809,0.78100,0.78453,0.78550
592_train,0.83449,0.82550,0.64395,0.76591,0.83900,0.81200,0.82550,0.81694,0.83900,0.82782,0.82550
,,,,,,,,,,,
1026_test,0.78208,0.81300,0.61845,0.76416,0.76800,0.85800,0.81300,0.84396,0.76800,0.80419,0.81300
1026_train,0.98320,0.98350,0.96633,0.97576,0.98300,0.98400,0.98350,0.98398,0.98300,0.98349,0.98350
,,,,,,,,,,,
1332_test,0.78160,0.80050,0.59294,0.74581,0.77300,0.82800,0.80050,0.81799,0.77300,0.79486,0.80050
1332_train,0.97256,0.97500,0.94899,0.96494,0.97100,0.97900,0.97500,0.97883,0.97100,0.97490,0.97500
,,,,,,,,,,,
136_test,0.78144,0.80000,0.59192,0.74514,0.77300,0.82700,0.80000,0.81712,0.77300,0.79445,0.80000
136_train,0.81695,0.83950,0.67252,0.79329,0.80600,0.87300,0.83950,0.86388,0.80600,0.83394,0.83950
,,,,,,,,,,,
606_test,0.78090,0.78950,0.57050,0.73071,0.77700,0.80200,0.78950,0.79692,0.77700,0.78684,0.78950
606_train,0.98298,0.98450,0.96837,0.97817,0.98200,0.98700,0.98450,0.98693,0.98200,0.98446,0.98450
,,,,,,,,,,,
554_test,0.78062,0.79300,0.57764,0.73555,0.77500,0.81100,0.79300,0.80394,0.77500,0.78921,0.79300
554_train,0.95334,0.96850,0.93573,0.96505,0.94400,0.99300,0.96850,0.99264,0.94400,0.96771,0.96850
,,,,,,,,,,,
536_test,0.78032,0.75900,0.50826,0.69266,0.79000,0.72800,0.75900,0.74388,0.79000,0.76625,0.75900
536_train,0.88282,0.85500,0.70414,0.79355,0.89800,0.81200,0.85500,0.82689,0.89800,0.86098,0.85500
,,,,,,,,,,,
1508_test,0.78024,0.79400,0.57968,0.73704,0.77400,0.81400,0.79400,0.80625,0.77400,0.78980,0.79400
1508_train,0.98245,0.97850,0.95613,0.96527,0.98500,0.97200,0.97850,0.97236,0.98500,0.97864,0.97850
,,,,,,,,,,,
1436_test,0.78017,0.71000,0.40828,0.64163,0.81200,0.60800,0.71000,0.67442,0.81200,0.73684,0.71000
1436_train,0.87161,0.80550,0.60314,0.73033,0.90700,0.70400,0.80550,0.75395,0.90700,0.82342,0.80550
,,,,,,,,,,,
1356_test,0.78012,0.78700,0.56539,0.72755,0.77700,0.79700,0.78700,0.79286,0.77700,0.78485,0.78700
1356_train,0.89982,0.89950,0.79494,0.85919,0.90000,0.89900,0.89950,0.89910,0.90000,0.89955,0.89950
,,,,,,,,,,,
1512_test,0.78004,0.81100,0.61436,0.76179,0.76600,0.85600,0.81100,0.84176,0.76600,0.80209,0.81100
1512_train,0.96389,0.96850,0.93573,0.95708,0.96100,0.97600,0.96850,0.97563,0.96100,0.96826,0.96850
,,,,,,,,,,,
840_test,0.78001,0.80650,0.60518,0.75503,0.76800,0.84500,0.80650,0.83207,0.76800,0.79875,0.80650
840_train,0.96459,0.97350,0.94593,0.96765,0.95900,0.98800,0.97350,0.98764,0.95900,0.97311,0.97350
,,,,,,,,,,,
876_test,0.77987,0.85900,0.71230,0.84688,0.74400,0.97400,0.85900,0.96623,0.74400,0.84068,0.85900
876_train,0.79621,0.86300,0.72047,0.84539,0.76500,0.96100,0.86300,0.95149,0.76500,0.84812,0.86300
,,,,,,,,,,,
468_test,0.77983,0.79050,0.57254,0.73234,0.77500,0.80600,0.79050,0.79979,0.77500,0.78720,0.79050
468_train,0.96955,0.97200,0.94287,0.96058,0.96800,0.97600,0.97200,0.97581,0.96800,0.97189,0.97200
,,,,,,,,,,,
346_test,0.77976,0.80350,0.59906,0.75069,0.76900,0.83800,0.80350,0.82599,0.76900,0.79648,0.80350
346_train,0.97228,0.97900,0.95715,0.97410,0.96800,0.99000,0.97900,0.98978,0.96800,0.97877,0.97900
,,,,,,,,,,,
1340_test,0.77948,0.79600,0.58376,0.74003,0.77200,0.82000,0.79600,0.81092,0.77200,0.79098,0.79600
1340_train,0.95267,0.96350,0.92553,0.95437,0.94600,0.98100,0.96350,0.98031,0.94600,0.96285,0.96350
,,,,,,,,,,,
1572_test,0.77938,0.80450,0.60110,0.75227,0.76800,0.84100,0.80450,0.82848,0.76800,0.79709,0.80450
1572_train,0.95559,0.96300,0.92451,0.95114,0.95100,0.97500,0.96300,0.97439,0.95100,0.96255,0.96300
,,,,,,,,,,,
1750_test,0.77923,0.79300,0.57764,0.73593,0.77300,0.81300,0.79300,0.80521,0.77300,0.78878,0.79300
1750_train,0.97397,0.97550,0.95001,0.96499,0.97300,0.97800,0.97550,0.97789,0.97300,0.97544,0.97550
,,,,,,,,,,,
1024_test,0.77830,0.80550,0.60314,0.75409,0.76600,0.84500,0.80550,0.83170,0.76600,0.79750,0.80550
1024_train,0.95764,0.96350,0.92553,0.95074,0.95400,0.97300,0.96350,0.97248,0.95400,0.96315,0.96350
,,,,,,,,,,,
1786_test,0.77812,0.71200,0.41236,0.64370,0.80800,0.61600,0.71200,0.67785,0.80800,0.73723,0.71200
1786_train,0.85480,0.81400,0.62049,0.74472,0.87600,0.75200,0.81400,0.77936,0.87600,0.82486,0.81400
,,,,,,,,,,,
288_test,0.77791,0.71350,0.41543,0.64515,0.80700,0.62000,0.71350,0.67987,0.80700,0.73800,0.71350
288_train,0.86493,0.78350,0.55825,0.70610,0.90800,0.65900,0.78350,0.72698,0.90800,0.80747,0.78350
,,,,,,,,,,,
660_test,0.77773,0.84800,0.68986,0.82614,0.74600,0.95000,0.84800,0.93719,0.74600,0.83073,0.84800
660_train,0.79996,0.86150,0.71740,0.84031,0.77100,0.95200,0.86150,0.94139,0.77100,0.84772,0.86150
,,,,,,,,,,,
1210_test,0.77742,0.80050,0.59294,0.74703,0.76700,0.83400,0.80050,0.82208,0.76700,0.79359,0.80050
1210_train,0.94730,0.95600,0.91022,0.94193,0.94200,0.97000,0.95600,0.96914,0.94200,0.95538,0.95600
,,,,,,,,,,,
1416_test,0.77668,0.79150,0.57458,0.73454,0.77000,0.81300,0.79150,0.80460,0.77000,0.78692,0.79150
1416_train,0.83656,0.86750,0.72965,0.83265,0.82100,0.91400,0.86750,0.90518,0.82100,0.86104,0.86750
,,,,,,,,,,,
938_test,0.77667,0.84250,0.67864,0.81625,0.74700,0.93800,0.84250,0.92336,0.74700,0.82587,0.84250
938_train,0.81605,0.87600,0.74699,0.85999,0.78700,0.96500,0.87600,0.95742,0.78700,0.86389,0.87600
,,,,,,,,,,,
1364_test,0.77665,0.80250,0.59702,0.75018,0.76500,0.84000,0.80250,0.82703,0.76500,0.79481,0.80250
1364_train,0.95918,0.96750,0.93369,0.95837,0.95400,0.98100,0.96750,0.98047,0.95400,0.96706,0.96750
,,,,,,,,,,,
1746_test,0.77618,0.80100,0.59396,0.74813,0.76500,0.83700,0.80100,0.82435,0.76500,0.79357,0.80100
1746_train,0.97817,0.98000,0.95919,0.97179,0.97700,0.98300,0.98000,0.98290,0.97700,0.97994,0.98000
,,,,,,,,,,,
1112_test,0.77614,0.77200,0.53479,0.70911,0.77800,0.76600,0.77200,0.76877,0.77800,0.77336,0.77200
1112_train,0.95922,0.96600,0.93063,0.95504,0.95500,0.97700,0.96600,0.97648,0.95500,0.96562,0.96600
,,,,,,,,,,,
794_test,0.77612,0.78750,0.56642,0.72923,0.77100,0.80400,0.78750,0.79731,0.77100,0.78393,0.78750
794_train,0.98298,0.98450,0.96837,0.97817,0.98200,0.98700,0.98450,0.98693,0.98200,0.98446,0.98450
,,,,,,,,,,,
244_test,0.77606,0.80950,0.61130,0.76083,0.76100,0.85800,0.80950,0.84275,0.76100,0.79979,0.80950
244_train,0.97395,0.97700,0.95307,0.96833,0.97200,0.98200,0.97700,0.98182,0.97200,0.97688,0.97700
,,,,,,,,,,,
1144_test,0.77600,0.81600,0.62457,0.77096,0.75800,0.87400,0.81600,0.85747,0.75800,0.80467,0.81600
1144_train,0.95980,0.96750,0.93369,0.95791,0.95500,0.98000,0.96750,0.97949,0.95500,0.96709,0.96750
,,,,,,,,,,,
226_test,0.77600,0.79600,0.58376,0.74101,0.76700,0.82500,0.79600,0.81423,0.76700,0.78991,0.79600
226_train,0.96340,0.97200,0.94287,0.96520,0.95800,0.98600,0.97200,0.98560,0.95800,0.97160,0.97200
,,,,,,,,,,,
1120_test,0.77567,0.81050,0.61334,0.76249,0.76000,0.86100,0.81050,0.84538,0.76000,0.80042,0.81050
1120_train,0.95531,0.96550,0.92961,0.95684,0.94900,0.98200,0.96550,0.98139,0.94900,0.96492,0.96550
,,,,,,,,,,,
1084_test,0.77565,0.82600,0.64497,0.78744,0.75300,0.89900,0.82600,0.88173,0.75300,0.81230,0.82600
1084_train,0.95597,0.96400,0.92655,0.95304,0.95100,0.97700,0.96400,0.97639,0.95100,0.96353,0.96400
,,,,,,,,,,,
1634_test,0.77565,0.78600,0.56335,0.72733,0.77100,0.80100,0.78600,0.79485,0.77100,0.78274,0.78600
1634_train,0.76111,0.78650,0.56437,0.73180,0.75000,0.82300,0.78650,0.80906,0.75000,0.77841,0.78650
,,,,,,,,,,,
1032_test,0.77558,0.80800,0.60824,0.75871,0.76100,0.85500,0.80800,0.83996,0.76100,0.79853,0.80800
1032_train,0.97580,0.97550,0.95001,0.96362,0.97600,0.97500,0.97550,0.97502,0.97600,0.97551,0.97550
,,,,,,,,,,,
58_test,0.77558,0.51450,0.00939,0.50737,0.89300,0.13600,0.51450,0.50825,0.89300,0.64781,0.51450
58_train,0.73869,0.46850,-0.08447,0.48481,0.85200,0.08500,0.46850,0.48217,0.85200,0.61583,0.46850
,,,,,,,,,,,
1690_test,0.77551,0.79000,0.57152,0.73279,0.76900,0.81100,0.79000,0.80271,0.76900,0.78550,0.79000
1690_train,0.97061,0.97000,0.93879,0.95546,0.97100,0.96900,0.97000,0.96906,0.97100,0.97003,0.97000
,,,,,,,,,,,
1774_test,0.77548,0.84550,0.68476,0.82252,0.74400,0.94700,0.84550,0.93350,0.74400,0.82805,0.84550
1774_train,0.76827,0.84100,0.67558,0.81769,0.73600,0.94600,0.84100,0.93165,0.73600,0.82235,0.84100
,,,,,,,,,,,
1568_test,0.77537,0.79400,0.57968,0.73837,0.76700,0.82100,0.79400,0.81078,0.76700,0.78828,0.79400
1568_train,0.96713,0.97050,0.93981,0.95908,0.96500,0.97600,0.97050,0.97573,0.96500,0.97034,0.97050
,,,,,,,,,,,
1240_test,0.77533,0.78050,0.55213,0.72013,0.77300,0.78800,0.78050,0.78477,0.77300,0.77884,0.78050
1240_train,0.97183,0.97000,0.93879,0.95458,0.97300,0.96700,0.97000,0.96720,0.97300,0.97009,0.97000
,,,,,,,,,,,
848_test,0.77523,0.79800,0.58784,0.74408,0.76500,0.83100,0.79800,0.81906,0.76500,0.79111,0.79800
848_train,0.98238,0.98450,0.96837,0.97865,0.98100,0.98800,0.98450,0.98792,0.98100,0.98445,0.98450
,,,,,,,,,,,
1296_test,0.77511,0.69300,0.37360,0.62659,0.81200,0.57400,0.69300,0.65590,0.81200,0.72565,0.69300
1296_train,0.86014,0.79750,0.58682,0.72306,0.89300,0.70200,0.79750,0.74979,0.89300,0.81515,0.79750
,,,,,,,,,,,
1728_test,0.77482,0.79000,0.57152,0.73297,0.76800,0.81200,0.79000,0.80335,0.76800,0.78528,0.79000
1728_train,0.96729,0.97250,0.94389,0.96337,0.96400,0.98100,0.97250,0.98067,0.96400,0.97226,0.97250
,,,,,,,,,,,
1716_test,0.77473,0.78750,0.56642,0.72958,0.76900,0.80600,0.78750,0.79855,0.76900,0.78349,0.78750
1716_train,0.97203,0.97050,0.93981,0.95552,0.97300,0.96800,0.97050,0.96816,0.97300,0.97057,0.97050
,,,,,,,,,,,
816_test,0.77462,0.77600,0.54295,0.71448,0.77400,0.77800,0.77600,0.77711,0.77400,0.77555,0.77600
816_train,0.97178,0.97300,0.94491,0.96113,0.97100,0.97500,0.97300,0.97490,0.97100,0.97295,0.97300
,,,,,,,,,,,
594_test,0.77429,0.74150,0.47256,0.67401,0.78900,0.69400,0.74150,0.72055,0.78900,0.75322,0.74150
594_train,0.91237,0.87300,0.74087,0.81028,0.93500,0.81100,0.87300,0.83185,0.93500,0.88041,0.87300
,,,,,,,,,,,
248_test,0.77429,0.79500,0.58172,0.74008,0.76500,0.82500,0.79500,0.81383,0.76500,0.78866,0.79500
248_train,0.98279,0.98400,0.96735,0.97720,0.98200,0.98600,0.98400,0.98594,0.98200,0.98397,0.98400
,,,,,,,,,,,
950_test,0.77396,0.73150,0.45215,0.66347,0.79300,0.67000,0.73150,0.70614,0.79300,0.74706,0.73150
950_train,0.75906,0.72250,0.43379,0.65605,0.77500,0.67000,0.72250,0.70136,0.77500,0.73634,0.72250
,,,,,,,,,,,
1350_test,0.77379,0.75100,0.49194,0.68460,0.78400,0.71800,0.75100,0.73546,0.78400,0.75895,0.75100
1350_train,0.84845,0.84350,0.68068,0.78800,0.85100,0.83600,0.84350,0.83842,0.85100,0.84467,0.84350
,,,,,,,,,,,
1254_test,0.77365,0.69700,0.38176,0.63026,0.80800,0.58600,0.69700,0.66121,0.80800,0.72727,0.69700
1254_train,0.83621,0.76500,0.52051,0.69035,0.87200,0.65800,0.76500,0.71829,0.87200,0.78771,0.76500
,,,,,,,,,,,
220_test,0.77354,0.80600,0.60416,0.75635,0.75900,0.85300,0.80600,0.83775,0.75900,0.79643,0.80600
220_train,0.97058,0.97150,0.94185,0.95873,0.97000,0.97300,0.97150,0.97292,0.97000,0.97146,0.97150
,,,,,,,,,,,
980_test,0.77350,0.75900,0.50826,0.69388,0.78000,0.73800,0.75900,0.74856,0.78000,0.76396,0.75900
980_train,0.95923,0.95800,0.91430,0.93793,0.96000,0.95600,0.95800,0.95618,0.96000,0.95808,0.95800
,,,,,,,,,,,
130_test,0.77345,0.79900,0.58988,0.74605,0.76200,0.83600,0.79900,0.82289,0.76200,0.79128,0.79900
130_train,0.98357,0.98600,0.97143,0.98110,0.98200,0.99000,0.98600,0.98992,0.98200,0.98594,0.98600
,,,,,,,,,,,
862_test,0.77338,0.73850,0.46644,0.67091,0.78900,0.68800,0.73850,0.71662,0.78900,0.75107,0.73850
862_train,0.94965,0.92950,0.85615,0.88796,0.96200,0.89700,0.92950,0.90329,0.96200,0.93172,0.92950
,,,,,,,,,,,
828_test,0.77337,0.80100,0.59396,0.74898,0.76100,0.84100,0.80100,0.82717,0.76100,0.79271,0.80100
828_train,0.97802,0.97650,0.95205,0.96417,0.97900,0.97400,0.97650,0.97413,0.97900,0.97656,0.97650
,,,,,,,,,,,
1552_test,0.77336,0.63350,0.25219,0.57943,0.83600,0.43100,0.63350,0.59502,0.83600,0.69522,0.63350
1552_train,0.85148,0.74400,0.47766,0.66690,0.90700,0.58100,0.74400,0.68401,0.90700,0.77988,0.74400
