model,f2,gmean,bss,pr_auc,sensitivity,specificity,ppv,accuracy,precision,recall,f1,auc
model_341,0.79539,0.78550,0.56233,0.72196,0.80000,0.77100,0.8747437397638956,0.78550,0.77745,0.80000,0.78857,0.78550
model_1391,0.79522,0.81500,0.62253,0.76283,0.78600,0.84400,0.9735035373272496,0.81500,0.83439,0.78600,0.80947,0.81500
model_1385,0.79522,0.81500,0.62253,0.76283,0.78600,0.84400,0.9704344951848027,0.81500,0.83439,0.78600,0.80947,0.81500
model_773,0.79515,0.84050,0.67456,0.80398,0.77400,0.90700,0.8948454756206936,0.84050,0.89273,0.77400,0.82914,0.84050
model_1461,0.79511,0.81250,0.61743,0.75915,0.78700,0.83800,0.8689339513865122,0.81250,0.82929,0.78700,0.80759,0.81250
model_367,0.79492,0.82050,0.63375,0.77130,0.78300,0.85800,0.9677727989231547,0.82050,0.84649,0.78300,0.81351,0.82050
model_1321,0.79486,0.81600,0.62457,0.76446,0.78500,0.84700,0.970490439034797,0.81600,0.83689,0.78500,0.81011,0.81600
model_547,0.79455,0.82150,0.63579,0.77298,0.78200,0.86100,0.9691498643647398,0.82150,0.84908,0.78200,0.81416,0.82150
model_1261,0.79442,0.81250,0.61743,0.75937,0.78600,0.83900,0.9689412969302617,0.81250,0.82999,0.78600,0.80740,0.81250
model_499,0.79434,0.82300,0.63885,0.77540,0.78100,0.86500,0.874837179739888,0.82300,0.85262,0.78100,0.81524,0.82300
model_1111,0.79428,0.78200,0.55519,0.71776,0.80000,0.76400,nan,0.78200,0.77220,0.80000,0.78585,0.78200
model_1337,0.79423,0.82050,0.63375,0.77154,0.78200,0.85900,0.8719510225386455,0.82050,0.84724,0.78200,0.81331,0.82050
model_1389,0.79421,0.81400,0.62049,0.76167,0.78500,0.84300,0.9702051509481755,0.81400,0.83333,0.78500,0.80844,0.81400
model_147,0.79420,0.82900,0.65109,0.78504,0.77800,0.88000,0.8040321469306946,0.82900,0.86637,0.77800,0.81981,0.82900
model_1275,0.79387,0.68400,0.35523,0.61761,0.84500,0.52300,0.8676270282629764,0.68400,0.63918,0.84500,0.72782,0.68400
model_201,0.79386,0.82150,0.63579,0.77322,0.78100,0.86200,0.8155361609799522,0.82150,0.84984,0.78100,0.81397,0.82150
model_525,0.79362,0.78850,0.56846,0.72625,0.79600,0.78100,0.9054932840716787,0.78850,0.78424,0.79600,0.79007,0.78850
model_1691,0.79360,0.80350,0.59906,0.74661,0.78900,0.81800,0.9729490628192475,0.80350,0.81256,0.78900,0.80061,0.80350
model_1383,0.79352,0.81400,0.62049,0.76189,0.78400,0.84400,0.9737883463904664,0.81400,0.83404,0.78400,0.80825,0.81400
model_1453,0.79335,0.80700,0.60620,0.75168,0.78700,0.82700,0.9112481390943332,0.80700,0.81979,0.78700,0.80306,0.80700
model_1273,0.79333,0.82200,0.63681,0.77419,0.78000,0.86400,0.8772223785793375,0.82200,0.85153,0.78000,0.81420,0.82200
model_319,0.79307,0.82550,0.64395,0.77982,0.77800,0.87300,0.8718788662788328,0.82550,0.85967,0.77800,0.81680,0.82550
model_1799,0.79297,0.54750,0.07672,0.52506,0.90700,0.18800,0.8403666182262142,0.54750,0.52763,0.90700,0.66716,0.54750
model_1129,0.79283,0.81400,0.62049,0.76211,0.78300,0.84500,nan,0.81400,0.83475,0.78300,0.80805,0.81400
model_1265,0.79278,0.81600,0.62457,0.76514,0.78200,0.85000,0.9723307117720046,0.81600,0.83906,0.78200,0.80952,0.81600
model_1441,0.79262,0.81550,0.62355,0.76444,0.78200,0.84900,0.9698556420367588,0.81550,0.83816,0.78200,0.80911,0.81550
model_573,0.79201,0.66050,0.30728,0.59885,0.85300,0.46800,nan,0.66050,0.61588,0.85300,0.71530,0.66050
model_559,0.79201,0.79850,0.58886,0.74008,0.78900,0.80800,0.8896375658475596,0.79850,0.80428,0.78900,0.79657,0.79850
model_1203,0.79193,0.81550,0.62355,0.76467,0.78100,0.85000,0.9719412688053015,0.81550,0.83888,0.78100,0.80891,0.81550
model_1393,0.79153,0.79050,0.57254,0.72939,0.79200,0.78900,0.8789768600698762,0.79050,0.78963,0.79200,0.79081,0.79050
model_1221,0.79123,0.80900,0.61028,0.75522,0.78300,0.83500,0.8892155968304127,0.80900,0.82595,0.78300,0.80390,0.80900
model_949,0.79118,0.54750,0.07672,0.52507,0.90400,0.19100,nan,0.54750,0.52773,0.90400,0.66642,0.54750
model_1719,0.79117,0.80450,0.60110,0.74873,0.78500,0.82400,nan,0.80450,0.81686,0.78500,0.80061,0.80450
model_163,0.79078,0.77300,0.53683,0.70735,0.79900,0.74700,0.8470464954691485,0.77300,0.75951,0.79900,0.77875,0.77300
model_479,0.79061,0.52600,0.03285,0.51338,0.91300,0.13900,nan,0.52600,0.51466,0.91300,0.65826,0.52600
model_1679,0.79007,0.83350,0.66027,0.79415,0.77000,0.89700,nan,0.83350,0.88202,0.77000,0.82221,0.83350
model_1365,0.79006,0.80100,0.59396,0.74410,0.78500,0.81700,0.878145570001806,0.80100,0.81095,0.78500,0.79776,0.80100
model_107,0.78982,0.68550,0.35829,0.61912,0.83800,0.53300,0.8367010426880727,0.68550,0.64215,0.83800,0.72711,0.68550
model_561,0.78979,0.81750,0.62763,0.76844,0.77700,0.85800,0.8530485376598328,0.81750,0.84548,0.77700,0.80980,0.81750
model_505,0.78933,0.67950,0.34605,0.61414,0.84000,0.51900,nan,0.67950,0.63588,0.84000,0.72383,0.67950
model_731,0.78921,0.80050,0.59294,0.74363,0.78400,0.81700,0.9730521416721782,0.80050,0.81075,0.78400,0.79715,0.80050
model_915,0.78901,0.56350,0.10937,0.53418,0.89300,0.23400,0.8536964966988688,0.56350,0.53828,0.89300,0.67168,0.56350
model_971,0.78874,0.79250,0.57662,0.73276,0.78700,0.79800,0.9766240953972855,0.79250,0.79575,0.78700,0.79135,0.79250
model_177,0.78845,0.82850,0.65007,0.78646,0.77000,0.88700,0.817000123543468,0.82850,0.87203,0.77000,0.81784,0.82850
model_1375,0.78842,0.79800,0.58784,0.74036,0.78400,0.81200,nan,0.79800,0.80658,0.78400,0.79513,0.79800
model_1373,0.78815,0.65600,0.29810,0.59556,0.84900,0.46300,nan,0.65600,0.61255,0.84900,0.71165,0.65600
model_343,0.78762,0.79550,0.58274,0.73713,0.78400,0.80700,0.8437178404707658,0.79550,0.80246,0.78400,0.79312,0.79550
model_757,0.78722,0.82250,0.63783,0.77720,0.77100,0.87400,0.9155764459873591,0.82250,0.85953,0.77100,0.81286,0.82250
model_467,0.78667,0.79250,0.57662,0.73329,0.78400,0.80100,0.8547082073825727,0.79250,0.79756,0.78400,0.79072,0.79250
model_1575,0.78645,0.77000,0.53071,0.70456,0.79400,0.74600,0.814914112741297,0.77000,0.75763,0.79400,0.77539,0.77000
model_1285,0.78634,0.71300,0.41441,0.64387,0.82000,0.60600,nan,0.71300,0.67545,0.82000,0.74074,0.71300
model_937,0.78634,0.54300,0.06754,0.52258,0.89800,0.18800,0.8411509665575895,0.54300,0.52515,0.89800,0.66273,0.54300
model_1211,0.78628,0.80650,0.60518,0.75308,0.77700,0.83600,0.9729915840867002,0.80650,0.82572,0.77700,0.80062,0.80650
model_1499,0.78621,0.70600,0.40012,0.63739,0.82300,0.58900,nan,0.70600,0.66694,0.82300,0.73679,0.70600
model_97,0.78581,0.70250,0.39298,0.63424,0.82400,0.58100,0.8292671126127243,0.70250,0.66291,0.82400,0.73473,0.70250
model_1695,0.78567,0.79150,0.57458,0.73219,0.78300,0.80000,0.8114254518466837,0.79150,0.79654,0.78300,0.78971,0.79150
model_831,0.78559,0.71050,0.40930,0.64160,0.82000,0.60100,nan,0.71050,0.67268,0.82000,0.73907,0.71050
model_1003,0.78553,0.76050,0.51132,0.69349,0.79700,0.72400,0.8409622478283058,0.76050,0.74278,0.79700,0.76893,0.76050
model_1571,0.78536,0.79050,0.57254,0.73093,0.78300,0.79800,0.9728779664860582,0.79050,0.79492,0.78300,0.78892,0.79050
model_1387,0.78505,0.80700,0.60620,0.75419,0.77500,0.83900,0.9684764378333605,0.80700,0.82799,0.77500,0.80062,0.80700
model_1191,0.78504,0.78950,0.57050,0.72966,0.78300,0.79600,0.8073946038881937,0.78950,0.79331,0.78300,0.78812,0.78950
model_285,0.78497,0.81550,0.62355,0.76701,0.77100,0.86000,0.8793325171690509,0.81550,0.84632,0.77100,0.80691,0.81550
model_347,0.78426,0.76950,0.52969,0.70439,0.79100,0.74800,0.8611412081825599,0.76950,0.75839,0.79100,0.77435,0.76950
model_1653,0.78397,0.82550,0.64395,0.78328,0.76500,0.88600,0.8204346268288212,0.82550,0.87031,0.76500,0.81426,0.82550
model_1155,0.78346,0.65300,0.29198,0.59346,0.84300,0.46300,0.8300487067964342,0.65300,0.61087,0.84300,0.70840,0.65300
model_1201,0.78344,0.80850,0.60926,0.75692,0.77200,0.84500,0.9686729815485667,0.80850,0.83279,0.77200,0.80125,0.80850
model_1509,0.78306,0.78100,0.55315,0.71899,0.78400,0.77800,0.9623375656698036,0.78100,0.77932,0.78400,0.78166,0.78100
model_1443,0.78264,0.80600,0.60416,0.75347,0.77200,0.84000,0.9726875665509335,0.80600,0.82833,0.77200,0.79917,0.80600
model_635,0.78238,0.55050,0.08284,0.52677,0.88800,0.21300,0.8390975525817396,0.55050,0.53015,0.88800,0.66393,0.55050
model_735,0.78188,0.80800,0.60824,0.75667,0.77000,0.84600,0.8770633013049761,0.80800,0.83333,0.77000,0.80042,0.80800
model_383,0.78156,0.76300,0.51643,0.69713,0.79000,0.73600,0.8721851781666105,0.76300,0.74953,0.79000,0.76923,0.76300
model_1085,0.78147,0.80450,0.60110,0.75163,0.77100,0.83800,0.9663067826682039,0.80450,0.82637,0.77100,0.79772,0.80450
model_845,0.78128,0.78850,0.56846,0.72927,0.77800,0.79900,0.9704040497079651,0.78850,0.79469,0.77800,0.78626,0.78850
model_1079,0.78115,0.83650,0.66639,0.80321,0.75600,0.91700,0.8493489264047633,0.83650,0.90107,0.75600,0.82219,0.83650
model_1199,0.78086,0.82900,0.65109,0.79036,0.75900,0.89900,0.8207055807113648,0.82900,0.88256,0.75900,0.81613,0.82900
model_145,0.78067,0.56850,0.11957,0.53715,0.87700,0.26000,nan,0.56850,0.54236,0.87700,0.67023,0.56850
model_575,0.78057,0.68050,0.34809,0.61549,0.82600,0.53500,nan,0.68050,0.63981,0.82600,0.72108,0.68050
model_1715,0.78018,0.78500,0.56131,0.72488,0.77800,0.79200,nan,0.78500,0.78905,0.77800,0.78348,0.78500
model_1707,0.78008,0.80450,0.60110,0.75206,0.76900,0.84000,nan,0.80450,0.82777,0.76900,0.79730,0.80450
model_1697,0.78000,0.78000,0.55111,0.71840,0.78000,0.78000,0.8144563195797113,0.78000,0.78000,0.78000,0.78000,0.78000
model_519,0.77980,0.83450,0.66231,0.80029,0.75500,0.91400,0.8381570948045806,0.83450,0.89774,0.75500,0.82021,0.83450
model_1423,0.77966,0.77450,0.53989,0.71149,0.78200,0.76700,0.8817439197201716,0.77450,0.77044,0.78200,0.77618,0.77450
model_399,0.77919,0.79950,0.59090,0.74507,0.77000,0.82900,0.8576137139194313,0.79950,0.81828,0.77000,0.79341,0.79950
model_1045,0.77918,0.81050,0.61334,0.76131,0.76500,0.85600,0.8467743893237081,0.81050,0.84158,0.76500,0.80147,0.81050
model_173,0.77894,0.68600,0.35931,0.62024,0.82100,0.55100,nan,0.68600,0.64646,0.82100,0.72335,0.68600
model_1049,0.77854,0.79300,0.57764,0.73611,0.77200,0.81400,nan,0.79300,0.80585,0.77200,0.78856,0.79300
model_585,0.77849,0.78400,0.55927,0.72397,0.77600,0.79200,0.8733977044438138,0.78400,0.78862,0.77600,0.78226,0.78400
model_223,0.77832,0.79450,0.58070,0.73826,0.77100,0.81800,0.8218152505764063,0.79450,0.80902,0.77100,0.78955,0.79450
model_1309,0.77828,0.67050,0.32769,0.60739,0.82700,0.51400,nan,0.67050,0.62986,0.82700,0.71509,0.67050
model_889,0.77748,0.84500,0.68374,0.82054,0.74700,0.94300,0.8294113064879802,0.84500,0.92910,0.74700,0.82816,0.84500
model_1567,0.77735,0.78700,0.56539,0.72824,0.77300,0.80100,0.9713358640091387,0.78700,0.79527,0.77300,0.78398,0.78700
model_325,0.77675,0.70300,0.39400,0.63544,0.81000,0.59600,nan,0.70300,0.66722,0.81000,0.73171,0.70300
model_829,0.77664,0.78250,0.55621,0.72244,0.77400,0.79100,nan,0.78250,0.78739,0.77400,0.78064,0.78250
model_1161,0.77652,0.79100,0.57356,0.73389,0.77000,0.81200,0.8600910944243272,0.79100,0.80376,0.77000,0.78652,0.79100
model_1463,0.77637,0.81050,0.61334,0.76225,0.76100,0.86000,0.8886272894521045,0.81050,0.84462,0.76100,0.80063,0.81050
model_1187,0.77609,0.70300,0.39400,0.63550,0.80900,0.59700,0.8640540275308821,0.70300,0.66749,0.80900,0.73146,0.70300
model_1781,0.77576,0.52850,0.03795,0.51472,0.88700,0.17000,0.8422284978854505,0.52850,0.51660,0.88700,0.65293,0.52850
model_1297,0.77565,0.82600,0.64497,0.78744,0.75300,0.89900,0.8693627250490722,0.82600,0.88173,0.75300,0.81230,0.82600
model_159,0.77529,0.74700,0.48378,0.67989,0.78800,0.70600,0.8441741323719422,0.74700,0.72828,0.78800,0.75696,0.74700
model_455,0.77523,0.62000,0.22465,0.56993,0.84500,0.39500,nan,0.62000,0.58276,0.84500,0.68980,0.62000
model_1179,0.77523,0.70900,0.40624,0.64115,0.80500,0.61300,0.8555507332086563,0.70900,0.67534,0.80500,0.73449,0.70900
model_759,0.77522,0.77350,0.53785,0.71118,0.77600,0.77100,0.8307759942578488,0.77350,0.77214,0.77600,0.77406,0.77350
model_1277,0.77522,0.79350,0.57866,0.73771,0.76700,0.82000,0.8746531384381634,0.79350,0.80993,0.76700,0.78788,0.79350
model_909,0.77466,0.78950,0.57050,0.73233,0.76800,0.81100,0.9794688768702478,0.78950,0.80251,0.76800,0.78487,0.78950
model_253,0.77465,0.73600,0.46133,0.66809,0.79200,0.68000,0.8356911399147727,0.73600,0.71223,0.79200,0.75000,0.73600
model_1115,0.77455,0.75350,0.49704,0.68732,0.78400,0.72300,nan,0.75350,0.73893,0.78400,0.76080,0.75350
model_815,0.77451,0.76450,0.51949,0.70024,0.77900,0.75000,nan,0.76450,0.75705,0.77900,0.76787,0.76450
model_155,0.77410,0.78100,0.55315,0.72107,0.77100,0.79100,nan,0.78100,0.78673,0.77100,0.77879,0.78100
model_1561,0.77365,0.78850,0.56846,0.73122,0.76700,0.81000,0.9725447986902815,0.78850,0.80146,0.76700,0.78385,0.78850
model_669,0.77363,0.77950,0.55009,0.71922,0.77100,0.78800,0.9715065147195544,0.77950,0.78433,0.77100,0.77761,0.77950
model_1299,0.77355,0.77700,0.54499,0.71600,0.77200,0.78200,0.8678574712126406,0.77700,0.77980,0.77200,0.77588,0.77700
model_1511,0.77332,0.77850,0.54805,0.71799,0.77100,0.78600,0.9726560578276556,0.77850,0.78274,0.77100,0.77683,0.77850
model_1145,0.77321,0.79600,0.58376,0.74181,0.76300,0.82900,0.9786154015800959,0.79600,0.81692,0.76300,0.78904,0.79600
model_251,0.77318,0.78250,0.55621,0.72327,0.76900,0.79600,0.9789479161169254,0.78250,0.79034,0.76900,0.77952,0.78250
model_827,0.77305,0.79550,0.58274,0.74114,0.76300,0.82800,0.8170575068547176,0.79550,0.81604,0.76300,0.78863,0.79550
model_1103,0.77266,0.79650,0.58478,0.74268,0.76200,0.83100,0.8169284378781038,0.79650,0.81847,0.76200,0.78923,0.79650
model_205,0.77243,0.75550,0.50112,0.68998,0.78000,0.73100,nan,0.75550,0.74357,0.78000,0.76135,0.75550
model_1731,0.77218,0.78600,0.56335,0.72820,0.76600,0.80600,nan,0.78600,0.79792,0.76600,0.78163,0.78600
model_11,0.77194,0.78300,0.55723,0.72424,0.76700,0.79900,0.9758644849419308,0.78300,0.79236,0.76700,0.77947,0.78300
model_819,0.77149,0.79500,0.58172,0.74087,0.76100,0.82900,0.8126609607746726,0.79500,0.81652,0.76100,0.78778,0.79500
model_239,0.77136,0.74750,0.48480,0.68105,0.78200,0.71300,nan,0.74750,0.73152,0.78200,0.75592,0.74750
model_817,0.77108,0.77800,0.54703,0.71786,0.76800,0.78800,0.8208088255845584,0.77800,0.78367,0.76800,0.77576,0.77800
model_179,0.77074,0.47400,-0.07325,0.48736,0.90300,0.04500,nan,0.47400,0.48601,0.90300,0.63191,0.47400
model_1363,0.77038,0.76900,0.52867,0.70657,0.77100,0.76700,0.8705852876608621,0.76900,0.76793,0.77100,0.76946,0.76900
model_219,0.77033,0.79800,0.58784,0.74553,0.75800,0.83800,0.8131636070168536,0.79800,0.82391,0.75800,0.78958,0.79800
model_1149,0.77024,0.79100,0.57356,0.73559,0.76100,0.82100,0.9786336320292375,0.79100,0.80957,0.76100,0.78454,0.79100
model_221,0.77024,0.79100,0.57356,0.73559,0.76100,0.82100,0.8223059333373453,0.79100,0.80957,0.76100,0.78454,0.79100
model_1505,0.77024,0.78200,0.55519,0.72332,0.76500,0.79900,0.9690699456064387,0.78200,0.79193,0.76500,0.77823,0.78200
model_1091,0.77010,0.80850,0.60926,0.76131,0.75300,0.86400,0.972202005982399,0.80850,0.84702,0.75300,0.79725,0.80850
model_1631,0.77009,0.79500,0.58172,0.74128,0.75900,0.83100,0.9788125868085065,0.79500,0.81789,0.75900,0.78734,0.79500
model_1097,0.76986,0.79650,0.58478,0.74350,0.75800,0.83500,0.817195136570236,0.79650,0.82124,0.75800,0.78835,0.79650
model_71,0.76954,0.78200,0.55519,0.72349,0.76400,0.80000,0.9739109426736832,0.78200,0.79253,0.76400,0.77800,0.78200
model_1657,0.76946,0.78850,0.56846,0.73233,0.76100,0.81600,0.8514345332488908,0.78850,0.80529,0.76100,0.78252,0.78850
model_849,0.76939,0.77700,0.54499,0.71696,0.76600,0.78800,0.9668780956882371,0.77700,0.78323,0.76600,0.77452,0.77700
model_1717,0.76923,0.78100,0.55315,0.72224,0.76400,0.79800,0.8080928461118178,0.78100,0.79089,0.76400,0.77721,0.78100
model_237,0.76892,0.76200,0.51438,0.69830,0.77200,0.75200,nan,0.76200,0.75686,0.77200,0.76436,0.76200
model_1011,0.76890,0.46700,-0.08753,0.48408,0.90300,0.03100,nan,0.46700,0.48237,0.90300,0.62883,0.46700
model_1699,0.76877,0.77500,0.54091,0.71451,0.76600,0.78400,0.8056875765323639,0.77500,0.78004,0.76600,0.77296,0.77500
model_1197,0.76868,0.81750,0.62763,0.77610,0.74700,0.88800,0.8460327400798686,0.81750,0.86962,0.74700,0.80366,0.81750
model_171,0.76868,0.81300,0.61845,0.76885,0.74900,0.87700,nan,0.81300,0.85894,0.74900,0.80021,0.81300
model_1089,0.76868,0.79500,0.58172,0.74168,0.75700,0.83300,0.9639187952132909,0.79500,0.81926,0.75700,0.78690,0.79500
model_1563,0.76861,0.78350,0.55825,0.72573,0.76200,0.80500,0.9789237528680319,0.78350,0.79624,0.76200,0.77874,0.78350
model_1023,0.76845,0.79200,0.57560,0.73748,0.75800,0.82600,0.9802128861297914,0.79200,0.81330,0.75800,0.78468,0.79200
model_1151,0.76814,0.78650,0.56437,0.72993,0.76000,0.81300,0.9788535170438813,0.78650,0.80253,0.76000,0.78069,0.78650
model_931,0.76814,0.78650,0.56437,0.72993,0.76000,0.81300,0.8322187536641171,0.78650,0.80253,0.76000,0.78069,0.78650
model_225,0.76806,0.79750,0.58682,0.74548,0.75500,0.84000,0.8172403758222406,0.79750,0.82514,0.75500,0.78851,0.79750
model_241,0.76729,0.78600,0.56335,0.72947,0.75900,0.81300,0.9772144980337448,0.78600,0.80233,0.75900,0.78006,0.78600
model_133,0.76712,0.72900,0.44705,0.66174,0.78400,0.67400,0.8240876562065549,0.72900,0.70631,0.78400,0.74313,0.72900
model_213,0.76698,0.78500,0.56131,0.72818,0.75900,0.81100,nan,0.78500,0.80063,0.75900,0.77926,0.78500
model_1503,0.76692,0.76900,0.52867,0.70730,0.76600,0.77200,0.9732190811519714,0.76900,0.77062,0.76600,0.76830,0.76900
model_191,0.76686,0.80950,0.61130,0.76397,0.74800,0.87100,0.9704851146806707,0.80950,0.85291,0.74800,0.79702,0.80950
model_199,0.76681,0.79350,0.57866,0.74008,0.75500,0.83200,0.815254990871136,0.79350,0.81798,0.75500,0.78523,0.79350
model_5,0.76667,0.77950,0.55009,0.72087,0.76100,0.79800,0.9771233182555871,0.77950,0.79024,0.76100,0.77534,0.77950
model_885,0.76639,0.76500,0.52051,0.70245,0.76700,0.76300,0.8764593165461757,0.76500,0.76394,0.76700,0.76547,0.76500
model_843,0.76636,0.78300,0.55723,0.72563,0.75900,0.80700,0.9741187754074231,0.78300,0.79727,0.75900,0.77766,0.78300
model_1043,0.76623,0.76900,0.52867,0.70744,0.76500,0.77300,0.8370806137462715,0.76900,0.77117,0.76500,0.76807,0.76900
model_249,0.76612,0.78450,0.56029,0.72772,0.75800,0.81100,0.9780206377497437,0.78450,0.80042,0.75800,0.77863,0.78450
model_609,0.76607,0.76850,0.52765,0.70685,0.76500,0.77200,0.9649362797612575,0.76850,0.77039,0.76500,0.76769,0.76850
model_1565,0.76575,0.77650,0.54397,0.71715,0.76100,0.79200,0.9701854294023038,0.77650,0.78535,0.76100,0.77298,0.77650
model_227,0.76556,0.79400,0.57968,0.74116,0.75300,0.83500,0.8184115077768054,0.79400,0.82026,0.75300,0.78519,0.79400
model_721,0.76518,0.78600,0.56335,0.73002,0.75600,0.81600,0.9757912605259549,0.78600,0.80426,0.75600,0.77938,0.78600
model_723,0.76518,0.78600,0.56335,0.73002,0.75600,0.81600,0.9729084617630931,0.78600,0.80426,0.75600,0.77938,0.78600
model_1703,0.76511,0.78350,0.55825,0.72662,0.75700,0.81000,0.8118510057654562,0.78350,0.79937,0.75700,0.77761,0.78350
model_25,0.76495,0.47450,-0.07223,0.48760,0.89300,0.05600,nan,0.47450,0.48612,0.89300,0.62954,0.47450
model_1739,0.76492,0.76700,0.52459,0.70522,0.76400,0.77000,nan,0.76700,0.76861,0.76400,0.76630,0.76700
model_1693,0.76468,0.76850,0.52765,0.70714,0.76300,0.77400,0.8158440589904785,0.76850,0.77149,0.76300,0.76722,0.76850
model_217,0.76417,0.78500,0.56131,0.72891,0.75500,0.81500,0.8163281522299114,0.78500,0.80319,0.75500,0.77835,0.78500
model_1683,0.76403,0.78000,0.55111,0.72218,0.75700,0.80300,0.9740860745744798,0.78000,0.79350,0.75700,0.77482,0.78000
model_1083,0.76379,0.80650,0.60518,0.76037,0.74500,0.86800,0.9723704755306244,0.80650,0.84949,0.74500,0.79382,0.80650
model_187,0.76376,0.79050,0.57254,0.73668,0.75200,0.82900,0.9674576630736842,0.79050,0.81473,0.75200,0.78211,0.79050
model_1233,0.76360,0.64900,0.28382,0.59119,0.81400,0.48400,nan,0.64900,0.61203,0.81400,0.69871,0.64900
model_673,0.76357,0.75350,0.49704,0.68920,0.76800,0.73900,nan,0.75350,0.74636,0.76800,0.75702,0.75350
model_1223,0.76348,0.80550,0.60314,0.75893,0.74500,0.86600,0.9066872647739349,0.80550,0.84755,0.74500,0.79297,0.80550
model_1257,0.76320,0.63850,0.26240,0.58336,0.81800,0.45900,nan,0.63850,0.60191,0.81800,0.69351,0.63850
model_193,0.76313,0.79300,0.57764,0.74043,0.75000,0.83600,0.8166008755780648,0.79300,0.82057,0.75000,0.78370,0.79300
model_841,0.76312,0.77250,0.53581,0.71257,0.75900,0.78600,0.9654919305943555,0.77250,0.78006,0.75900,0.76939,0.77250
model_131,0.76292,0.78550,0.56233,0.72993,0.75300,0.81800,0.98030107689671,0.78550,0.80535,0.75300,0.77829,0.78550
model_247,0.76292,0.78550,0.56233,0.72993,0.75300,0.81800,0.9807880708575248,0.78550,0.80535,0.75300,0.77829,0.78550
model_603,0.76271,0.77800,0.54703,0.71984,0.75600,0.80000,0.9727668887929662,0.77800,0.79079,0.75600,0.77301,0.77800
model_833,0.76260,0.68650,0.36033,0.62178,0.79600,0.57700,nan,0.68650,0.65299,0.79600,0.71744,0.68650
model_1721,0.76242,0.79300,0.57764,0.74063,0.74900,0.83700,0.8180133104324341,0.79300,0.82127,0.74900,0.78347,0.79300
model_787,0.76221,0.78550,0.56233,0.73011,0.75200,0.81900,0.9702065735698032,0.78550,0.80600,0.75200,0.77807,0.78550
model_1125,0.76208,0.78050,0.55213,0.72333,0.75400,0.80700,0.8162887458559833,0.78050,0.79620,0.75400,0.77452,0.78050
model_1177,0.76188,0.77300,0.53683,0.71349,0.75700,0.78900,0.8355174556611076,0.77300,0.78202,0.75700,0.76931,0.77300
model_9,0.76186,0.77750,0.54601,0.71938,0.75500,0.80000,0.9768042890953296,0.77750,0.79058,0.75500,0.77238,0.77750
model_345,0.76185,0.79800,0.58784,0.74811,0.74600,0.85000,0.8501372365390554,0.79800,0.83259,0.74600,0.78692,0.79800
model_257,0.76179,0.81150,0.61538,0.76897,0.74000,0.88300,0.8235371930083049,0.81150,0.86348,0.74000,0.79698,0.81150
model_1093,0.76162,0.79500,0.58172,0.74377,0.74700,0.84300,0.8101704778342411,0.79500,0.82633,0.74700,0.78466,0.79500
model_1569,0.76142,0.77150,0.53377,0.71166,0.75700,0.78600,0.9697977276599129,0.77150,0.77961,0.75700,0.76814,0.77150
model_451,0.76115,0.59700,0.17772,0.55489,0.83300,0.36100,nan,0.59700,0.56590,0.83300,0.67395,0.59700
model_873,0.76111,0.80250,0.59702,0.75512,0.74300,0.86200,nan,0.80250,0.84336,0.74300,0.79001,0.80250
model_1101,0.76089,0.78350,0.55825,0.72771,0.75100,0.81600,0.832929399880496,0.78350,0.80321,0.75100,0.77623,0.78350
model_795,0.76080,0.78550,0.56233,0.73049,0.75000,0.82100,0.810836228831061,0.78550,0.80732,0.75000,0.77760,0.78550
model_129,0.76032,0.78850,0.56846,0.73482,0.74800,0.82900,0.9765259887512565,0.78850,0.81393,0.74800,0.77957,0.78850
model_837,0.76009,0.80150,0.59498,0.75393,0.74200,0.86100,nan,0.80150,0.84222,0.74200,0.78894,0.80150
model_799,0.76008,0.77400,0.53887,0.71520,0.75400,0.79400,0.816254703534974,0.77400,0.78542,0.75400,0.76939,0.77400
model_813,0.75998,0.80800,0.60824,0.76405,0.73900,0.87700,nan,0.80800,0.85731,0.73900,0.79377,0.80800
model_743,0.75988,0.73900,0.46746,0.67339,0.76900,0.70900,0.8132073594176251,0.73900,0.72547,0.76900,0.74660,0.73900
model_1147,0.75988,0.78250,0.55621,0.72660,0.75000,0.81500,0.9783684824719842,0.78250,0.80214,0.75000,0.77519,0.78250
model_183,0.75976,0.78900,0.56948,0.73568,0.74700,0.83100,0.9722467211677748,0.78900,0.81550,0.74700,0.77975,0.78900
model_493,0.75971,0.79800,0.58784,0.74878,0.74300,0.85300,0.8532997771124144,0.79800,0.83483,0.74300,0.78624,0.79800
model_1283,0.75953,0.74700,0.48378,0.68239,0.76500,0.72900,0.8500532513266211,0.74700,0.73842,0.76500,0.75147,0.74700
model_1131,0.75934,0.73950,0.46848,0.67402,0.76800,0.71100,nan,0.73950,0.72658,0.76800,0.74672,0.73950
model_1081,0.75926,0.78050,0.55213,0.72404,0.75000,0.81100,0.9676264132227551,0.78050,0.79872,0.75000,0.77359,0.78050
model_497,0.75918,0.79400,0.57968,0.74304,0.74400,0.84400,0.8470858848156707,0.79400,0.82667,0.74400,0.78316,0.79400
model_317,0.75910,0.80750,0.60722,0.76357,0.73800,0.87700,0.8701098890865551,0.80750,0.85714,0.73800,0.79312,0.80750
model_965,0.75898,0.77500,0.54091,0.71677,0.75200,0.79800,0.9747914270599289,0.77500,0.78826,0.75200,0.76970,0.77500
