model,f2,gmean,bss,pr_auc,sensitivity,specificity,accuracy,precision,recall,f1,auc
194_train,0.99200,0.99200,0.98368,0.98806,0.99200,0.99200,0.99200,0.99200,0.99200,0.99200,0.99200
,,,,,,,,,,,
1700_test,0.83384,0.84750,0.68884,0.79967,0.82700,0.86800,0.84750,0.86236,0.82700,0.84431,0.84750
1700_train,0.97769,0.98500,0.96939,0.98351,0.97300,0.99700,0.98500,0.99693,0.97300,0.98482,0.98500
,,,,,,,,,,,
42_test,0.83375,0.50350,-0.01306,0.50176,0.99900,0.00800,0.50350,0.50176,0.99900,0.66800,0.50350
42_train,0.83640,0.51100,0.00224,0.50556,1.00000,0.02200,0.51100,0.50556,1.00000,0.67159,0.51100
,,,,,,,,,,,
1718_test,0.83367,0.84300,0.67966,0.79254,0.82900,0.85700,0.84300,0.85288,0.82900,0.84077,0.84300
1718_train,0.98116,0.98450,0.96837,0.97960,0.97900,0.99000,0.98450,0.98989,0.97900,0.98441,0.98450
,,,,,,,,,,,
1594_test,0.83361,0.50500,-0.01000,0.50251,0.99800,0.01200,0.50500,0.50252,0.99800,0.66845,0.50500
1594_train,0.83738,0.51650,0.01347,0.50839,0.99900,0.03400,0.51650,0.50840,0.99900,0.67386,0.51650
,,,,,,,,,,,
1014_test,0.83347,0.50050,-0.01918,0.50025,1.00000,0.00100,0.50050,0.50025,1.00000,0.66689,0.50050
1014_train,0.83375,0.50150,-0.01714,0.50075,1.00000,0.00300,0.50150,0.50075,1.00000,0.66733,0.50150
,,,,,,,,,,,
714_test,0.83347,0.50050,-0.01918,0.50025,1.00000,0.00100,0.50050,0.50025,1.00000,0.66689,0.50050
714_train,0.83361,0.50100,-0.01816,0.50050,1.00000,0.00200,0.50100,0.50050,1.00000,0.66711,0.50100
,,,,,,,,,,,
1556_test,0.83347,0.50250,-0.01510,0.50125,0.99900,0.00600,0.50250,0.50125,0.99900,0.66756,0.50250
1556_train,0.83417,0.50500,-0.01000,0.50251,0.99900,0.01100,0.50500,0.50252,0.99900,0.66867,0.50500
,,,,,,,,,,,
28_test,0.83333,0.50000,-0.02020,0.50000,1.00000,0.00000,0.50000,0.50000,1.00000,0.66667,0.50000
28_train,0.83333,0.50000,-0.02020,0.50000,1.00000,0.00000,0.50000,0.50000,1.00000,0.66667,0.50000
,,,,,,,,,,,
1606_test,0.83333,0.50000,-0.02020,0.50000,1.00000,0.00000,0.50000,0.50000,1.00000,0.66667,0.50000
1606_train,0.83333,0.50000,-0.02020,0.50000,1.00000,0.00000,0.50000,0.50000,1.00000,0.66667,0.50000
,,,,,,,,,,,
110_test,0.83333,0.50000,-0.02020,0.50000,1.00000,0.00000,0.50000,0.50000,1.00000,0.66667,0.50000
110_train,0.83333,0.50000,-0.02020,0.50000,1.00000,0.00000,0.50000,0.50000,1.00000,0.66667,0.50000
,,,,,,,,,,,
1590_test,0.83333,0.50000,-0.02020,0.50000,1.00000,0.00000,0.50000,0.50000,1.00000,0.66667,0.50000
1590_train,0.83333,0.50000,-0.02020,0.50000,1.00000,0.00000,0.50000,0.50000,1.00000,0.66667,0.50000
,,,,,,,,,,,
1580_test,0.83333,0.50000,-0.02020,0.50000,1.00000,0.00000,0.50000,0.50000,1.00000,0.66667,0.50000
1580_train,0.83333,0.50000,-0.02020,0.50000,1.00000,0.00000,0.50000,0.50000,1.00000,0.66667,0.50000
,,,,,,,,,,,
688_test,0.83333,0.50000,-0.02020,0.50000,1.00000,0.00000,0.50000,0.50000,1.00000,0.66667,0.50000
688_train,0.83347,0.50050,-0.01918,0.50025,1.00000,0.00100,0.50050,0.50025,1.00000,0.66689,0.50050
,,,,,,,,,,,
4_test,0.83333,0.84600,0.68578,0.79744,0.82700,0.86500,0.84600,0.85967,0.82700,0.84302,0.84600
4_train,0.98096,0.98400,0.96735,0.97862,0.97900,0.98900,0.98400,0.98889,0.97900,0.98392,0.98400
,,,,,,,,,,,
994_test,0.83333,0.50000,-0.02020,0.50000,1.00000,0.00000,0.50000,0.50000,1.00000,0.66667,0.50000
994_train,0.83333,0.50000,-0.02020,0.50000,1.00000,0.00000,0.50000,0.50000,1.00000,0.66667,0.50000
,,,,,,,,,,,
1614_test,0.83333,0.50000,-0.02020,0.50000,1.00000,0.00000,0.50000,0.50000,1.00000,0.66667,0.50000
1614_train,0.83333,0.50000,-0.02020,0.50000,1.00000,0.00000,0.50000,0.50000,1.00000,0.66667,0.50000
,,,,,,,,,,,
1620_test,0.83333,0.50000,-0.02020,0.50000,1.00000,0.00000,0.50000,0.50000,1.00000,0.66667,0.50000
1620_train,0.83347,0.50050,-0.01918,0.50025,1.00000,0.00100,0.50050,0.50025,1.00000,0.66689,0.50050
,,,,,,,,,,,
36_test,0.83333,0.50000,-0.02020,0.50000,1.00000,0.00000,0.50000,0.50000,1.00000,0.66667,0.50000
36_train,0.83333,0.50000,-0.02020,0.50000,1.00000,0.00000,0.50000,0.50000,1.00000,0.66667,0.50000
,,,,,,,,,,,
668_test,0.83317,0.83550,0.66435,0.78110,0.83200,0.83900,0.83550,0.83787,0.83200,0.83492,0.83550
668_train,0.99620,0.99650,0.99286,0.99501,0.99600,0.99700,0.99650,0.99700,0.99600,0.99650,0.99650
,,,,,,,,,,,
1530_test,0.83264,0.50150,-0.01714,0.50075,0.99800,0.00500,0.50150,0.50075,0.99800,0.66689,0.50150
1530_train,0.83347,0.50250,-0.01510,0.50125,0.99900,0.00600,0.50250,0.50125,0.99900,0.66756,0.50250
,,,,,,,,,,,
724_test,0.83233,0.83300,0.65925,0.77761,0.83200,0.83400,0.83300,0.83367,0.83200,0.83283,0.83300
724_train,0.97620,0.97650,0.95205,0.96553,0.97600,0.97700,0.97650,0.97698,0.97600,0.97649,0.97650
,,,,,,,,,,,
960_test,0.83222,0.50000,-0.02020,0.50000,0.99800,0.00200,0.50000,0.50000,0.99800,0.66622,0.50000
960_train,0.83139,0.49900,-0.02224,0.49950,0.99700,0.00100,0.49900,0.49950,0.99700,0.66555,0.49900
,,,,,,,,,,,
1730_test,0.83220,0.78250,0.55621,0.71071,0.85700,0.70800,0.78250,0.74587,0.85700,0.79758,0.78250
1730_train,0.96822,0.95750,0.91328,0.93098,0.97500,0.94000,0.95750,0.94203,0.97500,0.95823,0.95750
,,,,,,,,,,,
1030_test,0.83217,0.83450,0.66231,0.77993,0.83100,0.83800,0.83450,0.83686,0.83100,0.83392,0.83450
1030_train,0.99220,0.99250,0.98470,0.98905,0.99200,0.99300,0.99250,0.99299,0.99200,0.99250,0.99250
,,,,,,,,,,,
1150_test,0.83166,0.84300,0.67966,0.79329,0.82600,0.86000,0.84300,0.85507,0.82600,0.84028,0.84300
1150_train,0.99199,0.99350,0.98674,0.99152,0.99100,0.99600,0.99350,0.99598,0.99100,0.99348,0.99350
,,,,,,,,,,,
112_test,0.83163,0.86700,0.72863,0.83416,0.81400,0.92000,0.86700,0.91051,0.81400,0.85956,0.86700
112_train,0.86731,0.89800,0.79188,0.87384,0.85100,0.94500,0.89800,0.93929,0.85100,0.89297,0.89800
,,,,,,,,,,,
450_test,0.83158,0.75850,0.50724,0.68407,0.86800,0.64900,0.75850,0.71206,0.86800,0.78233,0.75850
450_train,0.92780,0.84950,0.69292,0.77255,0.97400,0.72500,0.84950,0.77982,0.97400,0.86616,0.84950
,,,,,,,,,,,
86_test,0.83139,0.49900,-0.02224,0.49950,0.99700,0.00100,0.49900,0.49950,0.99700,0.66555,0.49900
86_train,0.83403,0.50250,-0.01510,0.50125,1.00000,0.00500,0.50250,0.50125,1.00000,0.66778,0.50250
,,,,,,,,,,,
1544_test,0.83131,0.85000,0.69394,0.80477,0.82200,0.87800,0.85000,0.87076,0.82200,0.84568,0.85000
1544_train,0.92697,0.94050,0.87860,0.92301,0.91900,0.96200,0.94050,0.96029,0.91900,0.93919,0.94050
,,,,,,,,,,,
666_test,0.83117,0.82950,0.65211,0.77278,0.83200,0.82700,0.82950,0.82786,0.83200,0.82993,0.82950
666_train,0.99400,0.99400,0.98776,0.99104,0.99400,0.99400,0.99400,0.99400,0.99400,0.99400,0.99400
,,,,,,,,,,,
1686_test,0.83098,0.84700,0.68782,0.79998,0.82300,0.87100,0.84700,0.86450,0.82300,0.84324,0.84700
1686_train,0.97571,0.98150,0.96225,0.97708,0.97200,0.99100,0.98150,0.99083,0.97200,0.98132,0.98150
,,,,,,,,,,,
614_test,0.83096,0.50350,-0.01306,0.50176,0.99400,0.01300,0.50350,0.50177,0.99400,0.66689,0.50350
614_train,0.82524,0.49900,-0.02224,0.49950,0.98600,0.01200,0.49900,0.49949,0.98600,0.66308,0.49900
,,,,,,,,,,,
1624_test,0.83083,0.83450,0.66231,0.78038,0.82900,0.84000,0.83450,0.83822,0.82900,0.83358,0.83450
1624_train,0.96777,0.96900,0.93675,0.95534,0.96700,0.97100,0.96900,0.97088,0.96700,0.96894,0.96900
,,,,,,,,,,,
200_test,0.83082,0.83650,0.66639,0.78344,0.82800,0.84500,0.83650,0.84232,0.82800,0.83510,0.83650
200_train,0.99320,0.99350,0.98674,0.99054,0.99300,0.99400,0.99350,0.99399,0.99300,0.99350,0.99350
,,,,,,,,,,,
152_test,0.83061,0.76150,0.51336,0.68740,0.86500,0.65800,0.76150,0.71665,0.86500,0.78387,0.76150
152_train,0.80749,0.72050,0.42971,0.64893,0.84900,0.59200,0.72050,0.67542,0.84900,0.75233,0.72050
,,,,,,,,,,,
712_test,0.83055,0.49800,-0.02428,0.49900,0.99600,0.00000,0.49800,0.49900,0.99600,0.66489,0.49800
712_train,0.83361,0.50100,-0.01816,0.50050,1.00000,0.00200,0.50100,0.50050,1.00000,0.66711,0.50100
,,,,,,,,,,,
1018_test,0.83013,0.50050,-0.01918,0.50025,0.99400,0.00700,0.50050,0.50025,0.99400,0.66555,0.50050
1018_train,0.83139,0.50100,-0.01816,0.50050,0.99600,0.00600,0.50100,0.50050,0.99600,0.66622,0.50100
,,,,,,,,,,,
1154_test,0.83000,0.82800,0.64905,0.77094,0.83100,0.82500,0.82800,0.82604,0.83100,0.82851,0.82800
1154_train,0.90718,0.90750,0.81126,0.86997,0.90700,0.90800,0.90750,0.90791,0.90700,0.90745,0.90750
,,,,,,,,,,,
260_test,0.82992,0.70500,0.39808,0.63309,0.89200,0.51800,0.70500,0.64920,0.89200,0.75147,0.70500
260_train,0.88246,0.79900,0.58988,0.72057,0.92800,0.67000,0.79900,0.73768,0.92800,0.82197,0.79900
,,,,,,,,,,,
1684_test,0.82977,0.86150,0.71740,0.82515,0.81400,0.90900,0.86150,0.89945,0.81400,0.85459,0.86150
1684_train,0.97515,0.97850,0.95613,0.97076,0.97300,0.98400,0.97850,0.98382,0.97300,0.97838,0.97850
,,,,,,,,,,,
218_test,0.82967,0.82700,0.64701,0.76958,0.83100,0.82300,0.82700,0.82440,0.83100,0.82769,0.82700
218_train,0.99480,0.99600,0.99184,0.99500,0.99400,0.99800,0.99600,0.99799,0.99400,0.99599,0.99600
,,,,,,,,,,,
250_test,0.82931,0.84000,0.67354,0.78942,0.82400,0.85600,0.84000,0.85124,0.82400,0.83740,0.84000
250_train,0.98438,0.98650,0.97245,0.98160,0.98300,0.99000,0.98650,0.98993,0.98300,0.98645,0.98650
,,,,,,,,,,,
1024_test,0.82865,0.83400,0.66129,0.78037,0.82600,0.84200,0.83400,0.83943,0.82600,0.83266,0.83400
1024_train,0.97737,0.97950,0.95817,0.97129,0.97600,0.98300,0.97950,0.98288,0.97600,0.97943,0.97950
,,,,,,,,,,,
8_test,0.82865,0.83400,0.66129,0.78037,0.82600,0.84200,0.83400,0.83943,0.82600,0.83266,0.83400
8_train,0.98559,0.98650,0.97245,0.98064,0.98500,0.98800,0.98650,0.98796,0.98500,0.98648,0.98650
,,,,,,,,,,,
884_test,0.82857,0.74700,0.48378,0.67254,0.86900,0.62500,0.74700,0.69855,0.86900,0.77451,0.74700
884_train,0.91676,0.88700,0.76943,0.83040,0.93400,0.84000,0.88700,0.85375,0.93400,0.89207,0.88700
,,,,,,,,,,,
656_test,0.82846,0.49850,-0.02326,0.49925,0.99200,0.00500,0.49850,0.49925,0.99200,0.66421,0.49850
656_train,0.82706,0.49950,-0.02122,0.49975,0.98900,0.01000,0.49950,0.49975,0.98900,0.66398,0.49950
,,,,,,,,,,,
190_test,0.82831,0.83700,0.66741,0.78510,0.82400,0.85000,0.83700,0.84600,0.82400,0.83485,0.83700
190_train,0.98921,0.98800,0.97552,0.98120,0.99000,0.98600,0.98800,0.98606,0.99000,0.98802,0.98800
,,,,,,,,,,,
978_test,0.82829,0.78650,0.56437,0.71621,0.84900,0.72400,0.78650,0.75467,0.84900,0.79906,0.78650
978_train,0.97510,0.96900,0.93675,0.95015,0.97900,0.95900,0.96900,0.95980,0.97900,0.96931,0.96900
,,,,,,,,,,,
946_test,0.82820,0.76400,0.51847,0.69047,0.86000,0.66800,0.76400,0.72148,0.86000,0.78467,0.76400
946_train,0.91719,0.88300,0.76127,0.82389,0.93700,0.82900,0.88300,0.84567,0.93700,0.88899,0.88300
,,,,,,,,,,,
1720_test,0.82811,0.84650,0.68680,0.80030,0.81900,0.87400,0.84650,0.86667,0.81900,0.84216,0.84650
1720_train,0.96173,0.97250,0.94389,0.96760,0.95500,0.99000,0.97250,0.98964,0.95500,0.97201,0.97250
,,,,,,,,,,,
650_test,0.82804,0.49900,-0.02224,0.49950,0.99100,0.00700,0.49900,0.49950,0.99100,0.66421,0.49900
650_train,0.82971,0.50300,-0.01408,0.50150,0.99200,0.01400,0.50300,0.50152,0.99200,0.66622,0.50300
,,,,,,,,,,,
798_test,0.82799,0.83200,0.65721,0.77756,0.82600,0.83800,0.83200,0.83603,0.82600,0.83099,0.83200
798_train,0.97390,0.98000,0.95919,0.97510,0.97000,0.99000,0.98000,0.98980,0.97000,0.97980,0.98000
,,,,,,,,,,,
1276_test,0.82787,0.81550,0.62355,0.75374,0.83400,0.79700,0.81550,0.80424,0.83400,0.81885,0.81550
1276_train,0.94427,0.94800,0.89390,0.92714,0.94200,0.95400,0.94800,0.95344,0.94200,0.94769,0.94800
,,,,,,,,,,,
854_test,0.82771,0.71600,0.42053,0.64297,0.88300,0.54900,0.71600,0.66192,0.88300,0.75664,0.71600
854_train,0.92283,0.86100,0.71638,0.78946,0.95900,0.76300,0.86100,0.80184,0.95900,0.87341,0.86100
,,,,,,,,,,,
938_test,0.82762,0.54800,0.07774,0.52525,0.96600,0.13000,0.54800,0.52614,0.96600,0.68124,0.54800
938_train,0.86012,0.61250,0.20935,0.56346,0.99000,0.23500,0.61250,0.56410,0.99000,0.71869,0.61250
,,,,,,,,,,,
198_test,0.82732,0.83000,0.65313,0.77478,0.82600,0.83400,0.83000,0.83266,0.82600,0.82932,0.83000
198_train,0.99500,0.99500,0.98980,0.99253,0.99500,0.99500,0.99500,0.99500,0.99500,0.99500,0.99500
,,,,,,,,,,,
732_test,0.82699,0.82900,0.65109,0.77339,0.82600,0.83200,0.82900,0.83099,0.82600,0.82849,0.82900
732_train,0.98300,0.98300,0.96531,0.97479,0.98300,0.98300,0.98300,0.98300,0.98300,0.98300,0.98300
,,,,,,,,,,,
252_test,0.82663,0.83600,0.66537,0.78415,0.82200,0.85000,0.83600,0.84568,0.82200,0.83367,0.83600
252_train,0.98779,0.98900,0.97756,0.98458,0.98700,0.99100,0.98900,0.99096,0.98700,0.98898,0.98900
,,,,,,,,,,,
658_test,0.82649,0.50350,-0.01306,0.50176,0.98600,0.02100,0.50350,0.50178,0.98600,0.66509,0.50350
658_train,0.83670,0.52400,0.02877,0.51230,0.99400,0.05400,0.52400,0.51237,0.99400,0.67619,0.52400
,,,,,,,,,,,
1148_test,0.82615,0.83050,0.65415,0.77592,0.82400,0.83700,0.83050,0.83485,0.82400,0.82939,0.83050
1148_train,0.98599,0.98750,0.97450,0.98260,0.98500,0.99000,0.98750,0.98995,0.98500,0.98747,0.98750
,,,,,,,,,,,
1146_test,0.82546,0.83450,0.66231,0.78225,0.82100,0.84800,0.83450,0.84378,0.82100,0.83224,0.83450
1146_train,0.98417,0.98750,0.97450,0.98405,0.98200,0.99300,0.98750,0.99292,0.98200,0.98743,0.98750
,,,,,,,,,,,
462_test,0.82546,0.79800,0.58784,0.73107,0.83900,0.75700,0.79800,0.77542,0.83900,0.80596,0.79800
462_train,0.98542,0.98300,0.96531,0.97294,0.98700,0.97900,0.98300,0.97917,0.98700,0.98307,0.98300
,,,,,,,,,,,
1766_test,0.82521,0.85000,0.69394,0.80729,0.81300,0.88700,0.85000,0.87797,0.81300,0.84424,0.85000
1766_train,0.82643,0.84350,0.68068,0.79608,0.81800,0.86900,0.84350,0.86196,0.81800,0.83940,0.84350
,,,,,,,,,,,
6_test,0.82514,0.83150,0.65619,0.77777,0.82200,0.84100,0.83150,0.83792,0.82200,0.82988,0.83150
6_train,0.98417,0.98750,0.97450,0.98405,0.98200,0.99300,0.98750,0.99292,0.98200,0.98743,0.98750
,,,,,,,,,,,
1124_test,0.82498,0.82900,0.65109,0.77406,0.82300,0.83500,0.82900,0.83300,0.82300,0.82797,0.82900
1124_train,0.98739,0.98800,0.97552,0.98262,0.98700,0.98900,0.98800,0.98898,0.98700,0.98799,0.98800
,,,,,,,,,,,
1098_test,0.82489,0.81450,0.62151,0.75319,0.83000,0.79900,0.81450,0.80504,0.83000,0.81733,0.81450
1098_train,0.99460,0.99400,0.98776,0.99055,0.99500,0.99300,0.99400,0.99301,0.99500,0.99401,0.99400
,,,,,,,,,,,
1454_test,0.82479,0.80000,0.59192,0.73380,0.83700,0.76300,0.80000,0.77933,0.83700,0.80714,0.80000
1454_train,0.97724,0.97450,0.94797,0.96039,0.97900,0.97000,0.97450,0.97027,0.97900,0.97461,0.97450
,,,,,,,,,,,
824_test,0.82472,0.84650,0.68680,0.80166,0.81400,0.87900,0.84650,0.87059,0.81400,0.84134,0.84650
824_train,0.97852,0.98400,0.96735,0.98055,0.97500,0.99300,0.98400,0.99287,0.97500,0.98385,0.98400
,,,,,,,,,,,
1222_test,0.82469,0.78750,0.56642,0.71815,0.84300,0.73200,0.78750,0.75878,0.84300,0.79867,0.78750
1222_train,0.97897,0.96650,0.93165,0.94230,0.98700,0.94600,0.96650,0.94813,0.98700,0.96717,0.96650
,,,,,,,,,,,
68_test,0.82449,0.82550,0.64395,0.76902,0.82400,0.82700,0.82550,0.82648,0.82400,0.82524,0.82550
68_train,0.99640,0.99700,0.99388,0.99600,0.99600,0.99800,0.99700,0.99800,0.99600,0.99700,0.99700
,,,,,,,,,,,
920_test,0.82440,0.62400,0.23281,0.57162,0.92300,0.32500,0.62400,0.57760,0.92300,0.71055,0.62400
920_train,0.89354,0.74350,0.47664,0.66217,0.97700,0.51000,0.74350,0.66599,0.97700,0.79206,0.74350
,,,,,,,,,,,
192_test,0.82406,0.84250,0.67864,0.79538,0.81500,0.87000,0.84250,0.86243,0.81500,0.83805,0.84250
192_train,0.98919,0.99100,0.98164,0.98804,0.98800,0.99400,0.99100,0.99396,0.98800,0.99097,0.99100
,,,,,,,,,,,
130_test,0.82398,0.82800,0.64905,0.77289,0.82200,0.83400,0.82800,0.83198,0.82200,0.82696,0.82800
130_train,0.98799,0.98950,0.97858,0.98556,0.98700,0.99200,0.98950,0.99196,0.98700,0.98947,0.98950
,,,,,,,,,,,
1100_test,0.82393,0.83600,0.66537,0.78511,0.81800,0.85400,0.83600,0.84855,0.81800,0.83299,0.83600
1100_train,0.98577,0.98850,0.97654,0.98505,0.98400,0.99300,0.98850,0.99294,0.98400,0.98845,0.98850
,,,,,,,,,,,
242_test,0.82347,0.82850,0.65007,0.77381,0.82100,0.83600,0.82850,0.83350,0.82100,0.82720,0.82850
242_train,0.98840,0.98900,0.97756,0.98410,0.98800,0.99000,0.98900,0.98998,0.98800,0.98899,0.98900
,,,,,,,,,,,
908_test,0.82324,0.83800,0.66946,0.78850,0.81600,0.86000,0.83800,0.85356,0.81600,0.83436,0.83800
908_train,0.98497,0.98800,0.97552,0.98455,0.98300,0.99300,0.98800,0.99293,0.98300,0.98794,0.98800
,,,,,,,,,,,
12_test,0.82312,0.83150,0.65619,0.77846,0.81900,0.84400,0.83150,0.84000,0.81900,0.82937,0.83150
12_train,0.97615,0.97950,0.95817,0.97223,0.97400,0.98500,0.97950,0.98483,0.97400,0.97939,0.97950
,,,,,,,,,,,
1062_test,0.82311,0.80500,0.60212,0.74076,0.83200,0.77800,0.80500,0.78937,0.83200,0.81013,0.80500
1062_train,0.90070,0.88950,0.77454,0.84133,0.90700,0.87200,0.88950,0.87633,0.90700,0.89140,0.88950
,,,,,,,,,,,
1026_test,0.82298,0.82700,0.64701,0.77173,0.82100,0.83300,0.82700,0.83097,0.82100,0.82596,0.82700
1026_train,0.99159,0.99250,0.98470,0.98954,0.99100,0.99400,0.99250,0.99398,0.99100,0.99249,0.99250
,,,,,,,,,,,
866_test,0.82246,0.49500,-0.03040,0.49751,0.98300,0.00700,0.49500,0.49747,0.98300,0.66062,0.49500
866_train,0.81616,0.49050,-0.03958,0.49530,0.97400,0.00700,0.49050,0.49517,0.97400,0.65656,0.49050
,,,,,,,,,,,
1022_test,0.82214,0.82650,0.64599,0.77126,0.82000,0.83300,0.82650,0.83080,0.82000,0.82536,0.82650
1022_train,0.98198,0.98350,0.96633,0.97670,0.98100,0.98600,0.98350,0.98593,0.98100,0.98346,0.98350
,,,,,,,,,,,
1218_test,0.82200,0.79750,0.58682,0.73123,0.83400,0.76100,0.79750,0.77726,0.83400,0.80463,0.79750
1218_train,0.97079,0.96100,0.92042,0.93643,0.97700,0.94500,0.96100,0.94671,0.97700,0.96161,0.96100
,,,,,,,,,,,
568_test,0.82193,0.75850,0.50724,0.68545,0.85300,0.66400,0.75850,0.71741,0.85300,0.77935,0.75850
568_train,0.84473,0.78150,0.55417,0.70728,0.87700,0.68600,0.78150,0.73636,0.87700,0.80055,0.78150
,,,,,,,,,,,
788_test,0.82135,0.84250,0.67864,0.79644,0.81100,0.87400,0.84250,0.86553,0.81100,0.83738,0.84250
788_train,0.97713,0.98200,0.96327,0.97710,0.97400,0.99000,0.98200,0.98984,0.97400,0.98185,0.98200
,,,,,,,,,,,
348_test,0.82112,0.80500,0.60212,0.74126,0.82900,0.78100,0.80500,0.79103,0.82900,0.80957,0.80500
348_train,0.97413,0.96650,0.93165,0.94556,0.97900,0.95400,0.96650,0.95512,0.97900,0.96691,0.96650
,,,,,,,,,,,
1622_test,0.82099,0.82300,0.63885,0.76646,0.82000,0.82600,0.82300,0.82495,0.82000,0.82247,0.82300
1622_train,0.98739,0.98800,0.97552,0.98262,0.98700,0.98900,0.98800,0.98898,0.98700,0.98799,0.98800
,,,,,,,,,,,
906_test,0.82076,0.83050,0.65415,0.77774,0.81600,0.84500,0.83050,0.84037,0.81600,0.82801,0.83050
906_train,0.98018,0.98200,0.96327,0.97473,0.97900,0.98500,0.98200,0.98491,0.97900,0.98195,0.98200
,,,,,,,,,,,
814_test,0.82049,0.75600,0.50214,0.68298,0.85200,0.66000,0.75600,0.71477,0.85200,0.77737,0.75600
814_train,0.97731,0.97000,0.93879,0.95072,0.98200,0.95800,0.97000,0.95898,0.98200,0.97036,0.97000
,,,,,,,,,,,
640_test,0.82044,0.50200,-0.01612,0.50100,0.97600,0.02800,0.50200,0.50103,0.97600,0.66214,0.50200
640_train,0.83951,0.53000,0.04101,0.51547,0.99600,0.06400,0.53000,0.51553,0.99600,0.67940,0.53000
,,,,,,,,,,,
722_test,0.82031,0.82300,0.63885,0.76667,0.81900,0.82700,0.82300,0.82560,0.81900,0.82229,0.82300
722_train,0.97820,0.97850,0.95613,0.96844,0.97800,0.97900,0.97850,0.97898,0.97800,0.97849,0.97850
,,,,,,,,,,,
206_test,0.82003,0.79550,0.58274,0.72913,0.83200,0.75900,0.79550,0.77540,0.83200,0.80270,0.79550
206_train,0.98462,0.98250,0.96429,0.97244,0.98600,0.97900,0.98250,0.97915,0.98600,0.98256,0.98250
,,,,,,,,,,,
1630_test,0.81998,0.82200,0.63681,0.76531,0.81900,0.82500,0.82200,0.82394,0.81900,0.82146,0.82200
1630_train,0.98039,0.98100,0.96123,0.97232,0.98000,0.98200,0.98100,0.98196,0.98000,0.98098,0.98100
,,,,,,,,,,,
910_test,0.81942,0.82850,0.65007,0.77516,0.81500,0.84200,0.82850,0.83762,0.81500,0.82615,0.82850
910_train,0.98236,0.98600,0.97143,0.98206,0.98000,0.99200,0.98600,0.99190,0.98000,0.98592,0.98600
,,,,,,,,,,,
1600_test,0.81887,0.85350,0.70108,0.81606,0.80200,0.90500,0.85350,0.89409,0.80200,0.84555,0.85350
1600_train,0.89275,0.92650,0.85003,0.91649,0.87400,0.97900,0.92650,0.97654,0.87400,0.92243,0.92650
,,,,,,,,,,,
1800_test,0.81836,0.79650,0.58478,0.73080,0.82900,0.76400,0.79650,0.77840,0.82900,0.80291,0.79650
1800_train,0.87867,0.86700,0.72863,0.81351,0.88500,0.84900,0.86700,0.85425,0.88500,0.86935,0.86700
,,,,,,,,,,,
448_test,0.81831,0.78400,0.55927,0.71519,0.83500,0.73300,0.78400,0.75771,0.83500,0.79448,0.78400
448_train,0.89895,0.87750,0.75005,0.82231,0.91100,0.84400,0.87750,0.85380,0.91100,0.88147,0.87750
,,,,,,,,,,,
826_test,0.81822,0.84950,0.69292,0.80943,0.80300,0.89600,0.84950,0.88534,0.80300,0.84216,0.84950
826_train,0.96881,0.97800,0.95511,0.97455,0.96300,0.99300,0.97800,0.99278,0.96300,0.97766,0.97800
,,,,,,,,,,,
592_test,0.81807,0.57150,0.12569,0.53870,0.93800,0.20500,0.57150,0.54126,0.93800,0.68643,0.57150
592_train,0.84575,0.59100,0.16548,0.55018,0.97600,0.20600,0.59100,0.55141,0.97600,0.70469,0.59100
,,,,,,,,,,,
1102_test,0.81789,0.83000,0.65313,0.77797,0.81200,0.84800,0.83000,0.84232,0.81200,0.82688,0.83000
1102_train,0.98357,0.98600,0.97143,0.98110,0.98200,0.99000,0.98600,0.98992,0.98200,0.98594,0.98600
,,,,,,,,,,,
1338_test,0.81732,0.83650,0.66639,0.78833,0.80800,0.86500,0.83650,0.85684,0.80800,0.83170,0.83650
1338_train,0.97737,0.97950,0.95817,0.97129,0.97600,0.98300,0.97950,0.98288,0.97600,0.97943,0.97950
,,,,,,,,,,,
406_test,0.81704,0.81300,0.61845,0.75331,0.81900,0.80700,0.81300,0.80929,0.81900,0.81412,0.81300
406_train,0.97397,0.97550,0.95001,0.96499,0.97300,0.97800,0.97550,0.97789,0.97300,0.97544,0.97550
,,,,,,,,,,,
902_test,0.81692,0.82500,0.64293,0.77072,0.81300,0.83700,0.82500,0.83299,0.81300,0.82287,0.82500
902_train,0.98297,0.98600,0.97143,0.98158,0.98100,0.99100,0.98600,0.99091,0.98100,0.98593,0.98600
,,,,,,,,,,,
1268_test,0.81690,0.82700,0.64701,0.77374,0.81200,0.84200,0.82700,0.83711,0.81200,0.82437,0.82700
1268_train,0.94673,0.95450,0.90716,0.93912,0.94200,0.96700,0.95450,0.96615,0.94200,0.95392,0.95450
,,,,,,,,,,,
60_test,0.81670,0.49250,-0.03550,0.49628,0.97400,0.01100,0.49250,0.49618,0.97400,0.65744,0.49250
60_train,0.78779,0.47000,-0.08141,0.48547,0.93400,0.00600,0.47000,0.48444,0.93400,0.63798,0.47000
,,,,,,,,,,,
794_test,0.81645,0.83800,0.66946,0.79106,0.80600,0.87000,0.83800,0.86111,0.80600,0.83264,0.83800
794_train,0.97186,0.97950,0.95817,0.97557,0.96700,0.99200,0.97950,0.99179,0.96700,0.97924,0.97950
,,,,,,,,,,,
304_test,0.81629,0.82100,0.63477,0.76500,0.81400,0.82800,0.82100,0.82556,0.81400,0.81974,0.82100
