model,f2,gmean,bss,pr_auc,sensitivity,specificity,ppv,accuracy,precision,recall,f1,auc
model_990,0.83598,0.51150,0.00326,0.50582,0.99900,0.02400,0.8221008338607274,0.51150,0.50582,0.99900,0.67160,0.51150
model_816,0.83594,0.80000,0.59192,0.73123,0.85400,0.74600,nan,0.80000,0.77076,0.85400,0.81025,0.80000
model_1138,0.83584,0.83950,0.67252,0.78629,0.83400,0.84500,nan,0.83950,0.84328,0.83400,0.83861,0.83950
model_400,0.83576,0.78350,0.55825,0.71122,0.86200,0.70500,0.9712327765556344,0.78350,0.74503,0.86200,0.79926,0.78350
model_1698,0.83552,0.85250,0.69904,0.80718,0.82700,0.87800,0.8001250823338827,0.85250,0.87144,0.82700,0.84864,0.85250
model_1570,0.83550,0.83650,0.66639,0.78182,0.83500,0.83800,0.978514817715795,0.83650,0.83751,0.83500,0.83625,0.83650
model_1312,0.83507,0.74150,0.47256,0.66628,0.88200,0.60100,0.9151981849943539,0.74150,0.68852,0.88200,0.77335,0.74150
model_786,0.83502,0.85300,0.70006,0.80822,0.82600,0.88000,0.9711216565690528,0.85300,0.87315,0.82600,0.84892,0.85300
model_116,0.83501,0.51400,0.00837,0.50710,0.99600,0.03200,nan,0.51400,0.50713,0.99600,0.67206,0.51400
model_1692,0.83469,0.86400,0.72251,0.82728,0.82000,0.90800,0.9748964904279721,0.86400,0.89912,0.82000,0.85774,0.86400
model_804,0.83434,0.84100,0.67558,0.78915,0.83100,0.85100,0.8037026439394269,0.84100,0.84796,0.83100,0.83939,0.84100
model_1724,0.83417,0.84250,0.67864,0.79156,0.83000,0.85500,nan,0.84250,0.85128,0.83000,0.84051,0.84250
model_1726,0.83401,0.85200,0.69802,0.80698,0.82500,0.87900,0.8020494878292084,0.85200,0.87209,0.82500,0.84789,0.85200
model_194,0.83400,0.82800,0.64905,0.76968,0.83700,0.81900,nan,0.82800,0.82220,0.83700,0.82953,0.82800
model_1700,0.83384,0.84750,0.68884,0.79967,0.82700,0.86800,0.8200200796127319,0.84750,0.86236,0.82700,0.84431,0.84750
model_42,0.83375,0.50350,-0.01306,0.50176,0.99900,0.00800,0.8413945907702693,0.50350,0.50176,0.99900,0.66800,0.50350
model_1718,0.83367,0.84300,0.67966,0.79254,0.82900,0.85700,0.8051779568195343,0.84300,0.85288,0.82900,0.84077,0.84300
model_1594,0.83361,0.50500,-0.01000,0.50251,0.99800,0.01200,nan,0.50500,0.50252,0.99800,0.66845,0.50500
model_1014,0.83347,0.50050,-0.01918,0.50025,1.00000,0.00100,nan,0.50050,0.50025,1.00000,0.66689,0.50050
model_714,0.83347,0.50050,-0.01918,0.50025,1.00000,0.00100,0.8047839999198914,0.50050,0.50025,1.00000,0.66689,0.50050
model_1556,0.83347,0.50250,-0.01510,0.50125,0.99900,0.00600,0.8259426951408386,0.50250,0.50125,0.99900,0.66756,0.50250
model_28,0.83333,0.50000,-0.02020,0.50000,1.00000,0.00000,0.910774469713053,0.50000,0.50000,1.00000,0.66667,0.50000
model_1606,0.83333,0.50000,-0.02020,0.50000,1.00000,0.00000,0.9271366637941756,0.50000,0.50000,1.00000,0.66667,0.50000
model_110,0.83333,0.50000,-0.02020,0.50000,1.00000,0.00000,0.8248426537586118,0.50000,0.50000,1.00000,0.66667,0.50000
model_1590,0.83333,0.50000,-0.02020,0.50000,1.00000,0.00000,0.8591953941504471,0.50000,0.50000,1.00000,0.66667,0.50000
model_1580,0.83333,0.50000,-0.02020,0.50000,1.00000,0.00000,0.8834110389494386,0.50000,0.50000,1.00000,0.66667,0.50000
model_688,0.83333,0.50000,-0.02020,0.50000,1.00000,0.00000,0.8047816455364227,0.50000,0.50000,1.00000,0.66667,0.50000
model_4,0.83333,0.84600,0.68578,0.79744,0.82700,0.86500,0.9725230009301812,0.84600,0.85967,0.82700,0.84302,0.84600
model_994,0.83333,0.50000,-0.02020,0.50000,1.00000,0.00000,0.8140796392968616,0.50000,0.50000,1.00000,0.66667,0.50000
model_1614,0.83333,0.50000,-0.02020,0.50000,1.00000,0.00000,0.8420947626787829,0.50000,0.50000,1.00000,0.66667,0.50000
model_1620,0.83333,0.50000,-0.02020,0.50000,1.00000,0.00000,0.8092626929283142,0.50000,0.50000,1.00000,0.66667,0.50000
model_36,0.83333,0.50000,-0.02020,0.50000,1.00000,0.00000,0.8879624586392268,0.50000,0.50000,1.00000,0.66667,0.50000
model_668,0.83317,0.83550,0.66435,0.78110,0.83200,0.83900,0.9755259116490682,0.83550,0.83787,0.83200,0.83492,0.83550
model_1530,0.83264,0.50150,-0.01714,0.50075,0.99800,0.00500,0.8254793831425854,0.50150,0.50075,0.99800,0.66689,0.50150
model_724,0.83233,0.83300,0.65925,0.77761,0.83200,0.83400,0.9752852342569458,0.83300,0.83367,0.83200,0.83283,0.83300
model_960,0.83222,0.50000,-0.02020,0.50000,0.99800,0.00200,0.8165885540781106,0.50000,0.50000,0.99800,0.66622,0.50000
model_1730,0.83220,0.78250,0.55621,0.71071,0.85700,0.70800,nan,0.78250,0.74587,0.85700,0.79758,0.78250
model_1030,0.83217,0.83450,0.66231,0.77993,0.83100,0.83800,0.9804073769042935,0.83450,0.83686,0.83100,0.83392,0.83450
model_1150,0.83166,0.84300,0.67966,0.79329,0.82600,0.86000,0.9751613334868604,0.84300,0.85507,0.82600,0.84028,0.84300
model_112,0.83163,0.86700,0.72863,0.83416,0.81400,0.92000,nan,0.86700,0.91051,0.81400,0.85956,0.86700
model_450,0.83158,0.75850,0.50724,0.68407,0.86800,0.64900,0.86163563908715,0.75850,0.71206,0.86800,0.78233,0.75850
model_86,0.83139,0.49900,-0.02224,0.49950,0.99700,0.00100,nan,0.49900,0.49950,0.99700,0.66555,0.49900
model_1544,0.83131,0.85000,0.69394,0.80477,0.82200,0.87800,0.8221220285334485,0.85000,0.87076,0.82200,0.84568,0.85000
model_666,0.83117,0.82950,0.65211,0.77278,0.83200,0.82700,0.9781775882695619,0.82950,0.82786,0.83200,0.82993,0.82950
model_1686,0.83098,0.84700,0.68782,0.79998,0.82300,0.87100,0.9665449063710968,0.84700,0.86450,0.82300,0.84324,0.84700
model_614,0.83096,0.50350,-0.01306,0.50176,0.99400,0.01300,0.8525852766553206,0.50350,0.50177,0.99400,0.66689,0.50350
model_1624,0.83083,0.83450,0.66231,0.78038,0.82900,0.84000,0.9747593816260846,0.83450,0.83822,0.82900,0.83358,0.83450
model_200,0.83082,0.83650,0.66639,0.78344,0.82800,0.84500,nan,0.83650,0.84232,0.82800,0.83510,0.83650
model_152,0.83061,0.76150,0.51336,0.68740,0.86500,0.65800,0.8289742882435138,0.76150,0.71665,0.86500,0.78387,0.76150
model_712,0.83055,0.49800,-0.02428,0.49900,0.99600,0.00000,0.8097591002782186,0.49800,0.49900,0.99600,0.66489,0.49800
model_1018,0.83013,0.50050,-0.01918,0.50025,0.99400,0.00700,0.8106292351599662,0.50050,0.50025,0.99400,0.66555,0.50050
model_1154,0.83000,0.82800,0.64905,0.77094,0.83100,0.82500,0.8293319072538209,0.82800,0.82604,0.83100,0.82851,0.82800
model_260,0.82992,0.70500,0.39808,0.63309,0.89200,0.51800,0.833515629899211,0.70500,0.64920,0.89200,0.75147,0.70500
model_1684,0.82977,0.86150,0.71740,0.82515,0.81400,0.90900,0.9733006862215109,0.86150,0.89945,0.81400,0.85459,0.86150
model_218,0.82967,0.82700,0.64701,0.76958,0.83100,0.82300,nan,0.82700,0.82440,0.83100,0.82769,0.82700
model_250,0.82931,0.84000,0.67354,0.78942,0.82400,0.85600,0.9707795939403563,0.84000,0.85124,0.82400,0.83740,0.84000
model_1024,0.82865,0.83400,0.66129,0.78037,0.82600,0.84200,0.9804985402356984,0.83400,0.83943,0.82600,0.83266,0.83400
model_8,0.82865,0.83400,0.66129,0.78037,0.82600,0.84200,0.9706691297340625,0.83400,0.83943,0.82600,0.83266,0.83400
model_884,0.82857,0.74700,0.48378,0.67254,0.86900,0.62500,0.813926433523496,0.74700,0.69855,0.86900,0.77451,0.74700
model_656,0.82846,0.49850,-0.02326,0.49925,0.99200,0.00500,0.8098829785982767,0.49850,0.49925,0.99200,0.66421,0.49850
model_190,0.82831,0.83700,0.66741,0.78510,0.82400,0.85000,0.9518909897292939,0.83700,0.84600,0.82400,0.83485,0.83700
model_978,0.82829,0.78650,0.56437,0.71621,0.84900,0.72400,0.8499440491199494,0.78650,0.75467,0.84900,0.79906,0.78650
model_946,0.82820,0.76400,0.51847,0.69047,0.86000,0.66800,0.8239469998157941,0.76400,0.72148,0.86000,0.78467,0.76400
model_1720,0.82811,0.84650,0.68680,0.80030,0.81900,0.87400,0.80421473469053,0.84650,0.86667,0.81900,0.84216,0.84650
model_650,0.82804,0.49900,-0.02224,0.49950,0.99100,0.00700,0.8362825512886047,0.49900,0.49950,0.99100,0.66421,0.49900
model_798,0.82799,0.83200,0.65721,0.77756,0.82600,0.83800,0.8043060302734375,0.83200,0.83603,0.82600,0.83099,0.83200
model_1276,0.82787,0.81550,0.62355,0.75374,0.83400,0.79700,0.9715466804839857,0.81550,0.80424,0.83400,0.81885,0.81550
model_854,0.82771,0.71600,0.42053,0.64297,0.88300,0.54900,0.8085343539714813,0.71600,0.66192,0.88300,0.75664,0.71600
model_938,0.82762,0.54800,0.07774,0.52525,0.96600,0.13000,0.8384039482466117,0.54800,0.52614,0.96600,0.68124,0.54800
model_198,0.82732,0.83000,0.65313,0.77478,0.82600,0.83400,nan,0.83000,0.83266,0.82600,0.82932,0.83000
model_732,0.82699,0.82900,0.65109,0.77339,0.82600,0.83200,0.9769528341913336,0.82900,0.83099,0.82600,0.82849,0.82900
model_252,0.82663,0.83600,0.66537,0.78415,0.82200,0.85000,0.9714029746275421,0.83600,0.84568,0.82200,0.83367,0.83600
model_658,0.82649,0.50350,-0.01306,0.50176,0.98600,0.02100,0.8349077957017081,0.50350,0.50178,0.98600,0.66509,0.50350
model_1148,0.82615,0.83050,0.65415,0.77592,0.82400,0.83700,0.9746102833152526,0.83050,0.83485,0.82400,0.82939,0.83050
model_1146,0.82546,0.83450,0.66231,0.78225,0.82100,0.84800,0.9735238079513823,0.83450,0.84378,0.82100,0.83224,0.83450
model_462,0.82546,0.79800,0.58784,0.73107,0.83900,0.75700,0.9618750290200623,0.79800,0.77542,0.83900,0.80596,0.79800
model_1766,0.82521,0.85000,0.69394,0.80729,0.81300,0.88700,nan,0.85000,0.87797,0.81300,0.84424,0.85000
model_6,0.82514,0.83150,0.65619,0.77777,0.82200,0.84100,0.9702969505673363,0.83150,0.83792,0.82200,0.82988,0.83150
model_1124,0.82498,0.82900,0.65109,0.77406,0.82300,0.83500,nan,0.82900,0.83300,0.82300,0.82797,0.82900
model_1098,0.82489,0.81450,0.62151,0.75319,0.83000,0.79900,0.8004820346832275,0.81450,0.80504,0.83000,0.81733,0.81450
model_1454,0.82479,0.80000,0.59192,0.73380,0.83700,0.76300,0.9554907400469753,0.80000,0.77933,0.83700,0.80714,0.80000
model_824,0.82472,0.84650,0.68680,0.80166,0.81400,0.87900,0.8058059500611346,0.84650,0.87059,0.81400,0.84134,0.84650
model_1222,0.82469,0.78750,0.56642,0.71815,0.84300,0.73200,0.9534175391284583,0.78750,0.75878,0.84300,0.79867,0.78750
model_68,0.82449,0.82550,0.64395,0.76902,0.82400,0.82700,0.9752824389156484,0.82550,0.82648,0.82400,0.82524,0.82550
model_920,0.82440,0.62400,0.23281,0.57162,0.92300,0.32500,0.8208140165774853,0.62400,0.57760,0.92300,0.71055,0.62400
model_192,0.82406,0.84250,0.67864,0.79538,0.81500,0.87000,0.9469714421942561,0.84250,0.86243,0.81500,0.83805,0.84250
model_130,0.82398,0.82800,0.64905,0.77289,0.82200,0.83400,0.9788874348734605,0.82800,0.83198,0.82200,0.82696,0.82800
model_1100,0.82393,0.83600,0.66537,0.78511,0.81800,0.85400,nan,0.83600,0.84855,0.81800,0.83299,0.83600
model_242,0.82347,0.82850,0.65007,0.77381,0.82100,0.83600,0.9722275524268438,0.82850,0.83350,0.82100,0.82720,0.82850
model_908,0.82324,0.83800,0.66946,0.78850,0.81600,0.86000,0.9700731789193502,0.83800,0.85356,0.81600,0.83436,0.83800
model_12,0.82312,0.83150,0.65619,0.77846,0.81900,0.84400,0.9718863529941211,0.83150,0.84000,0.81900,0.82937,0.83150
model_1062,0.82311,0.80500,0.60212,0.74076,0.83200,0.77800,0.8477256421135505,0.80500,0.78937,0.83200,0.81013,0.80500
model_1026,0.82298,0.82700,0.64701,0.77173,0.82100,0.83300,0.9804317848435764,0.82700,0.83097,0.82100,0.82596,0.82700
model_866,0.82246,0.49500,-0.03040,0.49751,0.98300,0.00700,nan,0.49500,0.49747,0.98300,0.66062,0.49500
model_1022,0.82214,0.82650,0.64599,0.77126,0.82000,0.83300,0.9801246302546021,0.82650,0.83080,0.82000,0.82536,0.82650
model_1218,0.82200,0.79750,0.58682,0.73123,0.83400,0.76100,0.9543051952865642,0.79750,0.77726,0.83400,0.80463,0.79750
model_568,0.82193,0.75850,0.50724,0.68545,0.85300,0.66400,0.8630621047935101,0.75850,0.71741,0.85300,0.77935,0.75850
model_788,0.82135,0.84250,0.67864,0.79644,0.81100,0.87400,0.9725700803831512,0.84250,0.86553,0.81100,0.83738,0.84250
model_348,0.82112,0.80500,0.60212,0.74126,0.82900,0.78100,0.9617765582560868,0.80500,0.79103,0.82900,0.80957,0.80500
model_1622,0.82099,0.82300,0.63885,0.76646,0.82000,0.82600,0.9757606776350408,0.82300,0.82495,0.82000,0.82247,0.82300
model_906,0.82076,0.83050,0.65415,0.77774,0.81600,0.84500,0.9722739660811281,0.83050,0.84037,0.81600,0.82801,0.83050
model_814,0.82049,0.75600,0.50214,0.68298,0.85200,0.66000,nan,0.75600,0.71477,0.85200,0.77737,0.75600
model_640,0.82044,0.50200,-0.01612,0.50100,0.97600,0.02800,0.8272623154852126,0.50200,0.50103,0.97600,0.66214,0.50200
model_722,0.82031,0.82300,0.63885,0.76667,0.81900,0.82700,0.9744763113818802,0.82300,0.82560,0.81900,0.82229,0.82300
model_206,0.82003,0.79550,0.58274,0.72913,0.83200,0.75900,nan,0.79550,0.77540,0.83200,0.80270,0.79550
model_1630,0.81998,0.82200,0.63681,0.76531,0.81900,0.82500,0.9788514692442758,0.82200,0.82394,0.81900,0.82146,0.82200
model_910,0.81942,0.82850,0.65007,0.77516,0.81500,0.84200,0.9712128462722001,0.82850,0.83762,0.81500,0.82615,0.82850
model_1600,0.81887,0.85350,0.70108,0.81606,0.80200,0.90500,0.8244199690065885,0.85350,0.89409,0.80200,0.84555,0.85350
model_1800,0.81836,0.79650,0.58478,0.73080,0.82900,0.76400,nan,0.79650,0.77840,0.82900,0.80291,0.79650
model_448,0.81831,0.78400,0.55927,0.71519,0.83500,0.73300,0.9194410966288659,0.78400,0.75771,0.83500,0.79448,0.78400
model_826,0.81822,0.84950,0.69292,0.80943,0.80300,0.89600,nan,0.84950,0.88534,0.80300,0.84216,0.84950
model_592,0.81807,0.57150,0.12569,0.53870,0.93800,0.20500,0.907458812188191,0.57150,0.54126,0.93800,0.68643,0.57150
model_1102,0.81789,0.83000,0.65313,0.77797,0.81200,0.84800,nan,0.83000,0.84232,0.81200,0.82688,0.83000
model_1338,0.81732,0.83650,0.66639,0.78833,0.80800,0.86500,0.9492397634328994,0.83650,0.85684,0.80800,0.83170,0.83650
model_406,0.81704,0.81300,0.61845,0.75331,0.81900,0.80700,0.9538394225832304,0.81300,0.80929,0.81900,0.81412,0.81300
model_902,0.81692,0.82500,0.64293,0.77072,0.81300,0.83700,0.9712086619040957,0.82500,0.83299,0.81300,0.82287,0.82500
model_1268,0.81690,0.82700,0.64701,0.77374,0.81200,0.84200,0.9822263535447595,0.82700,0.83711,0.81200,0.82437,0.82700
model_60,0.81670,0.49250,-0.03550,0.49628,0.97400,0.01100,0.807625969250997,0.49250,0.49618,0.97400,0.65744,0.49250
model_794,0.81645,0.83800,0.66946,0.79106,0.80600,0.87000,nan,0.83800,0.86111,0.80600,0.83264,0.83800
model_304,0.81629,0.82100,0.63477,0.76500,0.81400,0.82800,0.9853162159342571,0.82100,0.82556,0.81400,0.81974,0.82100
model_1378,0.81623,0.76100,0.51234,0.68902,0.84300,0.67900,0.8426301135673179,0.76100,0.72423,0.84300,0.77911,0.76100
model_124,0.81612,0.82050,0.63375,0.76432,0.81400,0.82700,0.9762492260398821,0.82050,0.82472,0.81400,0.81933,0.82050
model_1426,0.81597,0.78700,0.56539,0.71935,0.83000,0.74400,0.9537320131037806,0.78700,0.76427,0.83000,0.79578,0.78700
model_1322,0.81594,0.82200,0.63681,0.76658,0.81300,0.83100,0.9786014320335572,0.82200,0.82790,0.81300,0.82038,0.82200
model_1090,0.81561,0.82100,0.63477,0.76522,0.81300,0.82900,0.9542499085267385,0.82100,0.82622,0.81300,0.81956,0.82100
model_532,0.81514,0.81750,0.62763,0.76027,0.81400,0.82100,0.9216209519116175,0.81750,0.81974,0.81400,0.81686,0.81750
model_738,0.81499,0.80050,0.59294,0.73683,0.82200,0.77900,0.8509823966435608,0.80050,0.78811,0.82200,0.80470,0.80050
model_1094,0.81484,0.82900,0.65109,0.77749,0.80800,0.85000,nan,0.82900,0.84342,0.80800,0.82533,0.82900
model_1694,0.81470,0.82650,0.64599,0.77372,0.80900,0.84400,nan,0.82650,0.83834,0.80900,0.82341,0.82650
model_594,0.81435,0.72400,0.43685,0.65157,0.85800,0.59000,0.8444110189165388,0.72400,0.67666,0.85800,0.75661,0.72400
model_132,0.81428,0.81900,0.63069,0.76271,0.81200,0.82600,0.9797295692037936,0.81900,0.82353,0.81200,0.81772,0.81900
model_1444,0.81419,0.82700,0.64701,0.77465,0.80800,0.84600,0.9866960724568395,0.82700,0.83992,0.80800,0.82365,0.82700
model_1738,0.81407,0.83700,0.66741,0.79036,0.80300,0.87100,nan,0.83700,0.86159,0.80300,0.83126,0.83700
model_46,0.81404,0.66500,0.31647,0.60138,0.88600,0.44400,0.8167924106121063,0.66500,0.61442,0.88600,0.72563,0.66500
model_438,0.81375,0.79250,0.57662,0.72674,0.82400,0.76100,0.9643446117173218,0.79250,0.77516,0.82400,0.79884,0.79250
model_364,0.81358,0.82100,0.63477,0.76586,0.81000,0.83200,0.986808001235352,0.82100,0.82822,0.81000,0.81901,0.82100
model_670,0.81354,0.81050,0.61334,0.75080,0.81500,0.80600,0.9747995079372138,0.81050,0.80773,0.81500,0.81135,0.81050
model_370,0.81346,0.83100,0.65517,0.78107,0.80500,0.85700,0.9866088345499322,0.83100,0.84916,0.80500,0.82649,0.83100
model_790,0.81336,0.83900,0.67150,0.79387,0.80100,0.87700,0.9709667813622002,0.83900,0.86688,0.80100,0.83264,0.83900
model_808,0.81334,0.84100,0.67558,0.79717,0.80000,0.88200,nan,0.84100,0.87146,0.80000,0.83420,0.84100
model_518,0.81333,0.79950,0.59090,0.73592,0.82000,0.77900,0.9505665817825132,0.79950,0.78770,0.82000,0.80353,0.79950
model_1142,0.81318,0.82600,0.64497,0.77347,0.80700,0.84500,0.9746780204130154,0.82600,0.83888,0.80700,0.82263,0.82600
model_484,0.81284,0.81250,0.61743,0.75381,0.81300,0.81200,0.9829884321686887,0.81250,0.81219,0.81300,0.81259,0.81250
model_1446,0.81222,0.82100,0.63477,0.76629,0.80800,0.83400,0.9815872363138141,0.82100,0.82957,0.80800,0.81864,0.82100
model_1306,0.81210,0.80400,0.60008,0.74225,0.81600,0.79200,0.9571504869475064,0.80400,0.79688,0.81600,0.80632,0.80400
model_1414,0.81197,0.61650,0.21751,0.56685,0.90600,0.32700,0.8130483826001486,0.61650,0.57378,0.90600,0.70260,0.61650
model_1704,0.81174,0.83200,0.65721,0.78326,0.80200,0.86200,0.8051659688353539,0.83200,0.85319,0.80200,0.82680,0.83200
model_224,0.81147,0.82700,0.64701,0.77558,0.80400,0.85000,nan,0.82700,0.84277,0.80400,0.82293,0.82700
model_728,0.81114,0.81350,0.61947,0.75573,0.81000,0.81700,0.975566461926601,0.81350,0.81571,0.81000,0.81284,0.81350
model_366,0.81114,0.82600,0.64497,0.77417,0.80400,0.84800,0.9852440621405661,0.82600,0.84100,0.80400,0.82209,0.82600
model_10,0.81111,0.81550,0.62355,0.75860,0.80900,0.82200,0.969829361114716,0.81550,0.81966,0.80900,0.81429,0.81550
model_1428,0.81103,0.80900,0.61028,0.74941,0.81200,0.80600,0.9652150180475768,0.80900,0.80716,0.81200,0.80957,0.80900
model_508,0.81101,0.64650,0.27872,0.58768,0.89000,0.40300,0.895796456284431,0.64650,0.59852,0.89000,0.71572,0.64650
model_548,0.81073,0.83100,0.65517,0.78205,0.80100,0.86100,0.98356861244924,0.83100,0.85213,0.80100,0.82577,0.83100
model_378,0.81052,0.78450,0.56029,0.71740,0.82300,0.74600,0.9570078597027798,0.78450,0.76416,0.82300,0.79249,0.78450
model_812,0.81051,0.82200,0.63681,0.76833,0.80500,0.83900,nan,0.82200,0.83333,0.80500,0.81892,0.82200
model_1300,0.81038,0.81950,0.63171,0.76466,0.80600,0.83300,0.972503016581354,0.81950,0.82837,0.80600,0.81703,0.81950
model_318,0.81029,0.82550,0.64395,0.77369,0.80300,0.84800,0.9534574682297914,0.82550,0.84084,0.80300,0.82148,0.82550
model_472,0.81024,0.73150,0.45215,0.65921,0.84800,0.61500,0.8907352226883618,0.73150,0.68775,0.84800,0.75952,0.73150
model_1228,0.80992,0.70750,0.40318,0.63679,0.85900,0.55600,0.8887999893479808,0.70750,0.65925,0.85900,0.74598,0.70750
model_618,0.80979,0.65700,0.30014,0.59548,0.88300,0.43100,0.8406053781509399,0.65700,0.60813,0.88300,0.72023,0.65700
model_1270,0.80964,0.82350,0.63987,0.77088,0.80300,0.84400,0.9804875602624384,0.82350,0.83733,0.80300,0.81981,0.82350
model_1208,0.80964,0.82350,0.63987,0.77088,0.80300,0.84400,0.9797184792297629,0.82350,0.83733,0.80300,0.81981,0.82350
model_546,0.80964,0.82350,0.63987,0.77088,0.80300,0.84400,0.9851112406927297,0.82350,0.83733,0.80300,0.81981,0.82350
model_1702,0.80962,0.81300,0.61845,0.75546,0.80800,0.81800,nan,0.81300,0.81616,0.80800,0.81206,0.81300
model_796,0.80955,0.82950,0.65211,0.78013,0.80000,0.85900,nan,0.82950,0.85016,0.80000,0.82432,0.82950
model_330,0.80949,0.73950,0.46848,0.66727,0.84300,0.63600,0.8290169835090637,0.73950,0.69843,0.84300,0.76393,0.73950
model_886,0.80943,0.77900,0.54907,0.71091,0.82400,0.73400,0.8034958243370056,0.77900,0.75596,0.82400,0.78852,0.77900
model_1298,0.80926,0.79100,0.57356,0.72584,0.81800,0.76400,0.9562527723823275,0.79100,0.77609,0.81800,0.79649,0.79100
model_562,0.80917,0.79700,0.58580,0.73364,0.81500,0.77900,0.9611147386924659,0.79700,0.78668,0.81500,0.80059,0.79700
model_306,0.80915,0.82200,0.63681,0.76878,0.80300,0.84100,0.9836572775529403,0.82200,0.83472,0.80300,0.81855,0.82200
model_1404,0.80897,0.78800,0.56744,0.72210,0.81900,0.75700,0.9689270832595673,0.78800,0.77119,0.81900,0.79437,0.78800
model_482,0.80893,0.82550,0.64395,0.77416,0.80100,0.85000,0.9826839216973533,0.82550,0.84227,0.80100,0.82112,0.82550
model_468,0.80866,0.79750,0.58682,0.73443,0.81400,0.78100,0.9655958926710098,0.79750,0.78800,0.81400,0.80079,0.79750
model_676,0.80837,0.79450,0.58070,0.73056,0.81500,0.77400,0.8278016680246824,0.79450,0.78290,0.81500,0.79863,0.79450
model_202,0.80815,0.83150,0.65619,0.78379,0.79700,0.86600,nan,0.83150,0.85607,0.79700,0.82548,0.83150
model_422,0.80808,0.82500,0.64293,0.77368,0.80000,0.85000,0.9857846806410054,0.82500,0.84211,0.80000,0.82051,0.82500
model_426,0.80792,0.82450,0.64191,0.77298,0.80000,0.84900,0.9816877185553312,0.82450,0.84122,0.80000,0.82009,0.82450
model_544,0.80791,0.81400,0.62049,0.75740,0.80500,0.82300,0.9857929054986346,0.81400,0.81976,0.80500,0.81231,0.81400
model_430,0.80775,0.82400,0.64089,0.77227,0.80000,0.84800,0.9860122568484313,0.82400,0.84034,0.80000,0.81967,0.82400
model_1628,0.80762,0.81100,0.61436,0.75320,0.80600,0.81600,0.975273200404116,0.81100,0.81414,0.80600,0.81005,0.81100
model_320,0.80750,0.82950,0.65211,0.78087,0.79700,0.86200,0.951827790015473,0.82950,0.85241,0.79700,0.82377,0.82950
model_730,0.80748,0.80850,0.60926,0.74971,0.80700,0.81000,0.9751495871318162,0.80850,0.80943,0.80700,0.80821,0.80850
model_376,0.80729,0.79950,0.59090,0.73743,0.81100,0.78800,0.9715602683268784,0.79950,0.79277,0.81100,0.80178,0.79950
model_1170,0.80661,0.49300,-0.03448,0.49653,0.95600,0.03000,nan,0.49300,0.49637,0.95600,0.65345,0.49300
model_222,0.80635,0.80500,0.60212,0.74515,0.80700,0.80300,nan,0.80500,0.80378,0.80700,0.80539,0.80500
model_506,0.80617,0.76450,0.51949,0.69455,0.82600,0.70300,nan,0.76450,0.73553,0.82600,0.77814,0.76450
model_454,0.80588,0.77200,0.53479,0.70326,0.82200,0.72200,0.8194447875022888,0.77200,0.74727,0.82200,0.78286,0.77200
model_248,0.80574,0.81150,0.61538,0.75446,0.80300,0.82000,0.9699327381108876,0.81150,0.81689,0.80300,0.80988,0.81150
model_1206,0.80535,0.81450,0.62151,0.75890,0.80100,0.82800,0.9817567190392126,0.81450,0.82323,0.80100,0.81196,0.81450
model_362,0.80521,0.82250,0.63783,0.77085,0.79700,0.84800,0.9825202588575432,0.82250,0.83983,0.79700,0.81786,0.82250
model_226,0.80509,0.80950,0.61130,0.75180,0.80300,0.81600,nan,0.80950,0.81358,0.80300,0.80825,0.80950
model_1710,0.80508,0.82000,0.63273,0.76711,0.79800,0.84200,nan,0.82000,0.83473,0.79800,0.81595,0.82000
model_414,0.80482,0.75600,0.50214,0.68529,0.82800,0.68400,0.8041585385799408,0.75600,0.72378,0.82800,0.77239,0.75600
model_726,0.80480,0.80650,0.60518,0.74766,0.80400,0.80900,0.9770746752619743,0.80650,0.80804,0.80400,0.80602,0.80650
model_838,0.80477,0.77900,0.54907,0.71184,0.81700,0.74100,nan,0.77900,0.75929,0.81700,0.78709,0.77900
model_166,0.80471,0.77250,0.53581,0.70406,0.82000,0.72500,0.8587579345240176,0.77250,0.74886,0.82000,0.78282,0.77250
model_380,0.80429,0.80700,0.60620,0.74851,0.80300,0.81100,0.9538125985728821,0.80700,0.80948,0.80300,0.80622,0.80700
model_1360,0.80387,0.80150,0.59498,0.74102,0.80500,0.79800,0.9700048865134746,0.80150,0.79940,0.80500,0.80219,0.80150
model_1262,0.80375,0.81800,0.62865,0.76456,0.79700,0.83900,0.9805803168658636,0.81800,0.83194,0.79700,0.81410,0.81800
model_1416,0.80361,0.75000,0.48990,0.67897,0.82900,0.67100,0.9096049634826104,0.75000,0.71589,0.82900,0.76830,0.75000
model_1342,0.80343,0.76000,0.51030,0.68993,0.82400,0.69600,0.9595104700101013,0.76000,0.73050,0.82400,0.77444,0.76000
model_494,0.80323,0.79950,0.59090,0.73847,0.80500,0.79400,0.9514700100986385,0.79950,0.79624,0.80500,0.80060,0.79950
model_1368,0.80305,0.80950,0.61130,0.75240,0.80000,0.81900,0.9739349943070634,0.80950,0.81549,0.80000,0.80767,0.80950
model_1424,0.80288,0.80050,0.59294,0.73992,0.80400,0.79700,0.9504283807460504,0.80050,0.79841,0.80400,0.80120,0.80050
model_1162,0.80275,0.77050,0.53173,0.70207,0.81800,0.72300,0.8191360700875521,0.77050,0.74703,0.81800,0.78091,0.77050
model_246,0.80257,0.80800,0.60824,0.75041,0.80000,0.81600,0.9685067402397258,0.80800,0.81301,0.80000,0.80645,0.80800
