model,shots,inner_batch,inner_iters,lr,meta_step,meta_step_final,meta_batch,meta_iters,eval_batch,eval_iters,dim_hidden,activation_fns,top_features
1629,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64, 64",tanh,10
909,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64",relu,10
2759,10,5,10,0.001,1.0,1.0,4,1000,10,10,"128, 64",relu,10
221,10,5,10,0.001,1.0,1.0,4,1000,5,10,"128, 64",softmax,10
1681,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64, 64",softmax,10
1149,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64",swish,10
2887,10,5,10,0.001,1.0,1.0,4,1000,10,10,"128, 64",softmax,10
2927,10,5,10,0.001,1.0,1.0,4,1000,10,10,"128, 64",softmax,10
2829,10,5,10,0.001,1.0,1.0,4,1000,10,10,"128, 64",tanh,10
1117,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64",softmax,10
1773,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64, 64",swish,10
2723,10,5,10,0.001,1.0,1.0,4,1000,10,10,"128, 64",relu,10
1987,10,5,10,0.001,1.0,1.0,4,1000,5,30,"128, 64",softmax,10
2521,10,5,10,0.001,1.0,1.0,4,1000,5,30,"128, 64, 64",tanh,10
1095,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64",softmax,10
2871,10,5,10,0.001,1.0,1.0,4,1000,10,10,"128, 64",tanh,10
2409,10,5,10,0.001,1.0,1.0,4,1000,5,30,"128, 64, 64",relu,10
725,10,5,10,0.001,1.0,1.0,4,1000,5,10,"128, 64, 64",tanh,10
741,10,5,10,0.001,1.0,1.0,4,1000,5,10,"128, 64, 64",tanh,10
2891,10,5,10,0.001,1.0,1.0,4,1000,10,10,"128, 64",softmax,10
139,10,5,10,0.001,1.0,1.0,4,1000,5,10,"128, 64",tanh,10
2589,10,5,10,0.001,1.0,1.0,4,1000,5,30,"128, 64, 64",softmax,10
761,10,5,10,0.001,1.0,1.0,4,1000,5,10,"128, 64, 64",tanh,10
2969,10,5,10,0.001,1.0,1.0,4,1000,10,10,"128, 64",swish,10
299,10,5,10,0.001,1.0,1.0,4,1000,5,10,"128, 64",swish,10
2629,10,5,10,0.001,1.0,1.0,4,1000,5,30,"128, 64, 64",softmax,10
1903,10,5,10,0.001,1.0,1.0,4,1000,5,30,"128, 64",sigmoid,10
1085,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64",softmax,10
2691,10,5,10,0.001,1.0,1.0,4,1000,5,30,"128, 64, 64",swish,10
1685,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64, 64",softmax,10
1747,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64, 64",swish,10
1621,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64, 64",tanh,10
739,10,5,10,0.001,1.0,1.0,4,1000,5,10,"128, 64, 64",tanh,10
2405,10,5,10,0.001,1.0,1.0,4,1000,5,30,"128, 64, 64",relu,10
885,10,5,10,0.001,1.0,1.0,4,1000,5,10,"128, 64, 64",swish,10
1177,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64",swish,10
759,10,5,10,0.001,1.0,1.0,4,1000,5,10,"128, 64, 64",tanh,10
1501,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64, 64",relu,10
1067,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64",tanh,10
181,10,5,10,0.001,1.0,1.0,4,1000,5,10,"128, 64",softmax,10
1701,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64, 64",softmax,10
959,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64",relu,10
187,10,5,10,0.001,1.0,1.0,4,1000,5,10,"128, 64",softmax,10
1027,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64",tanh,10
1899,10,5,10,0.001,1.0,1.0,4,1000,5,30,"128, 64",sigmoid,10
1151,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64",swish,10
1985,10,5,10,0.001,1.0,1.0,4,1000,5,30,"128, 64",softmax,10
125,10,5,10,0.001,1.0,1.0,4,1000,5,10,"128, 64",tanh,10
905,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64",relu,10
1683,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64, 64",softmax,10
189,10,5,10,0.001,1.0,1.0,4,1000,5,10,"128, 64",softmax,10
749,10,5,10,0.001,1.0,1.0,4,1000,5,10,"128, 64, 64",tanh,10
1147,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64",swish,10
1087,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64",softmax,10
1745,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64, 64",swish,10
223,10,5,10,0.001,1.0,1.0,4,1000,5,10,"128, 64",softmax,10
2867,10,5,10,0.001,1.0,1.0,4,1000,10,10,"128, 64",tanh,10
2037,10,5,10,0.001,1.0,1.0,4,1000,5,30,"128, 64",softmax,10
1081,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64",softmax,10
1699,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64, 64",softmax,10
1741,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64, 64",swish,10
2835,10,5,10,0.001,1.0,1.0,4,1000,10,10,"128, 64",tanh,10
1715,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64, 64",softmax,10
2827,10,5,10,0.001,1.0,1.0,4,1000,10,10,"128, 64",tanh,10
1691,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64, 64",softmax,10
1679,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64, 64",tanh,10
2525,10,5,10,0.001,1.0,1.0,4,1000,5,30,"128, 64, 64",tanh,10
1793,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64, 64",swish,10
947,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64",relu,10
1713,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64, 64",softmax,10
891,10,5,10,0.001,1.0,1.0,4,1000,5,10,"128, 64, 64",swish,10
2545,10,5,10,0.001,1.0,1.0,4,1000,5,30,"128, 64, 64",tanh,10
2961,10,5,10,0.001,1.0,1.0,4,1000,10,10,"128, 64",swish,10
2687,10,5,10,0.001,1.0,1.0,4,1000,5,30,"128, 64, 64",swish,10
2529,10,5,10,0.001,1.0,1.0,4,1000,5,30,"128, 64, 64",tanh,10
1981,10,5,10,0.001,1.0,1.0,4,1000,5,30,"128, 64",softmax,10
1937,10,5,10,0.001,1.0,1.0,4,1000,5,30,"128, 64",tanh,10
2557,10,5,10,0.001,1.0,1.0,4,1000,5,30,"128, 64, 64",tanh,10
2663,10,5,10,0.001,1.0,1.0,4,1000,5,30,"128, 64, 64",swish,10
2823,10,5,10,0.001,1.0,1.0,4,1000,10,10,"128, 64",tanh,10
697,10,5,10,0.001,1.0,1.0,4,1000,5,10,"128, 64, 64",sigmoid,10
257,10,5,10,0.001,1.0,1.0,4,1000,5,10,"128, 64",swish,10
1989,10,5,10,0.001,1.0,1.0,4,1000,5,30,"128, 64",softmax,10
863,10,5,10,0.001,1.0,1.0,4,1000,5,10,"128, 64, 64",swish,10
1751,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64, 64",swish,10
2875,10,5,10,0.001,1.0,1.0,4,1000,10,10,"128, 64",tanh,10
2683,10,5,10,0.001,1.0,1.0,4,1000,5,30,"128, 64, 64",swish,10
2885,10,5,10,0.001,1.0,1.0,4,1000,10,10,"128, 64",softmax,10
683,10,5,10,0.001,1.0,1.0,4,1000,5,10,"128, 64, 64",sigmoid,10
2009,10,5,10,0.001,1.0,1.0,4,1000,5,30,"128, 64",softmax,10
2993,10,5,10,0.001,1.0,1.0,4,1000,10,10,"128, 64",swish,10
185,10,5,10,0.001,1.0,1.0,4,1000,5,10,"128, 64",softmax,10
2601,10,5,10,0.001,1.0,1.0,4,1000,5,30,"128, 64, 64",softmax,10
1189,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64",swish,10
1961,10,5,10,0.001,1.0,1.0,4,1000,5,30,"128, 64",tanh,10
1627,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64, 64",tanh,10
811,10,5,10,0.001,1.0,1.0,4,1000,5,10,"128, 64, 64",softmax,10
899,10,5,10,0.001,1.0,1.0,4,1000,5,10,"128, 64, 64",swish,10
2073,10,5,10,0.001,1.0,1.0,4,1000,5,30,"128, 64",swish,10
1633,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64, 64",tanh,10
2469,10,5,10,0.001,1.0,1.0,4,1000,5,30,"128, 64, 64",sigmoid,10
155,10,5,10,0.001,1.0,1.0,4,1000,5,10,"128, 64",tanh,10
1643,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64, 64",tanh,10
613,10,5,10,0.001,1.0,1.0,4,1000,5,10,"128, 64, 64",relu,10
859,10,5,10,0.001,1.0,1.0,4,1000,5,10,"128, 64, 64",swish,10
2005,10,5,10,0.001,1.0,1.0,4,1000,5,30,"128, 64",softmax,10
1163,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64",swish,10
1153,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64",swish,10
763,10,5,10,0.001,1.0,1.0,4,1000,5,10,"128, 64, 64",tanh,10
2719,10,5,10,0.001,1.0,1.0,4,1000,10,10,"128, 64",relu,10
623,10,5,10,0.001,1.0,1.0,4,1000,5,10,"128, 64, 64",relu,10
279,10,5,10,0.001,1.0,1.0,4,1000,5,10,"128, 64",swish,10
211,10,5,10,0.001,1.0,1.0,4,1000,5,10,"128, 64",softmax,10
753,10,5,10,0.001,1.0,1.0,4,1000,5,10,"128, 64, 64",tanh,10
2859,10,5,10,0.001,1.0,1.0,4,1000,10,10,"128, 64",tanh,10
2061,10,5,10,0.001,1.0,1.0,4,1000,5,30,"128, 64",swish,10
1963,10,5,10,0.001,1.0,1.0,4,1000,5,30,"128, 64",tanh,10
651,10,5,10,0.001,1.0,1.0,4,1000,5,10,"128, 64, 64",relu,10
1951,10,5,10,0.001,1.0,1.0,4,1000,5,30,"128, 64",tanh,10
2579,10,5,10,0.001,1.0,1.0,4,1000,5,30,"128, 64, 64",tanh,10
135,10,5,10,0.001,1.0,1.0,4,1000,5,10,"128, 64",tanh,10
2855,10,5,10,0.001,1.0,1.0,4,1000,10,10,"128, 64",tanh,10
167,10,5,10,0.001,1.0,1.0,4,1000,5,10,"128, 64",tanh,10
1653,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64, 64",tanh,10
2715,10,5,10,0.001,1.0,1.0,4,1000,10,10,"128, 64",relu,10
1037,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64",tanh,10
1107,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64",softmax,10
33,10,5,10,0.001,1.0,1.0,4,1000,5,10,"128, 64",relu,10
2959,10,5,10,0.001,1.0,1.0,4,1000,10,10,"128, 64",swish,10
259,10,5,10,0.001,1.0,1.0,4,1000,5,10,"128, 64",swish,10
999,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64",sigmoid,10
1039,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64",tanh,10
2991,10,5,10,0.001,1.0,1.0,4,1000,10,10,"128, 64",swish,10
757,10,5,10,0.001,1.0,1.0,4,1000,5,10,"128, 64, 64",tanh,10
1877,10,5,10,0.001,1.0,1.0,4,1000,5,30,"128, 64",sigmoid,10
2933,10,5,10,0.001,1.0,1.0,4,1000,10,10,"128, 64",softmax,10
1541,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64, 64",relu,10
2533,10,5,10,0.001,1.0,1.0,4,1000,5,30,"128, 64, 64",tanh,10
103,10,5,10,0.001,1.0,1.0,4,1000,5,10,"128, 64",sigmoid,10
1105,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64",softmax,10
1979,10,5,10,0.001,1.0,1.0,4,1000,5,30,"128, 64",tanh,10
1001,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64",sigmoid,10
2967,10,5,10,0.001,1.0,1.0,4,1000,10,10,"128, 64",swish,10
2075,10,5,10,0.001,1.0,1.0,4,1000,5,30,"128, 64",swish,10
2393,10,5,10,0.001,1.0,1.0,4,1000,5,30,128,swish,10
3199,10,5,10,0.001,1.0,1.0,4,1000,10,10,128,softmax,10
2015,10,5,10,0.001,1.0,1.0,4,1000,5,30,"128, 64",softmax,10
2989,10,5,10,0.001,1.0,1.0,4,1000,10,10,"128, 64",swish,10
1179,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64",swish,10
2337,10,5,10,0.001,1.0,1.0,4,1000,5,30,128,softmax,10
1527,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64, 64",relu,10
2843,10,5,10,0.001,1.0,1.0,4,1000,10,10,"128, 64",tanh,10
2937,10,5,10,0.001,1.0,1.0,4,1000,10,10,"128, 64",softmax,10
777,10,5,10,0.001,1.0,1.0,4,1000,5,10,"128, 64, 64",tanh,10
2861,10,5,10,0.001,1.0,1.0,4,1000,10,10,"128, 64",tanh,10
1635,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64, 64",tanh,10
161,10,5,10,0.001,1.0,1.0,4,1000,5,10,"128, 64",tanh,10
2483,10,5,10,0.001,1.0,1.0,4,1000,5,30,"128, 64, 64",sigmoid,10
1601,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64, 64",sigmoid,10
1057,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64",tanh,10
1375,10,5,10,0.001,1.0,1.0,4,1000,5,20,128,tanh,10
2981,10,5,10,0.001,1.0,1.0,4,1000,10,10,"128, 64",swish,10
649,10,5,10,0.001,1.0,1.0,4,1000,5,10,"128, 64, 64",relu,10
2907,10,5,10,0.001,1.0,1.0,4,1000,10,10,"128, 64",softmax,10
2013,10,5,10,0.001,1.0,1.0,4,1000,5,30,"128, 64",softmax,10
1781,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64, 64",swish,10
2481,10,5,10,0.001,1.0,1.0,4,1000,5,30,"128, 64, 64",sigmoid,10
1777,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64, 64",swish,10
2873,10,5,10,0.001,1.0,1.0,4,1000,10,10,"128, 64",tanh,10
2055,10,5,10,0.001,1.0,1.0,4,1000,5,30,"128, 64",swish,10
615,10,5,10,0.001,1.0,1.0,4,1000,5,10,"128, 64, 64",relu,10
1181,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64",swish,10
2565,10,5,10,0.001,1.0,1.0,4,1000,5,30,"128, 64, 64",tanh,10
1833,10,5,10,0.001,1.0,1.0,4,1000,5,30,"128, 64",relu,10
177,10,5,10,0.001,1.0,1.0,4,1000,5,10,"128, 64",tanh,10
931,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64",relu,10
779,10,5,10,0.001,1.0,1.0,4,1000,5,10,"128, 64, 64",tanh,10
1707,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64, 64",softmax,10
2877,10,5,10,0.001,1.0,1.0,4,1000,10,10,"128, 64",tanh,10
767,10,5,10,0.001,1.0,1.0,4,1000,5,10,"128, 64, 64",tanh,10
2717,10,5,10,0.001,1.0,1.0,4,1000,10,10,"128, 64",relu,10
2477,10,5,10,0.001,1.0,1.0,4,1000,5,30,"128, 64, 64",sigmoid,10
1157,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64",swish,10
897,10,5,10,0.001,1.0,1.0,4,1000,5,10,"128, 64, 64",swish,10
2173,10,5,10,0.001,1.0,1.0,4,1000,5,30,128,sigmoid,10
1759,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64, 64",swish,10
1737,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64, 64",softmax,10
1645,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64, 64",tanh,10
3093,10,5,10,0.001,1.0,1.0,4,1000,10,10,128,sigmoid,10
2653,10,5,10,0.001,1.0,1.0,4,1000,5,30,"128, 64, 64",swish,10
733,10,5,10,0.001,1.0,1.0,4,1000,5,10,"128, 64, 64",tanh,10
1939,10,5,10,0.001,1.0,1.0,4,1000,5,30,"128, 64",tanh,10
1765,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64, 64",swish,10
2563,10,5,10,0.001,1.0,1.0,4,1000,5,30,"128, 64, 64",tanh,10
2695,10,5,10,0.001,1.0,1.0,4,1000,5,30,"128, 64, 64",swish,10
445,10,5,10,0.001,1.0,1.0,4,1000,5,10,128,tanh,10
413,10,5,10,0.001,1.0,1.0,4,1000,5,10,128,sigmoid,10
2837,10,5,10,0.001,1.0,1.0,4,1000,10,10,"128, 64",tanh,10
1823,10,5,10,0.001,1.0,1.0,4,1000,5,30,"128, 64",relu,10
2095,10,5,10,0.001,1.0,1.0,4,1000,5,30,"128, 64",swish,10
2573,10,5,10,0.001,1.0,1.0,4,1000,5,30,"128, 64, 64",tanh,10
1757,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64, 64",swish,10
97,10,5,10,0.001,1.0,1.0,4,1000,5,10,"128, 64",sigmoid,10
2909,10,5,10,0.001,1.0,1.0,4,1000,10,10,"128, 64",softmax,10
35,10,5,10,0.001,1.0,1.0,4,1000,5,10,"128, 64",relu,10
2121,10,5,10,0.001,1.0,1.0,4,1000,5,30,128,relu,10
3113,10,5,10,0.001,1.0,1.0,4,1000,10,10,128,sigmoid,10
3053,10,5,10,0.001,1.0,1.0,4,1000,10,10,128,relu,10
2561,10,5,10,0.001,1.0,1.0,4,1000,5,30,"128, 64, 64",tanh,10
2869,10,5,10,0.001,1.0,1.0,4,1000,10,10,"128, 64",tanh,10
3091,10,5,10,0.001,1.0,1.0,4,1000,10,10,128,sigmoid,10
2503,10,5,10,0.001,1.0,1.0,4,1000,5,30,"128, 64, 64",sigmoid,10
1233,10,5,10,0.001,1.0,1.0,4,1000,5,20,128,relu,10
3235,10,5,10,0.001,1.0,1.0,4,1000,10,10,128,softmax,10
2365,10,5,10,0.001,1.0,1.0,4,1000,5,30,128,swish,10
353,10,5,10,0.001,1.0,1.0,4,1000,5,10,128,relu,10
645,10,5,10,0.001,1.0,1.0,4,1000,5,10,"128, 64, 64",relu,10
293,10,5,10,0.001,1.0,1.0,4,1000,5,10,"128, 64",swish,10
1943,10,5,10,0.001,1.0,1.0,4,1000,5,30,"128, 64",tanh,10
1407,10,5,10,0.001,1.0,1.0,4,1000,5,20,128,softmax,10
877,10,5,10,0.001,1.0,1.0,4,1000,5,10,"128, 64, 64",swish,10
2807,10,5,10,0.001,1.0,1.0,4,1000,10,10,"128, 64",sigmoid,10
2269,10,5,10,0.001,1.0,1.0,4,1000,5,30,128,tanh,10
2755,10,5,10,0.001,1.0,1.0,4,1000,10,10,"128, 64",relu,10
2217,10,5,10,0.001,1.0,1.0,4,1000,5,30,128,sigmoid,10
1469,10,5,10,0.001,1.0,1.0,4,1000,5,20,128,swish,10
1955,10,5,10,0.001,1.0,1.0,4,1000,5,30,"128, 64",tanh,10
893,10,5,10,0.001,1.0,1.0,4,1000,5,10,"128, 64, 64",swish,10
657,10,5,10,0.001,1.0,1.0,4,1000,5,10,"128, 64, 64",relu,10
1005,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64",sigmoid,10
1175,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64",swish,10
2375,10,5,10,0.001,1.0,1.0,4,1000,5,30,128,swish,10
1843,10,5,10,0.001,1.0,1.0,4,1000,5,30,"128, 64",relu,10
2929,10,5,10,0.001,1.0,1.0,4,1000,10,10,"128, 64",softmax,10
1155,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64",swish,10
2913,10,5,10,0.001,1.0,1.0,4,1000,10,10,"128, 64",softmax,10
3201,10,5,10,0.001,1.0,1.0,4,1000,10,10,128,softmax,10
1913,10,5,10,0.001,1.0,1.0,4,1000,5,30,"128, 64",sigmoid,10
1957,10,5,10,0.001,1.0,1.0,4,1000,5,30,"128, 64",tanh,10
1597,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64, 64",sigmoid,10
1973,10,5,10,0.001,1.0,1.0,4,1000,5,30,"128, 64",tanh,10
2551,10,5,10,0.001,1.0,1.0,4,1000,5,30,"128, 64, 64",tanh,10
1401,10,5,10,0.001,1.0,1.0,4,1000,5,20,128,softmax,10
1249,10,5,10,0.001,1.0,1.0,4,1000,5,20,128,relu,10
1935,10,5,10,0.001,1.0,1.0,4,1000,5,30,"128, 64",tanh,10
867,10,5,10,0.001,1.0,1.0,4,1000,5,10,"128, 64, 64",swish,10
2213,10,5,10,0.001,1.0,1.0,4,1000,5,30,128,sigmoid,10
1415,10,5,10,0.001,1.0,1.0,4,1000,5,20,128,softmax,10
2983,10,5,10,0.001,1.0,1.0,4,1000,10,10,"128, 64",swish,10
2537,10,5,10,0.001,1.0,1.0,4,1000,5,30,"128, 64, 64",tanh,10
2783,10,5,10,0.001,1.0,1.0,4,1000,10,10,"128, 64",sigmoid,10
2757,10,5,10,0.001,1.0,1.0,4,1000,10,10,"128, 64",relu,10
977,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64",sigmoid,10
1975,10,5,10,0.001,1.0,1.0,4,1000,5,30,"128, 64",tanh,10
73,10,5,10,0.001,1.0,1.0,4,1000,5,10,"128, 64",sigmoid,10
1533,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64, 64",relu,10
2297,10,5,10,0.001,1.0,1.0,4,1000,5,30,128,softmax,10
2539,10,5,10,0.001,1.0,1.0,4,1000,5,30,"128, 64, 64",tanh,10
1215,10,5,10,0.001,1.0,1.0,4,1000,5,20,128,relu,10
953,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64",relu,10
87,10,5,10,0.001,1.0,1.0,4,1000,5,10,"128, 64",sigmoid,10
1607,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64, 64",sigmoid,10
937,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64",relu,10
2487,10,5,10,0.001,1.0,1.0,4,1000,5,30,"128, 64, 64",sigmoid,10
707,10,5,10,0.001,1.0,1.0,4,1000,5,10,"128, 64, 64",sigmoid,10
2611,10,5,10,0.001,1.0,1.0,4,1000,5,30,"128, 64, 64",softmax,10
1009,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64",sigmoid,10
2817,10,5,10,0.001,1.0,1.0,4,1000,10,10,"128, 64",sigmoid,10
1709,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64, 64",softmax,10
2735,10,5,10,0.001,1.0,1.0,4,1000,10,10,"128, 64",relu,10
2809,10,5,10,0.001,1.0,1.0,4,1000,10,10,"128, 64",sigmoid,10
1893,10,5,10,0.001,1.0,1.0,4,1000,5,30,"128, 64",sigmoid,10
1609,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64, 64",sigmoid,10
1017,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64",sigmoid,10
715,10,5,10,0.001,1.0,1.0,4,1000,5,10,"128, 64, 64",sigmoid,10
2493,10,5,10,0.001,1.0,1.0,4,1000,5,30,"128, 64, 64",sigmoid,10
695,10,5,10,0.001,1.0,1.0,4,1000,5,10,"128, 64, 64",sigmoid,10
115,10,5,10,0.001,1.0,1.0,4,1000,5,10,"128, 64",sigmoid,10
689,10,5,10,0.001,1.0,1.0,4,1000,5,10,"128, 64, 64",sigmoid,10
1825,10,5,10,0.001,1.0,1.0,4,1000,5,30,"128, 64",relu,10
93,10,5,10,0.001,1.0,1.0,4,1000,5,10,"128, 64",sigmoid,10
1897,10,5,10,0.001,1.0,1.0,4,1000,5,30,"128, 64",sigmoid,10
1019,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64",sigmoid,10
1615,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64, 64",sigmoid,10
709,10,5,10,0.001,1.0,1.0,4,1000,5,10,"128, 64, 64",sigmoid,10
1137,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64",softmax,10
1589,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64, 64",sigmoid,10
983,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64",sigmoid,10
1587,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64, 64",sigmoid,10
1827,10,5,10,0.001,1.0,1.0,4,1000,5,30,"128, 64",relu,10
2911,10,5,10,0.001,1.0,1.0,4,1000,10,10,"128, 64",softmax,10
2801,10,5,10,0.001,1.0,1.0,4,1000,10,10,"128, 64",sigmoid,10
111,10,5,10,0.001,1.0,1.0,4,1000,5,10,"128, 64",sigmoid,10
2797,10,5,10,0.001,1.0,1.0,4,1000,10,10,"128, 64",sigmoid,10
2813,10,5,10,0.001,1.0,1.0,4,1000,10,10,"128, 64",sigmoid,10
1003,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64",sigmoid,10
2815,10,5,10,0.001,1.0,1.0,4,1000,10,10,"128, 64",sigmoid,10
1891,10,5,10,0.001,1.0,1.0,4,1000,5,30,"128, 64",sigmoid,10
681,10,5,10,0.001,1.0,1.0,4,1000,5,10,"128, 64, 64",sigmoid,10
1855,10,5,10,0.001,1.0,1.0,4,1000,5,30,"128, 64",relu,10
1611,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64, 64",sigmoid,10
685,10,5,10,0.001,1.0,1.0,4,1000,5,10,"128, 64, 64",sigmoid,10
1277,10,5,10,0.001,1.0,1.0,4,1000,5,20,128,sigmoid,10
701,10,5,10,0.001,1.0,1.0,4,1000,5,10,"128, 64, 64",sigmoid,10
1373,10,5,10,0.001,1.0,1.0,4,1000,5,20,128,tanh,10
1065,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64",tanh,10
557,10,5,10,0.001,1.0,1.0,4,1000,5,10,128,swish,10
2497,10,5,10,0.001,1.0,1.0,4,1000,5,30,"128, 64, 64",sigmoid,10
1593,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64, 64",sigmoid,10
283,10,5,10,0.001,1.0,1.0,4,1000,5,10,"128, 64",swish,10
955,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64",relu,10
1305,10,5,10,0.001,1.0,1.0,4,1000,5,20,128,sigmoid,10
2499,10,5,10,0.001,1.0,1.0,4,1000,5,30,"128, 64, 64",sigmoid,10
2749,10,5,10,0.001,1.0,1.0,4,1000,10,10,"128, 64",relu,10
2863,10,5,10,0.001,1.0,1.0,4,1000,10,10,"128, 64",tanh,10
2087,10,5,10,0.001,1.0,1.0,4,1000,5,30,"128, 64",swish,10
2305,10,5,10,0.001,1.0,1.0,4,1000,5,30,128,softmax,10
1549,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64, 64",relu,10
497,10,5,10,0.001,1.0,1.0,4,1000,5,10,128,softmax,10
3119,10,5,10,0.001,1.0,1.0,4,1000,10,10,128,sigmoid,10
1603,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64, 64",sigmoid,10
921,10,5,10,0.001,1.0,1.0,4,1000,5,20,"128, 64",relu,10
3051,10,5,10,0.001,1.0,1.0,4,1000,10,10,128,relu,10
2445,10,5,10,0.001,1.0,1.0,4,1000,5,30,"128, 64, 64",relu,10
107,10,5,10,0.001,1.0,1.0,4,1000,5,10,"128, 64",sigmoid,10
3095,10,5,10,0.001,1.0,1.0,4,1000,10,10,128,sigmoid,10
2743,10,5,10,0.001,1.0,1.0,4,1000,10,10,"128, 64",relu,10
