model,f2,gmean,bss,pr_auc,sensitivity,specificity,ppv,accuracy,precision,recall,f1,auc
model_1178,0.87723,0.86100,0.71638,0.80462,0.88600,0.83600,0.8260682087678176,0.86100,0.84381,0.88600,0.86439,0.86100
model_1022,0.87698,0.86400,0.72251,0.80940,0.88400,0.84400,0.9670758877235472,0.86400,0.85000,0.88400,0.86667,0.86400
model_1166,0.87693,0.86200,0.71842,0.80628,0.88500,0.83900,0.8198414444923401,0.86200,0.84608,0.88500,0.86510,0.86200
model_286,0.87644,0.86800,0.73067,0.81599,0.88100,0.85500,0.8230686448514462,0.86800,0.85867,0.88100,0.86969,0.86800
model_1042,0.87639,0.86600,0.72659,0.81280,0.88200,0.85000,0.8457253826291937,0.86600,0.85465,0.88200,0.86811,0.86600
model_1676,0.87630,0.87500,0.74495,0.82756,0.87700,0.87300,0.864548824915365,0.87500,0.87351,0.87700,0.87525,0.87500
model_866,0.87609,0.86700,0.72863,0.81452,0.88100,0.85300,0.8263207186519363,0.86700,0.85700,0.88100,0.86884,0.86700
model_2678,0.87587,0.82000,0.63273,0.74737,0.90600,0.73400,0.8374541014432907,0.82000,0.77304,0.90600,0.83425,0.82000
model_100,0.87568,0.88250,0.76025,0.84069,0.87200,0.89300,0.8230080008506775,0.88250,0.89070,0.87200,0.88125,0.88250
model_864,0.87565,0.87500,0.74495,0.82784,0.87600,0.87400,0.8477875826474293,0.87500,0.87425,0.87600,0.87512,0.87500
model_2552,0.87547,0.87450,0.74393,0.82708,0.87600,0.87300,0.8493318684221263,0.87450,0.87338,0.87600,0.87469,0.87450
model_886,0.87510,0.84000,0.67354,0.77433,0.89400,0.78600,0.8192317128181458,0.84000,0.80686,0.89400,0.84820,0.84000
model_1558,0.87510,0.82700,0.64701,0.75664,0.90100,0.75300,0.8501938425764746,0.82700,0.78484,0.90100,0.83892,0.82700
model_1030,0.87490,0.85800,0.71026,0.80083,0.88400,0.83200,0.9686234848647468,0.85800,0.84030,0.88400,0.86160,0.85800
model_938,0.87475,0.85200,0.69802,0.79180,0.88700,0.81700,0.8761366428161154,0.85200,0.82897,0.88700,0.85700,0.85200
model_2960,0.87472,0.77200,0.53479,0.69222,0.93000,0.61400,0.8319903169737922,0.77200,0.70669,0.93000,0.80311,0.77200
model_152,0.87465,0.87400,0.74291,0.82660,0.87500,0.87300,0.8404124392704531,0.87400,0.87325,0.87500,0.87413,0.87400
model_272,0.87455,0.88300,0.76127,0.84210,0.87000,0.89600,0.8133667329182992,0.88300,0.89322,0.87000,0.88146,0.88300
model_742,0.87443,0.87150,0.73781,0.82253,0.87600,0.86700,0.8378771948364546,0.87150,0.86819,0.87600,0.87208,0.87150
model_116,0.87406,0.72350,0.43583,0.64589,0.95500,0.49200,nan,0.72350,0.65277,0.95500,0.77548,0.72350
model_1646,0.87400,0.87400,0.74291,0.82688,0.87400,0.87400,0.90934083086351,0.87400,0.87400,0.87400,0.87400,0.87400
model_2654,0.87338,0.86850,0.73169,0.81804,0.87600,0.86100,0.8414205256127572,0.86850,0.86305,0.87600,0.86948,0.86850
model_1658,0.87283,0.87250,0.73985,0.82487,0.87300,0.87200,0.8511501991283722,0.87250,0.87213,0.87300,0.87256,0.87250
model_1934,0.87281,0.86500,0.72455,0.81260,0.87700,0.85300,0.8349750855725683,0.86500,0.85645,0.87700,0.86660,0.86500
model_144,0.87281,0.86500,0.72455,0.81260,0.87700,0.85300,0.8502255264139953,0.86500,0.85645,0.87700,0.86660,0.86500
model_622,0.87237,0.68650,0.36033,0.61539,0.97200,0.40100,0.8344912990513775,0.68650,0.61871,0.97200,0.75613,0.68650
model_1176,0.87229,0.89150,0.77862,0.85863,0.86200,0.92100,0.8211311168140836,0.89150,0.91605,0.86200,0.88820,0.89150
model_830,0.87224,0.64500,0.27566,0.58488,0.99400,0.29600,nan,0.64500,0.58539,0.99400,0.73684,0.64500
model_142,0.87147,0.86300,0.72047,0.80993,0.87600,0.85000,0.8459837895924928,0.86300,0.85380,0.87600,0.86476,0.86300
model_2818,0.87125,0.73150,0.45215,0.65325,0.94600,0.51700,0.8119472563266754,0.73150,0.66200,0.94600,0.77892,0.73150
model_1184,0.87113,0.86950,0.73373,0.82060,0.87200,0.86700,0.8178969749382564,0.86950,0.86766,0.87200,0.86983,0.86950
model_46,0.87086,0.79950,0.59090,0.72334,0.90900,0.69000,0.8313818649812178,0.79950,0.74569,0.90900,0.81929,0.79950
model_2550,0.87083,0.87050,0.73577,0.82238,0.87100,0.87000,0.8453086524298696,0.87050,0.87013,0.87100,0.87056,0.87050
model_1758,0.87079,0.88350,0.76229,0.84479,0.86400,0.90300,0.8465144671586163,0.88350,0.89906,0.86400,0.88118,0.88350
model_942,0.87052,0.87150,0.73781,0.82418,0.87000,0.87300,0.8553039842212256,0.87150,0.87262,0.87000,0.87131,0.87150
model_680,0.87014,0.88350,0.76229,0.84511,0.86300,0.90400,nan,0.88350,0.89990,0.86300,0.88106,0.88350
model_2858,0.87013,0.86100,0.71638,0.80727,0.87500,0.84700,0.8737823442567753,0.86100,0.85117,0.87500,0.86292,0.86100
model_1948,0.87004,0.86450,0.72353,0.81289,0.87300,0.85600,0.8531413477033241,0.86450,0.85841,0.87300,0.86564,0.86450
model_2682,0.86957,0.88750,0.77046,0.85265,0.86000,0.91500,0.8203269362449646,0.88750,0.91005,0.86000,0.88432,0.88750
model_1174,0.86926,0.88100,0.75719,0.84108,0.86300,0.89900,0.8514626622200012,0.88100,0.89523,0.86300,0.87882,0.88100
model_2414,0.86917,0.71750,0.42359,0.64104,0.95000,0.48500,0.8491650519102193,0.71750,0.64846,0.95000,0.77079,0.71750
model_760,0.86909,0.85800,0.71026,0.80295,0.87500,0.84100,0.8631403005354292,0.85800,0.84623,0.87500,0.86037,0.85800
model_2778,0.86909,0.85050,0.69496,0.79148,0.87900,0.82200,0.8139616747697195,0.85050,0.83160,0.87900,0.85464,0.85050
model_636,0.86902,0.81650,0.62559,0.74453,0.89700,0.73600,0.8229905358732563,0.81650,0.77261,0.89700,0.83017,0.81650
model_48,0.86888,0.84800,0.68986,0.78782,0.88000,0.81600,0.8334750363396274,0.84800,0.82707,0.88000,0.85271,0.84800
model_1640,0.86878,0.86650,0.72761,0.81664,0.87000,0.86300,0.8457443869399454,0.86650,0.86395,0.87000,0.86697,0.86650
model_2692,0.86871,0.75550,0.50112,0.67621,0.92900,0.58200,0.830562698841095,0.75550,0.68968,0.92900,0.79165,0.75550
model_2756,0.86869,0.88500,0.76535,0.84853,0.86000,0.91000,0.843834362635955,0.88500,0.90526,0.86000,0.88205,0.88500
model_1966,0.86848,0.86750,0.72965,0.81840,0.86900,0.86600,0.9447811194884659,0.86750,0.86640,0.86900,0.86770,0.86750
model_894,0.86835,0.86900,0.73271,0.82093,0.86800,0.87000,0.8299201528231303,0.86900,0.86974,0.86800,0.86887,0.86900
model_812,0.86820,0.89300,0.78168,0.86365,0.85500,0.93100,nan,0.89300,0.92532,0.85500,0.88877,0.89300
model_2522,0.86818,0.86100,0.71638,0.80802,0.87200,0.85000,0.9639362762760184,0.86100,0.85323,0.87200,0.86251,0.86100
model_2754,0.86804,0.87000,0.73475,0.82273,0.86700,0.87300,0.8225063498605761,0.87000,0.87223,0.86700,0.86961,0.87000
model_178,0.86796,0.86600,0.72659,0.81616,0.86900,0.86300,0.8425124568377664,0.86600,0.86382,0.86900,0.86640,0.86600
model_2716,0.86793,0.84900,0.69190,0.78962,0.87800,0.82000,0.8472175144013905,0.84900,0.82987,0.87800,0.85326,0.84900
model_2006,0.86736,0.79650,0.58478,0.72049,0.90500,0.68800,nan,0.79650,0.74363,0.90500,0.81642,0.79650
model_766,0.86683,0.86650,0.72761,0.81744,0.86700,0.86600,0.885679596329777,0.86650,0.86613,0.86700,0.86657,0.86650
model_160,0.86680,0.85700,0.70822,0.80224,0.87200,0.84200,0.8433297400243555,0.85700,0.84660,0.87200,0.85911,0.85700
model_154,0.86671,0.86050,0.71536,0.80779,0.87000,0.85100,0.8401536878786589,0.86050,0.85378,0.87000,0.86181,0.86050
model_1668,0.86665,0.86600,0.72659,0.81669,0.86700,0.86500,0.9002436317997469,0.86600,0.86527,0.86700,0.86613,0.86600
model_678,0.86662,0.69250,0.37258,0.62042,0.95900,0.42600,0.8172730031062145,0.69250,0.62557,0.95900,0.75720,0.69250
model_2910,0.86641,0.87850,0.75209,0.83802,0.86000,0.89700,nan,0.87850,0.89304,0.86000,0.87621,0.87850
model_1528,0.86619,0.66850,0.32361,0.60194,0.97100,0.36600,0.8776413077295686,0.66850,0.60498,0.97100,0.74549,0.66850
model_640,0.86603,0.89250,0.78066,0.86388,0.85200,0.93300,0.8331125334995549,0.89250,0.92709,0.85200,0.88796,0.89250
model_2972,0.86590,0.86950,0.73373,0.82280,0.86400,0.87500,0.8336029587870967,0.86950,0.87361,0.86400,0.86878,0.86950
model_2632,0.86535,0.90000,0.79596,0.87897,0.84700,0.95300,nan,0.90000,0.94743,0.84700,0.89440,0.90000
model_646,0.86533,0.87350,0.74189,0.82983,0.86100,0.88600,0.8200451211495833,0.87350,0.88308,0.86100,0.87190,0.87350
model_1538,0.86521,0.67100,0.32871,0.60384,0.96800,0.37400,0.8591818450229548,0.67100,0.60728,0.96800,0.74634,0.67100
model_992,0.86501,0.89150,0.77862,0.86253,0.85100,0.93200,nan,0.89150,0.92601,0.85100,0.88692,0.89150
model_580,0.86433,0.70600,0.40012,0.63160,0.94800,0.46400,0.9229336339422219,0.70600,0.63881,0.94800,0.76329,0.70600
model_996,0.86415,0.81900,0.63069,0.74892,0.88800,0.75000,nan,0.81900,0.78032,0.88800,0.83068,0.81900
model_752,0.86300,0.86300,0.72047,0.81327,0.86300,0.86300,0.8510903040083443,0.86300,0.86300,0.86300,0.86300,0.86300
model_2056,0.86276,0.85850,0.71128,0.80612,0.86500,0.85200,0.8314562804169126,0.85850,0.85390,0.86500,0.85941,0.85850
model_1608,0.86274,0.81100,0.61436,0.73902,0.89000,0.73200,nan,0.81100,0.76857,0.89000,0.82484,0.81100
model_862,0.86273,0.87550,0.74597,0.83447,0.85600,0.89500,0.8161140749087701,0.87550,0.89074,0.85600,0.87302,0.87550
model_734,0.86248,0.86150,0.71740,0.81104,0.86300,0.86000,0.8863779951232148,0.86150,0.86042,0.86300,0.86171,0.86150
model_1610,0.86049,0.74900,0.48786,0.67077,0.91900,0.57900,nan,0.74900,0.68582,0.91900,0.78547,0.74900
model_2030,0.86010,0.86600,0.72659,0.81941,0.85700,0.87500,nan,0.86600,0.87271,0.85700,0.86478,0.86600
model_2954,0.85974,0.87450,0.74393,0.83411,0.85200,0.89700,0.8242460489273071,0.87450,0.89215,0.85200,0.87161,0.87450
model_2084,0.85972,0.86300,0.72047,0.81460,0.85800,0.86800,0.8358553766105582,0.86300,0.86667,0.85800,0.86231,0.86300
model_1198,0.85887,0.62550,0.23587,0.57196,0.98100,0.27000,0.8288477495167077,0.62550,0.57335,0.98100,0.72372,0.62550
model_2660,0.85841,0.87450,0.74393,0.83473,0.85000,0.89900,0.8232872856290717,0.87450,0.89380,0.85000,0.87135,0.87450
model_2802,0.85839,0.62200,0.22873,0.56965,0.98200,0.26200,0.820630206247416,0.62200,0.57093,0.98200,0.72206,0.62200
model_1420,0.85794,0.78700,0.56539,0.71124,0.89500,0.67900,0.927771266433196,0.78700,0.73602,0.89500,0.80776,0.78700
model_526,0.85789,0.79450,0.58070,0.71995,0.89100,0.69800,0.9077706567108861,0.79450,0.74686,0.89100,0.81259,0.79450
model_102,0.85788,0.85000,0.69394,0.79463,0.86200,0.83800,0.8179285774628321,0.85000,0.84180,0.86200,0.85178,0.85000
model_2854,0.85751,0.84700,0.68782,0.79018,0.86300,0.83100,0.8310285268291351,0.84700,0.83624,0.86300,0.84941,0.84700
model_2556,0.85746,0.85450,0.70312,0.80180,0.85900,0.85000,0.8576756049085547,0.85450,0.85134,0.85900,0.85515,0.85450
model_1900,0.85739,0.59950,0.18282,0.55530,0.99200,0.20700,0.8224516011386938,0.59950,0.55574,0.99200,0.71239,0.59950
model_874,0.85738,0.88300,0.76127,0.85060,0.84400,0.92200,0.8346118927001953,0.88300,0.91540,0.84400,0.87825,0.88300
model_2058,0.85731,0.79850,0.58886,0.72482,0.88800,0.70900,0.832825071281857,0.79850,0.75318,0.88800,0.81505,0.79850
model_2984,0.85714,0.87850,0.75209,0.84247,0.84600,0.91100,0.8179321852890221,0.87850,0.90481,0.84600,0.87442,0.87850
model_1906,0.85703,0.87050,0.73577,0.82839,0.85000,0.89100,0.8184114098548889,0.87050,0.88634,0.85000,0.86779,0.87050
model_630,0.85700,0.86850,0.73169,0.82497,0.85100,0.88600,0.8299938761270963,0.86850,0.88187,0.85100,0.86616,0.86850
model_1672,0.85694,0.85300,0.70006,0.79963,0.85900,0.84700,0.8468172304770526,0.85300,0.84881,0.85900,0.85388,0.85300
model_2866,0.85694,0.85300,0.70006,0.79963,0.85900,0.84700,0.874543993119204,0.85300,0.84881,0.85900,0.85388,0.85300
model_2514,0.85688,0.87200,0.73883,0.83106,0.84900,0.89500,nan,0.87200,0.88994,0.84900,0.86899,0.87200
model_1936,0.85686,0.84700,0.68782,0.79040,0.86200,0.83200,0.85146300409032,0.84700,0.83689,0.86200,0.84926,0.84700
model_648,0.85685,0.88150,0.75821,0.84809,0.84400,0.91900,0.8234089414278666,0.88150,0.91243,0.84400,0.87688,0.88150
model_2698,0.85683,0.86800,0.73067,0.82419,0.85100,0.88500,nan,0.86800,0.88095,0.85100,0.86572,0.86800
model_3016,0.85646,0.77100,0.53275,0.69379,0.90100,0.64100,0.9265597880514045,0.77100,0.71508,0.90100,0.79735,0.77100
model_26,0.85644,0.69800,0.38380,0.62545,0.93900,0.45700,0.8250300592305709,0.69800,0.63360,0.93900,0.75665,0.69800
model_1710,0.85642,0.88600,0.76739,0.85673,0.84100,0.93100,nan,0.88600,0.92418,0.84100,0.88063,0.88600
model_2280,0.85638,0.58650,0.15629,0.54736,0.99700,0.17600,0.8694452268999207,0.58650,0.54750,0.99700,0.70684,0.58650
model_2546,0.85631,0.85500,0.70414,0.80302,0.85700,0.85300,0.8555399335566021,0.85500,0.85359,0.85700,0.85529,0.85500
model_1112,0.85620,0.85850,0.71128,0.80868,0.85500,0.86200,nan,0.85850,0.86103,0.85500,0.85800,0.85850
model_3044,0.85600,0.80800,0.60824,0.73678,0.88100,0.73500,0.8648967062840697,0.80800,0.76876,0.88100,0.82106,0.80800
model_2686,0.85582,0.86700,0.72863,0.82293,0.85000,0.88400,0.8180156846841177,0.86700,0.87992,0.85000,0.86470,0.86700
model_444,0.85526,0.65000,0.28586,0.58885,0.96200,0.33800,0.8807426240413104,0.65000,0.59236,0.96200,0.73323,0.65000
model_2868,0.85512,0.85150,0.69700,0.79796,0.85700,0.84600,0.8738802427053451,0.85150,0.84768,0.85700,0.85231,0.85150
model_2480,0.85472,0.65400,0.29402,0.59173,0.95900,0.34900,0.8102130442857742,0.65400,0.59565,0.95900,0.73487,0.65400
model_770,0.85466,0.85400,0.70210,0.80207,0.85500,0.85300,0.8212624999609861,0.85400,0.85329,0.85500,0.85415,0.85400
model_1290,0.85462,0.67100,0.32871,0.60427,0.95000,0.39200,0.8150085508823395,0.67100,0.60976,0.95000,0.74277,0.67100
model_168,0.85461,0.85000,0.69394,0.79581,0.85700,0.84300,0.9136587420662681,0.85000,0.84517,0.85700,0.85104,0.85000
model_3076,0.85460,0.74600,0.48174,0.66850,0.91100,0.58100,0.927358599579458,0.74600,0.68496,0.91100,0.78197,0.74600
model_1468,0.85459,0.78450,0.56029,0.70898,0.89100,0.67800,0.8542585147564487,0.78450,0.73454,0.89100,0.80524,0.78450
model_2008,0.85437,0.58350,0.15017,0.54557,0.99500,0.17200,nan,0.58350,0.54580,0.99500,0.70492,0.58350
model_1916,0.85391,0.71300,0.41441,0.63827,0.92700,0.49900,nan,0.71300,0.64916,0.92700,0.76359,0.71300
model_2634,0.85368,0.88200,0.75923,0.85065,0.83900,0.92500,nan,0.88200,0.91794,0.83900,0.87670,0.88200
model_1964,0.85354,0.84300,0.67966,0.78550,0.85900,0.82700,0.8491523059931668,0.84300,0.83236,0.85900,0.84547,0.84300
model_2934,0.85334,0.85400,0.70210,0.80257,0.85300,0.85500,nan,0.85400,0.85471,0.85300,0.85385,0.85400
model_684,0.85299,0.86650,0.72761,0.82331,0.84600,0.88700,0.8137281537055969,0.86650,0.88217,0.84600,0.86371,0.86650
model_3204,0.85262,0.79200,0.57560,0.71801,0.88400,0.70000,0.9262726978650169,0.79200,0.74662,0.88400,0.80952,0.79200
model_814,0.85248,0.89400,0.78372,0.87462,0.83100,0.95700,nan,0.89400,0.95080,0.83100,0.88687,0.89400
model_354,0.85173,0.66350,0.31341,0.59877,0.94900,0.37800,0.8249004796931618,0.66350,0.60407,0.94900,0.73823,0.66350
model_300,0.85145,0.86200,0.71842,0.81638,0.84600,0.87800,0.8386179435820806,0.86200,0.87397,0.84600,0.85976,0.86200
model_2640,0.85143,0.89100,0.77760,0.86923,0.83100,0.95100,nan,0.89100,0.94432,0.83100,0.88404,0.89100
model_1662,0.85128,0.84600,0.68578,0.79083,0.85400,0.83800,0.8418557839607125,0.84600,0.84055,0.85400,0.84722,0.84600
model_2012,0.85090,0.82550,0.64395,0.76113,0.86400,0.78700,nan,0.82550,0.80223,0.86400,0.83197,0.82550
model_1002,0.85088,0.60450,0.19302,0.55850,0.97800,0.23100,0.8172331976168083,0.60450,0.55982,0.97800,0.71205,0.60450
model_1560,0.85049,0.67300,0.33279,0.60596,0.94200,0.40400,0.8392159435255774,0.67300,0.61248,0.94200,0.74232,0.67300
model_2338,0.85027,0.64900,0.28382,0.58829,0.95400,0.34400,0.8150150738656521,0.64900,0.59255,0.95400,0.73103,0.64900
model_1062,0.85026,0.84300,0.67966,0.78662,0.85400,0.83200,0.8600267598814998,0.84300,0.83562,0.85400,0.84471,0.84300
model_2248,0.85016,0.58850,0.16038,0.54862,0.98500,0.19200,0.8595544835855794,0.58850,0.54936,0.98500,0.70533,0.58850
model_138,0.84992,0.84200,0.67762,0.78522,0.85400,0.83000,0.8450802578482517,0.84200,0.83398,0.85400,0.84387,0.84200
model_3090,0.84990,0.62450,0.23383,0.57146,0.96600,0.28300,0.815904748818231,0.62450,0.57398,0.96600,0.72009,0.62450
model_3050,0.84968,0.64900,0.28382,0.58831,0.95300,0.34500,0.8660922292619944,0.64900,0.59266,0.95300,0.73083,0.64900
model_3158,0.84967,0.76550,0.52153,0.68892,0.89300,0.63800,0.8709062974169324,0.76550,0.71155,0.89300,0.79202,0.76550
model_980,0.84951,0.86800,0.73067,0.82746,0.84000,0.89600,0.8150968899329504,0.86800,0.88983,0.84000,0.86420,0.86800
model_2254,0.84950,0.67950,0.34605,0.61102,0.93700,0.42200,0.8531799846786564,0.67950,0.61848,0.93700,0.74513,0.67950
model_626,0.84937,0.80150,0.59498,0.73014,0.87400,0.72900,0.8313616275787353,0.80150,0.76332,0.87400,0.81492,0.80150
model_1826,0.84901,0.60400,0.19200,0.55821,0.97500,0.23300,0.8336639515249245,0.60400,0.55970,0.97500,0.71116,0.60400
model_332,0.84898,0.56500,0.11243,0.53477,0.99500,0.13500,0.8319977994846262,0.56500,0.53495,0.99500,0.69580,0.56500
model_2940,0.84894,0.87800,0.75107,0.84567,0.83400,0.92200,nan,0.87800,0.91447,0.83400,0.87238,0.87800
model_1800,0.84888,0.71250,0.41339,0.63821,0.91900,0.50600,0.8260519981384278,0.71250,0.65039,0.91900,0.76171,0.71250
model_2864,0.84883,0.83100,0.65517,0.76945,0.85800,0.80400,0.8519462930912874,0.83100,0.81404,0.85800,0.83544,0.83100
model_18,0.84846,0.77150,0.53377,0.69553,0.88800,0.65500,0.8482656975587209,0.77150,0.72019,0.88800,0.79534,0.77150
model_854,0.84831,0.88200,0.75923,0.85350,0.83100,0.93300,nan,0.88200,0.92539,0.83100,0.87566,0.88200
model_1674,0.84830,0.84500,0.68374,0.79035,0.85000,0.84000,0.8542596719044121,0.84500,0.84158,0.85000,0.84577,0.84500
model_940,0.84819,0.55450,0.09100,0.52882,0.99900,0.11000,0.8984882812461776,0.55450,0.52885,0.99900,0.69159,0.55450
model_554,0.84796,0.78750,0.56642,0.71362,0.87900,0.69600,0.8396123521816656,0.78750,0.74303,0.87900,0.80531,0.78750
model_2070,0.84732,0.82650,0.64599,0.76353,0.85800,0.79500,0.842426098883152,0.82650,0.80715,0.85800,0.83180,0.82650
model_1880,0.84708,0.85700,0.70822,0.80989,0.84200,0.87200,0.8110741376876831,0.85700,0.86804,0.84200,0.85482,0.85700
model_3014,0.84576,0.76900,0.52867,0.69323,0.88500,0.65300,0.8543777395235864,0.76900,0.71834,0.88500,0.79301,0.76900
model_898,0.84572,0.87450,0.74393,0.84086,0.83100,0.91800,0.8297507166862488,0.87450,0.91019,0.83100,0.86879,0.87450
model_2964,0.84486,0.82500,0.64293,0.76215,0.85500,0.79500,0.8296878894170125,0.82500,0.80660,0.85500,0.83010,0.82500
model_2982,0.84472,0.85200,0.69802,0.80269,0.84100,0.86300,0.8286139123580035,0.85200,0.85992,0.84100,0.85035,0.85200
model_2500,0.84407,0.54600,0.07366,0.52411,0.99600,0.09600,0.8286455712820354,0.54600,0.52421,0.99600,0.68690,0.54600
model_2474,0.84383,0.79050,0.57254,0.71794,0.87100,0.71000,nan,0.79050,0.75022,0.87100,0.80611,0.79050
model_620,0.84362,0.54050,0.06244,0.52111,0.99800,0.08300,0.8922970346042088,0.54050,0.52115,0.99800,0.68473,0.54050
model_2508,0.84354,0.85050,0.69496,0.80074,0.84000,0.86100,nan,0.85050,0.85802,0.84000,0.84891,0.85050
model_1294,0.84344,0.66950,0.32565,0.60359,0.93200,0.40700,0.8298340797424316,0.66950,0.61115,0.93200,0.73822,0.66950
model_402,0.84334,0.76150,0.51336,0.68559,0.88500,0.63800,0.872149936170791,0.76150,0.70970,0.88500,0.78772,0.76150
model_2714,0.84297,0.83700,0.66741,0.78006,0.84600,0.82800,0.8304753192833492,0.83700,0.83104,0.84600,0.83845,0.83700
model_1848,0.84296,0.77800,0.54703,0.70362,0.87600,0.68000,0.8350483251340461,0.77800,0.73244,0.87600,0.79781,0.77800
model_3152,0.84294,0.68950,0.36646,0.61930,0.92100,0.45800,0.8382919227754747,0.68950,0.62953,0.92100,0.74787,0.68950
model_460,0.84274,0.53350,0.04815,0.51733,1.00000,0.06700,0.9204949943875603,0.53350,0.51733,1.00000,0.68190,0.53350
model_2564,0.84261,0.83200,0.65721,0.77281,0.84800,0.81600,0.8365821433067322,0.83200,0.82171,0.84800,0.83465,0.83200
model_3056,0.84238,0.63650,0.25831,0.57974,0.94700,0.32600,0.8253380060195923,0.63650,0.58421,0.94700,0.72262,0.63650
model_462,0.84224,0.79350,0.57866,0.72185,0.86700,0.72000,0.8918033457211866,0.79350,0.75588,0.86700,0.80764,0.79350
model_2676,0.84185,0.78050,0.55213,0.70665,0.87300,0.68800,0.8452335255486625,0.78050,0.73671,0.87300,0.79908,0.78050
model_984,0.84180,0.54200,0.06550,0.52193,0.99400,0.09000,0.8532035949183445,0.54200,0.52206,0.99400,0.68457,0.54200
model_2062,0.84175,0.72700,0.44297,0.65178,0.90000,0.55400,0.8356371096202305,0.72700,0.66865,0.90000,0.76726,0.72700
model_1200,0.84172,0.85300,0.70006,0.80549,0.83600,0.87000,0.8195017377535502,0.85300,0.86542,0.83600,0.85046,0.85300
model_74,0.84171,0.55350,0.08896,0.52828,0.98800,0.11900,0.8199033526920834,0.55350,0.52862,0.98800,0.68874,0.55350
model_1140,0.84167,0.84300,0.67966,0.78962,0.84100,0.84500,nan,0.84300,0.84438,0.84100,0.84269,0.84300
model_34,0.84092,0.82300,0.63885,0.76048,0.85000,0.79600,nan,0.82300,0.80645,0.85000,0.82765,0.82300
model_2670,0.84057,0.74100,0.47154,0.66518,0.89100,0.59100,0.8257257074725871,0.74100,0.68538,0.89100,0.77478,0.74100
model_2422,0.84034,0.60400,0.19200,0.55832,0.96000,0.24800,0.8323048063686915,0.60400,0.56075,0.96000,0.70796,0.60400
model_2774,0.84028,0.86850,0.73169,0.83266,0.82600,0.91100,nan,0.86850,0.90273,0.82600,0.86266,0.86850
model_502,0.84023,0.69450,0.37666,0.62354,0.91400,0.47500,0.866250923869065,0.69450,0.63516,0.91400,0.74949,0.69450
model_3102,0.84020,0.76750,0.52561,0.69245,0.87700,0.65800,0.855118681544717,0.76750,0.71944,0.87700,0.79045,0.76750
model_180,0.84013,0.83050,0.65415,0.77140,0.84500,0.81600,0.8389351231356462,0.83050,0.82119,0.84500,0.83292,0.83050
model_572,0.84003,0.68200,0.35115,0.61344,0.92000,0.44400,0.8151743928591411,0.68200,0.62331,0.92000,0.74313,0.68200
model_334,0.83993,0.57100,0.12467,0.53829,0.97600,0.16600,0.835343991760659,0.57100,0.53923,0.97600,0.69466,0.57100
model_1478,0.83893,0.76950,0.52969,0.69482,0.87400,0.66500,0.8820109625896776,0.76950,0.72291,0.87400,0.79131,0.76950
model_998,0.83880,0.52350,0.02775,0.51203,0.99800,0.04900,0.8676895376572487,0.52350,0.51206,0.99800,0.67684,0.52350
model_78,0.83879,0.51950,0.01959,0.50994,1.00000,0.03900,0.8623980571943171,0.51950,0.50994,1.00000,0.67545,0.51950
model_1280,0.83859,0.76050,0.51132,0.68520,0.87800,0.64300,0.88208855676651,0.76050,0.71093,0.87800,0.78568,0.76050
model_1134,0.83853,0.52650,0.03387,0.51361,0.99600,0.05700,nan,0.52650,0.51367,0.99600,0.67778,0.52650
model_1844,0.83848,0.72450,0.43787,0.64978,0.89600,0.55300,0.8260876927524805,0.72450,0.66716,0.89600,0.76483,0.72450
model_3270,0.83831,0.60900,0.20220,0.56153,0.95400,0.26400,0.8132303527423314,0.60900,0.56450,0.95400,0.70929,0.60900
model_412,0.83824,0.52350,0.02775,0.51203,0.99700,0.05000,0.8777399540217825,0.52350,0.51207,0.99700,0.67662,0.52350
model_418,0.83797,0.52850,0.03795,0.51467,0.99400,0.06300,0.8148324489593506,0.52850,0.51476,0.99400,0.67827,0.52850
model_450,0.83784,0.65700,0.30014,0.59446,0.92900,0.38500,0.8283369742333889,0.65700,0.60168,0.92900,0.73035,0.65700
model_838,0.83766,0.51550,0.01143,0.50787,1.00000,0.03100,nan,0.51550,0.50787,1.00000,0.67363,0.51550
model_1706,0.83753,0.51700,0.01449,0.50865,0.99900,0.03500,nan,0.51700,0.50866,0.99900,0.67409,0.51700
model_2420,0.83691,0.87450,0.74393,0.84537,0.81800,0.93100,0.824907161295414,0.87450,0.92221,0.81800,0.86698,0.87450
model_1234,0.83679,0.65550,0.29708,0.59340,0.92800,0.38300,0.8153628706932068,0.65550,0.60065,0.92800,0.72927,0.65550
model_1380,0.83658,0.53550,0.05223,0.51841,0.98800,0.08300,0.8520064222812652,0.53550,0.51864,0.98800,0.68021,0.53550
model_808,0.83642,0.88500,0.76535,0.86607,0.81200,0.95800,nan,0.88500,0.95082,0.81200,0.87594,0.88500
model_208,0.83640,0.78150,0.55417,0.70877,0.86400,0.69900,nan,0.78150,0.74163,0.86400,0.79815,0.78150
model_566,0.83637,0.67400,0.33483,0.60735,0.91800,0.43000,0.8362538016268185,0.67400,0.61694,0.91800,0.73794,0.67400
model_214,0.83606,0.87200,0.73883,0.84114,0.81800,0.92600,nan,0.87200,0.91704,0.81800,0.86469,0.87200
model_1418,0.83598,0.72050,0.42971,0.64635,0.89400,0.54700,0.8748963775754977,0.72050,0.66370,0.89400,0.76182,0.72050
model_2244,0.83595,0.80400,0.60008,0.73632,0.85200,0.75600,0.9023139685269737,0.80400,0.77737,0.85200,0.81298,0.80400
