FP,Balanced Bagging Classifier,Weighted Decision Tree Classifier,Weighted XGBoost,Weighted Logistic Regression
"{'0.0<REASON_2<2.0', '1.0<STREET_2<2.0', '0.0<CONVERS_2<2.0', '0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<MONEY_2<2.0', '0.0<Q76_2<2.0'}",0.10714285714285714,0.08571428571428572,0.07142857142857142,0.8071428571428572
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<REASON_2<2.0', '0.0<Q76_2<2.0', '1.0<STREET_2<2.0', '0.0<Q72_2<2.0', '0.0<Q75_2<2.0'}",0.1079136690647482,0.07913669064748201,0.06474820143884892,0.8129496402877698
"{'0.0<REASON_2<2.0', '1.0<STREET_2<2.0', '0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<MONEY_2<2.0', '0.0<Q76_2<2.0', '0.0<Q72_2<2.0'}",0.1079136690647482,0.07913669064748201,0.06474820143884892,0.8129496402877698
"{'0.0<REASON_2<2.0', '1.0<STREET_2<2.0', '0.0<CONVERS_2<2.0', '0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<Q76_2<2.0', '0.0<Q72_2<2.0'}",0.1079136690647482,0.07913669064748201,0.06474820143884892,0.8129496402877698
"{'0.0<REASON_2<2.0', '1.0<STREET_2<2.0', '0.0<CONVERS_2<2.0', '0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<MONEY_2<2.0', '0.0<Q76_2<2.0', '0.0<Q72_2<2.0'}",0.1079136690647482,0.07913669064748201,0.06474820143884892,0.8129496402877698
"{'0.0<Q1781_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<REASON_2<2.0', '0.0<Q76_2<2.0', '1.0<STREET_2<2.0', '0.0<Q75_2<2.0'}",0.10714285714285714,0.08571428571428572,0.07142857142857142,0.8071428571428572
"{'0.0<REASON_2<2.0', '1.0<STREET_2<2.0', '0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<Q72_2<2.0', '0.0<Q1781_2<2.0', '0.0<Q76_2<2.0'}",0.1079136690647482,0.07913669064748201,0.06474820143884892,0.8129496402877698
"{'0.0<REASON_2<2.0', '1.0<STREET_2<2.0', '0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<MONEY_2<2.0', '0.0<Q1781_2<2.0', '0.0<Q76_2<2.0'}",0.10714285714285714,0.08571428571428572,0.07142857142857142,0.8071428571428572
"{'0.0<REASON_2<2.0', '1.0<STREET_2<2.0', '0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<MONEY_2<2.0', '0.0<Q72_2<2.0', '0.0<Q1781_2<2.0', '0.0<Q76_2<2.0'}",0.1079136690647482,0.07913669064748201,0.06474820143884892,0.8129496402877698
"{'0.0<REASON_2<2.0', '1.0<STREET_2<2.0', '0.0<CONVERS_2<2.0', '0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<Q1781_2<2.0', '0.0<Q76_2<2.0'}",0.10714285714285714,0.08571428571428572,0.07142857142857142,0.8071428571428572
"{'0.0<REASON_2<2.0', '1.0<STREET_2<2.0', '0.0<CONVERS_2<2.0', '0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<MONEY_2<2.0', '0.0<Q1781_2<2.0', '0.0<Q76_2<2.0'}",0.10714285714285714,0.08571428571428572,0.07142857142857142,0.8071428571428572
"{'0.0<REASON_2<2.0', '1.0<STREET_2<2.0', '0.0<CONVERS_2<2.0', '0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<Q72_2<2.0', '0.0<Q1781_2<2.0', '0.0<Q76_2<2.0'}",0.1079136690647482,0.07913669064748201,0.06474820143884892,0.8129496402877698
"{'0.0<REASON_2<2.0', '1.0<STREET_2<2.0', '0.0<CONVERS_2<2.0', '0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<MONEY_2<2.0', '0.0<Q72_2<2.0', '0.0<Q1781_2<2.0', '0.0<Q76_2<2.0'}",0.1079136690647482,0.07913669064748201,0.06474820143884892,0.8129496402877698
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<LASTDAY_2<2.0', '0.0<Q76_2<2.0', '1.0<STREET_2<2.0'}",0.10638297872340426,0.0851063829787234,0.07092198581560284,0.8014184397163121
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<LASTDAY_2<2.0', '0.0<Q76_2<2.0', '1.0<STREET_2<2.0', '0.0<Q75_2<2.0'}",0.10714285714285714,0.08571428571428572,0.07142857142857142,0.8071428571428572
"{'0.0<Q1781_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<LASTDAY_2<2.0', '0.0<Q76_2<2.0', '1.0<STREET_2<2.0'}",0.10638297872340426,0.0851063829787234,0.07092198581560284,0.8014184397163121
"{'0.0<Q1781_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<LASTDAY_2<2.0', '0.0<Q76_2<2.0', '1.0<STREET_2<2.0', '0.0<Q75_2<2.0'}",0.10714285714285714,0.08571428571428572,0.07142857142857142,0.8071428571428572
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<LASTDAY_2<2.0', '0.0<Q76_2<2.0', '1.0<STREET_2<2.0', '0.0<Q72_2<2.0'}",0.10714285714285714,0.07857142857142857,0.06428571428571428,0.8071428571428572
"{'0.0<Q1781_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<LASTDAY_2<2.0', '0.0<Q76_2<2.0', '1.0<STREET_2<2.0', '0.0<Q72_2<2.0'}",0.10714285714285714,0.07857142857142857,0.06428571428571428,0.8071428571428572
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<LASTDAY_2<2.0', '0.0<Q76_2<2.0', '1.0<STREET_2<2.0', '0.0<Q72_2<2.0', '0.0<Q75_2<2.0'}",0.1079136690647482,0.07913669064748201,0.06474820143884892,0.8129496402877698
"{'0.0<Q1781_2<2.0', '1.0<STREET_2<2.0', '0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<LASTDAY_2<2.0', '0.0<Q76_2<2.0', '0.0<Q72_2<2.0'}",0.1079136690647482,0.07913669064748201,0.06474820143884892,0.8129496402877698
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<MONEY_2<2.0', '0.0<LASTDAY_2<2.0', '0.0<Q76_2<2.0', '1.0<STREET_2<2.0'}",0.10638297872340426,0.0851063829787234,0.07092198581560284,0.8014184397163121
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<MONEY_2<2.0', '0.0<LASTDAY_2<2.0', '0.0<Q76_2<2.0', '1.0<STREET_2<2.0', '0.0<Q72_2<2.0'}",0.10714285714285714,0.07857142857142857,0.06428571428571428,0.8071428571428572
"{'0.0<Q1781_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<MONEY_2<2.0', '0.0<LASTDAY_2<2.0', '0.0<Q76_2<2.0', '1.0<STREET_2<2.0'}",0.10638297872340426,0.0851063829787234,0.07092198581560284,0.8014184397163121
"{'1.0<STREET_2<2.0', '0.0<Q72_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<MONEY_2<2.0', '0.0<LASTDAY_2<2.0', '0.0<Q1781_2<2.0', '0.0<Q76_2<2.0'}",0.10714285714285714,0.07857142857142857,0.06428571428571428,0.8071428571428572
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<MONEY_2<2.0', '0.0<LASTDAY_2<2.0', '0.0<Q76_2<2.0', '1.0<STREET_2<2.0', '0.0<Q75_2<2.0'}",0.10714285714285714,0.08571428571428572,0.07142857142857142,0.8071428571428572
"{'0.0<Q1781_2<2.0', '1.0<STREET_2<2.0', '0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<MONEY_2<2.0', '0.0<LASTDAY_2<2.0', '0.0<Q76_2<2.0'}",0.10714285714285714,0.08571428571428572,0.07142857142857142,0.8071428571428572
"{'1.0<STREET_2<2.0', '0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<MONEY_2<2.0', '0.0<LASTDAY_2<2.0', '0.0<Q76_2<2.0', '0.0<Q72_2<2.0'}",0.1079136690647482,0.07913669064748201,0.06474820143884892,0.8129496402877698
"{'0.0<Q1781_2<2.0', '1.0<STREET_2<2.0', '0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<MONEY_2<2.0', '0.0<LASTDAY_2<2.0', '0.0<Q76_2<2.0', '0.0<Q72_2<2.0'}",0.1079136690647482,0.07913669064748201,0.06474820143884892,0.8129496402877698
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<LASTDAY_2<2.0', '0.0<Q76_2<2.0', '1.0<STREET_2<2.0', '0.0<CONVERS_2<2.0'}",0.10638297872340426,0.0851063829787234,0.07092198581560284,0.8014184397163121
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<MONEY_2<2.0', '0.0<LASTDAY_2<2.0', '0.0<Q76_2<2.0', '1.0<STREET_2<2.0', '0.0<CONVERS_2<2.0'}",0.10638297872340426,0.0851063829787234,0.07092198581560284,0.8014184397163121
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<LASTDAY_2<2.0', '0.0<Q76_2<2.0', '1.0<STREET_2<2.0', '0.0<CONVERS_2<2.0', '0.0<Q72_2<2.0'}",0.10714285714285714,0.07857142857142857,0.06428571428571428,0.8071428571428572
"{'1.0<STREET_2<2.0', '0.0<CONVERS_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<MONEY_2<2.0', '0.0<LASTDAY_2<2.0', '0.0<Q76_2<2.0', '0.0<Q72_2<2.0'}",0.10714285714285714,0.07857142857142857,0.06428571428571428,0.8071428571428572
"{'0.0<Q1781_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<LASTDAY_2<2.0', '0.0<Q76_2<2.0', '1.0<STREET_2<2.0', '0.0<CONVERS_2<2.0'}",0.10638297872340426,0.0851063829787234,0.07092198581560284,0.8014184397163121
"{'1.0<STREET_2<2.0', '0.0<CONVERS_2<2.0', '0.0<Q72_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<LASTDAY_2<2.0', '0.0<Q1781_2<2.0', '0.0<Q76_2<2.0'}",0.10714285714285714,0.07857142857142857,0.06428571428571428,0.8071428571428572
"{'1.0<STREET_2<2.0', '0.0<CONVERS_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<MONEY_2<2.0', '0.0<LASTDAY_2<2.0', '0.0<Q1781_2<2.0', '0.0<Q76_2<2.0'}",0.10638297872340426,0.0851063829787234,0.07092198581560284,0.8014184397163121
"{'1.0<STREET_2<2.0', '0.0<CONVERS_2<2.0', '0.0<Q72_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<MONEY_2<2.0', '0.0<LASTDAY_2<2.0', '0.0<Q1781_2<2.0', '0.0<Q76_2<2.0'}",0.10714285714285714,0.07857142857142857,0.06428571428571428,0.8071428571428572
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<LASTDAY_2<2.0', '0.0<Q76_2<2.0', '1.0<STREET_2<2.0', '0.0<CONVERS_2<2.0', '0.0<Q75_2<2.0'}",0.10714285714285714,0.08571428571428572,0.07142857142857142,0.8071428571428572
"{'0.0<Q1781_2<2.0', '1.0<STREET_2<2.0', '0.0<CONVERS_2<2.0', '0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<LASTDAY_2<2.0', '0.0<Q76_2<2.0'}",0.10714285714285714,0.08571428571428572,0.07142857142857142,0.8071428571428572
"{'1.0<STREET_2<2.0', '0.0<CONVERS_2<2.0', '0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<LASTDAY_2<2.0', '0.0<Q76_2<2.0', '0.0<Q72_2<2.0'}",0.1079136690647482,0.07913669064748201,0.06474820143884892,0.8129496402877698
"{'0.0<Q1781_2<2.0', '1.0<STREET_2<2.0', '0.0<CONVERS_2<2.0', '0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<LASTDAY_2<2.0', '0.0<Q76_2<2.0', '0.0<Q72_2<2.0'}",0.1079136690647482,0.07913669064748201,0.06474820143884892,0.8129496402877698
"{'1.0<STREET_2<2.0', '0.0<CONVERS_2<2.0', '0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<MONEY_2<2.0', '0.0<LASTDAY_2<2.0', '0.0<Q76_2<2.0'}",0.10714285714285714,0.08571428571428572,0.07142857142857142,0.8071428571428572
"{'1.0<STREET_2<2.0', '0.0<CONVERS_2<2.0', '0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<MONEY_2<2.0', '0.0<LASTDAY_2<2.0', '0.0<Q76_2<2.0', '0.0<Q72_2<2.0'}",0.1079136690647482,0.07913669064748201,0.06474820143884892,0.8129496402877698
"{'0.0<Q1781_2<2.0', '1.0<STREET_2<2.0', '0.0<CONVERS_2<2.0', '0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<MONEY_2<2.0', '0.0<LASTDAY_2<2.0', '0.0<Q76_2<2.0'}",0.10714285714285714,0.08571428571428572,0.07142857142857142,0.8071428571428572
"{'0.0<Q1781_2<2.0', '1.0<STREET_2<2.0', '0.0<CONVERS_2<2.0', '0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<MONEY_2<2.0', '0.0<LASTDAY_2<2.0', '0.0<Q76_2<2.0', '0.0<Q72_2<2.0'}",0.1079136690647482,0.07913669064748201,0.06474820143884892,0.8129496402877698
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<REASON_2<2.0', '0.0<LASTDAY_2<2.0', '0.0<Q76_2<2.0', '1.0<STREET_2<2.0'}",0.10638297872340426,0.0851063829787234,0.07092198581560284,0.8014184397163121
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<REASON_2<2.0', '0.0<LASTDAY_2<2.0', '0.0<Q76_2<2.0', '1.0<STREET_2<2.0', '0.0<CONVERS_2<2.0'}",0.10638297872340426,0.0851063829787234,0.07092198581560284,0.8014184397163121
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<REASON_2<2.0', '0.0<LASTDAY_2<2.0', '0.0<MONEY_2<2.0', '0.0<Q76_2<2.0', '1.0<STREET_2<2.0'}",0.10638297872340426,0.0851063829787234,0.07092198581560284,0.8014184397163121
"{'0.0<REASON_2<2.0', '1.0<STREET_2<2.0', '0.0<CONVERS_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<MONEY_2<2.0', '0.0<LASTDAY_2<2.0', '0.0<Q76_2<2.0'}",0.10638297872340426,0.0851063829787234,0.07092198581560284,0.8014184397163121
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<REASON_2<2.0', '0.0<LASTDAY_2<2.0', '0.0<Q76_2<2.0', '1.0<STREET_2<2.0', '0.0<Q72_2<2.0'}",0.10714285714285714,0.07857142857142857,0.06428571428571428,0.8071428571428572
"{'0.0<REASON_2<2.0', '1.0<STREET_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<MONEY_2<2.0', '0.0<LASTDAY_2<2.0', '0.0<Q76_2<2.0', '0.0<Q72_2<2.0'}",0.10714285714285714,0.07857142857142857,0.06428571428571428,0.8071428571428572
"{'0.0<REASON_2<2.0', '1.0<STREET_2<2.0', '0.0<CONVERS_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<LASTDAY_2<2.0', '0.0<Q76_2<2.0', '0.0<Q72_2<2.0'}",0.10714285714285714,0.07857142857142857,0.06428571428571428,0.8071428571428572
"{'0.0<REASON_2<2.0', '1.0<STREET_2<2.0', '0.0<CONVERS_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<MONEY_2<2.0', '0.0<LASTDAY_2<2.0', '0.0<Q76_2<2.0', '0.0<Q72_2<2.0'}",0.10714285714285714,0.07857142857142857,0.06428571428571428,0.8071428571428572
"{'0.0<Q1781_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<REASON_2<2.0', '0.0<LASTDAY_2<2.0', '0.0<Q76_2<2.0', '1.0<STREET_2<2.0'}",0.10638297872340426,0.0851063829787234,0.07092198581560284,0.8014184397163121
"{'0.0<REASON_2<2.0', '1.0<STREET_2<2.0', '0.0<Q72_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<LASTDAY_2<2.0', '0.0<Q1781_2<2.0', '0.0<Q76_2<2.0'}",0.10714285714285714,0.07857142857142857,0.06428571428571428,0.8071428571428572
"{'0.0<REASON_2<2.0', '1.0<STREET_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<MONEY_2<2.0', '0.0<LASTDAY_2<2.0', '0.0<Q1781_2<2.0', '0.0<Q76_2<2.0'}",0.10638297872340426,0.0851063829787234,0.07092198581560284,0.8014184397163121
"{'0.0<REASON_2<2.0', '1.0<STREET_2<2.0', '0.0<Q72_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<MONEY_2<2.0', '0.0<LASTDAY_2<2.0', '0.0<Q1781_2<2.0', '0.0<Q76_2<2.0'}",0.10714285714285714,0.07857142857142857,0.06428571428571428,0.8071428571428572
"{'0.0<REASON_2<2.0', '1.0<STREET_2<2.0', '0.0<CONVERS_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<LASTDAY_2<2.0', '0.0<Q1781_2<2.0', '0.0<Q76_2<2.0'}",0.10638297872340426,0.0851063829787234,0.07092198581560284,0.8014184397163121
"{'0.0<REASON_2<2.0', '1.0<STREET_2<2.0', '0.0<CONVERS_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<MONEY_2<2.0', '0.0<LASTDAY_2<2.0', '0.0<Q1781_2<2.0', '0.0<Q76_2<2.0'}",0.10638297872340426,0.0851063829787234,0.07092198581560284,0.8014184397163121
"{'0.0<REASON_2<2.0', '1.0<STREET_2<2.0', '0.0<CONVERS_2<2.0', '0.0<Q72_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<LASTDAY_2<2.0', '0.0<Q1781_2<2.0', '0.0<Q76_2<2.0'}",0.10714285714285714,0.07857142857142857,0.06428571428571428,0.8071428571428572
"{'0.0<REASON_2<2.0', '1.0<STREET_2<2.0', '0.0<CONVERS_2<2.0', '0.0<Q72_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<MONEY_2<2.0', '0.0<LASTDAY_2<2.0', '0.0<Q1781_2<2.0', '0.0<Q76_2<2.0'}",0.10714285714285714,0.07857142857142857,0.06428571428571428,0.8071428571428572
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<REASON_2<2.0', '0.0<LASTDAY_2<2.0', '0.0<Q76_2<2.0', '1.0<STREET_2<2.0', '0.0<Q75_2<2.0'}",0.10714285714285714,0.08571428571428572,0.07142857142857142,0.8071428571428572
"{'0.0<Q1781_2<2.0', '0.0<REASON_2<2.0', '1.0<STREET_2<2.0', '0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<LASTDAY_2<2.0', '0.0<Q76_2<2.0'}",0.10714285714285714,0.08571428571428572,0.07142857142857142,0.8071428571428572
"{'0.0<REASON_2<2.0', '1.0<STREET_2<2.0', '0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<LASTDAY_2<2.0', '0.0<Q76_2<2.0', '0.0<Q72_2<2.0'}",0.1079136690647482,0.07913669064748201,0.06474820143884892,0.8129496402877698
"{'0.0<Q1781_2<2.0', '0.0<REASON_2<2.0', '1.0<STREET_2<2.0', '0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<LASTDAY_2<2.0', '0.0<Q76_2<2.0', '0.0<Q72_2<2.0'}",0.1079136690647482,0.07913669064748201,0.06474820143884892,0.8129496402877698
"{'0.0<REASON_2<2.0', '1.0<STREET_2<2.0', '0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<MONEY_2<2.0', '0.0<LASTDAY_2<2.0', '0.0<Q76_2<2.0'}",0.10714285714285714,0.08571428571428572,0.07142857142857142,0.8071428571428572
"{'0.0<REASON_2<2.0', '1.0<STREET_2<2.0', '0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<MONEY_2<2.0', '0.0<LASTDAY_2<2.0', '0.0<Q76_2<2.0', '0.0<Q72_2<2.0'}",0.1079136690647482,0.07913669064748201,0.06474820143884892,0.8129496402877698
"{'0.0<Q1781_2<2.0', '0.0<REASON_2<2.0', '1.0<STREET_2<2.0', '0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<MONEY_2<2.0', '0.0<LASTDAY_2<2.0', '0.0<Q76_2<2.0'}",0.10714285714285714,0.08571428571428572,0.07142857142857142,0.8071428571428572
"{'0.0<Q1781_2<2.0', '0.0<REASON_2<2.0', '1.0<STREET_2<2.0', '0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<MONEY_2<2.0', '0.0<LASTDAY_2<2.0', '0.0<Q76_2<2.0', '0.0<Q72_2<2.0'}",0.1079136690647482,0.07913669064748201,0.06474820143884892,0.8129496402877698
"{'0.0<REASON_2<2.0', '1.0<STREET_2<2.0', '0.0<CONVERS_2<2.0', '0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<LASTDAY_2<2.0', '0.0<Q76_2<2.0'}",0.10714285714285714,0.08571428571428572,0.07142857142857142,0.8071428571428572
"{'0.0<REASON_2<2.0', '1.0<STREET_2<2.0', '0.0<CONVERS_2<2.0', '0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<MONEY_2<2.0', '0.0<LASTDAY_2<2.0', '0.0<Q76_2<2.0'}",0.10714285714285714,0.08571428571428572,0.07142857142857142,0.8071428571428572
"{'0.0<REASON_2<2.0', '1.0<STREET_2<2.0', '0.0<CONVERS_2<2.0', '0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<LASTDAY_2<2.0', '0.0<Q76_2<2.0', '0.0<Q72_2<2.0'}",0.1079136690647482,0.07913669064748201,0.06474820143884892,0.8129496402877698
"{'0.0<REASON_2<2.0', '1.0<STREET_2<2.0', '0.0<CONVERS_2<2.0', '0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<MONEY_2<2.0', '0.0<LASTDAY_2<2.0', '0.0<Q76_2<2.0', '0.0<Q72_2<2.0'}",0.1079136690647482,0.07913669064748201,0.06474820143884892,0.8129496402877698
"{'0.0<Q1781_2<2.0', '0.0<REASON_2<2.0', '1.0<STREET_2<2.0', '0.0<CONVERS_2<2.0', '0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<LASTDAY_2<2.0', '0.0<Q76_2<2.0'}",0.10714285714285714,0.08571428571428572,0.07142857142857142,0.8071428571428572
"{'0.0<Q1781_2<2.0', '0.0<REASON_2<2.0', '1.0<STREET_2<2.0', '0.0<CONVERS_2<2.0', '0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<LASTDAY_2<2.0', '0.0<Q76_2<2.0', '0.0<Q72_2<2.0'}",0.1079136690647482,0.07913669064748201,0.06474820143884892,0.8129496402877698
"{'0.0<Q1781_2<2.0', '0.0<REASON_2<2.0', '1.0<STREET_2<2.0', '0.0<CONVERS_2<2.0', '0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<MONEY_2<2.0', '0.0<LASTDAY_2<2.0', '0.0<Q76_2<2.0'}",0.10714285714285714,0.08571428571428572,0.07142857142857142,0.8071428571428572
