model,shots,inner_batch,inner_iters,lr,meta_step,meta_step_final,meta_batch,meta_iters,eval_batch,eval_iters,dim_hidden,activation_fns,top_features
34895,10,5,10,0.001,1.0,1.0,8,5000,5,30,"128, 64, 64",sigmoid,10
11099,10,5,10,0.001,1.0,1.0,4,5000,10,10,"128, 64",swish,10
23699,10,5,10,0.001,1.0,1.0,4,10000,15,30,"128, 64",swish,10
24171,10,5,10,0.001,1.0,1.0,4,10000,15,30,"128, 64, 64",tanh,10
21591,10,5,10,0.001,1.0,1.0,4,10000,10,30,"128, 64, 64",swish,10
27203,10,5,10,0.001,1.0,1.0,8,1000,10,10,"128, 64",softmax,10
38579,10,5,10,0.001,1.0,1.0,8,5000,15,10,"128, 64, 64",tanh,10
29627,10,5,10,0.001,1.0,1.0,8,1000,10,30,"128, 64, 64",softmax,10
23279,10,5,10,0.001,1.0,1.0,4,10000,15,20,"128, 64, 64",tanh,10
30507,10,5,10,0.001,1.0,1.0,8,1000,15,10,"128, 64, 64",softmax,10
38699,10,5,10,0.001,1.0,1.0,8,5000,15,10,"128, 64, 64",swish,10
30505,10,5,10,0.001,1.0,1.0,8,1000,15,10,"128, 64, 64",softmax,10
2087,10,5,10,0.001,1.0,1.0,4,1000,5,30,"128, 64",swish,10
29771,10,5,10,0.001,1.0,1.0,8,1000,15,10,"128, 64",sigmoid,10
13401,10,5,10,0.001,1.0,1.0,4,5000,10,30,"128, 64, 64",softmax,10
30839,10,5,10,0.001,1.0,1.0,8,1000,15,20,"128, 64",softmax,10
30517,10,5,10,0.001,1.0,1.0,8,1000,15,10,"128, 64, 64",softmax,10
19559,10,5,10,0.001,1.0,1.0,4,10000,10,10,"128, 64, 64",relu,10
26951,10,5,10,0.001,1.0,1.0,8,1000,5,30,"128, 64, 64",swish,10
14691,10,5,10,0.001,1.0,1.0,4,5000,15,20,"128, 64",swish,10
23391,10,5,10,0.001,1.0,1.0,4,10000,15,20,"128, 64, 64",swish,10
26303,10,5,10,0.001,1.0,1.0,8,1000,5,30,"128, 64",softmax,10
21455,10,5,10,0.001,1.0,1.0,4,10000,10,30,"128, 64, 64",tanh,10
29897,10,5,10,0.001,1.0,1.0,8,1000,15,10,"128, 64",softmax,10
29761,10,5,10,0.001,1.0,1.0,8,1000,15,10,"128, 64",sigmoid,10
26321,10,5,10,0.001,1.0,1.0,8,1000,5,30,"128, 64",softmax,10
15171,10,5,10,0.001,1.0,1.0,4,5000,15,20,"128, 64, 64",tanh,10
