model,f2,gmean,bss,pr_auc,sensitivity,specificity,ppv,accuracy,precision,recall,f1,auc
model_8282,0.94904,0.95400,0.90614,0.93647,0.94600,0.96200,0.955144231077184,0.95400,0.96138,0.94600,0.95363,0.95400
model_32404,0.94904,0.95400,0.90614,0.93647,0.94600,0.96200,0.9924540872359199,0.95400,0.96138,0.94600,0.95363,0.95400
model_39798,0.94904,0.95400,0.90614,0.93647,0.94600,0.96200,nan,0.95400,0.96138,0.94600,0.95363,0.95400
model_38012,0.94904,0.95400,0.90614,0.93647,0.94600,0.96200,nan,0.95400,0.96138,0.94600,0.95363,0.95400
model_38002,0.94904,0.95400,0.90614,0.93647,0.94600,0.96200,nan,0.95400,0.96138,0.94600,0.95363,0.95400
model_12870,0.94901,0.94250,0.88268,0.91303,0.95300,0.93200,0.8226048453287644,0.94250,0.93340,0.95300,0.94310,0.94250
model_7460,0.94901,0.94250,0.88268,0.91303,0.95300,0.93200,0.8267395806312561,0.94250,0.93340,0.95300,0.94310,0.94250
model_26258,0.94900,0.94900,0.89594,0.92610,0.94900,0.94900,0.8942082842913541,0.94900,0.94900,0.94900,0.94900,0.94900
model_39454,0.94900,0.94900,0.89594,0.92610,0.94900,0.94900,0.8121752287996443,0.94900,0.94900,0.94900,0.94900,0.94900
model_33104,0.94900,0.90650,0.80922,0.84858,0.97500,0.83800,0.8459632541767503,0.90650,0.85752,0.97500,0.91249,0.90650
model_8270,0.94900,0.94900,0.89594,0.92610,0.94900,0.94900,0.9035816028174687,0.94900,0.94900,0.94900,0.94900,0.94900
model_1690,0.94900,0.94900,0.89594,0.92610,0.94900,0.94900,nan,0.94900,0.94900,0.94900,0.94900,0.94900
model_27130,0.94900,0.94900,0.89594,0.92610,0.94900,0.94900,0.9835767114446277,0.94900,0.94900,0.94900,0.94900,0.94900
model_25954,0.94900,0.94900,0.89594,0.92610,0.94900,0.94900,0.915329435357341,0.94900,0.94900,0.94900,0.94900,0.94900
model_10070,0.94900,0.94900,0.89594,0.92610,0.94900,0.94900,0.828749979479929,0.94900,0.94900,0.94900,0.94900,0.94900
model_29590,0.94900,0.94900,0.89594,0.92610,0.94900,0.94900,nan,0.94900,0.94900,0.94900,0.94900,0.94900
model_32292,0.94900,0.94900,0.89594,0.92610,0.94900,0.94900,0.8125659265331716,0.94900,0.94900,0.94900,0.94900,0.94900
model_20578,0.94900,0.94900,0.89594,0.92610,0.94900,0.94900,0.8248901593888927,0.94900,0.94900,0.94900,0.94900,0.94900
model_28684,0.94900,0.94900,0.89594,0.92610,0.94900,0.94900,nan,0.94900,0.94900,0.94900,0.94900,0.94900
model_34974,0.94900,0.94900,0.89594,0.92610,0.94900,0.94900,0.8969763946126085,0.94900,0.94900,0.94900,0.94900,0.94900
model_33976,0.94899,0.93100,0.85921,0.89108,0.96000,0.90200,0.83931004110424,0.93100,0.90737,0.96000,0.93294,0.93100
model_11896,0.94899,0.95550,0.90920,0.93968,0.94500,0.96600,nan,0.95550,0.96527,0.94500,0.95503,0.95550
model_12,0.94899,0.95550,0.90920,0.93968,0.94500,0.96600,0.9651391265211396,0.95550,0.96527,0.94500,0.95503,0.95550
model_8350,0.94899,0.95550,0.90920,0.93968,0.94500,0.96600,0.9875599013364061,0.95550,0.96527,0.94500,0.95503,0.95550
model_37032,0.94899,0.95550,0.90920,0.93968,0.94500,0.96600,0.9928457945775074,0.95550,0.96527,0.94500,0.95503,0.95550
model_1996,0.94899,0.95550,0.90920,0.93968,0.94500,0.96600,nan,0.95550,0.96527,0.94500,0.95503,0.95550
model_38598,0.94895,0.95050,0.89900,0.92922,0.94800,0.95300,nan,0.95050,0.95276,0.94800,0.95038,0.95050
model_1572,0.94895,0.95050,0.89900,0.92922,0.94800,0.95300,0.9672720876618569,0.95050,0.95276,0.94800,0.95038,0.95050
model_14258,0.94895,0.95050,0.89900,0.92922,0.94800,0.95300,0.8608391847047541,0.95050,0.95276,0.94800,0.95038,0.95050
model_202,0.94895,0.95050,0.89900,0.92922,0.94800,0.95300,nan,0.95050,0.95276,0.94800,0.95038,0.95050
model_23294,0.94890,0.95200,0.90206,0.93237,0.94700,0.95700,nan,0.95200,0.95657,0.94700,0.95176,0.95200
model_7448,0.94890,0.95200,0.90206,0.93237,0.94700,0.95700,0.9808364868934812,0.95200,0.95657,0.94700,0.95176,0.95200
model_10748,0.94890,0.95200,0.90206,0.93237,0.94700,0.95700,0.9899669479949312,0.95200,0.95657,0.94700,0.95176,0.95200
model_11734,0.94890,0.95200,0.90206,0.93237,0.94700,0.95700,0.8153608483497543,0.95200,0.95657,0.94700,0.95176,0.95200
model_37128,0.94890,0.95200,0.90206,0.93237,0.94700,0.95700,nan,0.95200,0.95657,0.94700,0.95176,0.95200
model_16930,0.94890,0.95200,0.90206,0.93237,0.94700,0.95700,0.994531162509561,0.95200,0.95657,0.94700,0.95176,0.95200
model_14324,0.94890,0.95200,0.90206,0.93237,0.94700,0.95700,nan,0.95200,0.95657,0.94700,0.95176,0.95200
model_8950,0.94890,0.95200,0.90206,0.93237,0.94700,0.95700,0.9914902321422389,0.95200,0.95657,0.94700,0.95176,0.95200
model_29640,0.94888,0.95850,0.91532,0.94620,0.94300,0.97400,nan,0.95850,0.97317,0.94300,0.95785,0.95850
model_20090,0.94887,0.92250,0.84187,0.87577,0.96500,0.88000,0.8368756330999216,0.92250,0.88940,0.96500,0.92566,0.92250
model_8312,0.94887,0.92250,0.84187,0.87577,0.96500,0.88000,nan,0.92250,0.88940,0.96500,0.92566,0.92250
model_1806,0.94886,0.94700,0.89186,0.92212,0.95000,0.94400,0.9664407180029181,0.94700,0.94433,0.95000,0.94716,0.94700
model_29052,0.94885,0.95350,0.90512,0.93554,0.94600,0.96100,0.9771906600912237,0.95350,0.96041,0.94600,0.95315,0.95350
model_20924,0.94885,0.95350,0.90512,0.93554,0.94600,0.96100,nan,0.95350,0.96041,0.94600,0.95315,0.95350
model_27822,0.94885,0.95350,0.90512,0.93554,0.94600,0.96100,nan,0.95350,0.96041,0.94600,0.95315,0.95350
model_25500,0.94884,0.93550,0.86839,0.89959,0.95700,0.91400,0.900863767983426,0.93550,0.91755,0.95700,0.93686,0.93550
model_22706,0.94884,0.93550,0.86839,0.89959,0.95700,0.91400,nan,0.93550,0.91755,0.95700,0.93686,0.93550
model_39882,0.94883,0.94200,0.88166,0.91216,0.95300,0.93100,0.8731453434039463,0.94200,0.93249,0.95300,0.94263,0.94200
model_20678,0.94882,0.92400,0.84493,0.87846,0.96400,0.88400,0.8391057838115,0.92400,0.89259,0.96400,0.92692,0.92400
model_2940,0.94882,0.88150,0.75821,0.81034,0.99000,0.77300,nan,0.88150,0.81348,0.99000,0.89310,0.88150
model_26242,0.94881,0.94850,0.89492,0.92520,0.94900,0.94800,0.8754635153320686,0.94850,0.94805,0.94900,0.94853,0.94850
model_1598,0.94881,0.90600,0.80820,0.84785,0.97500,0.83700,0.8232427478529686,0.90600,0.85677,0.97500,0.91207,0.90600
model_26912,0.94880,0.95500,0.90818,0.93875,0.94500,0.96500,nan,0.95500,0.96429,0.94500,0.95455,0.95500
model_39726,0.94880,0.95500,0.90818,0.93875,0.94500,0.96500,0.9904456566264634,0.95500,0.96429,0.94500,0.95455,0.95500
model_40348,0.94876,0.95000,0.89798,0.92831,0.94800,0.95200,0.8460559612976577,0.95000,0.95181,0.94800,0.94990,0.95000
model_17710,0.94876,0.95000,0.89798,0.92831,0.94800,0.95200,0.9938931786049451,0.95000,0.95181,0.94800,0.94990,0.95000
model_24492,0.94876,0.95000,0.89798,0.92831,0.94800,0.95200,nan,0.95000,0.95181,0.94800,0.94990,0.95000
model_12498,0.94876,0.95000,0.89798,0.92831,0.94800,0.95200,nan,0.95000,0.95181,0.94800,0.94990,0.95000
model_25026,0.94876,0.95000,0.89798,0.92831,0.94800,0.95200,0.9776192759334655,0.95000,0.95181,0.94800,0.94990,0.95000
model_12832,0.94876,0.95000,0.89798,0.92831,0.94800,0.95200,nan,0.95000,0.95181,0.94800,0.94990,0.95000
model_41104,0.94876,0.95000,0.89798,0.92831,0.94800,0.95200,0.9960608499495646,0.95000,0.95181,0.94800,0.94990,0.95000
model_20408,0.94876,0.95000,0.89798,0.92831,0.94800,0.95200,0.9942903680285228,0.95000,0.95181,0.94800,0.94990,0.95000
model_36940,0.94875,0.91400,0.82453,0.86113,0.97000,0.85800,0.8578930763902844,0.91400,0.87230,0.97000,0.91856,0.91400
model_14372,0.94872,0.94500,0.88778,0.91818,0.95100,0.93900,0.8257542580366135,0.94500,0.93972,0.95100,0.94533,0.94500
model_28108,0.94872,0.94500,0.88778,0.91818,0.95100,0.93900,nan,0.94500,0.93972,0.95100,0.94533,0.94500
model_38930,0.94872,0.94500,0.88778,0.91818,0.95100,0.93900,nan,0.94500,0.93972,0.95100,0.94533,0.94500
model_30400,0.94872,0.94500,0.88778,0.91818,0.95100,0.93900,0.8145301282405853,0.94500,0.93972,0.95100,0.94533,0.94500
model_11532,0.94871,0.95150,0.90104,0.93145,0.94700,0.95600,0.9928145097595739,0.95150,0.95560,0.94700,0.95128,0.95150
model_20052,0.94871,0.95150,0.90104,0.93145,0.94700,0.95600,0.992473003413158,0.95150,0.95560,0.94700,0.95128,0.95150
model_39528,0.94871,0.95150,0.90104,0.93145,0.94700,0.95600,nan,0.95150,0.95560,0.94700,0.95128,0.95150
model_39490,0.94871,0.95150,0.90104,0.93145,0.94700,0.95600,0.9664321169867868,0.95150,0.95560,0.94700,0.95128,0.95150
model_21820,0.94871,0.95150,0.90104,0.93145,0.94700,0.95600,nan,0.95150,0.95560,0.94700,0.95128,0.95150
model_25416,0.94870,0.87300,0.74087,0.79834,0.99500,0.75100,nan,0.87300,0.79984,0.99500,0.88681,0.87300
model_1744,0.94866,0.95300,0.90410,0.93462,0.94600,0.96000,0.9804058752568632,0.95300,0.95943,0.94600,0.95267,0.95300
model_21840,0.94866,0.95300,0.90410,0.93462,0.94600,0.96000,nan,0.95300,0.95943,0.94600,0.95267,0.95300
model_39818,0.94866,0.95300,0.90410,0.93462,0.94600,0.96000,nan,0.95300,0.95943,0.94600,0.95267,0.95300
model_24546,0.94866,0.95300,0.90410,0.93462,0.94600,0.96000,0.9670692394682243,0.95300,0.95943,0.94600,0.95267,0.95300
model_28740,0.94866,0.95300,0.90410,0.93462,0.94600,0.96000,nan,0.95300,0.95943,0.94600,0.95267,0.95300
model_14314,0.94864,0.88100,0.75719,0.80968,0.99000,0.77200,nan,0.88100,0.81281,0.99000,0.89270,0.88100
model_9176,0.94862,0.94800,0.89390,0.92430,0.94900,0.94700,0.8476246747136847,0.94800,0.94711,0.94900,0.94805,0.94800
model_18146,0.94862,0.94800,0.89390,0.92430,0.94900,0.94700,0.8272681491715568,0.94800,0.94711,0.94900,0.94805,0.94800
model_37986,0.94860,0.95450,0.90716,0.93782,0.94500,0.96400,0.9574429268960829,0.95450,0.96330,0.94500,0.95406,0.95450
model_13726,0.94860,0.95450,0.90716,0.93782,0.94500,0.96400,nan,0.95450,0.96330,0.94500,0.95406,0.95450
model_25426,0.94860,0.95450,0.90716,0.93782,0.94500,0.96400,nan,0.95450,0.96330,0.94500,0.95406,0.95450
model_8162,0.94860,0.95450,0.90716,0.93782,0.94500,0.96400,0.9899888718470978,0.95450,0.96330,0.94500,0.95406,0.95450
model_16212,0.94860,0.95450,0.90716,0.93782,0.94500,0.96400,0.9918138604249632,0.95450,0.96330,0.94500,0.95406,0.95450
model_35100,0.94858,0.92500,0.84697,0.88037,0.96300,0.88700,0.8148154616355896,0.92500,0.89498,0.96300,0.92775,0.92500
model_13418,0.94857,0.94950,0.89696,0.92741,0.94800,0.95100,nan,0.94950,0.95085,0.94800,0.94942,0.94950
model_24366,0.94857,0.94950,0.89696,0.92741,0.94800,0.95100,0.9637215713223258,0.94950,0.95085,0.94800,0.94942,0.94950
model_6428,0.94857,0.94950,0.89696,0.92741,0.94800,0.95100,0.9875569869896634,0.94950,0.95085,0.94800,0.94942,0.94950
model_36668,0.94857,0.94950,0.89696,0.92741,0.94800,0.95100,0.9944054707502707,0.94950,0.95085,0.94800,0.94942,0.94950
model_7322,0.94857,0.94950,0.89696,0.92741,0.94800,0.95100,0.9867047896115189,0.94950,0.95085,0.94800,0.94942,0.94950
model_37694,0.94857,0.94950,0.89696,0.92741,0.94800,0.95100,nan,0.94950,0.95085,0.94800,0.94942,0.94950
model_20560,0.94857,0.94950,0.89696,0.92741,0.94800,0.95100,0.8484934066180829,0.94950,0.95085,0.94800,0.94942,0.94950
model_24002,0.94857,0.94950,0.89696,0.92741,0.94800,0.95100,0.9958831861195648,0.94950,0.95085,0.94800,0.94942,0.94950
model_18786,0.94857,0.94950,0.89696,0.92741,0.94800,0.95100,0.984644433003224,0.94950,0.95085,0.94800,0.94942,0.94950
model_15296,0.94857,0.94950,0.89696,0.92741,0.94800,0.95100,0.8154274289514504,0.94950,0.95085,0.94800,0.94942,0.94950
model_13274,0.94854,0.88400,0.76331,0.81407,0.98800,0.78000,0.8703337139616718,0.88400,0.81788,0.98800,0.89493,0.88400
model_3882,0.94853,0.94450,0.88676,0.91729,0.95100,0.93800,0.8659998600806423,0.94450,0.93880,0.95100,0.94486,0.94450
model_13776,0.94853,0.92650,0.85003,0.88309,0.96200,0.89100,0.8328517794315451,0.92650,0.89823,0.96200,0.92902,0.92650
model_29524,0.94852,0.95100,0.90002,0.93054,0.94700,0.95500,0.9855835380672253,0.95100,0.95464,0.94700,0.95080,0.95100
model_8048,0.94852,0.95100,0.90002,0.93054,0.94700,0.95500,0.9865054498306,0.95100,0.95464,0.94700,0.95080,0.95100
model_2042,0.94852,0.95100,0.90002,0.93054,0.94700,0.95500,0.9609315196221525,0.95100,0.95464,0.94700,0.95080,0.95100
model_35756,0.94851,0.89700,0.78984,0.83367,0.98000,0.81400,0.8193366594612599,0.89700,0.84048,0.98000,0.90489,0.89700
model_17316,0.94850,0.92150,0.83983,0.87419,0.96500,0.87800,nan,0.92150,0.88776,0.96500,0.92477,0.92150
model_39536,0.94850,0.95750,0.91328,0.94431,0.94300,0.97200,nan,0.95750,0.97116,0.94300,0.95687,0.95750
model_36684,0.94848,0.91000,0.81636,0.85456,0.97200,0.84800,0.8429796984079878,0.91000,0.86477,0.97200,0.91525,0.91000
model_13462,0.94848,0.94600,0.88982,0.92034,0.95000,0.94200,0.821542524486963,0.94600,0.94246,0.95000,0.94622,0.94600
model_7190,0.94847,0.95250,0.90308,0.93370,0.94600,0.95900,0.820041998021904,0.95250,0.95846,0.94600,0.95219,0.95250
model_32310,0.94847,0.95250,0.90308,0.93370,0.94600,0.95900,nan,0.95250,0.95846,0.94600,0.95219,0.95250
model_8772,0.94847,0.95250,0.90308,0.93370,0.94600,0.95900,0.9910274965046835,0.95250,0.95846,0.94600,0.95219,0.95250
model_25442,0.94847,0.95250,0.90308,0.93370,0.94600,0.95900,0.9677735098535986,0.95250,0.95846,0.94600,0.95219,0.95250
model_36124,0.94847,0.95250,0.90308,0.93370,0.94600,0.95900,0.9916162170875289,0.95250,0.95846,0.94600,0.95219,0.95250
model_17384,0.94847,0.95250,0.90308,0.93370,0.94600,0.95900,0.8482861841112618,0.95250,0.95846,0.94600,0.95219,0.95250
model_16420,0.94847,0.95250,0.90308,0.93370,0.94600,0.95900,nan,0.95250,0.95846,0.94600,0.95219,0.95250
model_902,0.94847,0.95250,0.90308,0.93370,0.94600,0.95900,0.9679070098714514,0.95250,0.95846,0.94600,0.95219,0.95250
model_15980,0.94846,0.93450,0.86635,0.89791,0.95700,0.91200,0.816184367452349,0.93450,0.91579,0.95700,0.93594,0.93450
model_34162,0.94846,0.93450,0.86635,0.89791,0.95700,0.91200,0.8486772011965513,0.93450,0.91579,0.95700,0.93594,0.93450
model_35938,0.94841,0.93600,0.86941,0.90078,0.95600,0.91600,nan,0.93600,0.91923,0.95600,0.93725,0.93600
model_40512,0.94841,0.95400,0.90614,0.93689,0.94500,0.96300,0.9918066054550789,0.95400,0.96232,0.94500,0.95358,0.95400
model_32206,0.94841,0.93600,0.86941,0.90078,0.95600,0.91600,0.8201519151528677,0.93600,0.91923,0.95600,0.93725,0.93600
model_8344,0.94841,0.95400,0.90614,0.93689,0.94500,0.96300,0.9905012739847784,0.95400,0.96232,0.94500,0.95358,0.95400
model_32152,0.94839,0.92450,0.84595,0.87957,0.96300,0.88600,0.8516886515297901,0.92450,0.89415,0.96300,0.92730,0.92450
model_2950,0.94838,0.94900,0.89594,0.92651,0.94800,0.95000,0.9782219035194275,0.94900,0.94990,0.94800,0.94895,0.94900
model_16464,0.94838,0.93100,0.85921,0.89141,0.95900,0.90300,0.8710808077532994,0.93100,0.90814,0.95900,0.93288,0.93100
model_8264,0.94838,0.94900,0.89594,0.92651,0.94800,0.95000,0.8761891839256046,0.94900,0.94990,0.94800,0.94895,0.94900
model_34396,0.94838,0.94900,0.89594,0.92651,0.94800,0.95000,nan,0.94900,0.94990,0.94800,0.94895,0.94900
model_28628,0.94838,0.94900,0.89594,0.92651,0.94800,0.95000,0.9857622404681875,0.94900,0.94990,0.94800,0.94895,0.94900
model_36214,0.94836,0.88350,0.76229,0.81340,0.98800,0.77900,nan,0.88350,0.81720,0.98800,0.89452,0.88350
model_7468,0.94836,0.95550,0.90920,0.94011,0.94400,0.96700,0.8676369146178269,0.95550,0.96622,0.94400,0.95498,0.95550
model_33024,0.94834,0.94400,0.88574,0.91641,0.95100,0.93700,0.852540434002026,0.94400,0.93787,0.95100,0.94439,0.94400
model_17956,0.94834,0.92600,0.84901,0.88229,0.96200,0.89000,0.8514645157379116,0.92600,0.89739,0.96200,0.92857,0.92600
model_9794,0.94833,0.95050,0.89900,0.92963,0.94700,0.95400,nan,0.95050,0.95368,0.94700,0.95033,0.95050
model_27910,0.94833,0.95050,0.89900,0.92963,0.94700,0.95400,0.9722385820850992,0.95050,0.95368,0.94700,0.95033,0.95050
model_20472,0.94833,0.95050,0.89900,0.92963,0.94700,0.95400,0.9942582482215211,0.95050,0.95368,0.94700,0.95033,0.95050
model_11408,0.94833,0.95050,0.89900,0.92963,0.94700,0.95400,0.9926854485792738,0.95050,0.95368,0.94700,0.95033,0.95050
model_13268,0.94833,0.95050,0.89900,0.92963,0.94700,0.95400,0.9947460677205902,0.95050,0.95368,0.94700,0.95033,0.95050
model_41304,0.94833,0.95050,0.89900,0.92963,0.94700,0.95400,nan,0.95050,0.95368,0.94700,0.95033,0.95050
model_37630,0.94833,0.95050,0.89900,0.92963,0.94700,0.95400,0.9921264909785684,0.95050,0.95368,0.94700,0.95033,0.95050
model_16060,0.94833,0.95050,0.89900,0.92963,0.94700,0.95400,0.8995886703421361,0.95050,0.95368,0.94700,0.95033,0.95050
model_21364,0.94833,0.95050,0.89900,0.92963,0.94700,0.95400,0.9952121329356413,0.95050,0.95368,0.94700,0.95033,0.95050
model_14328,0.94833,0.95050,0.89900,0.92963,0.94700,0.95400,nan,0.95050,0.95368,0.94700,0.95033,0.95050
model_28624,0.94833,0.95050,0.89900,0.92963,0.94700,0.95400,0.9841555972787785,0.95050,0.95368,0.94700,0.95033,0.95050
model_22700,0.94831,0.95700,0.91226,0.94337,0.94300,0.97100,nan,0.95700,0.97016,0.94300,0.95639,0.95700
model_38036,0.94831,0.93900,0.87554,0.90661,0.95400,0.92400,nan,0.93900,0.92621,0.95400,0.93990,0.93900
model_37812,0.94828,0.95200,0.90206,0.93279,0.94600,0.95800,0.989465074452672,0.95200,0.95749,0.94600,0.95171,0.95200
model_34208,0.94828,0.95200,0.90206,0.93279,0.94600,0.95800,0.9872931317838101,0.95200,0.95749,0.94600,0.95171,0.95200
model_910,0.94828,0.95200,0.90206,0.93279,0.94600,0.95800,0.967882501724533,0.95200,0.95749,0.94600,0.95171,0.95200
model_22720,0.94828,0.95200,0.90206,0.93279,0.94600,0.95800,nan,0.95200,0.95749,0.94600,0.95171,0.95200
model_906,0.94828,0.95200,0.90206,0.93279,0.94600,0.95800,0.9695028370207529,0.95200,0.95749,0.94600,0.95171,0.95200
model_13574,0.94828,0.88000,0.75515,0.80836,0.99000,0.77000,0.862010334164049,0.88000,0.81148,0.99000,0.89189,0.88000
model_36842,0.94828,0.95200,0.90206,0.93279,0.94600,0.95800,0.9925383890302558,0.95200,0.95749,0.94600,0.95171,0.95200
model_36104,0.94828,0.93400,0.86533,0.89707,0.95700,0.91100,0.8630958180435578,0.93400,0.91491,0.95700,0.93548,0.93400
model_22416,0.94828,0.93400,0.86533,0.89707,0.95700,0.91100,nan,0.93400,0.91491,0.95700,0.93548,0.93400
model_14470,0.94828,0.95200,0.90206,0.93279,0.94600,0.95800,0.9902099761621216,0.95200,0.95749,0.94600,0.95171,0.95200
model_24970,0.94824,0.94700,0.89186,0.92251,0.94900,0.94500,0.9736535295363395,0.94700,0.94522,0.94900,0.94711,0.94700
model_5386,0.94824,0.94700,0.89186,0.92251,0.94900,0.94500,0.8633358454881768,0.94700,0.94522,0.94900,0.94711,0.94700
model_7998,0.94824,0.94700,0.89186,0.92251,0.94900,0.94500,nan,0.94700,0.94522,0.94900,0.94711,0.94700
model_27212,0.94823,0.91750,0.83167,0.86735,0.96700,0.86800,nan,0.91750,0.87989,0.96700,0.92139,0.91750
model_25154,0.94822,0.93550,0.86839,0.89994,0.95600,0.91500,0.8460560554921315,0.93550,0.91835,0.95600,0.93680,0.93550
model_7400,0.94822,0.95350,0.90512,0.93597,0.94500,0.96200,nan,0.95350,0.96134,0.94500,0.95310,0.95350
model_24906,0.94822,0.95350,0.90512,0.93597,0.94500,0.96200,0.970524356633957,0.95350,0.96134,0.94500,0.95310,0.95350
model_25428,0.94822,0.95350,0.90512,0.93597,0.94500,0.96200,nan,0.95350,0.96134,0.94500,0.95310,0.95350
model_35804,0.94821,0.90600,0.80820,0.84810,0.97400,0.83800,0.8372939229011536,0.90600,0.85739,0.97400,0.91199,0.90600
model_15978,0.94821,0.90600,0.80820,0.84810,0.97400,0.83800,0.8448409876490195,0.90600,0.85739,0.97400,0.91199,0.90600
model_20404,0.94819,0.94850,0.89492,0.92560,0.94800,0.94900,0.995063827981141,0.94850,0.94895,0.94800,0.94847,0.94850
model_10512,0.94819,0.94850,0.89492,0.92560,0.94800,0.94900,0.9899552031671358,0.94850,0.94895,0.94800,0.94847,0.94850
model_17246,0.94819,0.94850,0.89492,0.92560,0.94800,0.94900,0.8565616647063542,0.94850,0.94895,0.94800,0.94847,0.94850
model_34390,0.94817,0.95500,0.90818,0.93918,0.94400,0.96600,0.959469864701712,0.95500,0.96524,0.94400,0.95450,0.95500
model_34434,0.94816,0.94350,0.88472,0.91554,0.95100,0.93600,nan,0.94350,0.93695,0.95100,0.94392,0.94350
model_31740,0.94816,0.88950,0.77454,0.82234,0.98400,0.79500,nan,0.88950,0.82759,0.98400,0.89904,0.88950
model_24426,0.94814,0.95000,0.89798,0.92872,0.94700,0.95300,0.9787199815070285,0.95000,0.95272,0.94700,0.94985,0.95000
model_24422,0.94814,0.95000,0.89798,0.92872,0.94700,0.95300,0.9735812245798271,0.95000,0.95272,0.94700,0.94985,0.95000
model_7146,0.94814,0.95000,0.89798,0.92872,0.94700,0.95300,0.9844028048737105,0.95000,0.95272,0.94700,0.94985,0.95000
model_20704,0.94814,0.95000,0.89798,0.92872,0.94700,0.95300,0.9904338744298326,0.95000,0.95272,0.94700,0.94985,0.95000
model_1032,0.94814,0.95000,0.89798,0.92872,0.94700,0.95300,0.9775326595221907,0.95000,0.95272,0.94700,0.94985,0.95000
model_27122,0.94814,0.95000,0.89798,0.92872,0.94700,0.95300,0.9790489180134488,0.95000,0.95272,0.94700,0.94985,0.95000
model_2962,0.94813,0.90250,0.80106,0.84249,0.97600,0.82900,0.8392099587238983,0.90250,0.85092,0.97600,0.90918,0.90250
model_26150,0.94812,0.95650,0.91124,0.94242,0.94300,0.97000,0.8309048207906576,0.95650,0.96917,0.94300,0.95590,0.95650
model_8292,0.94812,0.95650,0.91124,0.94242,0.94300,0.97000,0.9545723197198205,0.95650,0.96917,0.94300,0.95590,0.95650
model_41308,0.94812,0.93850,0.87452,0.90575,0.95400,0.92300,nan,0.93850,0.92532,0.95400,0.93944,0.93850
model_2614,0.94811,0.87300,0.74087,0.79852,0.99400,0.75200,nan,0.87300,0.80032,0.99400,0.88671,0.87300
model_1998,0.94810,0.94500,0.88778,0.91856,0.95000,0.94000,nan,0.94500,0.94059,0.95000,0.94527,0.94500
model_15126,0.94809,0.95150,0.90104,0.93187,0.94600,0.95700,0.993357625487969,0.95150,0.95652,0.94600,0.95123,0.95150
model_13668,0.94809,0.95150,0.90104,0.93187,0.94600,0.95700,0.8992646200146841,0.95150,0.95652,0.94600,0.95123,0.95150
model_8702,0.94809,0.95150,0.90104,0.93187,0.94600,0.95700,0.9916308242057966,0.95150,0.95652,0.94600,0.95123,0.95150
model_6980,0.94809,0.95150,0.90104,0.93187,0.94600,0.95700,0.8173548318445683,0.95150,0.95652,0.94600,0.95123,0.95150
model_38470,0.94809,0.95150,0.90104,0.93187,0.94600,0.95700,0.9929746393694843,0.95150,0.95652,0.94600,0.95123,0.95150
model_1742,0.94809,0.95150,0.90104,0.93187,0.94600,0.95700,0.9757192651303406,0.95150,0.95652,0.94600,0.95123,0.95150
model_37704,0.94809,0.95150,0.90104,0.93187,0.94600,0.95700,nan,0.95150,0.95652,0.94600,0.95123,0.95150
model_2004,0.94809,0.95150,0.90104,0.93187,0.94600,0.95700,nan,0.95150,0.95652,0.94600,0.95123,0.95150
model_33010,0.94809,0.95150,0.90104,0.93187,0.94600,0.95700,0.9900711083712382,0.95150,0.95652,0.94600,0.95123,0.95150
model_15370,0.94809,0.95150,0.90104,0.93187,0.94600,0.95700,0.9912640805993115,0.95150,0.95652,0.94600,0.95123,0.95150
model_17886,0.94809,0.95150,0.90104,0.93187,0.94600,0.95700,0.9847468313443624,0.95150,0.95652,0.94600,0.95123,0.95150
model_9962,0.94809,0.95150,0.90104,0.93187,0.94600,0.95700,0.9885110303422008,0.95150,0.95652,0.94600,0.95123,0.95150
model_39542,0.94809,0.95150,0.90104,0.93187,0.94600,0.95700,0.9942582909083839,0.95150,0.95652,0.94600,0.95123,0.95150
model_7266,0.94805,0.94650,0.89084,0.92162,0.94900,0.94400,0.9762734359007146,0.94650,0.94428,0.94900,0.94663,0.94650
model_10576,0.94803,0.88750,0.77046,0.81940,0.98500,0.79000,0.8657558812418589,0.88750,0.82427,0.98500,0.89749,0.88750
model_37710,0.94803,0.95300,0.90410,0.93505,0.94500,0.96100,nan,0.95300,0.96037,0.94500,0.95262,0.95300
model_35930,0.94802,0.94150,0.88064,0.91166,0.95200,0.93100,nan,0.94150,0.93242,0.95200,0.94211,0.94150
model_27206,0.94802,0.90550,0.80718,0.84737,0.97400,0.83700,nan,0.90550,0.85664,0.97400,0.91156,0.90550
model_41184,0.94801,0.89400,0.78372,0.82923,0.98100,0.80700,0.8534526175498962,0.89400,0.83560,0.98100,0.90248,0.89400
model_26016,0.94801,0.87600,0.74699,0.80275,0.99200,0.76000,nan,0.87600,0.80519,0.99200,0.88889,0.87600
model_3492,0.94800,0.94800,0.89390,0.92470,0.94800,0.94800,nan,0.94800,0.94800,0.94800,0.94800,0.94800
model_14254,0.94800,0.94800,0.89390,0.92470,0.94800,0.94800,0.8351812080333108,0.94800,0.94800,0.94800,0.94800,0.94800
model_800,0.94800,0.94800,0.89390,0.92470,0.94800,0.94800,nan,0.94800,0.94800,0.94800,0.94800,0.94800
model_33446,0.94800,0.94800,0.89390,0.92470,0.94800,0.94800,0.8457096538669884,0.94800,0.94800,0.94800,0.94800,0.94800
model_12470,0.94800,0.94800,0.89390,0.92470,0.94800,0.94800,0.8175088324636783,0.94800,0.94800,0.94800,0.94800,0.94800
