model,f2,gmean,bss,pr_auc,sensitivity,specificity,ppv,accuracy,precision,recall,f1,auc
model_121,0.83738,0.49322,0.01017,0.52073,0.99599,0.00356,0.898127179462719,0.51971,0.52058,0.99599,0.67985,0.49978
model_471,0.83621,0.49482,0.01447,0.52163,0.99274,0.01016,0.9439320753303005,0.52166,0.52157,0.99274,0.68011,0.50145
model_324,0.83429,0.62077,0.23521,0.59926,0.93470,0.31276,0.9155595054264686,0.63317,0.60483,0.93470,0.72598,0.62373
model_140,0.83164,0.49420,0.01011,0.52130,0.98604,0.01489,0.9366783232681222,0.51918,0.52099,0.98604,0.67762,0.50047
model_315,0.83116,0.49001,0.00336,0.51928,0.98757,0.00539,0.9102383534706954,0.51562,0.51864,0.98757,0.67580,0.49648
model_143,0.82921,0.49296,0.00721,0.52075,0.98289,0.01566,0.9357606708226587,0.51740,0.52039,0.98289,0.67608,0.49927
model_489,0.82885,0.50366,0.02912,0.52657,0.97754,0.04201,0.8935731978692498,0.52788,0.52572,0.97754,0.67928,0.50978
model_469,0.82861,0.50445,0.02178,0.52647,0.97896,0.04130,0.9274691924507064,0.52592,0.52574,0.97896,0.67859,0.51013
model_133,0.82847,0.49183,0.00612,0.52050,0.98315,0.01330,0.9158008896866838,0.51669,0.51912,0.98315,0.67475,0.49822
model_428,0.82820,0.64487,0.27658,0.61568,0.91870,0.37532,0.926070095477048,0.65075,0.61663,0.91870,0.72905,0.64701
model_132,0.82785,0.51059,0.03876,0.52952,0.97304,0.05925,0.9222324358163658,0.53267,0.52954,0.97304,0.68110,0.51615
model_27,0.82779,0.78322,0.56020,0.73140,0.85543,0.71203,0.9311172868069373,0.77983,0.76667,0.85543,0.79538,0.78373
model_351,0.82618,0.68421,0.35114,0.64664,0.90914,0.46378,0.9946260194717557,0.68537,0.66419,0.90914,0.73790,0.68646
model_405,0.82557,0.51432,0.04124,0.53136,0.96778,0.07217,0.920360542114202,0.53587,0.53149,0.96778,0.68133,0.51998
model_523,0.82549,0.71619,0.42211,0.67942,0.89135,0.54524,0.9933743780225182,0.71644,0.68844,0.89135,0.75426,0.71829
model_397,0.82520,0.49573,0.01253,0.52320,0.97847,0.02570,0.9180682330029921,0.52042,0.52626,0.97847,0.67351,0.50209
model_404,0.82440,0.54184,0.12348,0.55147,0.94761,0.14627,0.9715225838848053,0.56871,0.55353,0.94761,0.69421,0.54694
model_236,0.82304,0.49061,0.00454,0.52012,0.97464,0.01929,0.8897944941394481,0.51545,0.51832,0.97464,0.67188,0.49697
model_303,0.82242,0.49163,0.00931,0.52094,0.97238,0.02337,0.8790999720767984,0.51705,0.51938,0.97238,0.67238,0.49788
model_41,0.82159,0.67791,0.34000,0.63933,0.89249,0.46610,0.9308368625212663,0.68058,0.65033,0.89249,0.74221,0.67929
model_266,0.82059,0.73379,0.44765,0.68456,0.88681,0.58406,0.9786664112016865,0.73260,0.71113,0.88681,0.74739,0.73543
model_141,0.82023,0.49725,0.01425,0.52427,0.97013,0.03615,0.8926903352941395,0.51935,0.51910,0.97013,0.67067,0.50314
model_65,0.81976,0.48326,-0.01069,0.51657,0.97163,0.00765,0.8962411568015918,0.50906,0.51445,0.97163,0.66835,0.48964
model_267,0.81965,0.70339,0.38262,0.65808,0.88901,0.52069,0.991234808621592,0.70117,0.66656,0.88901,0.74310,0.70485
model_462,0.81959,0.73934,0.45715,0.68864,0.88609,0.59593,0.9818483469647322,0.73668,0.65623,0.88609,0.74421,0.74101
model_252,0.81928,0.48698,-0.00686,0.51830,0.97286,0.01344,0.8836065424616186,0.50959,0.51483,0.97286,0.66739,0.49315
model_427,0.81862,0.61745,0.21714,0.59297,0.91483,0.32473,0.9566669996568545,0.62251,0.59991,0.91483,0.71529,0.61978
model_67,0.81854,0.48697,-0.00609,0.51785,0.96873,0.01722,0.9012098553192532,0.51030,0.51675,0.96873,0.66887,0.49298
model_415,0.81814,0.51137,0.03823,0.53046,0.95787,0.07584,0.9223087904982215,0.53161,0.53036,0.95787,0.67685,0.51686
model_250,0.81800,0.48590,-0.00728,0.51804,0.97087,0.01319,0.9072092560788555,0.50870,0.51405,0.97087,0.66655,0.49203
model_120,0.81633,0.48709,-0.00470,0.51947,0.96858,0.01815,0.8944189690005239,0.51048,0.51314,0.96858,0.66528,0.49336
model_320,0.81606,0.49461,0.00860,0.52256,0.96578,0.03526,0.9006749040204157,0.51598,0.51775,0.96578,0.66734,0.50052
model_124,0.81597,0.48336,-0.01196,0.51687,0.96818,0.01122,0.9035308734902708,0.50746,0.51299,0.96818,0.66514,0.48970
model_122,0.81458,0.48203,-0.01420,0.51574,0.96432,0.01237,0.8920912595236495,0.50657,0.51369,0.96432,0.66532,0.48834
model_53,0.81428,0.49286,0.00280,0.52073,0.96027,0.03682,0.9088424387787655,0.51385,0.51933,0.96027,0.66838,0.49855
model_440,0.81373,0.72330,0.44172,0.68855,0.87211,0.57845,0.9896614082720746,0.72408,0.69762,0.87211,0.75062,0.72528
model_222,0.81309,0.64914,0.26354,0.61811,0.89746,0.40491,0.9660516400204454,0.64915,0.62874,0.89746,0.72376,0.65119
model_337,0.81185,0.68450,0.33593,0.64749,0.89727,0.47625,0.9800837613942113,0.68271,0.63394,0.89727,0.72199,0.68676
model_372,0.81107,0.76872,0.54171,0.71783,0.83045,0.70730,0.9961115854330411,0.76918,0.75441,0.83045,0.78646,0.76888
model_297,0.80990,0.71947,0.42749,0.66952,0.85400,0.58620,0.9037976967561399,0.72354,0.69238,0.85400,0.75693,0.72010
model_308,0.80963,0.48074,-0.01798,0.51715,0.96141,0.01260,0.9024153917908466,0.50373,0.50844,0.96141,0.65942,0.48700
model_278,0.80914,0.75361,0.48803,0.70613,0.86059,0.64932,0.9973276839752709,0.75071,0.69237,0.86059,0.75010,0.75495
model_306,0.80687,0.47901,-0.02105,0.51616,0.95720,0.01351,0.9042800013467692,0.50284,0.50808,0.95720,0.65796,0.48535
model_293,0.80551,0.48077,-0.01888,0.51632,0.95438,0.01958,0.8969700458057708,0.50426,0.50898,0.95438,0.65775,0.48698
model_45,0.80399,0.48005,-0.01973,0.51724,0.95185,0.02047,0.9011460628247512,0.50284,0.50850,0.95185,0.65714,0.48616
model_77,0.80380,0.70664,0.39807,0.66443,0.86702,0.54946,0.9931797170931862,0.70401,0.68125,0.86702,0.73586,0.70824
model_391,0.80335,0.79576,0.58259,0.74688,0.80897,0.78271,0.99450466281515,0.79119,0.79695,0.80897,0.79806,0.79584
model_399,0.80252,0.50741,0.03009,0.52744,0.93253,0.09179,0.9017498882067468,0.52823,0.52724,0.93253,0.66845,0.51216
model_244,0.80243,0.70562,0.37418,0.66682,0.87376,0.54195,0.8989127004724603,0.70099,0.70350,0.87376,0.72969,0.70786
model_439,0.80108,0.74713,0.47651,0.69495,0.84329,0.65314,0.969083441658797,0.74059,0.70608,0.84329,0.75125,0.74821
model_43,0.80101,0.50147,0.01440,0.52592,0.93878,0.07401,0.8907844257783555,0.51882,0.52079,0.93878,0.66260,0.50639
model_481,0.80014,0.57833,0.15118,0.56676,0.90242,0.25948,0.9440532224703938,0.58665,0.57042,0.90242,0.69092,0.58095
model_281,0.79883,0.70178,0.38229,0.65976,0.86583,0.54145,0.9890655083655614,0.69922,0.65461,0.86583,0.72647,0.70364
model_177,0.79798,0.70915,0.39387,0.66516,0.85843,0.56271,0.983612968722464,0.70472,0.68866,0.85843,0.73390,0.71057
model_274,0.79478,0.72102,0.41280,0.67415,0.85741,0.58782,0.9990940775943605,0.71520,0.68185,0.85741,0.72724,0.72262
model_346,0.79461,0.73041,0.43827,0.68398,0.84691,0.61662,0.9976767455181369,0.72532,0.68159,0.84691,0.73655,0.73177
model_145,0.79439,0.67787,0.33168,0.63828,0.87294,0.48709,0.9888716120386163,0.67472,0.61779,0.87294,0.70837,0.68001
model_136,0.79097,0.68141,0.33402,0.64654,0.84470,0.52104,0.9123297758479928,0.68235,0.67005,0.84470,0.73302,0.68287
model_335,0.79087,0.73473,0.44754,0.69079,0.83927,0.63295,0.9934045872756326,0.72798,0.69478,0.83927,0.73847,0.73611
model_381,0.79083,0.77068,0.53036,0.72004,0.80507,0.73658,0.9932677163448318,0.76616,0.76637,0.80507,0.77592,0.77083
model_152,0.79063,0.71442,0.41882,0.67935,0.84681,0.58552,0.9956640800794343,0.71396,0.66704,0.84681,0.73040,0.71617
model_347,0.78941,0.70068,0.36742,0.65537,0.85858,0.54586,0.9963780489342932,0.69425,0.64663,0.85858,0.71520,0.70222
model_475,0.78866,0.48762,0.00328,0.52555,0.92651,0.06049,0.9094719920207439,0.51261,0.51270,0.92651,0.65069,0.49350
model_375,0.78773,0.77659,0.54270,0.72903,0.79639,0.75711,0.9915295561190413,0.77219,0.77992,0.79639,0.77999,0.77675
model_321,0.78770,0.49711,0.00556,0.52574,0.92255,0.08173,0.9044688801542157,0.51403,0.51512,0.92255,0.65260,0.50214
model_277,0.78687,0.72894,0.42813,0.68485,0.84510,0.61652,0.971202862477463,0.72408,0.67286,0.84510,0.72411,0.73081
model_163,0.78622,0.74589,0.47398,0.70020,0.83776,0.65757,0.9609489712930027,0.74165,0.66539,0.83776,0.72721,0.74766
model_139,0.78565,0.48163,-0.02129,0.51797,0.92476,0.04933,0.9226795515734251,0.50124,0.50653,0.92476,0.64696,0.48705
model_534,0.78522,0.68683,0.35129,0.65282,0.85845,0.51940,0.9840764722358191,0.68395,0.62875,0.85845,0.70814,0.68892
model_479,0.78494,0.50194,0.02021,0.52929,0.91765,0.09524,0.8836786695872307,0.51740,0.51276,0.91765,0.65036,0.50645
model_396,0.78384,0.76607,0.52164,0.71861,0.79289,0.73952,0.9939572046952491,0.76367,0.76674,0.79289,0.77420,0.76620
model_392,0.78373,0.76500,0.52080,0.71748,0.79239,0.73780,0.9956136711098468,0.76367,0.76364,0.79239,0.77379,0.76510
model_379,0.78256,0.75631,0.51723,0.71089,0.79390,0.71906,0.9948210161242578,0.75639,0.75586,0.79390,0.76929,0.75648
model_494,0.78170,0.51057,0.03766,0.53040,0.90128,0.12779,0.8944042956268575,0.52752,0.52602,0.90128,0.65739,0.51454
model_370,0.78024,0.74959,0.49903,0.70186,0.79542,0.70420,0.9953497592917522,0.74929,0.74577,0.79542,0.76286,0.74981
model_258,0.77922,0.71607,0.40442,0.67274,0.84481,0.59165,0.9667272438761669,0.71040,0.66919,0.84481,0.70839,0.71823
model_388,0.77722,0.77167,0.54308,0.72831,0.77947,0.76429,0.9927963235027516,0.77060,0.78462,0.77947,0.77697,0.77188
model_22,0.77702,0.76107,0.50949,0.71003,0.78873,0.73367,0.993497310837044,0.75692,0.75905,0.78873,0.76510,0.76120
model_371,0.77524,0.75414,0.50690,0.70443,0.78396,0.72447,0.9931691520314467,0.75408,0.75212,0.78396,0.76449,0.75422
model_165,0.77393,0.62640,0.22317,0.61435,0.86072,0.39945,0.987541535611568,0.62536,0.62308,0.86072,0.68970,0.63009
model_496,0.77393,0.47297,-0.03565,0.51452,0.90660,0.04970,0.8907886841276438,0.49254,0.50226,0.90660,0.64002,0.47815
model_174,0.77385,0.69104,0.35134,0.65028,0.85003,0.53654,0.9706412733987209,0.68555,0.62217,0.85003,0.69352,0.69328
model_190,0.77384,0.74293,0.47498,0.69219,0.79834,0.68853,0.9859446546829636,0.73722,0.73291,0.79834,0.74731,0.74344
model_228,0.77378,0.47545,-0.03355,0.51805,0.91355,0.04880,0.8982687599808026,0.49379,0.49689,0.91355,0.63526,0.48118
model_187,0.77185,0.73553,0.46213,0.68630,0.79597,0.67585,0.9872235625111643,0.73065,0.72254,0.79597,0.74500,0.73591
model_313,0.77142,0.69803,0.35731,0.65725,0.82654,0.57277,0.9343066972400814,0.68963,0.69863,0.82654,0.71782,0.69965
model_12,0.77117,0.75193,0.50264,0.70261,0.78160,0.72277,0.9925011485785143,0.75391,0.75401,0.78160,0.76021,0.75218
model_7,0.76877,0.71722,0.43255,0.66779,0.79073,0.64412,0.9910848642563233,0.71911,0.70373,0.79073,0.74076,0.71743
model_389,0.76800,0.75328,0.49812,0.70743,0.77687,0.72994,0.9942505724572396,0.74911,0.75726,0.77687,0.75974,0.75340
model_8,0.76767,0.76048,0.52287,0.71656,0.77305,0.74818,0.9959032387681784,0.75835,0.77030,0.77305,0.76416,0.76061
model_3,0.76649,0.75375,0.49522,0.70628,0.77439,0.73341,0.9903285934137398,0.75053,0.75772,0.77439,0.75883,0.75390
model_36,0.76638,0.76593,0.51876,0.72249,0.77032,0.76180,0.99379942984637,0.75870,0.77573,0.77032,0.76548,0.76606
model_23,0.76618,0.74415,0.48098,0.69716,0.77672,0.71181,0.992954150837029,0.74219,0.74533,0.77672,0.75476,0.74427
model_184,0.76545,0.75670,0.50615,0.70864,0.77483,0.73913,0.9902961763335318,0.75337,0.76409,0.77483,0.75807,0.75698
model_510,0.76428,0.71314,0.40298,0.66889,0.82943,0.60117,0.9521458381210068,0.70739,0.61555,0.82943,0.69192,0.71530
model_483,0.76400,0.74474,0.47264,0.69647,0.77994,0.71012,0.9340652811319081,0.73757,0.74284,0.77994,0.74845,0.74503
model_431,0.76223,0.55760,0.09644,0.55723,0.86993,0.25175,0.8935658545755145,0.56001,0.57250,0.86993,0.65534,0.56084
model_368,0.76152,0.73845,0.47970,0.69122,0.76954,0.70762,0.9943594976304657,0.74094,0.73911,0.76954,0.75141,0.73858
model_33,0.76115,0.74693,0.47807,0.70007,0.76911,0.72493,0.9944464812195226,0.74272,0.74935,0.76911,0.75334,0.74702
model_211,0.76099,0.76762,0.52358,0.72425,0.76934,0.76674,0.9940786497910787,0.75763,0.77670,0.76934,0.75674,0.76804
model_19,0.76033,0.74827,0.49375,0.70530,0.76739,0.72945,0.99359793806676,0.74467,0.75708,0.76739,0.75436,0.74842
model_11,0.75868,0.71977,0.43511,0.67241,0.77555,0.66435,0.9931852370838693,0.72053,0.71244,0.77555,0.73786,0.71995
model_216,0.75844,0.75782,0.50673,0.71394,0.76393,0.75209,0.9922657280946916,0.75497,0.76714,0.76393,0.75568,0.75801
model_395,0.75816,0.75907,0.49834,0.71388,0.76363,0.75485,0.9926124481953079,0.75107,0.76731,0.76363,0.75604,0.75924
model_9,0.75815,0.73846,0.46992,0.68935,0.76974,0.70752,0.9894098778869573,0.73526,0.73688,0.76974,0.74580,0.73863
model_540,0.75715,0.72382,0.42855,0.68917,0.80082,0.65018,0.9948231572722224,0.71626,0.70681,0.80082,0.71360,0.72550
model_35,0.75576,0.75619,0.49824,0.71004,0.75962,0.75305,0.9866534596698907,0.75036,0.76543,0.75962,0.75490,0.75634
model_323,0.75570,0.50727,0.01870,0.52984,0.86339,0.15767,0.9122215079558459,0.51758,0.52498,0.86339,0.64394,0.51053
model_13,0.75546,0.75929,0.50885,0.71501,0.75977,0.75918,0.9894862944487569,0.75337,0.77601,0.75977,0.75540,0.75947
model_60,0.75473,0.51184,0.04197,0.54036,0.86075,0.17134,0.9089499752725323,0.52752,0.52947,0.86075,0.64533,0.51604
model_367,0.75423,0.73271,0.45768,0.68594,0.76662,0.69905,0.9934150155398925,0.72798,0.73067,0.76662,0.74103,0.73284
model_30,0.75370,0.73652,0.46114,0.68987,0.77176,0.70233,0.972214889689722,0.73260,0.74063,0.77176,0.73745,0.73705
model_424,0.75221,0.62815,0.22524,0.60695,0.80961,0.45007,0.9250120396647498,0.62642,0.63185,0.80961,0.69195,0.62984
model_34,0.75212,0.74608,0.47961,0.70315,0.76024,0.73225,0.9953214031541048,0.73810,0.75013,0.76024,0.74563,0.74624
model_317,0.75120,0.69205,0.35824,0.65504,0.79245,0.59362,0.9468616614594335,0.68821,0.68060,0.79245,0.70773,0.69303
model_10,0.75105,0.71135,0.42351,0.66668,0.76788,0.65513,0.9947964933810327,0.71165,0.70436,0.76788,0.73011,0.71150
model_444,0.75064,0.73557,0.45213,0.69847,0.79331,0.68128,0.9643291809434532,0.72621,0.66663,0.79331,0.70585,0.73730
model_159,0.75060,0.71450,0.40084,0.67362,0.80334,0.62938,0.977018863521532,0.70490,0.65507,0.80334,0.69583,0.71636
model_29,0.74981,0.74234,0.47174,0.69901,0.75782,0.72731,0.9901615682026467,0.73597,0.75239,0.75782,0.74434,0.74257
model_1,0.74934,0.75476,0.50230,0.71458,0.75062,0.75921,0.9945802580434893,0.75213,0.77261,0.75062,0.75222,0.75491
model_380,0.74780,0.75491,0.50438,0.71405,0.74741,0.76271,0.9945720683222699,0.75178,0.77363,0.74741,0.75271,0.75506
model_183,0.74747,0.74369,0.47290,0.69630,0.75331,0.73435,0.9859523829965415,0.73899,0.75181,0.75331,0.74412,0.74383
model_109,0.74746,0.50167,0.02567,0.53419,0.86148,0.14980,0.914520839464402,0.51634,0.50858,0.86148,0.63022,0.50564
model_509,0.74720,0.70678,0.39471,0.67326,0.79702,0.62045,0.9799975367078645,0.70153,0.64644,0.79702,0.69571,0.70873
model_394,0.74711,0.73784,0.45101,0.68782,0.75547,0.72046,0.9915871146824523,0.72994,0.74131,0.75547,0.74013,0.73797
model_223,0.74639,0.65248,0.29885,0.62964,0.79534,0.51199,0.9195385058592082,0.65323,0.65158,0.79534,0.69352,0.65367
model_215,0.74636,0.74948,0.48312,0.70611,0.75242,0.74702,0.9946379706480512,0.74219,0.76231,0.75242,0.74517,0.74972
model_376,0.74613,0.74327,0.47560,0.69900,0.75039,0.73650,0.990884509554143,0.73899,0.75382,0.75039,0.74443,0.74345
model_107,0.74604,0.56467,0.13712,0.57406,0.84464,0.29415,0.9816362445362785,0.57582,0.60684,0.84464,0.65335,0.56940
model_32,0.74564,0.75710,0.50348,0.71670,0.74389,0.77053,0.994039499855727,0.75036,0.77613,0.74389,0.75236,0.75721
model_188,0.74533,0.72990,0.45097,0.68516,0.75861,0.70172,0.9896675518034337,0.72585,0.73396,0.75861,0.73259,0.73016
model_234,0.74506,0.65995,0.28605,0.62802,0.80771,0.51572,0.9398048619541821,0.65625,0.64385,0.80771,0.68163,0.66172
model_334,0.74456,0.54454,0.08044,0.55297,0.86327,0.23417,0.9852462235799302,0.55238,0.51097,0.86327,0.62603,0.54872
model_189,0.74207,0.73117,0.46240,0.68571,0.75188,0.71093,0.9878200082332349,0.73047,0.73126,0.75188,0.73219,0.73141
model_513,0.74152,0.71454,0.39522,0.67660,0.79563,0.63780,0.956421938549017,0.70401,0.63857,0.79563,0.68360,0.71671
model_352,0.74133,0.60519,0.20045,0.59213,0.83643,0.38138,0.9751201846818413,0.60760,0.57491,0.83643,0.64396,0.60890
model_104,0.74092,0.74027,0.45971,0.70283,0.78634,0.69875,0.958193702066907,0.72958,0.66929,0.78634,0.69080,0.74254
model_365,0.74008,0.73001,0.45009,0.68824,0.74881,0.71204,0.9933422081224167,0.72461,0.74805,0.74881,0.73505,0.73043
model_369,0.73990,0.71675,0.42800,0.67048,0.75044,0.68320,0.9931746793218323,0.71484,0.71602,0.75044,0.72784,0.71682
model_393,0.73923,0.74118,0.47157,0.69972,0.74131,0.74127,0.9930927829682955,0.73544,0.75533,0.74131,0.74074,0.74129
model_195,0.73856,0.73794,0.46851,0.69407,0.74074,0.73549,0.9907672934186473,0.73881,0.75452,0.74074,0.73966,0.73812
model_76,0.73803,0.68951,0.36167,0.65893,0.79635,0.58728,0.9931016124637395,0.68466,0.62602,0.79635,0.67653,0.69181
model_150,0.73615,0.68687,0.35556,0.66067,0.78767,0.59048,0.9783730611835567,0.68146,0.65217,0.78767,0.68546,0.68908
model_539,0.73402,0.71881,0.40879,0.67890,0.78467,0.65707,0.9746128420066352,0.70810,0.67384,0.78467,0.68008,0.72087
model_364,0.73278,0.74811,0.48910,0.71099,0.73260,0.76411,0.9915600943285178,0.74059,0.77949,0.73260,0.74114,0.74836
model_25,0.73156,0.76881,0.52679,0.73261,0.72295,0.81520,0.9862808588269988,0.75906,0.81192,0.72295,0.75212,0.76908
model_289,0.73086,0.69842,0.37856,0.66156,0.75606,0.64160,0.9315094516690412,0.69105,0.68987,0.75606,0.70497,0.69883
model_390,0.73079,0.73787,0.46752,0.69619,0.73032,0.74566,0.9931494644284714,0.73242,0.75838,0.73032,0.73609,0.73799
model_85,0.73006,0.73050,0.43825,0.68911,0.77086,0.69369,0.9797461145968681,0.71911,0.65783,0.77086,0.68626,0.73228
model_450,0.72996,0.72848,0.43060,0.69099,0.77448,0.68683,0.9712239309379171,0.71680,0.64259,0.77448,0.68185,0.73065
model_384,0.72990,0.72029,0.43354,0.67812,0.73523,0.70547,0.9945901901965523,0.71857,0.72839,0.73523,0.72567,0.72035
model_17,0.72819,0.74354,0.47654,0.70044,0.72619,0.76125,0.9909108149242635,0.73828,0.76638,0.72619,0.73654,0.74372
model_418,0.72718,0.51091,0.02296,0.53461,0.85059,0.18190,0.9131878006315853,0.52344,0.50118,0.85059,0.60578,0.51625
model_21,0.72408,0.75172,0.49968,0.71413,0.72026,0.78368,0.990936403411794,0.74805,0.78720,0.72026,0.73701,0.75197
model_88,0.72314,0.71252,0.39521,0.67570,0.76552,0.66309,0.9801489114470084,0.70170,0.65944,0.76552,0.68066,0.71431
model_466,0.72308,0.66669,0.28951,0.63543,0.79893,0.54009,0.9382646764585291,0.65661,0.57401,0.79893,0.64368,0.66951
model_28,0.72288,0.75270,0.48567,0.71060,0.72039,0.78547,0.994190653810533,0.74219,0.78138,0.72039,0.73505,0.75293
model_512,0.72145,0.73010,0.44144,0.69513,0.76292,0.70135,0.9510635502007947,0.71964,0.62627,0.76292,0.67504,0.73214
model_182,0.72016,0.73962,0.47638,0.69938,0.71715,0.76236,0.9912375377245097,0.73793,0.77034,0.71715,0.73093,0.73976
model_515,0.71927,0.70246,0.37741,0.66529,0.76541,0.64322,0.9620872084499837,0.69194,0.63375,0.76541,0.67123,0.70432
model_536,0.71910,0.71659,0.41085,0.68145,0.75666,0.68003,0.9830802117220199,0.70668,0.66358,0.75666,0.68051,0.71835
model_341,0.71876,0.69674,0.36525,0.66166,0.76351,0.63362,0.965302214310826,0.68608,0.65879,0.76351,0.67461,0.69856
model_336,0.71848,0.70665,0.38830,0.67078,0.77245,0.64574,0.9548636093299757,0.69780,0.64844,0.77245,0.66213,0.70910
