model,f2,gmean,bss,pr_auc,sensitivity,specificity,ppv,accuracy,precision,recall,f1,auc
model_433,0.71764,0.64791,0.27945,0.62547,0.77918,0.52123,0.9735029993577854,0.64222,0.63929,0.77918,0.65925,0.65020
model_58,0.71697,0.46508,-0.06049,0.52288,0.84671,0.09364,0.9384609493682654,0.47781,0.46327,0.84671,0.58885,0.47017
model_383,0.71691,0.70766,0.41123,0.66805,0.72072,0.69468,0.9936968377050581,0.70561,0.71564,0.72072,0.71389,0.70770
model_362,0.71676,0.76293,0.51367,0.72556,0.70821,0.81808,0.9946613833941624,0.75337,0.80858,0.70821,0.73865,0.76314
model_312,0.71642,0.49336,0.00597,0.53070,0.84145,0.15619,0.9077928129776843,0.51065,0.50030,0.84145,0.59250,0.49882
model_208,0.71641,0.74334,0.46975,0.70336,0.72017,0.76735,0.991142039973902,0.73295,0.78022,0.72017,0.72259,0.74376
model_26,0.71616,0.74610,0.48118,0.70643,0.71171,0.78088,0.9916429793885346,0.73615,0.77757,0.71171,0.73044,0.74629
model_192,0.71589,0.71238,0.42145,0.66690,0.72401,0.70126,0.9903065263358128,0.71484,0.71659,0.72401,0.70938,0.71263
model_191,0.71481,0.70924,0.41504,0.66848,0.72373,0.69560,0.9893987817814759,0.70827,0.71577,0.72373,0.70736,0.70967
model_517,0.71345,0.65595,0.29135,0.62923,0.79068,0.52778,0.998318486741742,0.64950,0.57318,0.79068,0.63152,0.65923
model_101,0.71296,0.68905,0.34532,0.65440,0.76321,0.61892,0.9702104425795144,0.67631,0.64716,0.76321,0.66487,0.69107
model_452,0.71093,0.72042,0.41888,0.68532,0.75475,0.69072,0.9399470551499131,0.70898,0.62995,0.75475,0.66247,0.72274
model_378,0.71082,0.73193,0.45677,0.69488,0.70755,0.75669,0.9909382957048815,0.72532,0.76467,0.70755,0.72249,0.73212
model_358,0.71042,0.66903,0.32027,0.64140,0.76121,0.58095,0.9789473531899895,0.66495,0.61760,0.76121,0.65829,0.67108
model_96,0.71001,0.71148,0.39856,0.67605,0.75411,0.67314,0.954763751176604,0.70064,0.63355,0.75411,0.66362,0.71363
model_168,0.70998,0.72204,0.41933,0.68895,0.74646,0.70150,0.9541613046179571,0.70845,0.67000,0.74646,0.67503,0.72398
model_157,0.70965,0.67255,0.31345,0.64242,0.76636,0.58343,0.9697495526782018,0.66158,0.61162,0.76636,0.65237,0.67490
model_204,0.70920,0.74823,0.49016,0.71062,0.70124,0.79570,0.9912880424317324,0.74858,0.80040,0.70124,0.72731,0.74847
model_93,0.70808,0.59289,0.15359,0.58567,0.79610,0.39686,0.9655894229492757,0.58807,0.57654,0.79610,0.62426,0.59648
model_18,0.70754,0.75531,0.49937,0.71739,0.69936,0.81200,0.9875548071824063,0.74964,0.80199,0.69936,0.72816,0.75568
model_201,0.70736,0.72613,0.44523,0.69138,0.70940,0.74355,0.9926766645769037,0.71680,0.74624,0.70940,0.71228,0.72648
model_525,0.70513,0.71045,0.39285,0.67508,0.74162,0.68287,0.9585803534094145,0.69709,0.66423,0.74162,0.66990,0.71225
model_148,0.70499,0.67220,0.32058,0.64513,0.75699,0.59166,0.9585016073615062,0.66264,0.61985,0.75699,0.65423,0.67432
model_484,0.70466,0.55438,0.08409,0.56585,0.77123,0.34247,0.9297972395736396,0.55291,0.56789,0.77123,0.63671,0.55685
model_203,0.70452,0.72376,0.43764,0.68737,0.71329,0.73501,0.9913505437489103,0.71609,0.74302,0.71329,0.70237,0.72415
model_207,0.70438,0.73315,0.44253,0.69110,0.70125,0.76569,0.9881025880384117,0.72425,0.76168,0.70125,0.71618,0.73347
model_442,0.70237,0.71411,0.40552,0.68263,0.74216,0.69035,0.9494794240388289,0.70259,0.61775,0.74216,0.66043,0.71625
model_316,0.70224,0.68694,0.33365,0.66540,0.73277,0.64313,0.934867531139534,0.67844,0.69664,0.73277,0.67630,0.68795
model_181,0.70188,0.74319,0.47412,0.70631,0.70595,0.78180,0.9893355154734894,0.73331,0.78899,0.70595,0.70807,0.74388
model_86,0.70180,0.71615,0.41079,0.68143,0.75140,0.68581,0.9597628546663113,0.70614,0.68240,0.75140,0.64802,0.71861
model_205,0.70141,0.74566,0.48165,0.71214,0.69461,0.79754,0.9873702827415132,0.73704,0.79026,0.69461,0.72033,0.74608
model_147,0.70104,0.69517,0.35379,0.66242,0.75632,0.63948,0.9415075926053934,0.68058,0.65072,0.75632,0.64679,0.69790
model_179,0.70077,0.70832,0.38877,0.67267,0.75016,0.67148,0.9576159611532404,0.69691,0.60204,0.75016,0.64626,0.71082
model_432,0.70071,0.72913,0.45710,0.69628,0.69430,0.76454,0.8956148870623138,0.72106,0.76063,0.69430,0.71543,0.72942
model_285,0.69877,0.71185,0.39396,0.67914,0.73521,0.69264,0.9603507633657061,0.69709,0.73203,0.73521,0.66546,0.71392
model_186,0.69800,0.74457,0.47932,0.70680,0.68961,0.79995,0.9931446093230127,0.73881,0.79356,0.68961,0.71896,0.74478
model_158,0.69735,0.70957,0.38916,0.67589,0.73825,0.68520,0.9673328240234613,0.69585,0.65310,0.73825,0.65699,0.71172
model_330,0.69646,0.72136,0.41857,0.68892,0.72798,0.71865,0.9486573366595336,0.70845,0.68389,0.72798,0.66518,0.72332
model_461,0.69602,0.71276,0.39743,0.67888,0.74715,0.68369,0.9639065152130135,0.69957,0.58853,0.74715,0.63856,0.71542
model_212,0.69525,0.71259,0.40344,0.67253,0.70227,0.72375,0.991230181618033,0.70437,0.72724,0.70227,0.69510,0.71301
model_374,0.69486,0.74985,0.48191,0.71288,0.68161,0.81854,0.9926122326492437,0.74094,0.80062,0.68161,0.72244,0.75008
model_91,0.69457,0.69594,0.36053,0.65984,0.74479,0.65208,0.9566077794543845,0.68395,0.60379,0.74479,0.64041,0.69843
model_185,0.69444,0.72300,0.43315,0.68564,0.68869,0.75784,0.9853642614927012,0.71644,0.76294,0.68869,0.71056,0.72327
model_15,0.69420,0.69913,0.38311,0.66644,0.70261,0.69643,0.9792686196073689,0.69034,0.72457,0.70261,0.69293,0.69952
model_363,0.69415,0.74043,0.46031,0.70278,0.68499,0.79647,0.9881958596348525,0.73331,0.78186,0.68499,0.71566,0.74073
model_524,0.69374,0.70497,0.38232,0.67027,0.74354,0.67144,0.952935043162071,0.69141,0.61495,0.74354,0.64049,0.70749
model_14,0.69351,0.71124,0.41697,0.67301,0.68974,0.73304,0.9912874838903606,0.70739,0.73508,0.68974,0.70379,0.71139
model_199,0.69349,0.71450,0.41287,0.67314,0.70756,0.72258,0.9957855626355199,0.70668,0.72871,0.70756,0.68412,0.71507
model_194,0.69234,0.72727,0.43919,0.68505,0.69374,0.76161,0.9922052096196666,0.72337,0.77199,0.69374,0.70124,0.72767
model_2,0.69197,0.71568,0.42569,0.67835,0.68831,0.74336,0.9915728571382245,0.70969,0.74266,0.68831,0.70340,0.71583
model_460,0.69059,0.70278,0.37345,0.66923,0.73087,0.67885,0.9586658537293264,0.68732,0.66248,0.73087,0.65337,0.70486
model_193,0.69043,0.73336,0.45777,0.69510,0.68947,0.77849,0.9845505067791657,0.72852,0.76231,0.68947,0.69992,0.73398
model_443,0.68934,0.69670,0.36013,0.66306,0.73321,0.66461,0.961419203448475,0.68200,0.63607,0.73321,0.64606,0.69891
model_456,0.68930,0.70615,0.38585,0.67134,0.74222,0.67547,0.9594753726239118,0.69442,0.55657,0.74222,0.62896,0.70884
model_377,0.68879,0.73644,0.46003,0.70200,0.68118,0.79250,0.9926674129524179,0.72337,0.78187,0.68118,0.70949,0.73684
model_200,0.68717,0.71672,0.42389,0.68239,0.68480,0.74924,0.9896972415052165,0.70987,0.75177,0.68480,0.69995,0.71702
model_446,0.68710,0.70827,0.38988,0.67448,0.73250,0.68868,0.9504013036613314,0.69531,0.63281,0.73250,0.63929,0.71059
model_387,0.68531,0.73058,0.43998,0.69341,0.67868,0.78313,0.9960133301412563,0.71733,0.76468,0.67868,0.70429,0.73090
model_451,0.68524,0.69142,0.34932,0.65981,0.73099,0.65622,0.9558679051024748,0.67773,0.62566,0.73099,0.64035,0.69361
model_386,0.68516,0.71145,0.41610,0.67416,0.68097,0.74241,0.9930384286613808,0.70614,0.74428,0.68097,0.69830,0.71169
model_209,0.68496,0.72546,0.42623,0.68479,0.68695,0.76499,0.9903269819696578,0.71342,0.76383,0.68695,0.69489,0.72597
model_447,0.68453,0.69158,0.35214,0.65940,0.72663,0.66062,0.9734087443525532,0.67649,0.66948,0.72663,0.64561,0.69362
model_436,0.68410,0.67734,0.32135,0.64775,0.73375,0.62574,0.9638049413789566,0.66282,0.62684,0.73375,0.63773,0.67975
model_538,0.68247,0.70490,0.38108,0.67283,0.72705,0.68770,0.9433388028276563,0.69105,0.62871,0.72705,0.63494,0.70738
model_6,0.67962,0.73033,0.45350,0.69788,0.66815,0.79306,0.9918092724800777,0.72354,0.78496,0.66815,0.70574,0.73060
model_537,0.67832,0.70022,0.37099,0.66824,0.72783,0.67806,0.9590373012073962,0.68608,0.66160,0.72783,0.62697,0.70294
model_4,0.67808,0.70416,0.39965,0.66984,0.67566,0.73320,0.9900439109340501,0.69691,0.73379,0.67566,0.68960,0.70443
model_20,0.67653,0.72526,0.43550,0.68707,0.66575,0.78529,0.9921312674368565,0.71680,0.76848,0.66575,0.70031,0.72552
model_464,0.67467,0.70224,0.37591,0.66900,0.72243,0.68735,0.9539951744180696,0.68874,0.62233,0.72243,0.62374,0.70489
model_353,0.67328,0.71693,0.42336,0.68235,0.69319,0.74375,0.9872669013797892,0.71112,0.74616,0.69319,0.65694,0.71847
model_342,0.67227,0.69962,0.38681,0.66597,0.70934,0.69371,0.9986565064597772,0.69158,0.59825,0.70934,0.63151,0.70152
model_108,0.66957,0.69741,0.37796,0.66981,0.71026,0.68918,0.9993991382051923,0.68608,0.60445,0.71026,0.62714,0.69972
model_458,0.66932,0.69010,0.34908,0.65905,0.72136,0.66452,0.9545357732483996,0.67507,0.58733,0.72136,0.61396,0.69294
model_24,0.66810,0.72214,0.43557,0.68632,0.65645,0.78845,0.9934669409500912,0.71733,0.76502,0.65645,0.69237,0.72245
model_302,0.66794,0.70778,0.40511,0.67149,0.68576,0.73213,0.9476173104519258,0.70170,0.72762,0.68576,0.65635,0.70894
model_454,0.66781,0.69787,0.36975,0.66747,0.69845,0.70138,0.9463666501903464,0.68359,0.62457,0.69845,0.63924,0.69991
model_5,0.66768,0.71461,0.40760,0.67943,0.66201,0.76788,0.9921352382044039,0.70206,0.75155,0.66201,0.68654,0.71495
model_259,0.66721,0.67521,0.31848,0.64527,0.71789,0.63775,0.9616385495840445,0.66211,0.64155,0.71789,0.61747,0.67782
model_73,0.66711,0.71227,0.39970,0.68377,0.70174,0.72785,0.9334001071310846,0.69709,0.60493,0.70174,0.63012,0.71479
model_254,0.66695,0.69725,0.36596,0.66627,0.70911,0.69038,0.9429216863305828,0.68359,0.65566,0.70911,0.62567,0.69975
model_151,0.66539,0.70153,0.37632,0.67098,0.71625,0.69278,0.9642977090803325,0.68732,0.58689,0.71625,0.60934,0.70451
model_282,0.66414,0.67885,0.33444,0.64944,0.72242,0.64135,0.9728542854714279,0.66779,0.64088,0.72242,0.60378,0.68189
model_343,0.66270,0.66731,0.30041,0.63637,0.72106,0.61924,0.957940202232102,0.65341,0.60331,0.72106,0.60346,0.67015
model_16,0.66097,0.72086,0.41555,0.68533,0.65046,0.79210,0.9920649134463304,0.70668,0.76849,0.65046,0.68670,0.72128
model_526,0.66058,0.69180,0.34767,0.66482,0.69517,0.69327,0.9354007182636012,0.67578,0.66643,0.69517,0.63003,0.69422
model_366,0.65983,0.71533,0.41228,0.67817,0.64616,0.78491,0.9817913194274694,0.70632,0.75899,0.64616,0.68727,0.71553
model_46,0.65889,0.72122,0.43872,0.68761,0.65180,0.79181,0.8926791084837908,0.71733,0.77376,0.65180,0.67769,0.72180
model_255,0.65858,0.61405,0.20869,0.60491,0.73432,0.50159,0.9991869004000261,0.60955,0.56531,0.73432,0.58383,0.61795
model_202,0.65805,0.72212,0.42346,0.68816,0.65120,0.79430,0.9888117567451481,0.71289,0.77995,0.65120,0.67917,0.72275
model_206,0.65204,0.71072,0.41655,0.67866,0.64807,0.77465,0.9830034414364437,0.70845,0.75737,0.64807,0.66726,0.71136
model_178,0.64617,0.67027,0.30347,0.64330,0.69443,0.65179,0.9542776527965119,0.65270,0.63926,0.69443,0.60195,0.67311
model_533,0.64592,0.69377,0.34951,0.66759,0.67888,0.71367,0.947486173553921,0.67205,0.63084,0.67888,0.61790,0.69628
model_410,0.64060,0.71397,0.41807,0.68067,0.62808,0.80077,0.9115321697207992,0.71200,0.77181,0.62808,0.66906,0.71443
model_112,0.63954,0.47352,-0.04712,0.51223,0.69645,0.25429,0.9135525460121466,0.48136,0.50360,0.69645,0.57634,0.47537
model_434,0.63896,0.72836,0.44948,0.69217,0.66641,0.79470,0.9757977267230735,0.72283,0.56457,0.66641,0.60435,0.73056
model_527,0.63760,0.68148,0.32832,0.65382,0.68226,0.68644,0.9594175296959518,0.66335,0.62557,0.68226,0.59509,0.68435
model_359,0.63426,0.67523,0.32237,0.64710,0.68225,0.67408,0.9667775570834974,0.66158,0.65246,0.68225,0.58505,0.67817
model_263,0.62917,0.71154,0.40594,0.68133,0.63841,0.78808,0.990625490261204,0.69709,0.68904,0.63841,0.62748,0.71325
model_31,0.62875,0.71862,0.42984,0.69166,0.61655,0.82260,0.9746553605162822,0.71040,0.77083,0.61655,0.65626,0.71958
model_180,0.62839,0.68824,0.34878,0.66663,0.65292,0.72779,0.9560645310400381,0.66815,0.65689,0.65292,0.61245,0.69036
model_275,0.62827,0.67622,0.31043,0.65174,0.66332,0.69452,0.9635796809340641,0.65696,0.64340,0.66332,0.59994,0.67892
model_56,0.62791,0.70663,0.40245,0.67936,0.61365,0.80043,0.9002324030515931,0.69780,0.75217,0.61365,0.65767,0.70704
model_276,0.62191,0.59464,0.15633,0.58746,0.70752,0.49083,0.9992915244582364,0.58292,0.44678,0.70752,0.53374,0.59918
model_80,0.62051,0.67706,0.34730,0.65043,0.66295,0.69691,0.9910302597229108,0.67259,0.54153,0.66295,0.57412,0.67993
model_339,0.61674,0.70229,0.39366,0.67021,0.64200,0.76708,0.9778030680563118,0.69354,0.58993,0.64200,0.58866,0.70454
model_373,0.61473,0.69026,0.36724,0.66198,0.59972,0.78173,0.9881989757549166,0.67987,0.74900,0.59972,0.64712,0.69072
model_253,0.61187,0.69890,0.38425,0.66757,0.63721,0.76505,0.9771652571664928,0.68981,0.58780,0.63721,0.58540,0.70113
model_459,0.61158,0.67467,0.33620,0.65442,0.63871,0.71597,0.9753945461129908,0.66513,0.62539,0.63871,0.59034,0.67734
model_210,0.60846,0.69594,0.39367,0.67121,0.60085,0.79289,0.9908421364255168,0.69407,0.74564,0.60085,0.62972,0.69687
model_153,0.60828,0.68652,0.36105,0.66129,0.63197,0.74554,0.9711789372072727,0.67791,0.61032,0.63197,0.58724,0.68876
model_354,0.60631,0.70746,0.40405,0.67837,0.62502,0.79431,0.9655556246109553,0.69709,0.63181,0.62502,0.58884,0.70966
model_350,0.60587,0.67754,0.31742,0.65735,0.63552,0.72494,0.9698615439625542,0.65252,0.66449,0.63552,0.58539,0.68023
model_170,0.60447,0.67051,0.33061,0.64588,0.64324,0.70328,0.990882214826145,0.66548,0.54572,0.64324,0.56424,0.67326
model_127,0.60338,0.68896,0.36313,0.66231,0.59199,0.78748,0.9027972485617906,0.67915,0.75306,0.59199,0.63152,0.68973
model_169,0.60218,0.66854,0.32654,0.64932,0.63687,0.70610,0.9826937289808388,0.65891,0.58231,0.63687,0.56911,0.67149
model_79,0.60190,0.66269,0.29112,0.64380,0.63582,0.69490,0.9552005408644869,0.64347,0.62479,0.63582,0.57479,0.66536
model_283,0.60120,0.64042,0.25096,0.62382,0.64837,0.63843,0.9687521839975258,0.62713,0.64351,0.64837,0.55803,0.64340
model_463,0.59999,0.68153,0.33553,0.66381,0.61651,0.75126,0.964345040914541,0.66051,0.67437,0.61651,0.59392,0.68388
model_262,0.59710,0.68271,0.35191,0.65599,0.62259,0.74755,0.9962437451294688,0.67454,0.58864,0.62259,0.57249,0.68507
model_413,0.59397,0.70701,0.39834,0.68506,0.57064,0.84507,0.9260844561317297,0.69513,0.80567,0.57064,0.64052,0.70786
model_535,0.59392,0.69906,0.38801,0.67252,0.61780,0.78505,0.9664243206397041,0.68945,0.53368,0.61780,0.56574,0.70143
model_455,0.59275,0.66997,0.30188,0.64792,0.62852,0.71778,0.9432513984505194,0.64808,0.55899,0.62852,0.55869,0.67315
model_167,0.58874,0.69770,0.38176,0.66844,0.61122,0.78890,0.9892847925243129,0.68892,0.58631,0.61122,0.56400,0.70006
model_332,0.58803,0.68723,0.36106,0.66112,0.61268,0.76647,0.9656051643537318,0.67809,0.59001,0.61268,0.56451,0.68957
model_514,0.58578,0.66359,0.31654,0.64192,0.61409,0.71877,0.9793219936323959,0.65465,0.56173,0.61409,0.55899,0.66643
model_97,0.58413,0.68074,0.35429,0.65614,0.61688,0.75039,0.9722371692345229,0.67401,0.50301,0.61688,0.54568,0.68363
model_361,0.58294,0.68870,0.36841,0.66172,0.57118,0.80810,0.990025846023263,0.68253,0.73906,0.57118,0.60964,0.68964
model_196,0.58043,0.69216,0.36646,0.66442,0.57659,0.81052,0.9864878341871899,0.68164,0.73212,0.57659,0.59845,0.69355
model_214,0.57873,0.66476,0.32098,0.63844,0.57296,0.75857,0.987329868809169,0.66104,0.68299,0.57296,0.59638,0.66576
model_532,0.57730,0.67291,0.33855,0.65151,0.60883,0.74294,0.9564690674545644,0.66531,0.50398,0.60883,0.54154,0.67589
model_385,0.57470,0.69881,0.38097,0.67546,0.56115,0.83901,0.9844500416814186,0.68643,0.71867,0.56115,0.60489,0.70008
model_82,0.57432,0.67573,0.33402,0.64881,0.59810,0.75866,0.9762929694729298,0.66477,0.55754,0.59810,0.55144,0.67838
model_75,0.57187,0.68929,0.35737,0.66931,0.56883,0.81356,0.9619321873044152,0.67010,0.73272,0.56883,0.59126,0.69119
model_257,0.57101,0.57287,0.11533,0.57439,0.65070,0.50498,0.9978441091267147,0.56143,0.42139,0.65070,0.49047,0.57784
model_268,0.56885,0.70045,0.39033,0.67337,0.58095,0.82452,0.9753929862287959,0.69034,0.57073,0.58095,0.55653,0.70273
model_345,0.56874,0.56791,0.10980,0.57156,0.63553,0.50898,0.9917289218837759,0.56303,0.60027,0.63553,0.51402,0.57225
model_516,0.56536,0.66749,0.33177,0.64991,0.59453,0.74668,0.9672514659871768,0.66158,0.51364,0.59453,0.53299,0.67060
model_149,0.56510,0.67093,0.33550,0.65029,0.59485,0.75298,0.9628555946232451,0.66353,0.49307,0.59485,0.53080,0.67391
model_162,0.56299,0.70008,0.39261,0.67888,0.56362,0.84061,0.961855466134072,0.68732,0.62724,0.56362,0.56915,0.70211
model_506,0.56245,0.70235,0.39077,0.67995,0.56793,0.84137,0.9711045101316785,0.68786,0.63981,0.56793,0.56268,0.70465
model_198,0.56216,0.67582,0.33549,0.65240,0.55170,0.80224,0.9872438877922166,0.66974,0.70504,0.55170,0.58814,0.67697
model_137,0.56110,0.59667,0.18262,0.60455,0.56942,0.62583,0.8869587859106505,0.59535,0.59858,0.56942,0.55885,0.59763
model_92,0.55921,0.65898,0.31080,0.64517,0.58441,0.73933,0.9994743195650333,0.64915,0.59655,0.58441,0.53893,0.66187
model_213,0.55908,0.68518,0.35538,0.65784,0.56227,0.81163,0.9898087723574466,0.67489,0.64135,0.56227,0.56285,0.68695
model_519,0.55871,0.68161,0.34582,0.65632,0.58160,0.78683,0.9612310837059642,0.66903,0.55512,0.58160,0.53735,0.68421
model_78,0.55679,0.66975,0.32653,0.64993,0.58236,0.76288,0.9820480324812236,0.65856,0.56591,0.58236,0.53205,0.67262
model_74,0.55550,0.67179,0.34694,0.65232,0.58352,0.76653,0.9599525197101328,0.67170,0.48660,0.58352,0.52326,0.67503
model_146,0.55533,0.67866,0.34492,0.66156,0.57283,0.79008,0.9723977489388101,0.66477,0.57243,0.57283,0.54111,0.68146
model_156,0.55214,0.68249,0.35946,0.65943,0.56466,0.80468,0.9635033706086397,0.67152,0.53697,0.56466,0.53993,0.68467
model_103,0.55194,0.67180,0.33603,0.65156,0.58236,0.76761,0.9601929817022729,0.66548,0.54124,0.58236,0.51880,0.67498
model_507,0.55026,0.66535,0.32303,0.64572,0.57787,0.75882,0.9637943457931308,0.65803,0.52819,0.57787,0.52079,0.66835
model_175,0.55005,0.67532,0.33596,0.65734,0.54957,0.80521,0.9963245235710142,0.66069,0.71667,0.54957,0.56466,0.67739
model_172,0.54980,0.66608,0.32034,0.64491,0.57913,0.75904,0.9603231251119791,0.65661,0.51323,0.57913,0.51747,0.66908
model_508,0.54721,0.68292,0.34704,0.65744,0.56929,0.80214,0.9668069929956516,0.66868,0.52446,0.56929,0.52380,0.68571
model_382,0.54615,0.68085,0.34881,0.65711,0.53711,0.82778,0.9891719430865029,0.66957,0.68812,0.53711,0.56922,0.68244
model_242,0.54596,0.67977,0.34845,0.65823,0.54327,0.81922,0.857903151859156,0.67099,0.70456,0.54327,0.56306,0.68124
model_84,0.54078,0.65596,0.30281,0.63452,0.58336,0.73568,0.9762274873480046,0.65057,0.46278,0.58336,0.49232,0.65952
model_468,0.54054,0.62729,0.22554,0.61800,0.58657,0.67529,0.9939904641508769,0.61293,0.55321,0.58657,0.49797,0.63093
model_435,0.53844,0.61740,0.20229,0.60927,0.58108,0.66060,0.9729981827796594,0.60138,0.54352,0.58108,0.50301,0.62084
model_273,0.53844,0.67337,0.33269,0.65131,0.55508,0.79693,0.9786313989622115,0.66300,0.54724,0.55508,0.52330,0.67600
model_522,0.53790,0.65384,0.30378,0.63584,0.57370,0.74103,0.974096339667961,0.64844,0.44841,0.57370,0.49685,0.65736
model_360,0.53478,0.68549,0.35945,0.65985,0.56052,0.81651,0.965970691458655,0.67507,0.46104,0.56052,0.50253,0.68851
model_338,0.53452,0.69121,0.37572,0.66998,0.53854,0.84895,0.9609852099259429,0.68200,0.60775,0.53854,0.53441,0.69375
model_445,0.53306,0.68209,0.35222,0.65709,0.55862,0.81165,0.9722234539814562,0.67170,0.46808,0.55862,0.50204,0.68514
model_518,0.53158,0.66246,0.31160,0.65160,0.54743,0.78349,0.9601104988002951,0.64506,0.59094,0.54743,0.52382,0.66546
model_265,0.53004,0.65618,0.29956,0.63548,0.55701,0.76126,0.9657494305060143,0.64719,0.53130,0.55701,0.50153,0.65914
model_197,0.52887,0.67308,0.32971,0.65119,0.52783,0.82195,0.9845613130565823,0.66140,0.68895,0.52783,0.54357,0.67489
model_448,0.52805,0.65462,0.29183,0.62863,0.56171,0.75384,0.9750739647132437,0.64595,0.47436,0.56171,0.48906,0.65777
model_171,0.52215,0.65497,0.29696,0.63551,0.55115,0.76529,0.9514554078849965,0.64560,0.49345,0.55115,0.49103,0.65822
model_98,0.52012,0.65788,0.30515,0.64399,0.53939,0.78247,0.9550178396856418,0.64560,0.56739,0.53939,0.50544,0.66093
model_106,0.51993,0.64164,0.27223,0.62449,0.55784,0.73237,0.9647772482803004,0.63565,0.50261,0.55784,0.47964,0.64511
model_286,0.51979,0.64668,0.27579,0.63066,0.55279,0.74689,0.9887736043404549,0.63512,0.51481,0.55279,0.48641,0.64984
model_529,0.51490,0.62026,0.22886,0.61425,0.54492,0.70221,0.9689145700139818,0.61009,0.50955,0.54492,0.48943,0.62356
model_256,0.51442,0.68391,0.35867,0.66599,0.52131,0.85156,0.9630802501974415,0.67134,0.56219,0.52131,0.50981,0.68644
model_437,0.50386,0.67098,0.32674,0.65000,0.52569,0.82273,0.9685265065287608,0.65714,0.50191,0.52569,0.48053,0.67421
model_271,0.50121,0.67293,0.33256,0.65421,0.51273,0.83910,0.9529097801659336,0.65945,0.51581,0.51273,0.48958,0.67592
model_531,0.49679,0.64140,0.28301,0.62785,0.52581,0.76446,0.9635881153724498,0.63885,0.42598,0.52581,0.46409,0.64514
model_176,0.49480,0.65738,0.30529,0.63793,0.51406,0.80701,0.9646735999019754,0.64737,0.46611,0.51406,0.47440,0.66053
model_270,0.48354,0.66006,0.31328,0.64360,0.48626,0.83948,0.9864054952757434,0.65305,0.59311,0.48626,0.48880,0.66287
model_482,0.48304,0.64083,0.27260,0.62587,0.46115,0.82302,0.9339167255978894,0.62997,0.73718,0.46115,0.52883,0.64208
model_245,0.48241,0.64815,0.27987,0.63570,0.46030,0.83886,0.9121444373392947,0.63601,0.74029,0.46030,0.52998,0.64958
model_511,0.48112,0.66583,0.32357,0.64761,0.49261,0.84486,0.9562922469367947,0.65536,0.49067,0.49261,0.46727,0.66874
model_501,0.48066,0.66417,0.30806,0.65112,0.45526,0.87677,0.910022202040823,0.64666,0.76003,0.45526,0.53519,0.66602
model_465,0.47536,0.64309,0.26773,0.62400,0.51076,0.78289,0.9699708974062126,0.63228,0.39175,0.51076,0.43419,0.64683
model_485,0.47266,0.65002,0.28973,0.63628,0.44779,0.85465,0.923056770999546,0.64080,0.70189,0.44779,0.52238,0.65122
model_89,0.47071,0.66261,0.30914,0.65166,0.46779,0.86352,0.961159807452014,0.64471,0.59056,0.46779,0.48427,0.66565
model_417,0.46706,0.46048,-0.10632,0.52434,0.46845,0.45350,0.9255597266769445,0.45898,0.49923,0.46845,0.47155,0.46097
model_349,0.46201,0.62642,0.23539,0.62120,0.47964,0.78031,0.999222159140478,0.61151,0.55116,0.47964,0.45313,0.62998
model_269,0.46044,0.65198,0.28922,0.63505,0.47367,0.83634,0.9624629174974335,0.63920,0.49523,0.47367,0.44753,0.65501
model_325,0.45601,0.65006,0.28529,0.63617,0.45925,0.84642,0.9792600839162545,0.63707,0.59313,0.45925,0.46041,0.65283
model_348,0.45477,0.63071,0.25083,0.62421,0.46906,0.79918,0.9968914653052342,0.61719,0.47405,0.46906,0.44478,0.63412
model_280,0.45410,0.63082,0.24514,0.61966,0.46947,0.79898,0.9556003795964437,0.61737,0.51014,0.46947,0.44173,0.63422
model_327,0.44941,0.62151,0.23381,0.61408,0.46746,0.78234,0.9638356650270371,0.61346,0.55213,0.46746,0.43807,0.62490
model_329,0.44619,0.63862,0.26238,0.62369,0.45973,0.82398,0.9650763901340682,0.62536,0.54144,0.45973,0.43789,0.64186
model_284,0.43823,0.64559,0.27428,0.63399,0.44590,0.85220,0.9622515231570244,0.63068,0.52595,0.44590,0.43642,0.64905
model_128,0.43682,0.60857,0.21478,0.60122,0.41083,0.80903,0.9412987720677247,0.60671,0.67230,0.41083,0.48869,0.60993
model_288,0.43538,0.62592,0.24559,0.61813,0.44376,0.81530,0.9951321078457724,0.61950,0.53911,0.44376,0.43638,0.62953
model_261,0.43529,0.62285,0.23157,0.61267,0.45343,0.79967,0.9914587392317631,0.61204,0.52043,0.45343,0.42311,0.62655
model_129,0.43202,0.62532,0.24067,0.61968,0.41007,0.84330,0.9001826110347174,0.61133,0.69938,0.41007,0.47825,0.62668
model_344,0.42911,0.63704,0.26020,0.62836,0.43116,0.84895,0.9667040347398063,0.62500,0.52072,0.43116,0.43483,0.64005
model_221,0.42907,0.64283,0.27252,0.63243,0.40498,0.88490,0.8721706145053887,0.63299,0.71026,0.40498,0.48048,0.64494
model_453,0.42872,0.61265,0.21613,0.60515,0.44778,0.78425,0.9622704512384269,0.60387,0.44287,0.44778,0.41271,0.61601
model_521,0.42605,0.62007,0.23120,0.61096,0.45055,0.79754,0.9668850809490961,0.61080,0.36699,0.45055,0.39846,0.62404
model_331,0.42090,0.63856,0.26062,0.62587,0.42998,0.85353,0.9586567876544397,0.62358,0.40940,0.42998,0.41152,0.64175
model_441,0.42050,0.63821,0.26338,0.62568,0.42716,0.85582,0.9450802382158551,0.62393,0.42240,0.42716,0.41253,0.64149
